,open,high,low,close,adjclose,volume,ticker
1970-03-25,6.375,6.554687976837158,6.375,6.476562976837158,1.332552194595337,436800,MMM
1970-03-26,6.476562976837158,6.546875,6.4375,6.460937976837158,1.3293383121490479,254400,MMM
1970-03-30,6.460937976837158,6.5,6.414062976837158,6.5,1.3373758792877197,198400,MMM
1970-03-31,6.5,6.578125,6.46875,6.53125,1.3438044786453247,224000,MMM
1970-04-01,6.5625,6.679687976837158,6.5625,6.632812976837158,1.3647010326385498,241600,MMM
1970-04-02,6.632812976837158,6.679687976837158,6.632812976837158,6.664062976837158,1.3711313009262085,86400,MMM
1970-04-03,6.664062976837158,6.664062976837158,6.625,6.648437976837158,1.3679161071777344,121600,MMM
1970-04-06,6.625,6.625,6.507812976837158,6.515625,1.3405892848968506,136000,MMM
1970-04-07,6.515625,6.546875,6.429687976837158,6.515625,1.3405892848968506,681600,MMM
1970-04-08,6.515625,6.515625,6.4375,6.453125,1.3277301788330078,148800,MMM
1970-04-09,6.453125,6.5,6.4375,6.476562976837158,1.332552194595337,225600,MMM
1970-04-10,6.476562976837158,6.5,6.429687976837158,6.46875,1.3309444189071655,171200,MMM
1970-04-13,6.46875,6.46875,6.382812976837158,6.421875,1.3213002681732178,131200,MMM
1970-04-14,6.40625,6.40625,6.34375,6.382812976837158,1.3132641315460205,160000,MMM
1970-04-15,6.382812976837158,6.4375,6.296875,6.3125,1.2987966537475586,363200,MMM
1970-04-16,6.3125,6.359375,6.289062976837158,6.296875,1.2955822944641113,324800,MMM
1970-04-17,6.296875,6.296875,6.1875,6.1875,1.2730777263641357,363200,MMM
1970-04-20,6.1875,6.21875,6.171875,6.1875,1.2730777263641357,267200,MMM
1970-04-21,6.1875,6.34375,6.148437976837158,6.15625,1.2666481733322144,472000,MMM
1970-04-22,6.140625,6.140625,6.03125,6.03125,1.2409292459487915,481600,MMM
1970-04-23,6.007812976837158,6.007812976837158,5.914062976837158,5.953125,1.224855661392212,524800,MMM
1970-04-24,5.953125,6.023437976837158,5.898437976837158,6.0,1.2344998121261597,435200,MMM
1970-04-27,5.992187976837158,5.992187976837158,5.929687976837158,5.9375,1.2216402292251587,257600,MMM
1970-04-28,5.9375,6.023437976837158,5.890625,5.898437976837158,1.2136032581329346,326400,MMM
1970-04-29,5.898437976837158,5.929687976837158,5.8125,5.929687976837158,1.2200331687927246,448000,MMM
1970-04-30,5.929687976837158,5.9375,5.78125,5.859375,1.205566167831421,683200,MMM
1970-05-01,5.859375,5.914062976837158,5.828125,5.875,1.2087806463241577,260800,MMM
1970-05-04,5.828125,5.828125,5.664062976837158,5.671875,1.166988492012024,675200,MMM
1970-05-05,5.671875,5.6875,5.59375,5.617187976837158,1.1557368040084839,564800,MMM
1970-05-06,5.617187976837158,5.734375,5.59375,5.695312976837158,1.1718106269836426,723200,MMM
1970-05-07,5.695312976837158,5.828125,5.695312976837158,5.828125,1.1991360187530518,353600,MMM
1970-05-08,5.828125,5.890625,5.796875,5.875,1.2087806463241577,220800,MMM
1970-05-11,5.875,5.921875,5.796875,5.804687976837158,1.1943141222000122,196800,MMM
1970-05-12,5.804687976837158,5.835937976837158,5.710937976837158,5.757812976837158,1.1846688985824585,332800,MMM
1970-05-13,5.710937976837158,5.710937976837158,5.5625,5.5625,1.1444854736328125,366400,MMM
1970-05-14,5.53125,5.53125,5.4375,5.53125,1.1380541324615479,702400,MMM
1970-05-15,5.53125,5.640625,5.5,5.625,1.1573439836502075,302400,MMM
1970-05-18,5.625,5.648437976837158,5.570312976837158,5.648437976837158,1.1678502559661865,292800,MMM
1970-05-19,5.648437976837158,5.648437976837158,5.523437976837158,5.53125,1.1436200141906738,174400,MMM
1970-05-20,5.53125,5.539062976837158,5.28125,5.289062976837158,1.0935466289520264,425600,MMM
1970-05-21,5.25,5.25,5.125,5.234375,1.0822392702102661,784000,MMM
1970-05-22,5.234375,5.28125,5.132812976837158,5.21875,1.0790082216262817,196800,MMM
1970-05-25,5.21875,5.21875,4.875,4.875,1.0079370737075806,508800,MMM
1970-05-26,4.875,4.984375,4.84375,4.859375,1.0047054290771484,675200,MMM
1970-05-27,4.859375,5.148437976837158,4.859375,5.148437976837158,1.0644713640213013,480000,MMM
1970-05-28,5.148437976837158,5.234375,5.109375,5.195312976837158,1.074163794517517,668800,MMM
1970-05-29,5.195312976837158,5.28125,5.125,5.28125,1.091930627822876,377600,MMM
1970-06-01,5.28125,5.421875,5.28125,5.320312976837158,1.1000081300735474,406400,MMM
1970-06-02,5.320312976837158,5.375,5.296875,5.375,1.1113141775131226,350400,MMM
1970-06-03,5.375,5.453125,5.375,5.445312976837158,1.1258516311645508,176000,MMM
1970-06-04,5.445312976837158,5.515625,5.328125,5.367187976837158,1.1096988916397095,406400,MMM
1970-06-05,5.367187976837158,5.375,5.28125,5.335937976837158,1.1032377481460571,347200,MMM
1970-06-08,5.335937976837158,5.375,5.265625,5.265625,1.088700771331787,585600,MMM
1970-06-09,5.257812976837158,5.257812976837158,5.195312976837158,5.21875,1.0790082216262817,136000,MMM
1970-06-10,5.210937976837158,5.210937976837158,5.101562976837158,5.132812976837158,1.061240792274475,217600,MMM
1970-06-11,5.132812976837158,5.171875,5.039062976837158,5.0625,1.0467032194137573,166400,MMM
1970-06-12,5.0625,5.0625,4.984375,5.03125,1.0402418375015259,336000,MMM
1970-06-15,5.132812976837158,5.132812976837158,5.0,5.0625,1.0467032194137573,244800,MMM
1970-06-16,5.0625,5.179687976837158,5.054687976837158,5.179687976837158,1.0709327459335327,254400,MMM
1970-06-17,5.171875,5.171875,5.117187976837158,5.140625,1.0628560781478882,312000,MMM
1970-06-18,5.140625,5.203125,5.0625,5.109375,1.0563946962356567,665600,MMM
1970-06-19,5.109375,5.132812976837158,5.0,5.125,1.0596246719360352,3617600,MMM
1970-06-22,5.109375,5.109375,5.039062976837158,5.078125,1.0499343872070312,174400,MMM
1970-06-23,5.078125,5.078125,5.0,5.007812976837158,1.0353970527648926,222400,MMM
1970-06-24,5.007812976837158,5.023437976837158,4.96875,4.96875,1.0273200273513794,216000,MMM
1970-06-25,4.960937976837158,4.960937976837158,4.773437976837158,4.859375,1.0047054290771484,406400,MMM
1970-06-26,4.859375,4.875,4.8125,4.84375,1.0014758110046387,360000,MMM
1970-06-29,4.804687976837158,4.804687976837158,4.703125,4.75,0.9820918440818787,225600,MMM
1970-06-30,4.75,4.8125,4.71875,4.71875,0.9756306409835815,256000,MMM
1970-07-01,4.71875,4.726562976837158,4.59375,4.59375,0.9497860074043274,286400,MMM
1970-07-02,4.59375,4.664062976837158,4.5625,4.609375,0.9530165791511536,336000,MMM
1970-07-06,4.59375,4.59375,4.476562976837158,4.484375,0.9271723628044128,419200,MMM
1970-07-07,4.484375,4.507812976837158,4.4375,4.46875,0.923941969871521,486400,MMM
1970-07-08,4.5,4.6875,4.5,4.6875,0.9691697955131531,422400,MMM
1970-07-09,4.6875,4.882812976837158,4.6875,4.710937976837158,0.9740162491798401,1344000,MMM
1970-07-10,4.710937976837158,4.726562976837158,4.671875,4.671875,0.9659389853477478,193600,MMM
1970-07-13,4.671875,4.679687976837158,4.617187976837158,4.617187976837158,0.9546324014663696,252800,MMM
1970-07-14,4.625,4.671875,4.625,4.671875,0.9659389853477478,379200,MMM
1970-07-15,4.671875,4.734375,4.671875,4.734375,0.9788612127304077,401600,MMM
1970-07-16,4.78125,4.898437976837158,4.78125,4.867187976837158,1.0063215494155884,521600,MMM
1970-07-17,4.890625,4.984375,4.890625,4.984375,1.0305507183074951,380800,MMM
1970-07-20,4.984375,4.992187976837158,4.914062976837158,4.945312976837158,1.0224746465682983,238400,MMM
1970-07-21,4.945312976837158,4.984375,4.921875,4.984375,1.0305507183074951,256000,MMM
1970-07-22,4.984375,5.054687976837158,4.9375,5.007812976837158,1.0353970527648926,454400,MMM
1970-07-23,5.007812976837158,5.085937976837158,4.984375,5.085937976837158,1.0515491962432861,374400,MMM
1970-07-24,5.085937976837158,5.085937976837158,5.0,5.0625,1.0467032194137573,483200,MMM
1970-07-27,5.054687976837158,5.054687976837158,5.023437976837158,5.03125,1.0402418375015259,136000,MMM
1970-07-28,5.03125,5.046875,5.0,5.03125,1.0402418375015259,256000,MMM
1970-07-29,5.03125,5.070312976837158,5.015625,5.03125,1.0402418375015259,451200,MMM
1970-07-30,5.03125,5.046875,5.007812976837158,5.046875,1.043472409248352,179200,MMM
1970-07-31,5.046875,5.0625,5.015625,5.046875,1.043472409248352,233600,MMM
1970-08-03,5.046875,5.078125,5.015625,5.046875,1.043472409248352,728000,MMM
1970-08-04,5.039062976837158,5.039062976837158,4.992187976837158,5.03125,1.0402418375015259,240000,MMM
1970-08-05,5.03125,5.046875,5.007812976837158,5.039062976837158,1.0418576002120972,177600,MMM
1970-08-06,5.039062976837158,5.140625,5.023437976837158,5.140625,1.0628560781478882,200000,MMM
1970-08-07,5.140625,5.273437976837158,5.125,5.195312976837158,1.074163794517517,928000,MMM
1970-08-10,5.195312976837158,5.21875,5.148437976837158,5.171875,1.0693176984786987,128000,MMM
1970-08-11,5.171875,5.179687976837158,5.078125,5.148437976837158,1.0644713640213013,236800,MMM
1970-08-12,5.148437976837158,5.148437976837158,5.070312976837158,5.078125,1.0499343872070312,108800,MMM
1970-08-13,5.078125,5.078125,4.984375,4.992187976837158,1.0321649312973022,281600,MMM
1970-08-14,4.992187976837158,4.992187976837158,4.882812976837158,4.882812976837158,1.0095515251159668,320000,MMM
1970-08-17,4.882812976837158,4.90625,4.875,4.898437976837158,1.0184926986694336,204800,MMM
1970-08-18,4.921875,4.992187976837158,4.921875,4.945312976837158,1.0282387733459473,265600,MMM
1970-08-19,4.953125,5.023437976837158,4.953125,5.007812976837158,1.0412338972091675,320000,MMM
1970-08-20,5.007812976837158,5.09375,5.0,5.09375,1.0591015815734863,212800,MMM
1970-08-21,5.09375,5.28125,5.039062976837158,5.28125,1.0980873107910156,238400,MMM
1970-08-24,5.28125,5.46875,5.273437976837158,5.390625,1.1208287477493286,2142400,MMM
1970-08-25,5.390625,5.453125,5.351562976837158,5.4375,1.1305747032165527,416000,MMM
1970-08-26,5.4375,5.492187976837158,5.429687976837158,5.4375,1.1305747032165527,283200,MMM
1970-08-27,5.4375,5.515625,5.4375,5.484375,1.1403218507766724,160000,MMM
1970-08-28,5.484375,5.601562976837158,5.484375,5.523437976837158,1.1484439373016357,507200,MMM
1970-08-31,5.523437976837158,5.554687976837158,5.421875,5.492187976837158,1.1419469118118286,155200,MMM
1970-09-01,5.492187976837158,5.492187976837158,5.3125,5.328125,1.1078332662582397,1584000,MMM
1970-09-02,5.328125,5.328125,5.265625,5.3125,1.1045849323272705,172800,MMM
1970-09-03,5.3125,5.414062976837158,5.265625,5.3125,1.1045849323272705,976000,MMM
1970-09-04,5.3125,5.335937976837158,5.28125,5.296875,1.1013364791870117,364800,MMM
1970-09-08,5.296875,5.328125,5.257812976837158,5.273437976837158,1.0964628458023071,209600,MMM
1970-09-09,5.273437976837158,5.359375,5.265625,5.359375,1.1143310070037842,448000,MMM
