priceToSalesRatio,1.4189902283987827,1.1962397385890025,1.6052841121340884,1.1429746085910182,1.7389465251657097,0.9419983783062243,1.1316643476693287,0.6364172676601978,0.6427975320618436,0.44999168904804604,0.3680425080015267,0.3400555301340394,0.34505607471274935,0.12423221999330364,0.611858873299819,0.8886407106173836,1.0330764930424141,1.5032102175937536,1.7768540980094085,1.5511208660172089,1.4504642544425017,1.4336471155480919,1.9337646272427147,1.8120241368375003,1.8300437029584018,1.2510571167264257,1.1490604089235683,1.005157171120931,1.2133056788224956,1.1975228789298817,1.0941629578681962,0.9970365585358438,0.9999255975024359,0.9248940831535234,1.252823965205046,1.138779432394967,1.1864234490358125
priceEarningsRatio,8.898809613552642,7.279306801950378,12.896207661536849,6.219090333156669,12.088887610322054,7.207292694018966,7.513559053103007,3.5998138086575038,8.535464836593773,5.677340348366721,4.204366125851319,3.144270676198572,5.451167315965837,-0.12647668259953682,4.312167570968173,6.149962186871437,6.306937384895959,8.423660476104445,9.845315007555268,8.586853224494197,11.070783593640664,5.189184808314561,10.619050727865256,9.280847296715562,12.144228557796774,5.864753068348214,9.64580000090941,8.260042116355823,11.107023529411764,20.802237691576163,12.269426802089654,9.101859469116606,9.092601901020092,8.917090919420664,12.698213959920174,9.932962013160047,10.386901495310406
priceToFreeCashFlowsRatio,9.678411211923308,4.6262743642450275,17.652060808064384,5.460999915580579,10.698328457124383,5.34697017938172,6.98436838525789,5.699859472092659,8.271982921115685,3.623129337057392,2.6002180736134615,2.6277681486017612,2.4245061261883274,0.9865996334704876,3.8782555805501255,5.581150124660207,6.714753317908416,8.495997717527212,9.955082282892144,13.161549675157385,9.253689417361834,58.78606003890008,11.448495995748033,26.04524056128513,13.11790192958739,15.944216254710868,10.961762715319193,6.751358624783983,8.209539130434782,10.627287968809824,13.766589001154166,8.022915641470563,10.079846085528661,13.259398694892738,9.634329779088489,16.43382937905578,9.500111294117646
priceToOperatingCashFlowsRatio,8.461383976523688,4.3648392063353265,12.409011910324635,4.785326654135266,8.568529767406936,4.6053110090441,5.631400904900621,4.656267515615582,6.486437965277777,3.1832538385865687,2.368821354083347,2.392933495505147,2.2349924385084607,0.8265611159106407,3.3840559299759376,4.8239301606572225,5.483006327946186,6.996986066197774,8.062046500393778,9.655528182355063,6.976539994430707,17.75856812937185,8.869115609226723,9.561998157636157,9.823166148157712,9.113607874047124,7.6287329584657195,5.381805405224696,6.591636520960763,7.622397921115156,8.023545367541717,5.575887260086057,6.35036097513283,6.254103732241898,6.265238019496494,7.073430637991117,6.4261598364189
priceCashFlowRatio,8.461383976523688,4.3648392063353265,12.409011910324635,4.785326654135266,8.568529767406936,4.6053110090441,5.631400904900621,4.656267515615582,6.486437965277777,3.1832538385865687,2.368821354083347,2.392933495505147,2.2349924385084607,0.8265611159106407,3.3840559299759376,4.8239301606572225,5.483006327946186,6.996986066197774,8.062046500393778,9.655528182355063,6.976539994430707,17.75856812937185,8.869115609226723,9.561998157636157,9.823166148157712,9.113607874047124,7.6287329584657195,5.381805405224696,6.591636520960763,7.622397921115156,8.023545367541717,5.575887260086057,6.35036097513283,6.254103732241898,6.265238019496494,7.073430637991117,6.4261598364189
priceEarningsToGrowthRatio,-9.788690574907898,0.10918960202925566,-0.44420270834182474,0.13378922044869868,-0.3176235076798833,0.24912163877152527,-0.11367287728726808,0.02046716881176507,-1.2015308193051224,-1.2111659409849025,-0.18881426056095915,0.05030833081917714,0.04563088610685229,0.0004642944669172625,-0.5571774414066772,-1.8377534064298187,3.140854817678199,0.7718823579124273,3.0590800202046595,0.2228323894620809,-0.21572977093348122,0.058936767856023,-3.7485249069364484,0.2315617345319131,-0.49239326697976005,0.06097197549715674,1.7308852223854094,0.44053557953897743,0.11438576470588231,-0.7206489486010312,-0.9727902678799647,-2.11163139683506,0.8679301814610099,1.4713200017044081,0.8400356927331807,1.1210057129137776,0.7959722155870014
priceSalesRatio,1.4189902283987827,1.1962397385890025,1.6052841121340884,1.1429746085910182,1.7389465251657097,0.9419983783062243,1.1316643476693287,0.6364172676601978,0.6427975320618436,0.44999168904804604,0.3680425080015267,0.3400555301340394,0.34505607471274935,0.12423221999330364,0.611858873299819,0.8886407106173836,1.0330764930424141,1.5032102175937536,1.7768540980094085,1.5511208660172089,1.4504642544425017,1.4336471155480919,1.9337646272427147,1.8120241368375003,1.8300437029584018,1.2510571167264257,1.1490604089235683,1.005157171120931,1.2133056788224956,1.1975228789298817,1.0941629578681962,0.9970365585358438,0.9999255975024359,0.9248940831535234,1.252823965205046,1.138779432394967,1.1864234490358125
dividendYield,0.018487009220961133,0.021758311880501077,0.016423277579506228,0.023897412471099153,0.02724777978717269,0.03864741700634209,0.048515838394616075,0.04742185472920689,0.055228337992433436,0.06593146085128247,0.024861258689069805,0.020663328624253848,0.061610912621446176,0.43863432468767977,0.0683748221606722,0.03922358895805022,0.03476133563816984,0.025462060588121727,0.021865387879889616,0.024867570518031526,0.025589121507779602,0.025602626360179504,0.022247370386189794,0.023588567421715268,0.02387006635147164,0.03568943497088323,0.04168168694859925,0.050595391993283945,0.04264012093716033,0.04332957066474941,0.05202057192767888,0.056157819760755574,0.04881944161105865,0.0522099000677924,0.0385778468945265,0.04717769893142295,0.04407413106687045
enterpriseValueMultiple,8.108839619101927,7.155810903198277,11.335191888469344,6.732641750559425,12.866323152399495,6.525422061514669,6.282751221874429,4.493892616662871,7.563519187657918,3.8019758286718215,3.58604493212208,3.294135594757858,5.06357081834024,-0.6652261783123229,4.725912866644068,6.138769257188471,6.213552034175548,6.951638650849829,7.574284757234631,7.256675792440914,7.83080656502707,5.3437362284903545,6.820342773985333,5.317700147497419,6.854639886856341,4.361002019111269,7.316862694064194,4.609167020841658,5.964439084386744,8.309177366668413,7.125208716740556,5.240641650070147,5.636871916556421,5.225707038806334,6.837556831316852,5.053576879030154,5.014337647958157
priceFairValue,1.6843214545431457,1.7075446853677791,2.3210509206307686,1.8814394253514741,3.325752858424929,1.3856556114286318,1.575132920645392,1.174753688593923,1.2319400118317267,1.024794164338339,0.8284506198649335,0.8547459700779294,1.2075376014231725,0.7962692755901521,0.5048069007005426,0.8516513269985683,1.0369434875482164,1.3590939320108906,1.4157274647955327,1.4412476680421973,1.6042599935554602,1.7479701322690067,2.19697379961601,2.331637992961279,2.4871240497533793,1.8870858474101673,2.1457589207839582,2.109892206889133,2.3157096226415095,2.629244852536557,2.404456870377024,1.663306359601047,1.855684990437751,1.7701173646133996,2.4475497479232473,1.9733484532811294,2.0364511775831873
