grossProfitMargin,0.4654933831880186,0.48829149902307184,0.4658671005006747,0.5170834537680278,0.5093508969399262,0.6891333587533574,0.6973606538302067,0.4925934556106654,0.4415468671290735,0.4500859299110812,0.44751908396946566,0.45198301064592644,0.41122394441475146,0.4070806921110569,0.44027152362389943,0.447523910934337,0.4655542249536117,0.482286318128243,0.4853600750994621,0.49332004609012486,0.47665584313230985,0.5086634916441107,0.5041063077449527,0.4934879815671802,0.49918596046093666,0.4644319287055258,0.4378166570993586,0.4491306053078834,0.43233743409490333,0.23499567598731622,0.22433471318746304,0.25363203161320313,0.4309850656207573,0.44226147950899525,0.44154917008745315,0.4427446365529103,0.4378124681154984
operatingProfitMargin,0.2682016239548553,0.29647625077439427,0.2431044702384913,0.3164416689847514,0.28685997984262956,0.2909357661533378,0.299303330607402,0.17609783296161913,0.1432252877126361,0.14752951505641484,0.15854790076335878,0.1838113887509883,0.12919704257972564,-0.9991067866483443,0.22190953693124538,0.2487425551021404,0.2695220360841701,0.2909621611369271,0.29518529004187094,0.2999453458316465,0.25059660792534916,0.29205450444673514,0.2971560016729402,0.28186202721965126,0.2782958029389999,0.24120693944945829,0.2125939052087753,0.21252451300823638,0.19617750439367312,0.17794753531277024,0.16525724423418095,0.19723384472338448,0.20748227485291898,0.21465220497499513,0.21295734427985008,0.22834253643523128,0.22783389450056116
pretaxProfitMargin,0.20516847854613682,0.21684945775381412,0.16336485761886185,0.2304676067670556,0.1632747003982079,0.2132324992412901,0.2041780497517982,0.2257081987949802,0.1083233231293835,0.1252335051931555,0.12459923664122137,0.155551878206189,0.10265455193301265,-1.0795395776999572,0.19475771221184218,0.21404285183996621,0.23923199410440985,0.2703317843740263,0.27421734141943943,0.27475008564043474,0.21603984741969043,0.25855959145771723,0.2903311661153568,0.3259719211918849,0.25562955915001584,0.24579855692022348,0.20053909701250405,0.20449731991109948,0.18357315465729349,0.16555203228596138,0.14863985807214666,0.1795676429567643,0.1832855634333987,0.19172566084302137,0.1928252721756202,0.21942608853082285,0.21977349250076522
netProfitMargin,0.15945843208485994,0.16433429324183568,0.1244772226273833,0.18378485395160202,0.14384669468520137,0.13070072471011895,0.15061628446268288,0.17679171798541993,0.07530902468322548,0.0792610027647015,0.0875381679389313,0.10815084487101698,0.06329948334224123,-0.9822539415163202,0.14189125613280462,0.14449531291662238,0.163800023687639,0.17845095037459527,0.18047711999523178,0.1806390333530566,0.13101730714668516,0.2762759794661732,0.18210334207824797,0.19524339523167947,0.1506924622053071,0.21331795254574654,0.11912546484638231,0.12168910968754086,0.10923769771528999,0.05756702219659844,0.08917800118273211,0.10954207345420734,0.10997133806003923,0.10372150418912775,0.09866143137604855,0.11464651036480493,0.11422303846546271
effectiveTaxRate,0.22076887227503675,0.24219691832429174,0.23804161775236451,0.21105862510246567,-0.44170882735359623,0.3045524470420463,0.3247749367511269,0.16635941302263846,0.20246825254873904,0.29146778042959426,0.2340327768417828,0.28843144208037824,0.3363415480735856,0.09011771147002463,0.32666160535578714,0.3249234362441712,0.3336817206667033,0.33988172797434096,0.3418464380807477,0.34253329555114764,0.39355026995476433,0.39587528902811964,0.3979832372970141,0.4010422906433449,0.41050454921422663,0.4257844851384927,0.4059738643434972,0.40493543025188594,0.40493642483171277,0.39804979975622495,0.4000397851601353,0.38996763754045305,0.4,0.4590108401084011,0.4883376527212144,0.477516501650165,0.48026926648096563
returnOnAssets,0.06894758708381435,0.0704919284669979,0.04116134424392606,0.07687647270848738,0.05516679883477106,0.05111916864934784,0.05382232665765415,0.09448332821126124,0.04206254734336111,0.06650470219435736,0.06933192261185006,0.08628428927680798,0.04970621152770006,-0.8525843273053738,0.06644008056394764,0.07154807836682445,0.07906371085561836,0.08553802194947724,0.0823609411124711,0.08447535134347921,0.06346976175931582,0.13243625336670772,0.1063624250499667,0.14327267516836223,0.10343976777939042,0.14851968503937008,0.07338786555552139,0.12554626382519557,0.10402719665271966,0.05533388750346356,0.08186753528773073,0.0985363303711448,0.09609807540205642,0.090997150997151,0.08211527035056447,0.1095114569822741,0.12356512141280353
returnOnEquity,0.18927491739771246,0.23457517753067764,0.17997933823238138,0.30252646682436884,0.2751082618706164,0.19225743566353706,0.20963872241010487,0.3263373471618605,0.1443319181106666,0.18050602948846556,0.1970453083928758,0.27184236285640606,0.22151908599217546,-6.295779263213124,0.1170656966346052,0.13848074201441782,0.1644131571738003,0.16134243965153364,0.1437970713693881,0.1678435196645734,0.14490934449093446,0.3368486952841335,0.20688984881209505,0.2512311557788945,0.20479885057471264,0.32176731490958715,0.2224552572706935,0.2554335894621295,0.20849056603773586,0.12639240506329114,0.19597141000649773,0.1827435773145904,0.20408734602463605,0.19850839030453699,0.19274755927475593,0.19866666666666666,0.19605954465849387
returnOnCapitalEmployed,0.12261586295420995,0.1355714446704534,0.08479196604547555,0.14232464786938692,0.11773342739320514,0.12268171919030171,0.1151381765798026,0.10466495237488503,0.08977932960893854,0.14504224058769513,0.14539569478473924,0.1687533760972316,0.11606642125480153,-1.0177084587597833,0.1106053865737639,0.1322735187255376,0.1398287021233017,0.1492065443934973,0.14413693247962747,0.15079920150305307,0.13284049131016043,0.15392113267284466,0.192452597882295,0.23092305231163013,0.2149950996406403,0.18938021665778726,0.14967492532068177,0.25559748427672957,0.212051053725141,0.19430280138495437,0.1725,0.20408899579073964,0.2089003645200486,0.21779242174629324,0.20334014996591684,0.25099502487562186,0.29400921658986173
netIncomePerEBT,0.7772072650477938,0.7578266274864376,0.7619583822476355,0.7974433219908513,0.881010311667246,0.61294936360625,0.737671285653743,0.7832755696482561,0.6952244678948309,0.6329057279236276,0.7025578189615561,0.6952718676122931,0.6166261714682402,0.9098822885299753,0.7285526951480433,0.6750765637558288,0.6846911271247044,0.660118272025659,0.6581535619192523,0.6574667044488524,0.6064497300452356,1.0685195544615997,0.627226296490309,0.598957709356655,0.5894954507857734,0.8678568142081531,0.5940261356565028,0.5950645697481141,0.5950635751682872,0.34772766846595854,0.5999602148398647,0.610032362459547,0.6,0.5409891598915989,0.5116623472787857,0.522483498349835,0.5197307335190343
ebtPerEbit,0.7649785095286058,0.7314226930062848,0.6719944617167962,0.7283099204553914,0.5691790834252302,0.7329195102430474,0.6821776735241875,1.28172047888956,0.7563142295564517,0.8488708523529449,0.7858775552455431,0.8462581087231605,0.794558063275063,1.0805046989235623,0.8776446244948198,0.8604995303359911,0.8876157125412156,0.929096014814132,0.928966824127797,0.9160004962859022,0.8621020420358088,0.8853128012784109,0.9770328193973514,1.1564946311049533,0.9185534113356633,1.0190360090022506,0.94329654848556,0.9622293307086615,0.9357502799552072,0.930341811112911,0.8994453390588656,0.9104301708898055,0.8833793805438418,0.8931921331316187,0.9054642976868924,0.9609514370664024,0.9646215853112405
ebitPerRevenue,0.2682016239548553,0.29647625077439427,0.2431044702384913,0.3164416689847514,0.28685997984262956,0.2909357661533378,0.299303330607402,0.17609783296161913,0.1432252877126361,0.14752951505641484,0.15854790076335878,0.1838113887509883,0.12919704257972564,-0.9991067866483443,0.22190953693124538,0.2487425551021404,0.2695220360841701,0.2909621611369271,0.29518529004187094,0.2999453458316465,0.25059660792534916,0.29205450444673514,0.2971560016729402,0.28186202721965126,0.2782958029389999,0.24120693944945829,0.2125939052087753,0.21252451300823638,0.19617750439367312,0.17794753531277024,0.16525724423418095,0.19723384472338448,0.20748227485291898,0.21465220497499513,0.21295734427985008,0.22834253643523128,0.22783389450056116
debtRatio,0.6333962449075885,0.699491100426519,0.771299613343503,0.7458851335704196,0.7994724023929313,0.7011486381687342,0.7122495156222511,0.710473444020496,0.7085813223677091,0.6315047021943574,0.6482769044740024,0.6825583101070852,0.775741466144376,0.8645632935744517,0.4324647532729104,0.48183705868241505,0.5191513688623515,0.469835703617118,0.4272405820753434,0.4966868127867181,0.5620036652412951,0.6068375646965262,0.4860093271152565,0.4298610116062473,0.4950653120464441,0.5384251968503937,0.6701005565976813,0.5084974372808201,0.5010460251046025,0.5622055971183153,0.5822475570032574,0.4607945635128071,0.5288689691537042,0.5415954415954416,0.5739750445632799,0.4487678339818418,0.369757174392936
debtEquityRatio,1.738799383786538,2.3276884691911697,3.372533053483545,2.935228245597812,3.9868447631806125,2.636995920609945,2.7742219217316286,2.4539146041953797,2.431400565445446,1.7140202517299736,1.8424402173469463,2.1504293001884687,3.457144193151176,6.38423611729341,0.7619916650022474,0.9325918311081387,1.0795763907620068,0.8862075242019783,0.7459354354473791,0.9868637597035212,1.2831241283124128,1.543477988247074,0.9453563714902807,0.7537688442211056,0.9801724137931035,1.1664960764244285,2.031226696495153,1.034577387486279,1.0041928721174005,1.2841772151898734,1.3937621832358675,0.8545807077072225,1.1231802911534154,1.1814791796146675,1.3472803347280335,0.8141176470588235,0.5866900175131349
longTermDebtToCapitalization,0.5685717445726184,0.6332241194800149,0.7243533458517734,0.68709405678363,0.7513695351026765,0.6402664041036609,0.6571180926253292,0.57962826016261,0.5792098808486995,0.3785741817695382,0.43053985539242606,0.5208432523117955,0.6562471535654774,0.7833146790749294,0.3124628530999891,0.3833072499073739,0.41803236975770264,0.360789169935927,0.3128573947047234,0.3968131029484339,0.46967455621301774,0.5296945075348812,0.3472437614549556,0.2472101380745224,0.33346102279256845,0.39077114944917896,0.563325531698382,0.2962533796832754,0.30844508880029,0.40623825629462607,0.46450939457202506,0.2915521978021978,0.38856555973981516,0.4047354790972993,0.45578747628083494,0.27843803056027167,0.14199849737039819
totalDebtToCapitalization,,,,,0.7514096614963672,0.640303204544616,0.6571527378170695,0.580054229268839,0.5795967772652711,,,,,,,,,,,,,,,,,,0.5712487260955578,,,,,,,,,,
interestCoverage,4.321120387826555,4.1417349044670795,2.7206794179198908,3.636664670814568,2.596022521922733,4.189739368052652,3.337212064510706,3.8721106410387787,4.198717511813886,5.2486226398793105,4.798377035924685,5.779051483935116,4.126266017251974,-35.430087243574626,,,,,,,,,,,,,,,,,,,,,,,-18.454545454545453
cashFlowToDebtRatio,0.15104518600155378,0.2265933435025132,0.07117864590374577,0.17905080242054078,0.12840771980384966,0.16902355570009855,0.1459268226155562,0.18265581703434386,0.1377600736892286,0.5284497206703911,0.4625772727272727,0.3286071428571429,0.2830111038536904,0.266488341629552,0.3282354807223036,0.28404204128927696,0.2632844795880839,0.3441351996527778,0.38568683181225555,0.22689685506927645,0.25964507874015746,0.08739380388096013,0.4656516443361754,0.7425401683244071,0.5060884549109707,0.3228191489361702,0.21110994507993144,0.9312907431551499,0.7876615746180964,0.5041628122109159,0.3454681647940075,0.7248527679623086,0.4598237885462555,0.4162705667276051,0.46644462947543713,0.7229674796747968,1.9148148148148147
companyEquityMultiplier,2.745200019365802,3.3276884691911697,4.372533053483545,3.935228245597812,4.9868447631806125,3.7609656170726833,3.8950141219934022,3.4539146041953797,3.4313641761272704,2.714184464144262,2.8420574674673342,3.150542991486093,4.456567482893527,7.384347872205417,1.761974031953967,1.9354921218768726,2.0795021558505167,1.8862072792240865,1.7459376911808302,1.9868934191479928,2.2831241283124126,2.543477988247074,1.9451403887688985,1.7535175879396985,1.9798850574712643,2.1664960764244285,3.031226696495153,2.0345773874862787,2.0041928721174003,2.2841772151898736,2.3937621832358675,1.8545807077072225,2.1237402015677493,2.1814791796146675,2.3472803347280333,1.8141176470588236,1.5866900175131349
receivablesTurnover,4.547282053465009,5.201580775727444,3.823541540226636,4.944949380672131,4.332009997860203,5.373031264975573,5.305170156271464,10.140473285096801,5.980764774044032,7.658369098712447,7.380281690140845,7.270989304812834,7.196153846153846,7.478121546961326,7.091992373689227,6.60653963502389,7.062174721189591,7.152422480620155,6.890246406570842,7.297954545454545,7.27545871559633,6.677510538380309,5.970715096481271,7.142677824267783,6.9144736842105265,7.1654781199351705,6.445785070785071,7.397485493230174,6.235616438356164,7.640969162995595,7.6,7.33816631130064,7.221132897603486,6.998636363636364,6.968905472636816,6.861490683229814,7.206617647058824
payablesTurnover,21.90200832922352,25.8968629950559,23.668189000655182,12.807692307692308,17.619980374396135,8.590343310368784,10.527626388160446,26.657456148021197,16.37727272727273,15.658510638297873,15.317460317460318,14.828358208955224,15.229493087557604,13.932986111111111,19.014155251141553,15.165990076680199,14.401418439716313,12.65364238410596,10.692879256965945,10.919463087248323,10.375625,6.19826738544693,8.360576923076923,9.1660777385159,8.613090909090909,9.990717299578058,8.05615164520744,9.753703703703703,11.054545454545455,14.422826086956523,14.334972677595628,15.11,8.731481481481481,9.039473684210526,10.642857142857142,11.295412844036697,10.910891089108912
inventoryTurnover,,,,,,,,78.4488304469777,57.648,52.56785714285714,59.08163265306123,41.395833333333336,51.6375,33.162809917355375,42.92886597938144,36.739755964305225,34.41694915254237,31.845,29.77413793103448,32.21782178217822,31.62095238095238,23.825032535594328,27.457894736842107,29.816091954022987,23.451485148514852,31.997297297297298,20.165622202327665,39.75094339622642,39.00377358490566,55.2875,51.437254901960785,38.33880597014925,22.452380952380953,26.423076923076923,27.44736842105263,22.8,26.878048780487806
fixedAssetTurnover,5.394469352936296,5.176257909008737,3.9028636312718312,5.882712578121877,5.674915011629987,7.424620457939273,6.656815449501329,9.008903643326466,3.0906586826347304,3.524160631994733,3.1951219512195124,3.0936860068259384,2.8463488843813387,3.0471409275101307,2.8438455657492354,2.8944621754817828,2.6994316163410303,2.6811841627315656,2.50227442207308,2.5334122287968444,2.573711967545639,2.527959912228777,2.365197841726619,2.48125,2.1576186131386863,2.217201604814443,1.9349495339740184,2.678221288515406,2.463870094722598,2.351864406779661,2.2774410774410776,2.3380434782608694,2.407044299201162,2.3471036585365854,2.2739448051948052,2.5049886621315194,2.7338912133891213
assetTurnover,0.4323859590386672,0.42895446273810545,0.33067370379190264,0.4182960187172555,0.3835110633268274,0.39111618365334244,0.3573473270148908,0.5344329999613064,0.5585326263391408,0.8390595611285266,0.7920193470374849,0.7978142878098871,0.7852546166759933,0.8679876875721432,0.468246475327291,0.49515847208213315,0.4826843676554659,0.47933632054029485,0.4563511491908065,0.46764727299206293,0.4844379963347587,0.47936217119781493,0.5840772818121253,0.7338157329130248,0.6864296081277214,0.6962362204724409,0.616055229250592,1.0316967898570273,0.9523012552301255,0.9612080908839014,0.9180238870792616,0.8995295347621537,0.8738465594516214,0.8773219373219373,0.8322935234699941,0.9552096843925638,1.0817880794701986
operatingCashFlowPerShare,2.2880418916946432,3.6725295577287986,1.3699720914809936,2.4387049920438146,1.7914391869639634,3.1587877499329813,2.7286993519903153,3.6289351810934543,2.2380579414634574,3.2572193503122753,3.403180229738994,3.2442765394786552,3.707607174514667,4.455662054635237,5.772332787696832,6.261672950067065,5.844842789376138,5.995477853337524,5.483097870725612,3.8684481360904233,4.982754492592377,1.8847376520543777,4.106761666530544,3.4262076252165916,3.1154370737931103,2.152561232732555,2.155808715489186,2.478716154814788,2.2916239316239317,1.883074610974925,1.48330238751381,1.811920422480721,1.5034156384787718,1.4115403865927678,1.7430246011431858,1.1093683392968976,1.1295255930087391
freeCashFlowPerShare,2.000328419208875,3.464991424609546,0.963060357929059,2.1369712837212744,1.434803582776327,2.7206435629835735,2.200113045645517,2.9645104555176496,1.7549630044499673,2.861768111325847,3.1003268848128145,2.954346639801872,3.417798746925639,3.732899217735384,5.036774032625551,5.412123366210115,4.772671233435936,4.937651397134529,4.440444462821416,2.8379568456518665,3.756597442613384,0.5693567825068047,3.1814959810902335,1.2578647881140357,2.3329535595150315,1.2303896715025924,1.5003142676146781,1.9758938520951146,1.84,1.3506309457432994,0.8645092839629491,1.2592758607328638,0.9471604942169385,0.6657858476946125,1.1334949343028606,0.4774930917805877,0.7640449438202247
cashPerShare,0.25994836520216025,0.8082168661509269,0.13541618694102367,0.6284553898530881,0.4582883012426538,0.355521866536019,0.5750195827102471,1.8688817987379138,3.714370725602846,1.9732144778695546,2.05639808049225,2.419749821600974,2.1578506502600394,2.243762472395223,5.301524546527523,0.398820328598569,0.6654201944823194,4.892240361838577,4.289798275643495,4.6263295076704765,0.5326535113086118,0.7248739873156282,0.16471447960624733,0.2330033006329676,0.1874000282726533,0.10995122460818783,0.1678923108997378,0.15268586141936255,0.2564102564102564,0.25568352515989806,0.22834880640390398,0.16488063642983486,0.14115226343257295,0.08368816521300995,0.18046309686951942,0.15594157145022458,0.15293383270911362
payoutRatio,0.1645123753813253,0.15838542767068922,0.21179799814837458,0.14862016688647037,0.3293953474779356,0.27854324623251364,0.36452661678875004,0.1707098474863491,0.47139953691793157,0.3743153429177469,0.10452583387835186,0.06497109826589595,0.3358513931888545,-0.05547701426078585,0.29484369079196665,0.24122358892539683,0.21923756728528962,0.21448375341633769,0.2152716314398943,0.21353417808809586,0.28329162656400386,0.13285675976119743,0.23624595469255663,0.21892189218921893,0.28988354146204576,0.2093097232531015,0.4020532160067044,0.4179200687580576,0.473604826546003,0.901352028042063,0.638262599469496,0.5111405835543766,0.44389574759945133,0.4655604257983719,0.48986975397973953,0.4686142913541255,0.4577936578829835
operatingCashFlowSalesRatio,0.16770190696176948,0.2740627276378762,0.12936437838362042,0.23884986150387671,0.20294572959066245,0.20454609394594395,0.20095609720922533,0.13667970440398122,0.09909869415274926,0.1413621758947919,0.15536946564885495,0.14210822439185836,0.15438802779262426,0.1503001019548739,0.18080637139592715,0.18421508625164532,0.1884142441669189,0.21483681736279517,0.22039740132020086,0.16064588458783594,0.2079059613505249,0.08072988233645403,0.21803353484658378,0.1895026653388788,0.18629876308277832,0.13727352921218702,0.15062270696583224,0.18676951235455616,0.18406744288224955,0.15710579417699624,0.13636901241868718,0.17881218038121804,0.15745964700558154,0.1478859518087939,0.19996430483669464,0.16099393500497872,0.18462401795735128
freeCashFlowOperatingCashFlowRatio,0.8742534070157811,0.9434890502970926,0.7029780854060704,0.8762729771305118,0.8009222937720573,0.8612935652423295,0.806286351789087,0.8169091779215513,0.7841454735985987,0.8785923831170548,0.9110087258148516,0.9106334197628622,0.9218341064875718,0.8377877792262182,0.872571665195906,0.8643254621198555,0.8165610958965344,0.8235626113414577,0.8098422766679129,0.7336163613453524,0.7539198345409428,0.3020880820660645,0.7746970093294969,0.3671303451828954,0.7488366814209511,0.5715933432196408,0.695940347970174,0.7971440571188576,0.8029240638520065,0.7172477064220183,0.5828274067649609,0.694995125121872,0.6300057482276298,0.47167325428194995,0.6503034630489111,0.430418892324993,0.6764299530256977
cashFlowCoverageRatios,,,,,0.12840771980384966,0.16902355570009855,0.1459268226155562,0.18265581703434386,0.1377600736892286,,,,,,,,,,,,,,,,,,0.21110994507993144,,,,,,,,,,
shortTermCoverageRatios,,,,,597.8498452012384,1057.9396284829722,949.0804953560372,104.55805958747135,86.84006791171477,,,,,,,,,,,,,,,,,,6.64647577092511,,,,,,,,,,
capitalExpenditureCoverageRatio,-7.95250174392796,-17.695685619464165,-3.3667549459006745,-8.082308753640962,-5.023164165127591,-7.209470863749526,-5.162258876623978,-5.46177022227543,-4.632749735071146,-8.236715501665325,-11.237056769402768,-11.189865353988708,-12.793303512113026,-6.164763636363636,-7.8475482045447915,-7.37057973901783,-5.4514063136572535,-5.667732942564066,-5.258792451220206,-3.753984310186735,-4.0637163833766206,-1.4328455701979577,-4.438467492260062,-1.5801042005861283,-3.9814731134206958,-2.334230769230769,-3.2888283378746594,-4.929606625258799,-5.074186222558668,-3.536664503569111,-2.397089397089397,-3.2786361214704316,-2.7027446918694977,-1.8927680798004987,-2.8596222562531906,-1.7556762092793683,-3.090520922288642
dividendPaidAndCapexCoverageRatio,32.595490285268696,26.0006458696635,-10.726705610846675,-106.72246963562753,29.073396567299007,25.46023171776627,12.57885558359492,26.512526635242462,7.023425699612775,11.303399653462389,-33.22326055906958,-25.049718026836068,16.797115776007445,4.991368523325597,9.619464786315007,18.678560609885395,139.70930913348946,581.2958211143695,-72.05675451843913,-38.06027963256723,-14.802394873578956,-4.111065644206925,-35.728971962616825,-2.455097394384012,-59.93877551020408,-9.694888178913738,71.8452380952381,14.401209677419354,11.905861456483127,21.042471042471043,4612.0,123.08,-16.6741214057508,-4.955386289445049,-9.259504132231404,-4.239570917759237,-24.78767123287671
dividendPayoutRatio,0.1645123753813253,0.15838542767068922,0.21179799814837458,0.14862016688647034,0.32939534747793564,0.27854324623251364,0.36452661678875004,0.1707098474863491,0.4713995369179315,0.3743153429177469,0.10452583387835186,0.06497109826589596,0.3358513931888545,-0.05547701426078585,0.29484369079196665,0.24122358892539683,0.2192375672852896,0.21448375341633766,0.2152716314398943,0.21353417808809586,0.28329162656400386,0.13285675976119743,0.23624595469255666,0.21892189218921893,0.28988354146204576,0.20930972325310146,0.4020532160067044,0.4179200687580576,0.47360482654600294,0.901352028042063,0.6382625994694959,0.5111405835543767,0.4438957475994513,0.4655604257983719,0.48986975397973953,0.4686142913541255,0.4577936578829835
priceBookValueRatio,1.6843214545431457,1.7075446853677791,2.3210509206307686,1.8814394253514741,3.325752858424929,1.3856556114286318,1.575132920645392,1.174753688593923,1.2319400118317267,1.024794164338339,0.8284506198649335,0.8547459700779294,1.2075376014231725,0.7962692755901521,0.5048069007005426,0.8516513269985683,1.0369434875482164,1.3590939320108906,1.4157274647955327,1.4412476680421973,1.6042599935554602,1.7479701322690067,2.19697379961601,2.331637992961279,2.4871240497533793,1.8870858474101673,2.1457589207839582,2.109892206889133,2.3157096226415095,2.629244852536557,2.404456870377024,1.663306359601047,1.855684990437751,1.7701173646133996,2.4475497479232473,1.9733484532811294,2.0364511775831873
priceToBookRatio,1.6843214545431457,1.7075446853677791,2.3210509206307686,1.8814394253514741,3.325752858424929,1.3856556114286318,1.575132920645392,1.174753688593923,1.2319400118317267,1.024794164338339,0.8284506198649335,0.8547459700779294,1.2075376014231725,0.7962692755901521,0.5048069007005426,0.8516513269985683,1.0369434875482164,1.3590939320108906,1.4157274647955327,1.4412476680421973,1.6042599935554602,1.7479701322690067,2.19697379961601,2.331637992961279,2.4871240497533793,1.8870858474101673,2.1457589207839582,2.109892206889133,2.3157096226415095,2.629244852536557,2.404456870377024,1.663306359601047,1.855684990437751,1.7701173646133996,2.4475497479232473,1.9733484532811294,2.0364511775831873
