,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,1.0432474415204678,1.0558948311921124,1.0976023680315738,1.0220266786234726,1.055253717375481,1.0525822934267044,0.9575861396014484,1.0343774602190041,1.0462568973563566,0.8754262055528494,1.028185704007787,1.060667438271605,1.094275026944779,1.0444926749864352,0.9157430323899709,1.0195322999731207,0.9895473285303794,1.0064954113062063,1.0070973283305455,1.0226070926114588,1.0137208191110674,0.960349911631374,1.0671985355766236,1.027329391081988,1.0005652911249294,1.0060085836909871,1.043175174274792,1.0489145369607036,1.0275095112671935,1.1901178010471205,0.9970877320713506,0,0,0,1.0672222222222223,1.0275284260921604,1.0638852672750978,1.0851769911504425
quickRatio,0.7653143274853801,0.7646011353450851,0.7457030093734583,0.7282255352538953,0.7763725694083394,0.6412067666877023,0.5864214931587051,0.5972755683851421,0.5591182364729459,0.4831039941548953,0.5917305006559735,0.6357542438271605,0.6339314017625055,0.6102143244709712,0.5493920154955343,0.7020428277036108,0.6994128180568858,0.7366215480031848,0.7260521676235252,0.7334691699412992,0.7721130038568728,0.6118859318084862,0.6930597693862512,0.6808374620425124,0.6591294516676088,0.6111587982832618,0.6624690802788397,0.6793075020610058,0.6423763535264853,0.6521596858638743,0.9155442300691664,0,0,0,0.9722222222222222,0.9874326750448833,1.0182529335071708,1.0530973451327434
cashRatio,0.015638706140350876,0.024057364804302362,0.06557474099654662,0.06779509023652057,0.07892274097951545,0.13867231235877286,0.11828609840189085,0.11460743850943532,0.08630960551239465,0.09075133950316609,0.12785136908036734,0.1404320987654321,0.15837190135040893,0.13965002712967986,0.10459485634348434,0.11464026520921064,0.08661974763669679,0.1331768847169258,0.10153248044844265,0.09392131179352836,0.08718315687435557,0.09126017879996812,0.13708934876247167,0.0976506312929519,0.11588468061051442,0.14420600858369098,0.12817629862828872,0.14701841165155263,0.11618378694761487,0.1531413612565445,0.40917364397524575,0,0,0,0.4688888888888889,0.473967684021544,0.4511082138200782,0.3661504424778761
daysOfSalesOutstanding,700.4477463569808,552.2794701178194,358.94391816703285,302.0451002148967,282.4565186039804,146.2820637703747,140.8448023164367,136.9460722498331,135.8779855182103,147.94691156120265,158.7416180613419,175.61788541715464,146.86541143654114,146.41791476319898,187.23466981132074,293.1377441015216,338.42209908735333,343.57571264910035,334.2278592177261,371.52714037031177,392.3495943597204,222.71006974395715,211.51306681007358,219.85556289204357,201.5504692587627,174.55824175824176,189.89270856141889,171.60315533980582,189.18132026520612,184.25190334326382,186.18078474514118,0,0,0,211.98076923076923,254.81692432872254,294.57328385899814,277.7757352941176
daysOfInventoryOutstanding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
operatingCycle,700.4477463569808,552.2794701178194,358.94391816703285,302.0451002148967,282.4565186039804,146.2820637703747,140.8448023164367,136.9460722498331,135.8779855182103,147.94691156120265,158.7416180613419,175.61788541715464,146.86541143654114,146.41791476319898,187.23466981132074,293.1377441015216,338.42209908735333,343.57571264910035,334.2278592177261,371.52714037031177,392.3495943597204,222.71006974395715,211.51306681007358,219.85556289204357,201.5504692587627,174.55824175824176,189.89270856141889,171.60315533980582,189.18132026520612,184.25190334326382,186.18078474514118,,,,211.98076923076923,254.81692432872254,294.57328385899814,277.7757352941176
daysOfPayablesOutstanding,1377.8654203343292,965.5968053193726,631.3754638579651,479.66269225196135,420.388250165533,289.117063944214,277.0301456618113,277.78581631573377,296.7625910429258,370.57225651415916,413.82585669781935,435.89831382077904,386.25433770630553,0,1274.1869087189978,1565.2402745995423,2217.624069478908,2171.427241700279,2418.7333333333336,2421.527777777778,127.87895866793939,148.59744211212904,167.38133493540485,112.42098184263618,202.32965009208104,224.03964456596037,180.2534395365677,169.97549019607843,155.9324452901998,136.54676258992805,134.40736478711162,0,0,0,0,0,0,0
cashConversionCycle,-677.4176739773484,-413.3173352015532,-272.43154569093224,-177.61759203706464,-137.93173156155262,-142.83500017383932,-136.18534334537458,-140.83974406590067,-160.8846055247155,-222.6253449529565,-255.08423863647744,-260.2804284036244,-239.3889262697644,146.41791476319898,-1086.952238907677,-1272.1025304980208,-1879.2019703915548,-1827.8515290511787,-2084.5054741156073,-2050.000637407466,264.470635691781,74.1126276318281,44.13173187466873,107.43458104940738,-0.7791808333183496,-49.48140280771861,9.639269024851188,1.6276651437273983,33.248874975006316,47.70514075333577,51.773419958029564,,,,211.98076923076923,254.81692432872254,294.57328385899814,277.7757352941176
grossProfitMargin,0.4207190138703717,0.3610036017337159,0.35796216509258993,0.32147421941935755,0.28123738102105567,0.2875836093252809,0.2944341173947237,0.29893924783027964,0.3026045606830217,0.3325261039124418,0.36317105106534936,0.3637981917833888,0.36621607123699174,0.8124674723876714,0.7572616683217478,0.730795293537855,0.7898305084745763,0.7828020756115641,0.8125379990542457,0.7920557050166166,0.7212614713472851,0.7034953293415805,0.6928927766399304,0.5090789039286894,0.6879908063589351,0.6784615384615384,0.6976133128968688,0.7029126213592233,0.6970308446238109,0.6779212181396889,0.6813348001466814,0,0,0,0.5288461538461539,0.6566314076484947,0.6725417439703154,0.7132352941176471
