,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,0.7717373902195672,0.8704907925013508,1.0841593731492987,0.9122925193677012,0.9218856793660206,0.967470371678163,0.9038984546896587,0.8424360257532931,0.788491055239112,0.7862545123106628,0.8149011158794526,0.8139054637622358,0.8524331257588219,0.9464221325041969,1.0265869361573758,0.9932459685357239,1.0313248332496174,1.0653172913035245,0.9657018395426031,0.94594542978313,0.9455890858656039,1.0487881897844793,1.1472208796520058,1.2243653807715371,1.2992556408467086,1.3144303797468355,1.0003263175069343,1.0725748502994013,1.2519174041297936,1.3229639986018875,1.3539352969579914,1.320382882882883,1.1691934505761068
quickRatio,0.0895704237102331,0.21028205283378523,0.33671150075655437,0.0880411078018505,0.09464907398182545,0.12042944832900818,0.10178708488973034,0.08979257450816094,0.07165321836544233,0.07527409663840351,0.07234614803840253,0.06945590889377003,0.07313476677241217,0.08099005745631664,0.12451852087071115,0.06410183499322365,0.08367744460149287,0.10660190518888733,0.07987613544797771,0.03013190766582755,0.019744765648281037,0.020841556801136814,0.027452875785403577,0.03178093144113532,0.05931612002791347,0.03949367088607595,0.03165279817262196,0.03856287425149701,0.18672566371681415,0.33100314575323314,0.30758087880251084,0.07432432432432433,0.030927835051546393
cashRatio,0.030783407326609297,0.15893814094744546,0.2786550441494481,0.03198394235561101,0.04331632887431117,0.0615298949856503,0.04045225059271009,0.037197904547820404,0.027412997837085073,0.034105513114183944,0.02820145136546967,0.028449128157775696,0.032076136764187524,0.03424990542170099,0.0962406522394932,0.03790814447214088,0.04456313930714389,0.04130504279304026,0.04227015342813848,0.004023714971537976,0.004237169325711036,0.005763006236677982,0.006766553890768487,0.0058964621227263645,0.007676203768318213,0.007932489451476793,0.006363191385217817,0.01532934131736527,0.1657817109144543,0.2953512757777001,0.2790922259777885,0.05067567567567568,0.005457853244390539
daysOfSalesOutstanding,11.338960253454449,9.440669711410132,10.540124906912755,9.506542328167425,8.39666638059787,9.410468729164133,9.872733994529355,8.880952240722308,7.73886150251712,6.848610499227661,6.845980113816317,6.360958967656649,6.236603610291883,6.7740651658308915,3.9865302835970224,3.542209768738197,4.93119442265971,7.55855137612719,4.427118914675738,2.9259538405126655,1.6299715895754585,1.4469141388302857,1.7424781872337538,2.2965455252162084,4.99737888926578,2.5360407223006614,2.5227414608044234,1.9581328466345889,1.718501326259947,3.059664694280079,2.148558315873491,1.874083129584352,2.282268870031264
daysOfInventoryOutstanding,264.5221798606094,245.02036300240167,278.5682164138692,286.69762011019975,274.31842016446075,275.1885763137942,263.70900388705655,256.9583075890854,252.43039939600115,236.97891682807247,229.9265513646659,227.67845661197265,230.4027295929687,236.95516082784985,241.12915079832058,235.9359875886879,223.94159480503086,208.10123173015836,197.86513442709915,187.49454983729387,170.19228011848998,161.73808226757782,163.5107808817791,182.74264314837797,196.75924376777647,174.7762402969963,163.0925970581143,143.22097749578666,142.96189917936692,133.60047846889952,122.76090276599355,155.83333333333334,157.88372093023256
operatingCycle,275.86114011406386,254.4610327138118,289.10834132078196,296.2041624383672,282.7150865450586,284.5990450429583,273.5817378815859,265.8392598298077,260.16926089851825,243.82752732730012,236.77253147848222,234.0394155796293,236.6393332032606,243.72922599368076,245.11568108191761,239.4781973574261,228.87278922769056,215.65978310628554,202.29225334177488,190.42050367780655,171.82225170806544,163.18499640640812,165.25325906901287,185.03918867359417,201.75662265704224,177.31228101929696,165.61533851891872,145.17911034242124,144.68040050562686,136.6601431631796,124.90946108186704,157.7074164629177,160.16598980026382
daysOfPayablesOutstanding,342.56240761069364,317.5847478225643,321.1038293432043,322.9271131469707,306.7122657213734,295.5227327106172,297.39497785929416,290.19169768835684,290.1409334319442,273.96442718243907,256.06529225684574,254.42868362543663,243.24675406491707,227.4285306767636,229.14754604572852,219.8621630794377,206.11709778110762,192.58187719431703,181.09408056946737,163.9961350919781,141.72952958232588,123.0635645670998,116.30054459832945,122.51861372097147,139.11159444537392,110.81808977387783,111.86761514347722,108.77267770397542,103.89449003516998,104.63059386434,87.51824198201255,91.66666666666667,105.07711138310893
cashConversionCycle,-66.70126749662978,-63.12371510875249,-31.995488022422364,-26.72295070860355,-23.997179176314773,-10.923687667658896,-23.813239977708236,-24.352437858549138,-29.97167253342593,-30.13689985513895,-19.292760778363515,-20.38926804580734,-6.607420861656465,16.30069531691717,15.968135036189096,19.616034277988405,22.755691446582944,23.077905911968514,21.198172772307515,26.42436858582846,30.092722125739556,40.121431839308315,48.95271447068342,62.520574952622695,62.64502821166832,66.49419124541913,53.747723375441495,36.40643263844582,40.785910470456884,32.02954929883961,37.39121909985448,66.04074979625103,55.08887841715489
grossProfitMargin,0.5213223046929559,0.5275464068187854,0.5360014794212176,0.5365086718415933,0.532368327924316,0.5271182648836277,0.5273511528557282,0.5229069609927616,0.5208173070377727,0.518274878573779,0.5151216378038562,0.510278307632145,0.5041337198262901,0.501178994792883,0.5010284075351549,0.4966527299732698,0.49400548555020674,0.48898716520495433,0.4890130875772238,0.46086720053771923,0.4460393464663478,0.4178521580221598,0.4477461777466061,0.4518511320571373,0.4470689814672053,0.4495429887790741,0.4452421296709177,0.4421215640727836,0.4343501326259947,0.4160092044707429,0.4120522797565599,0.41100244498777505,0.39184159595057316
