,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984
effectiveTaxRate,0.23487430762675757,0.24089200051860496,0.2327906976744186,0.23597359735973597,0.23125822007891275,0.35506849315068495,0.36886067490811897,0.36507240017551557,0.37541371158392434,0.3718475073313783,0.36,0.3793103448275862,0.417201540436457,0.3832288401253918,0.39349112426035504,0.39557474365893147,0.39634146341463417,0.38396624472573837,0.3581395348837209,0.3352112676056338,0.4226190476190476,0.4222222222222222,0.4168471415938474,0.393699166066097,0.39559486645855013,0.39570757880617036,0.4067495559502664,0.3771201732226633,0.3967900133749443,0.3969946679592826,0.44459644322845415,0.43813847900113506,0.422680412371134,0.4307228915662651,0,0,0.5151515151515151,0.45,0.5
returnOnAssets,0,0.008774559024083205,0.0060090089597802585,0.012598425196850394,0.011828711355158155,0.009676332037126862,0.008456328368765751,0.00787620156979719,0.008542310627125878,0.007456036535275198,0.006944184619529023,0.007959245714075152,0.004904502635900095,0.010433376198114833,0.023454281567489115,0.05692191268977912,0.0250449052906597,0.015311186669764103,0.0060679354167992704,0.010290847250686783,0.002745246190656089,0.004917951759588771,0.018822078510364153,0.0200995935028721,0.01565279100267692,0.016400007280802344,0.016968095915464335,0.016357088703563307,0.01708786420641837,0.017066627999709996,0.013750592697961118,0.00984898227183191,0.0040114613180515755,0.005430566330488751,0.0029214370311883143,0.0040594059405940595,0.020434227330779056,0,0
returnOnEquity,0,0.10406853770818152,0.05884766321798073,0.17033800873764085,0.16966618287373003,0.1270715249662618,0.11503562511418305,0.1079689598567378,0.11192069812759468,0.10316925151719487,0.09677755761810408,0.11200414830178895,0.07292001284934146,0.15513502858269268,0.2984486579660182,0.644962486602358,0.24500798722044728,0.16292134831460675,0.06520747834017328,0.10580587312261824,0.027175268012964347,0.04780206581791977,0.16978390018043782,0.2589823650996086,0.24394512109757804,0.23604925334031962,0.273578282237304,0.272712908832359,0.2897216274089936,0.3103902953586498,0.31375579598145287,0.24774774774774774,0.109020116807268,0.1100757134536983,0.04654088050314465,0.05466666666666667,0.43243243243243246,0,0
returnOnCapitalEmployed,0,0.011643758067072756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7764705882352941,0,0
netIncomePerEBT,0.7651256923732425,0.7591079994813951,0.7672093023255814,0.764026402640264,0.7687417799210873,0.6449315068493151,0.6311393250918811,0.6349275998244844,0.6245862884160757,0.6281524926686217,0.64,0.6206896551724138,0.582798459563543,0.6167711598746082,0.5976331360946746,1.29897463572585,0.8313008130081301,0.6118143459915611,0.4434108527131783,0.6647887323943662,0.6488095238095238,1.474074074074074,0.5831528584061526,0.606300833933903,0.6044051335414499,0.6042924211938296,0.5932504440497336,0.6228798267773367,0.6032099866250558,0.5705283567619971,0.5554035567715458,0.5618615209988649,0.5773195876288659,0.5692771084337349,0,0,0.48484848484848486,0.55,0.5
ebtPerEbit,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
ebitPerRevenue,0,0.4164686825053996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25680933852140075,0.125,0.017857142857142856
debtRatio,0,0.9156848052512476,0.8978887413503239,0.9260386728116868,0.9302824454772971,0.9238512952473343,0.9264894821897817,0.9270512415767644,0.9236753275306838,0.9277300510992607,0.9282459199173881,0.9289379381500281,0.9327413360988679,0.9327464835412497,0.9214126753749395,0.9117438395686516,0.8977792292619203,0.9060209921648962,0.9069441792374769,0.9027384118955217,0.8989799773328296,0.8971184262554369,0.8891409698424821,0.9223901075459656,0.9358347855769749,0.9305229436283878,0.9379771823380846,0.9400208491281273,0.9410197148233749,0.9450155876169072,0.9561742193321141,0.9602459261027876,0.9632043935052531,0.9506651725425969,0.937228582708251,0.9257425742574258,0.9533844189016603,0,0
debtEquityRatio,0,10.860258438349835,8.793239386371745,12.520579443550242,13.343589743589744,12.132199730094467,12.603495524024115,12.708252499626921,12.101923239854274,12.837009921972834,12.93648972781312,13.072206378014,13.86797301638291,13.869110979696432,11.72469835016006,10.330653804930332,8.782747603833865,9.640674157303371,9.746238030095759,9.281551221699171,8.899027673896784,8.719913523901033,8.020464986741414,11.884955363032676,14.584768304633908,13.39324076499869,15.123098525626023,15.672460104281877,15.954817987152035,17.18697257383966,21.817619783616692,24.154654654654653,26.17715768981181,19.269656377402445,14.930817610062894,12.466666666666667,20.175675675675677,0,0
longTermDebtToCapitalization,0,0.2515996009311606,0.19560351259828962,0.25467009425878323,0.24825429153331394,0.2041842082653149,0.14602943470799312,0.1735832768082876,0.13334312357735517,0.14874948749487496,0.13814488585295703,0.20597014925373133,0.2436831875607386,0.2296127562642369,0.17860032362459546,0.1941265385445908,0.07190511489992588,0.10354552780016116,0.11768255884127941,0.14752532008408178,0.13797549967762734,0.14919272430002042,0.15404761776188958,0.16673384880354722,0.19723533378287256,0.23969191952725583,0.37323065639897324,0.2799772468714448,0.38211166975390315,0.44875708678587006,0.36954933008526186,0.37347130761994357,0.4492494639027877,0.4318332230311052,0.4536082474226804,0.5562130177514792,0.13953488372093023,0,0
totalDebtToCapitalization,0,0.29700112457828315,0.19560351259828962,0.25467009425878323,0.24825429153331394,0.5160405454830451,0.14602943470799312,0.1735832768082876,0.13334312357735517,0.14874948749487496,0.13814488585295703,0.20597014925373133,0.2436831875607386,0.2296127562642369,0.17860032362459546,0.1941265385445908,0.07190511489992588,0.21043293115684883,0.2215122470713525,0.2838336811687269,0.22282503390815733,0.23907877901663316,0.20776658877401866,0.16673384880354722,0.19723533378287256,0.23969191952725583,0.37323065639897324,0.2799772468714448,0.38211166975390315,0.44875708678587006,0.36954933008526186,0.37347130761994357,0.4492494639027877,0.4318332230311052,0.5404624277456648,0.6124031007751938,0.4965986394557823,0,0
interestCoverage,0,16.20378151260504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cashFlowToDebtRatio,0,0.08910766123942951,0.5026408450704225,1.2550471063257065,1.8247875769118078,0.06393965473598948,0.948005698005698,0.44262877442273535,1.2929515418502202,0.9128996692392503,0.8236824983734548,1.2313843078460769,-0.00448654037886341,0.9503968253968254,0.0022650056625141564,1.9421579532814237,4.536082474226804,0.5691399662731872,0.5496794871794872,0.003959276018099547,0.14695652173913043,-0.44648318042813456,1.4779095973892504,2.5956043956043957,2.045868945868946,0.7426592797783933,0.7028885832187071,1.0048760666395775,0.7129501385041551,0.42695173307418205,0.7956493078444298,0.9000839630562553,0.4081145584725537,0.6367816091954023,0.18181818181818182,0.22362869198312235,0.5753424657534246,0,0
companyEquityMultiplier,0,11.860258438349835,9.793239386371745,13.520579443550242,14.343589743589744,13.132199730094467,13.603495524024115,13.708252499626921,13.101923239854274,13.837009921972834,13.93648972781312,14.072206378014,14.86797301638291,14.869110979696432,12.72469835016006,11.330653804930332,9.782747603833865,10.640674157303371,10.746238030095759,10.281551221699171,9.899027673896784,9.719913523901033,9.020464986741414,12.884955363032676,15.584768304633908,14.39324076499869,16.123098525626023,16.67246010428188,16.954817987152033,18.18697257383966,22.817619783616692,25.154654654654653,27.17715768981181,20.269656377402445,15.930817610062894,13.466666666666667,21.16216216216216,0,0
receivablesTurnover,0,0.20449400982719593,0.1720605766258996,0.46319018404907975,0.4367241379310345,0.3899723969410381,0.4005037783375315,0.34382422802850354,0.3630149307429394,0.363259576174878,0.34120351023819473,0.4193947973809945,0.35296137339055794,0.46707303798846195,0.6528904665314401,0.38300483165886956,0.3722035069534422,0.38482758620689655,0.4070522135038264,0.4473021779577542,0.5851139097212396,0.4324458573415458,0.3469749846405751,0.224865900164739,0.27415734840286965,0.2866834609532836,0.35297595209489485,0.34731666748202145,0.3536994584537692,0.36763305268772145,0.3839848352886931,0.42172689573459715,0,0,0,0,0.3184634448574969,0,0
payablesTurnover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inventoryTurnover,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fixedAssetTurnover,0,5.380592678675189,3.060471204188482,3.963401109057301,5.727529677784059,5.858599592114208,5.752886836027714,5.562445414847161,5.8267564966313765,6.878481012658228,7.257777777777778,6.91970802919708,6.589743589743589,6.694227769110764,7.791225416036308,8.094003241491086,7.157807308970099,5.601003764115433,4.653377630121816,4.27510460251046,4.763824884792626,4.114366729678639,5.1100483665047385,6.5988624958179996,6.906108026249369,6.715746421267894,5.868421052631579,5.831211498973306,8.246320681642137,7.074780058651027,8.374301675977653,9.571428571428571,7.493230174081238,6.210053859964093,0,0,5.711111111111111,0,0
assetTurnover,0,0.027754881831942094,0.021294732873231588,0.03646536623526811,0.03417408139448601,0.03542507625146954,0.03345375431433905,0.03466726178164361,0.039148484887676055,0.03783016109494437,0.03665900910675936,0.04366530634805118,0.044421398323394694,0.05688642600522332,0.09966134494436381,0.11810055337463936,0.08795313520574788,0.09427467212941648,0.0891519742006662,0.08910739981685781,0.10414305503085254,0.10757710557532621,0.15169197731433917,0.13463894795403272,0.12289574387811933,0.13947590357790762,0.1343295497430836,0.13456216830932524,0.1344548428244863,0.13992604944537085,0.12692203481677167,0.11331303846077319,0.09250238777459407,0.09938798379450048,0,0,0.1641123882503193,0,0
operatingCashFlowPerShare,,1.4821553533939817,4.794961511546536,7.112890922959573,9.240356083086054,0.9432412247946228,2.010574018126888,0.9475285171102662,1.8019953952417498,1.288715953307393,0.9937205651491365,2.0081499592502037,-0.007556675062972292,1.2430795847750864,0.0017421602787456446,1.445364238410596,1.3685847589424571,0.5160550458715596,0.5107967237527923,0.005216095380029807,0.12444771723122239,-0.42534595775673706,1.2059336502791973,0.9720200609796498,0.6028961853236212,0.2269240616952438,0.30459714324155396,0.2126536671041416,0.11965474463169919,0.1007816482411586,0.10405172413793104,0.10828282828282829,0.06035294117647059,0.08793650793650794,0.029501218909236977,0.06463414634146342,0.04097560975609756,,
freeCashFlowPerShare,,0.841147655703289,4.353393981805459,6.572845156369183,8.817507418397627,0.6445108289768484,1.7492447129909365,0.7452471482889734,1.4950115118956255,1.0949416342412452,0.8775510204081632,1.8614506927465362,-0.11586901763224182,1.1219723183391004,-0.16202090592334495,1.3062913907284768,1.322706065318818,0.4243119266055046,0.3663440059568131,-0.10879284649776454,0.0066273932253313695,-0.6445739257101238,0.6876602230488741,0.7390973876034932,0.44715570018571316,0.10893370660267764,0.1685204770687826,0.07025396119049078,0.10134913775506721,0.04182667798779496,0.057931034482758624,0.08060606060606061,0.03764705882352941,0.052486772486772484,0.023427438545570542,0.04878048780487805,0.02926829268292683,,
cashPerShare,,81.8222533240028,264.3442967109867,69.23493516399695,70.11572700296736,47.955190440627334,66.61102719033232,59.02965779467681,50.76438986953185,46.18365758754864,46.142857142857146,7.0733496332518335,23.24097397145256,23.02249134948097,4.7404181184668985,5.599337748344371,3.504665629860031,1.7813455657492354,2.0685033507073713,2.110283159463487,2.2930780559646537,3.2097596504005828,2.4291414141042624,1.7111997534147245,0.9704605216760531,0.6749319164333734,0.5392825574919657,0.3691557593522361,0.22117822149987718,0.21395072213866598,0.1761206896551724,0.15202020202020203,0.1063529411764706,0.10941798941798941,0.07028231563671163,0.16707317073170733,0.4995121951219512,,
payoutRatio,,0.3111870196413322,0.38799636253410125,0.2861771058315335,0.2244083262047334,0.25148683092608326,0.25727898358920065,0.26744989633724947,0.28236184708554124,0.34360410830999066,0.36314655172413796,0.3414351851851852,0.6343612334801763,0.3545108005082592,0.20874587458745875,0.6231823847112589,0.14099429502852487,0.16,0.3531468531468531,0.1440677966101695,0.5504587155963303,0.3065326633165829,0.08684415369212281,0.0772626931567329,0.1236728837876614,0.13725490196078433,0.1347305389221557,0.14020857473928158,0.11825572801182557,0.09260832625318606,0.10344827586206896,0.09898989898989899,0.19642857142857142,0.12169312169312169,0,0,0,,
operatingCashFlowSalesRatio,,0.11436285097192225,0.5860918655375931,0.8697882660199608,1.2293722858270826,0.14655372476212578,0.3562157098889335,0.195635107552206,0.3878427485959696,0.30474788369525213,0.258420085731782,0.5198312236286919,-0.002188715953307393,0.33488697273362855,0.0003883495145631068,0.3496195434521426,0.40844743559990715,0.15120967741935484,0.1632555925749643,0.0017127477367262051,0.04087061668681983,-0.13416034918447048,0.2832558493938214,0.2993814642060434,0.26244426577004604,0.11662606577344702,0.19325733426981467,0.17416719487287838,0.19340597407476987,0.136580310880829,0.16104069379586392,0.18823529411764706,0.13242127000516263,0.24024284475281873,0,0,0.16342412451361868,,
freeCashFlowOperatingCashFlowRatio,0,0.5675165250236072,0.9079100992410974,0.9240750670241287,0.9542389210019268,0.6832937450514648,0.8700225394440271,0.7865168539325843,0.8296422487223168,0.8496376811594203,0.8830963665086888,0.926948051948052,15.333333333333334,0.9025748086290883,-93,0.9037800687285223,0.9664772727272727,0.8222222222222222,0.717201166180758,-20.857142857142858,0.05325443786982249,1.5154109589041096,0.5702305619298933,0.7603725656223539,0.7416794318340064,0.4800447594181276,0.5532569192060386,0.3303679741205014,0.847013113161729,0.4150227617602428,0.5567522783761392,0.7444029850746269,0.6237816764132553,0.5968712394705175,0.7941176470588235,0.7547169811320755,0.7142857142857143,0,0
cashFlowCoverageRatios,0,0.08910766123942951,0.5026408450704225,1.2550471063257065,1.8247875769118078,0.06393965473598948,0.948005698005698,0.44262877442273535,1.2929515418502202,0.9128996692392503,0.8236824983734548,1.2313843078460769,-0.00448654037886341,0.9503968253968254,0.0022650056625141564,1.9421579532814237,4.536082474226804,0.5691399662731872,0.5496794871794872,0.003959276018099547,0.14695652173913043,-0.44648318042813456,1.4779095973892504,2.5956043956043957,2.045868945868946,0.7426592797783933,0.7028885832187071,1.0048760666395775,0.7129501385041551,0.42695173307418205,0.7956493078444298,0.9000839630562553,0.4081145584725537,0.6367816091954023,0.18181818181818182,0.22362869198312235,0.5753424657534246,0,0
shortTermCoverageRatios,0,0.43625128733264673,0,0,0,0.0842,0,0,0,0,0,0,0,0,0,0,0,1.0044642857142858,1.0346907993966818,0.007028112449799197,0.33267716535433073,-1.0103806228373702,4.835504717857659,0,0,0,0,0,0,0,0,0,0,0,0.6181818181818182,1.0816326530612246,0.6885245901639344,0,0
capitalExpenditureCoverageRatio,0,-2.3122270742358078,-10.858954041204438,-13.17090395480226,-21.852631578947367,-3.1575,-7.69364161849711,-4.684210526315789,-5.87,-6.650602409638554,-8.554054054054054,-13.688888888888888,0.06976744186046512,-10.264285714285714,-0.010638297872340425,-10.392857142857142,-29.83050847457627,-5.625,-3.536082474226804,-0.0457516339869281,-1.05625,1.9401993355481728,-2.326829019044564,-4.173144876325089,-3.8711590296495957,-1.923242467718795,-2.2384230287859825,-1.4933574879227054,-6.536507936507936,-1.7094682230869,-2.25607476635514,-3.9124087591240877,-2.6580310880829017,-2.4805970149253733,-4.857142857142857,-4.076923076923077,-3.5,0,0
dividendPaidAndCapexCoverageRatio,0,2.337748344370861,10.557781201848998,26.491477272727273,57.40092165898618,6.578125,19.014285714285716,10.297520661157025,-86.96296296296296,13.915966386554622,6.698412698412699,21.42608695652174,-0.05660377358490566,10.338129496402878,0.03076923076923077,1.3108108108108107,15.43859649122807,-168.75,-7.376344086021505,-0.08235294117647059,-1.69,2.433333333333333,-2.552797294267135,-4.972631578947368,-5.042837078651686,-2.6207233626588464,-2.787996882307093,-1.7489391796322489,-13.283870967741935,-1.9909365558912386,-2.6762749445676275,-4.764444444444444,-3.20625,-2.6634615384615383,-4.857142857142857,-4.076923076923077,-3.5,0,0
dividendPayoutRatio,,0.31118701964133216,0.38799636253410125,0.2861771058315335,0.22440832620473342,0.25148683092608326,0.25727898358920065,0.26744989633724947,0.28236184708554124,0.3436041083099906,0.36314655172413796,0.3414351851851852,0.6343612334801763,0.35451080050825917,0.20874587458745875,0.6231823847112589,0.14099429502852484,0.16,0.3531468531468531,0.14406779661016947,0.5504587155963303,0.3065326633165829,0.0868441536921228,0.0772626931567329,0.1236728837876614,0.13725490196078433,0.1347305389221557,0.14020857473928158,0.11825572801182557,0.09260832625318606,0.10344827586206896,0.09898989898989898,0.19642857142857142,0.1216931216931217,0,0,0,,
priceBookValueRatio,0,2.1360960523275447,1.3520185515519085,2.8673791676247418,2.7083909046927914,3.7130596491228065,3.1824054564277446,3.231081181913147,3.3328450393967635,3.2183797322030636,1.9078777766190425,1.7910318900700024,3.2730501124317377,4.288570865365661,4.571081014528441,8.270203644158627,4.966301916932908,4.311991011235955,2.811055662511628,2.7136521909926925,2.785087690717975,3.8511889649222435,6.867907046839868,10.245898408214048,11.726015677514564,7.190755433408964,4.847536430434527,4.047483522023854,4.651460906576732,4.003842188107679,2.777294807805255,3.5394205584684686,0.9756807457170668,1.1764755974694234,1.0738351740090817,0.7198889333333334,5.0161283783783785,0,0
priceToBookRatio,0,2.1360960523275447,1.3520185515519085,2.8673791676247418,2.7083909046927914,3.7130596491228065,3.1824054564277446,3.231081181913147,3.3328450393967635,3.2183797322030636,1.9078777766190425,1.7910318900700024,3.2730501124317377,4.288570865365661,4.571081014528441,8.270203644158627,4.966301916932908,4.311991011235955,2.811055662511628,2.7136521909926925,2.785087690717975,3.8511889649222435,6.867907046839868,10.245898408214048,11.726015677514564,7.190755433408964,4.847536430434527,4.047483522023854,4.651460906576732,4.003842188107679,2.777294807805255,3.5394205584684686,0.9756807457170668,1.1764755974694234,1.0738351740090817,0.7198889333333334,5.0161283783783785,0,0
priceToSalesRatio,5.730591465176766,6.489141468682505,6.483120348986399,5.815797033858781,5.525309909198579,7.981484103040148,6.992945269637361,6.799018684251845,6.4977816319788575,6.148325358851674,3.734362114717289,2.914772151898734,4.955741731517509,5.070128175250525,3.604497087378641,6.180296355626752,5.77192852169877,4.298467741935484,2.9341480570623513,2.961977593349254,2.701568736993906,3.683092042492832,5.019181158453256,5.906040455900913,6.122281264855385,3.5819271127530037,2.2382109424870857,1.804107557637085,2.040421043933246,1.5733232722595152,0.9589911891394262,1.241749302163301,0.38810635755033557,0.5839862968647007,0,0,1.4443326848249027,2.3199593750000003,3.3142276785714286
priceEarningsRatio,16.563906445774748,20.52585824081981,22.974889360412245,16.833466522678187,15.963056743655546,29.220233644859814,27.664520910534677,29.926019350380095,29.778629825889478,31.19514472455649,19.71405172413793,15.990763888888887,44.8854845814978,27.644116899618805,15.316138613861387,12.822766929788118,20.269959250203748,26.46670344827586,43.10940606914685,25.64746276275085,102.48611676577796,80.56532492950403,40.450873372216094,39.56214703759199,48.0682525018574,30.462945049192026,17.719010408252124,14.841554583365566,16.054931584414884,12.899379419969685,8.85177212142857,14.286388436,8.949547792559523,10.687876195,23.072944955060002,13.1687,11.599796875000001,33.74486363636363,371.19350000000003
priceToFreeCashFlowsRatio,0,99.98244592346089,12.183597492364571,7.2358314958802366,4.7099478377923605,79.70385863267671,22.564024179620034,44.18668367346939,20.193824435318277,23.745557924662403,16.363720930232557,6.049045534150613,-147.6667391304348,16.774032382420973,-99.80193548387099,19.55918884664132,14.62154027042916,34.57362162162162,25.059532796292682,-82.91508509601644,1241.2207474966444,-18.11581882595627,31.07445310891752,25.944485958171406,31.452846407993437,63.97928552289514,20.93332305937012,31.354373575139494,12.455460111074164,27.756068697082853,10.695891313392856,8.861857488496241,4.69851259109375,4.072597985594758,6.323696024720148,2.6995835,12.373116666666666,0,0
priceToOperatingCashFlowsRatio,0,56.74169027384325,11.061611208406305,6.686451474530831,4.494415542710341,54.46114806017419,19.63120961682945,34.753571428571426,16.753649914821125,20.17512077294686,14.450742496050553,5.607150974025974,-2264.2233333333334,15.139819067501742,9281.580000000002,17.67720504009164,14.131386363636365,28.427200000000003,17.972726145446064,1729.3717748597714,66.10051318029467,-27.452910378375513,17.71960285796216,19.72747535176793,23.32792925344284,30.71292072658189,11.58150582457184,10.35848087783622,10.54993804454266,11.519400286270349,5.954961857995029,6.596793167742537,2.9308460607212474,2.430816607527076,5.021758607866,2.0374215094339623,8.837940476190477,0,0
priceCashFlowRatio,0,56.74169027384325,11.061611208406305,6.686451474530831,4.494415542710341,54.46114806017419,19.63120961682945,34.753571428571426,16.753649914821125,20.17512077294686,14.450742496050553,5.607150974025974,-2264.2233333333334,15.139819067501742,9281.580000000002,17.67720504009164,14.131386363636365,28.427200000000003,17.972726145446064,1729.3717748597714,66.10051318029467,-27.452910378375513,17.71960285796216,19.72747535176793,23.32792925344284,30.71292072658189,11.58150582457184,10.35848087783622,10.54993804454266,11.519400286270349,5.954961857995029,6.596793167742537,2.9308460607212474,2.430816607527076,5.021758607866,2.0374215094339623,8.837940476190477,0,0
priceEarningsToGrowthRatio,0.7276153881474646,0.22223721124795948,-1.1036152210626595,1.8899391959552352,0.30975931538283963,1.2442164003617733,1.0275393481055735,3.591122322045608,1.2904072924552112,2.391627762215995,-13.799836206896538,0.1898903211805556,-1.0174043171806166,-0.7711253661472615,-0.3277324284041308,0.12194199923425954,0.27685798000278294,0.15880022068965513,-1.0777351517286713,0.07599248226000252,-2.391342724534819,-1.0948621080163368,4.542982297887588,0.6002505134626073,1.707264329789839,1.991265521310685,0.4645247964439411,0.1787748752521717,-1.2585522538083274,0.4514782796989393,0.22129430303571423,0.03571597109,-0.17899095585119046,0.05053726145752187,-0.6446493635026788,-0.19374496418473133,0.060744665919350904,0.03391791421911421,0
priceSalesRatio,5.730591465176766,6.489141468682505,6.483120348986399,5.815797033858781,5.525309909198579,7.981484103040148,6.992945269637361,6.799018684251845,6.4977816319788575,6.148325358851674,3.734362114717289,2.914772151898734,4.955741731517509,5.070128175250525,3.604497087378641,6.180296355626752,5.77192852169877,4.298467741935484,2.9341480570623513,2.961977593349254,2.701568736993906,3.683092042492832,5.019181158453256,5.906040455900913,6.122281264855385,3.5819271127530037,2.2382109424870857,1.804107557637085,2.040421043933246,1.5733232722595152,0.9589911891394262,1.241749302163301,0.38810635755033557,0.5839862968647007,0,0,1.4443326848249027,2.3199593750000003,3.3142276785714286
