,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,1.6161966293355974,1.3617002086592969,2.3444881798283324,1.4207382502324917,1.458757579224345,1.6990584571554534,2.0857902234972268,1.5798451381816905,1.6862833068416825,1.5655329342686768,1.3236182183690561,1.6841486781951898,1.769040716408373,2.284871854097039,2.133091105733241,1.4860772532188842,1.4224641297567062,1.3709166272375997,1.6930926044026124,1.3209718183735493,1.3410182847525056,1.1285051316376618,1.018292990206783,0.9747465136106206,1.1450166297591464,1.3905987688864019,1.3279569892473118,1.1831988609397248,1.3864628820960698,1.799285288862418,2.3219476744186047,2.317356572258533,2.385135135135135,3.124505928853755,3.356091030789826,4.032181168057211,3.597491448118586,2
quickRatio,0.8085407127723913,0.7522385138238383,1.6825622841953127,0.7979686616759873,0.8634389022359507,1.1544030147638062,1.4166236677083772,0.9601315681661223,1.0287701464731922,0.9512420744501426,0.7566562003888774,0.9750745378652356,1.0325074111524002,1.373456804672364,1.1110783373890813,0.8999016777214202,0.8047036805988771,0.7717820952606261,0.9760517230004618,0.7326185644000816,0.7537028536454747,0.6050423917893798,0.5202869093413516,0.4877748005602582,0.6671226669174668,0.757694459988808,0.6951612903225807,0.5970574276222117,0.6708515283842795,0.8850506253722454,1.2078488372093024,1.0704429920116194,1.40015015015015,1.7302371541501975,2.4926372155287817,3.189511323003576,2.8449258836944127,1.3333333333333333
cashRatio,0.2208065198740316,0.22181852142307942,1.1272470408907767,0.2756445592758886,0.2812217963873953,0.5675955045522687,0.7758840207217118,0.3716498304674728,0.40337277171033514,0.33755038334219506,0.17953359720626522,0.27094732657523357,0.296279084121345,0.5806421200993679,0.1943630687823594,0.2655310183378853,0.10208151382823871,0.087594136897721,0.13774474230129236,0.049486396686385624,0.051576007956545024,0.0420615796519411,0.024145403235289176,0.03286949637659095,0.04175822296702263,0.00391717963066592,0.016666666666666666,0.03322259136212625,0.039301310043668124,0.24121500893388922,0.42950581395348836,0.2534495279593319,0.6524024024024024,0.83399209486166,1.5542168674698795,2.0858164481525625,1.9783352337514253,0.5907297830374754
daysOfSalesOutstanding,54.55745683705307,54.56810259561231,48.03433634454758,52.696403277117994,55.1987825926892,56.715022894443706,56.300544753282935,55.40672622439955,53.13166154644845,54.504299503413336,55.59490350496503,53.4996742381219,59.0736869838022,57.64267485720958,58.548587886461995,67.57859232047173,65.95876962991058,68.54801154722658,64.37062917201567,63.19829574706263,61.46695664374912,64.82588843792094,49.71631565592489,44.50267464102932,54.780656924075494,57.99186128803963,53.02521008403362,51.7755223880597,52.2654702970297,53.887599016662115,50.79456860706861,57.42203887568172,55.02345996670198,56.32102756039469,49.15754082612872,54.50572488308337,48.79507475813544,54.66288782816229
daysOfInventoryOutstanding,95.1657482496147,77.25828311180824,68.11159463576855,67.6279800302412,71.56603092605553,69.18770259564408,69.74858847011129,73.65790144668298,69.69613213929674,71.13381493362574,72.67951778256857,71.00593420831291,74.30198519392893,79.18979938758442,73.7366726278347,76.22829200686182,69.03459885615695,71.30052058253447,71.20742347715456,66.61994344578396,62.61785173297145,71.56480944674189,62.9269249939363,53.69820304564152,46.11396303901437,47.35706662601006,51.99336049494492,57.98638284551573,59.98856396013723,58.3974582172702,57.71503040834057,64.00891696080252,76.5358675659105,88.34288333715334,57.10884353741497,46.93766346992153,44.4170924291686,61.1310494834149
operatingCycle,149.72320508666775,131.82638570742054,116.14593098031614,120.3243833073592,126.76481351874473,125.90272549008779,126.04913322339422,129.06462767108252,122.82779368574518,125.63811443703908,128.27442128753358,124.5056084464348,133.37567217773113,136.83247424479399,132.28526051429668,143.80688432733353,134.99336848606754,139.84853212976105,135.57805264917022,129.8182391928466,124.08480837672057,136.3906978846628,112.64324064986118,98.20087768667085,100.89461996308987,105.34892791404968,105.01857057897854,109.76190523357542,112.25403425716692,112.28505723393232,108.50959901540918,121.43095583648424,131.55932753261249,144.66391089754802,106.2663843635437,101.4433883530049,93.21216718730403,115.7939373115772
daysOfPayablesOutstanding,0,47.233545226891216,43.89600919735092,40.84519194742527,45.771885033157474,55.98069355351751,52.37649793027392,52.31068183957824,54.2797967822313,54.607323331218836,54.421825124922705,52.82796266858372,52.43756117583909,48.74765051502382,42.983892130217804,52.095064499201804,46.827361173237904,48.92695860832689,46.07188707924156,44.88233998479835,39.23344522914345,40.682969563669225,62.068863727834156,38.48014614711549,35.0847022587269,42.07043756670224,42.960615663196016,43.76115197996556,44.66345368403855,34.56824512534819,35.2632493483927,40.48021549321939,40.05824647455549,32.710291084116434,0,0,0,0
cashConversionCycle,149.72320508666775,84.59284048052933,72.24992178296522,79.47919135993394,80.99292848558726,69.92203193657028,73.6726352931203,76.75394583150428,68.54799690351388,71.03079110582024,73.85259616261088,71.67764577785108,80.93811100189204,88.08482372977016,89.30136838407887,91.71181982813172,88.16600731282963,90.92157352143417,89.50616556992865,84.93589920804824,84.85136314757713,95.7077283209936,50.57437692202703,59.72073153955536,65.80991770436296,63.27849034734744,62.057954915782524,66.00075325360986,67.59058057312836,77.71681210858412,73.24634966701649,80.95074034326485,91.501081058057,111.95361981343159,106.2663843635437,101.4433883530049,93.21216718730403,115.7939373115772
grossProfitMargin,0.34879416895779713,0.3448317267386326,0.3399788855974268,0.3465426474884352,0.3424692191622065,0.33690272710148667,0.32938498528809373,0.35855793291640403,0.35429133627252757,0.35349079723193555,0.35393089763611385,0.345874496724655,0.3334989914818256,0.3156768039726357,0.31647818073710016,0.3239984088728736,0.3118634192459696,0.3108834911049965,0.2990226548666821,0.2804826212736643,0.2748288872529893,0.2368023200485829,0.26769269806569984,0.24739050840346585,0.23338012709790248,0.22635055437603208,0.23713595027051917,0.23713432835820897,0.24245049504950494,0.21551488664299373,0.2522089397089397,0.2472381485106978,0.25942182533676406,0.2577407281388227,0.26570605187319885,0.26011933559103373,0.24256816182937554,0.2684964200477327
operatingProfitMargin,0.24399393223023055,0.23594459510964905,0.22640472120332272,0.2282382456954532,0.22194973371149712,0.21280414495240885,0.208822612612683,0.22839673451517817,0.2234197024140445,0.22678023313530707,0.2237025648931247,0.21269541531963795,0.19513045983896085,0.1744461733119515,0.17093280287301943,0.18090834639773498,0.1698431805814356,0.16689869407029978,0.15923974169005078,0.14360373829036058,0.14289379957752787,0.10747687849079113,0.13261960064801984,0.1284573803764502,0.10397703870944092,0.10839820712432177,0.10935881201795787,0.10662686567164179,0.09826732673267327,0.0001365747063643813,0.10278066528066528,0.09271430569151168,0.10337520811260784,0.1022456617897244,0.10297790585975024,0.10627318174487986,0.07563764291996482,0.11276849642004773
pretaxProfitMargin,0.23228762399337943,0.22052950736264254,0.23839253009176814,0.2073734961152896,0.20383225145030656,0.18527848898997015,0.18049148365649006,0.2028988789206639,0.20010920038070953,0.20166042687310665,0.19869006569166398,0.18617324779241143,0.16441031634770728,0.14041141751514877,0.14468449924638552,0.15744858085499683,0.14493895970406037,0.14235909476547573,0.13452615315202732,0.11916854002575983,0.11810960057354725,0.08276553558411795,0.10358362773993325,0.10214241611942945,0.08340718985114408,0.09223873555083746,0.09059514216645562,0.08274626865671642,0.07648514851485148,-0.015296367112810707,0.0867983367983368,0.07327646483009369,0.08566671711820796,0.10326641714869003,0.10720461095100864,0.10530559587163361,0.09586631486367635,0.12271280827366746
netProfitMargin,0.1885271675774283,0.1785000452536494,0.19216595312496904,0.1669647151325458,0.16053519366586655,0.1584751300529979,0.13337145746958337,0.14867014149679378,0.14531706400156738,0.14384514108536794,0.13770326010965706,0.12858697608024847,0.11490793831689163,0.09806252993416271,0.09756571656588843,0.10670847275194796,0.10000274832489597,0.09804615962695291,0.09146259325920744,0.08044451284418966,0.08043692614041528,0.06485991705983288,0.06688267327698943,0.06570955571871448,0.04500287878689861,0.059447983014861996,0.05893864395073098,0.06244776119402985,0.038366336633663366,-0.009969953564599836,0.057692307692307696,0.05313942105999161,0.056455274708642346,0.06515821708063968,0.05859750240153699,0.06644089662957588,0.06437994722955145,0.06941129673826571
effectiveTaxRate,0.1883890999599634,0.19058430144624214,0.19390950273905141,0.19485991093229432,0.21241514763425784,0.14466525004110556,0.2610650942212052,0.26726977355589177,0.27381118046996145,0.28669623824667667,0.3069444129967169,0.30931550260310936,0.30109046153846153,0.3016057264461211,0.32566572733031873,0.3222646265054511,0.31003542091730313,0.3112757580506151,0.32011292141948017,0.32495176305088136,0.31896369346938114,0.2163414807614803,0.3543123103883623,0.356686886651634,0.3478502546601515,0.3567774936061381,0.34942820838627703,0.36796536796536794,0.36893203883495146,0.3482142857142857,0.33532934131736525,0.2748091603053435,0.3409893992932862,0.36902800658978585,0.3709677419354839,0.36906584992343033,0.3284403669724771,0.4343598055105348
returnOnAssets,0.09327735553996744,0.08321040844289974,0.08423272333635498,0.08748964783491063,0.08980687319562684,0.08741205818731093,0.07212808248907075,0.08865726465332138,0.09102372961812738,0.08795638307681891,0.08846378536185351,0.08900680404399594,0.07434886610463967,0.06339124198405931,0.0808210130968581,0.08304621772225662,0.085379909483236,0.07898629675390317,0.07935427274365792,0.07228482269783768,0.08125972081716029,0.06422977414506519,0.07978225539821278,0.0791095489162273,0.059642053370485476,0.09077809798270893,0.09518497862056144,0.09929751281564458,0.061752988047808766,-0.012973165096854452,0.07465949218093156,0.062040816326530614,0.060630689206762026,0.06799218888691638,0.06803479812625474,0.07652303120356613,0.07151230949589683,0.08711932101847229
