,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,1.0937379452230938,1.3499839897534422,1.5222126188418323,1.194611780455154,1.0738157040882543,1.6356788899900891,1.2437562437562437,1.2883333333333333,1.2854270167967825,1.4424918032786884,1.4195990466844246,1.445475638051044,1.4298170627457685,1.5441888619854722,1.4195953141640043,1.4542012261089072,1.3639746929661332,1.3865341715676334,1.478681723899516,1.6095990635059994,1.1275,0.9890316223903627,1.0505671801946808,1.1163297316138028,1.2435785861700277,1.2275661045180095,1.385985237165271,1.15344286280367,1.2754365185496503
quickRatio,0.6187475890446188,0.8525456292026897,1.057389801210026,0.7494979919678715,0.7198247890979883,1.2158572844400397,0.7346403596403597,0.9452564102564103,0.9661698604211024,1.0600655737704918,1.030421982335623,1.0137664346481052,0.9541802017438878,1.0458030669895078,0.9729195192453979,0.9498737829065993,0.8422032005954596,0.9103630095315352,0.9859414611661673,0.9792215393620135,0.6577272727272727,0.5404063876856723,0.5722388288495439,0.6061345416521436,0.6529079742397493,0.6301530293566521,0.7046440038396611,0.5714938884994056,0.6326748939747068
cashRatio,0.23196605374823195,0.37688120397054115,0.5730337078651685,0.25,0.177319922128488,0.6069375619425174,0.39735264735264736,0.39153846153846156,0.37248639697184766,0.42950819672131146,0.33183793635216596,0.3174013921113689,0.27218327919302443,0.31476997578692495,0.27034839494903395,0.18175261449693472,0.1507257164123558,0.25005069965524235,0.31020972574325884,0.20368744512730466,0.0865909090909091,0.06612630365674556,0.05380547252241895,0.057968804461484835,0.052142128950443845,0.0575421611492817,0.04931978418456853,0.03575456457463346,0.0432888854926833
daysOfSalesOutstanding,55.93356768047277,59.46561745996929,60.93118856121537,59.303559764859564,70.11488970588235,73.45911949685535,67.88768764632971,70.67947453371593,74.66010514732852,71.13867607118245,74.5041373095199,67.84039303112873,69.2040971529065,63.22710972985895,67.94735356955698,68.88623072833599,67.36899617543337,68.67610517191564,68.53538264489274,69.29717724602378,66.35163483796296,60.15581797979276,63.528897123153726,64.36451872875713,65.58067850556249,65.29792008846535,64.81017766975489,64.06975002247101,65.41604703039316
daysOfInventoryOutstanding,69.8990472860764,70.106811580624,71.98445171849427,64.99952638060056,66.52040611178127,69.86907449209933,53.380145278450364,50.85659324079662,52.21538354544822,46.99836923285996,52.965378311936625,52.2673031026253,60.43616770235192,51.23146186440678,54.698749042634674,56.210151441809,62.55534130350945,59.498741233591076,61.92904766643447,62.76710816777042,65.86222222222223,68.42239462370904,74.80386381789137,76.26895299005852,84.77854949043697,87.31489015459724,88.83789253314724,90.26433553484353,91.50963443183863
operatingCycle,125.83261496654916,129.57242904059328,132.91564027970963,124.30308614546013,136.63529581766363,143.3281939889547,121.26783292478007,121.53606777451256,126.87548869277674,118.1370453040424,127.46951562145654,120.10769613375402,129.6402648552584,114.45857159426573,122.64610261219165,125.09638217014499,129.92433747894282,128.1748464055067,130.4644303113272,132.0642854137942,132.2138570601852,128.5782126035018,138.33276094104508,140.63347171881566,150.35922799599945,152.6128102430626,153.64807020290215,154.33408555731455,156.9256814622318
daysOfPayablesOutstanding,64.69888995717157,72.09032137168556,64.03181260229132,64.7920810836412,71.29020908725371,73.16478555304741,67.03450363196126,64.9268255884128,74.90889491619723,67.58340694435007,68.96715378311937,66.62836685987044,69.16424132777472,53.82755750605327,62.875606331376055,63.12599405297006,64.89201696876205,60.41764071210214,59.168573987461436,56.28090507726269,51.42444444444445,40.671789296832536,44.116313897763575,42.43207378885771,44.021999627716504,43.7177710537022,40.31046755059316,41.6907906919326,40.187466234467855
cashConversionCycle,61.133725009377585,57.482107668907716,68.88382767741831,59.511005061818935,65.34508673040992,70.16340843590729,54.23332929281881,56.60924218609976,51.966593776579515,50.55363835969233,58.502361838337166,53.47932927388358,60.47602352748369,60.63101408821247,59.7704962808156,61.970388117174934,65.03232051018077,67.75720569340457,71.29585632386576,75.78338033653152,80.78941261574076,87.90642330666927,94.2164470432815,98.20139792995795,106.33722836828295,108.8950391893604,113.33760265230899,112.64329486538196,116.73821522776396
grossProfitMargin,0.4171379081970554,0.4147291072603641,0.4175752159666369,0.4253755715218811,0.42853860294117646,0.4195492662473795,0.431207822613965,0.40566714490674316,0.41398703998043773,0.4034212979853257,0.4001310830738981,0.39455866567583187,0.3957412424544893,0.3681090126703323,0.3684040794936913,0.3593390040758462,0.35603238464212983,0.35729557931233746,0.3564521293627922,0.35090987247456656,0.3489583333333333,0.34633323858497633,0.3556687766970305,0.3557027225901398,0.36078886310904873,0.36044753061324053,0.35739333985058164,0.35279489458598406,0.35484245747746074
