,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,1.337516766882516,1.6981120074336078,1.4301483153530816,1.111386270397856,1.452228359679078,1.6500172734473963,1.6140863270706984,1.1414398173966047,0.9549442928220852,1.1029755748269552,1.171093349144271,0.9072377826017896,1.4577962840523293,0.9715583689640294,0.9322352564298136,0.9843607043636288,1.719355563121636,1.5055495894179824,0.9937836250440503,1.3315167107758608,1.447516119081833,1.0175144647281984,1.0905701511288475,1.0933309389878714,0.9749570915899516,1.030422147445702,1.013429108500046,1.0186150032879762
quickRatio,1.2018865633672526,1.4966348728755359,1.2330584321169067,0.9862912504769482,1.3222172081176424,1.4300163661552099,1.2398326875362733,0.8556369719999481,0.8063361299235149,0.9380221179091416,0.9507747739530005,0.7036742889975272,1.1818749117815301,0.6937860393049072,0.6581577783201635,0.7386668894784116,1.2710278681280471,1.0784534473640668,0.745356513567485,0.9768080927307433,1.0626594039889554,0.7106839157141364,0.9281269630122307,0.9441373318902548,0.8562665782493368,0.8339400428265524,0.797739966088657,0.789322227280647
cashRatio,0.2055671831637373,0.28881004200762717,0.033791416207907966,0.00561985524436018,0.01585083810275925,0.011126542832915165,0.01045421164237806,0.007730815619852931,0.00818620348843739,0.011116636168350704,0.012428309179845616,0.015003461130426768,0.029132524571165375,0.005817773506452751,0.0285203801446136,0.015396987863722766,0.026846707185442218,0.07734060949773053,0.14384823211558792,0.247835268297631,0.18524718433308004,0.016509158432582993,0.04658020175146879,0.04478234914410239,0.018045911998751756,0.019302539002753135,0.02307704808801781,0.012039051039506298
daysOfSalesOutstanding,51.690072287817976,49.62780648265726,49.468154633508405,56.18959546013093,61.13817826050188,45.278768427962106,38.61045541390053,38.70528888363379,37.15763216189749,33.648800786551085,33.17761808342328,33.79036822341462,35.36134374294677,27.4452503695796,34.53501949483352,37.975393233206745,40.08373192356915,40.4234152168186,38.40265892024924,38.50815388324853,40.534489038496794,38.14761713663885,42.57996902800046,36.72617922837837,40.37001091172058,39.22708824898369,38.59988537410564,41.799961245477604
daysOfInventoryOutstanding,0.8871869769557322,1.0612900416370608,1.0058345714187604,1.1055656296872909,1.2605631627930272,1.262723410404732,1.6790165650032371,1.9759781971255412,2.0589599979540467,1.9958093509531671,2.6922774685999395,2.9306515049621975,3.5564810009476964,3.1698255528150097,2.8974775291524812,2.8041981583732754,2.4517859318290647,2.5275216772504616,2.5968529133484792,3.168564656336445,3.1936940252729724,2.383744763074256,2.7857268956207677,2.844956007896943,2.94553072092292,3.3295661345442253,3.6117536188062815,11.000640658878773
operatingCycle,52.57725926477371,50.68909652429432,50.473989204927165,57.29516108981822,62.39874142329491,46.54149183836684,40.28947197890377,40.68126708075933,39.21659215985154,35.64461013750425,35.86989555202322,36.72101972837682,38.91782474389447,30.61507592239461,37.432497023986,40.77959139158002,42.53551785539821,42.95093689406906,40.999511833597715,41.676718539584975,43.72818306376977,40.531361899713104,45.36569592362123,39.57113523627531,43.315541632643495,42.55665438352791,42.21163899291192,52.80060190435638
daysOfPayablesOutstanding,27.387396765135215,26.19385449345444,28.71775412543904,35.7036778337234,36.47358593720656,26.122339904495973,24.639863119342923,23.210121982515936,23.961452902127128,23.079395694989405,32.36405111964742,32.47501996179932,39.39801829956225,34.12061205991863,35.641506204667685,34.379578197391254,35.825615785531376,46.94587260578555,47.755043054431304,39.271886335934134,58.497082566556244,52.264090039006064,64.08382271614042,60.85869677902081,64.36070588804428,41.2242767449786,50.4911615328298,33.01273540973468
cashConversionCycle,25.189862499638494,24.49524203083988,21.756235079488125,21.591483256094826,25.92515548608835,20.419151933870864,15.649608859560846,17.471145098243397,15.255139257724409,12.565214442514847,3.5058444323758025,4.245999766577498,-0.4801935556677819,-3.505536137524018,1.790990819318317,6.400013194188766,6.7099020698668355,-3.9949357117164936,-6.755531220833589,2.404832203650841,-14.768899502786475,-11.73272813929296,-18.718126792519186,-21.2875615427455,-21.045164255400785,1.3323776385493105,-8.279522539917878,19.787866494621696
grossProfitMargin,0.1536630994201163,0.15045556132870055,0.16434398246072288,0.15777560995088263,0.16681016161193551,0.18086193506816228,0.18523587160610028,0.16890048903233362,0.16679598128486503,0.16553557086279272,0.3731141930732285,0.43083365296027265,0.4465993261368436,0.4380109771237128,0.4424961868523989,0.4555312265342383,0.46989145109864483,0.49765016578408805,0.5009622066276579,0.5123987604353601,0.514891884750072,0.4873653461529026,0.49866288391661323,0.5181263534220809,0.4946207019015732,0.5006732815514129,0.5181815156501322,0.5527752958137663
