,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,2.1105022508294273,2.544016334496287,2.2512328284607257,2.2046254538726613,2.0586761047478976,1.9788471838260446,1.9351952481025205,1.8983697664543524,1.8274718101994802,1.722729115913556,1.7876055636830326,1.7328943438331474,1.7141150400903105,1.4505166679519104,1.5171983234414244,1.4737872665819038,1.541466524300569,1.4817252720881975,1.7245241504888897,2.095550903436922,2.154993989505028,2.069163189460321,2.3188553909044454,2.224098585120949,2.2335069444444446,2.565275716986118,2.504647689529881,2.786107597291465
quickRatio,1.407715993479442,1.8626563878234073,1.5629892675633128,1.517792733411966,1.2552465669220891,1.0711035436335719,0.996230041721754,1.0413907430997877,0.9749900359348155,0.8851715520628683,0.950544132879827,0.9593305295682774,0.9917418967233004,0.7962171547690418,0.8297269193236174,0.6999884620083345,0.8142064864833751,0.7747335582501659,0.8747143006173952,1.0977500457307778,1.1454587771222087,1.2202632615773115,1.2473173224322944,1.1825650387950708,1.2717013888888888,1.4449887192829123,1.3753260069993982,1.5538730560309546
cashRatio,0.5817715949302221,0.95939237916213,0.6029178138321196,0.5732630264344689,0.5659670707727362,0.3116452105478037,0.26945164644306235,0.3059702760084926,0.23349222353650184,0.19127827111984283,0.22944377452270626,0.38285400394815894,0.44875360318994184,0.29340371493461426,0.29641731590650944,0.07578876878317173,0.13363226376485418,0.09000296438503126,0.08459862990746976,0.10018698806934818,0.051666262767802944,0.09755608651274028,0.15585079202861524,0.11364673664993154,0.2543402777777778,0.299538608508303,0.21660239406165713,0.30398467147853264
daysOfSalesOutstanding,96.35671804487922,100.95842585057297,98.85926714577234,97.23512171423233,85.41763195296369,81.8204920903669,79.09676432735588,80.99681624310536,85.11135871395963,84.78857433662385,85.80346751730134,76.0016998856161,66.19958435484513,65.96899768926737,64.67641136908821,65.79821290839162,64.04732797408208,67.11038477385519,75.88414807864511,79.57337903666765,86.77374580640384,115.61842249818467,73.46084990106473,78.9243837134152,74.25446971011978,67.94760625910473,71.23079218960592,71.00416053829316
daysOfInventoryOutstanding,99.374333439702,93.26088846254737,91.03880950224195,87.47742387979568,125.32145594524304,121.57166651931877,118.22227489107632,114.87514178375021,118.51881388289203,125.10519059496819,122.827158186651,123.42276162958088,103.03395476957046,105.29430612399379,98.71785252479948,97.28062077330321,72.02069218291676,78.84888696949471,94.60464936532,100.5260537744284,97.3715247264871,114.6152385605084,93.37080358499163,115.74303898170247,101.5934065934066,102.0897789978802,107.15705029214702,104.57949173528993
operatingCycle,195.7310514845812,194.21931431312032,189.8980766480143,184.71254559402803,210.73908789820672,203.39215860968568,197.3190392184322,195.87195802685557,203.63017259685165,209.89376493159205,208.63062570395235,199.42446151519698,169.23353912441559,171.26330381326116,163.39426389388768,163.07883368169485,136.06802015699884,145.95927174334992,170.4887974439651,180.09943281109605,184.14527053289095,230.2336610586931,166.83165348605638,194.66742269511766,175.8478763035264,170.03738525698492,178.38784248175295,175.58365227358308
daysOfPayablesOutstanding,60.077279851966914,61.52821800093055,61.66018614973504,57.809365819353225,62.79912007746984,54.498829308803046,58.35060994654021,70.58395779301658,68.39489928743828,71.02237959517889,72.76016292042029,79.47955892879001,63.91493825276079,75.50626114481703,74.47664824896658,73.37620346281773,63.050804332388296,61.79321581406305,56.97663129106097,53.75532954400307,49.998042910154226,64.57020313154287,39.97645450402552,44.54335719968178,37.472527472527474,31.571367689301905,36.23358839731994,32.72834397396536
cashConversionCycle,135.65377163261428,132.69109631218976,128.23789049827926,126.90317977467481,147.93996782073688,148.89332930088264,138.968429271892,125.28800023383899,135.23527330941337,138.87138533641314,135.87046278353205,119.94490258640697,105.3186008716548,95.75704266844413,88.9176156449211,89.70263021887712,73.01721582461055,84.16605592928687,113.51216615290413,126.34410326709298,134.14722762273672,165.6634579271502,126.85519898203086,150.1240654954359,138.37534883099892,138.46601756768302,142.154254084433,142.85530829961772
grossProfitMargin,0.2964437202419615,0.29955173285080416,0.3283698999961976,0.30992421463284303,0.29648377649774055,0.3085470937716556,0.32609257119554136,0.3515082868907324,0.34071136448635103,0.3327379923848835,0.335604998535542,0.349623118444379,0.3546481287950185,0.35326288992914456,0.3316033671619324,0.329069346171575,0.31975600281529504,0.2952074502340422,0.3004615344304186,0.3045003155910881,0.32049530979547924,0.3666070117981425,0.3797229812494111,0.4197211707136922,0.42345078979343864,0.4031685313830613,0.4043729797306683,0.3710001505553175
operatingProfitMargin,0.07646269761032007,0.0671319754064634,0.10292913545508701,0.06458637408007899,0.09162455191184733,0.06951212362788371,0.11523011249651943,0.1619209964974574,0.1534493368713114,0.1422289590366,0.13717282223120433,0.14418323645919828,0.14421058804717793,0.13700138572424603,0.10894215686951955,0.07827966951349907,0.07052818689878629,0.059048237073852275,0.0665421434545667,0.08354257992272127,0.07413480107243416,0.0953043405905117,0.05832469612739093,0.11383990397931862,0.1181218538448186,0.11408298566034744,0.10931135330357444,0.09057639524245197
pretaxProfitMargin,0.037725426849587414,0.05010871390352385,0.08665728734932887,0.04599252843842902,0.07184352405232583,0.055975229126570665,0.09256593357202211,0.15030899662456168,0.13987372187447714,0.1287142424482867,0.1303168084970049,0.1315159388457841,0.13396469673527042,0.13191853398913997,0.09569420207968014,0.06118005411845493,-0.030895525765997335,0.022600266318045,0.03070865519505933,0.040895807857662864,0.013365792145739233,0.015071251055553136,0.017243003863186657,0.06758378727725972,0.07793785801076202,0.10595520056024074,0.09408589030758777,0.0779934450530997
netProfitMargin,0.03556816320536788,0.031202204641785945,0.06430358568766874,0.031223957422848742,0.0007244256836767389,0.03634257322254352,0.05868608625683234,0.10636249112063938,0.09799542608624397,0.09436055815002886,0.09502503325239829,0.09630122350098065,0.09802092062286295,0.09889698674832731,0.06797629570727781,0.03757910242291648,0.004391014355852849,0.009172924407900997,0.040888032670498856,0.023552733916070094,-0.0007807011917036026,0.008607592961808967,0.011495335908791105,0.045148185763087434,0.04478389168547127,0.07143564994202697,0.057575564173702805,0.0496774641852062
effectiveTaxRate,-0.019417911788483996,0.32134445324711475,0.23422553751645458,0.2905930539954843,0.9835441642237659,0.3369662031214333,0.35273190650787783,0.28410780288874643,0.2953748876296678,0.26287639089875975,0.2697110190470519,0.2670227070003036,0.2675485771839854,0.25031772444902345,0.28965084372951777,0.39106986479847927,-0.44543183783264484,0.6619817523145042,0.2837001422089795,0.34402085369827307,0.3618947286277264,0.33971704623878535,0.3333333333333333,0.3483606557377049,0.42538975501113585,0.32579383018191455,0.38805315031323573,0.36305590615487415
returnOnAssets,0.026516874087323845,0.021887689505872134,0.05156228847546224,0.025923704318436696,0.0005400700624827664,0.03058555331260561,0.052444527170665285,0.10443275188103107,0.09639780389391298,0.0931912105655464,0.09271420888700635,0.08706229497904666,0.1007055012433824,0.10995194962638809,0.07265437855301965,0.04009152265325078,0.0045951564294527975,0.009187421887931676,0.03510252787474921,0.020334283736599602,-0.0007295410519134006,0.006274930182456829,0.01455499880696731,0.05619397839577109,0.05863636363636364,0.10164986251145738,0.07757737630035434,0.06259667863292764
returnOnEquity,0.06980417542574234,0.06714459702043903,0.14168570849277545,0.07286726358828849,0.0016028168963010104,0.08800934818721128,0.1606196785194155,0.26860333760966515,0.25958909932158136,0.23718891832110459,0.1888181977986733,0.1846343024466696,0.23822944324772438,0.3234564074144207,0.1978179039534346,0.1127117166020306,0.014227598294852099,0.02780889999712718,0.11978098027652824,0.07016766134261404,-0.003642167393721458,0.04342578654099065,0.03957184560493026,0.14182134570765662,0.13053377181887174,0.21649422611986244,0.15667204707516907,0.123368732878436
returnOnCapitalEmployed,0.07483741541856564,0.05997468514590309,0.10666305203856094,0.07001891210425587,0.09145629553769448,0.07783576430706098,0.14038026778578847,0.22591511507674883,0.21855791669948607,0.20984724250566633,0.19626253016455006,0.1935559265998232,0.22556776506900683,0.2537038984177658,0.18056056603682163,0.12070276078116098,0.10108017798423495,0.08089888690742647,0.07379721816701607,0.0889001278563849,0.08693349575955049,0.08746717132244235,0.09634241245136187,0.18937183228382737,0.20951354679802955,0.21116994607021877,0.19052121537308891,0.14197542069816835
netIncomePerEBT,0.9428167200646764,0.6226901912082735,0.7420447564721369,0.6788919523015305,0.010083381811130502,0.649261714326636,0.633992268993548,0.7076255813636302,0.7005992603398743,0.7331011421516928,0.7291847793723575,0.7322399425206072,0.7316921772051895,0.7496822755509766,0.7103491562704822,0.61423780943634,-0.14212460370832933,0.40587682812290354,1.331482359314688,0.575920495275334,-0.05841039447500878,0.5711266390614217,0.6666666666666666,0.6680327868852459,0.5746102449888641,0.6742061698180855,0.6119468496867643,0.6369440938451258
ebtPerEbit,0.49338341477106945,0.7464209655701483,0.8419121268840508,0.7121088479344585,0.7841077806464692,0.8052585103890721,0.8033137481734047,0.9282860152538768,0.9115303117391813,0.9049791499575305,0.95001915377491,0.9121444494901539,0.928951878980234,0.9628992677100602,0.8783945979176222,0.7815573890217387,-0.43805926572782794,0.3827424397070246,0.46149182459122956,0.4895205282802182,0.1802903892961155,0.15813813895747786,0.2956381260096931,0.5936739659367397,0.659808963997061,0.9287555015056752,0.8607147150241272,0.8610791458892725
ebitPerRevenue,0.07646269761032007,0.0671319754064634,0.10292913545508701,0.06458637408007899,0.09162455191184733,0.06951212362788371,0.11523011249651943,0.1619209964974574,0.1534493368713114,0.1422289590366,0.13717282223120433,0.14418323645919828,0.14421058804717793,0.13700138572424603,0.10894215686951955,0.07827966951349907,0.07052818689878629,0.059048237073852275,0.0665421434545667,0.08354257992272127,0.07413480107243416,0.0953043405905117,0.05832469612739093,0.11383990397931862,0.1181218538448186,0.11408298566034744,0.10931135330357444,0.09057639524245197
debtRatio,0.6131716328039601,0.6683147442450407,0.630875783237886,0.6402338941099072,0.6597163532481793,0.648054235063872,0.6701053126561322,0.609131404462945,0.6273137766087661,0.6062166828311534,0.5071554752354404,0.5262162240942082,0.5759491764209698,0.6584735320330025,0.6306643438384216,0.6443003100129477,0.6770251496968789,0.6696229664287049,0.7069440591176415,0.7102043398979547,0.7996959027278597,0.8555022100397935,0.6321880219518015,0.6037692484486324,0.5507954545454545,0.5304731016005076,0.504842262875816,0.49260499664360974
debtEquityRatio,1.6141397391481218,2.050180955514381,1.7335553747101835,1.7995920392860079,1.9579024856353882,1.864763741070746,2.0523037521669965,1.5666993862997927,1.6892897108019285,1.5429339140067897,1.0328533672157134,1.1159545644315656,1.3624682856813575,1.9370960112358317,1.7171256719957122,1.811360336120621,2.0962163123892505,2.02684478152202,2.4123177881639677,2.450707300612685,3.992409110041142,5.920521070082746,1.7187804086928316,1.5237819025522041,1.2261573488489754,1.1298034327932365,1.019558465970619,0.9708510990156674
longTermDebtToCapitalization,0.44188408150639913,0.5222916500649226,0.43277327431127377,0.4627943597030431,0.4754411911566793,0.4739945083631935,0.48522833596874937,0.3632254472196279,0.37612400008272184,0.3149729916809666,0.16594106134843534,0.18463880225739865,0.23094679223082476,0.28515812821681374,0.2987327066470258,0.35287377822022,0.43969263163283384,0.43047021180375805,0.5173529885669862,0.582823149343229,0.7079256502617534,0.7846702621928096,0.3910724866679834,0.3507813971003578,0.24589851201831361,0.24043601578599183,0.20909149671956304,0.21914424151231535
totalDebtToCapitalization,0.45432157459063965,0.5280160365628402,0.44116203880870763,0.47452007159490645,0.4877192211140848,0.48794432309357016,0.4946619616362323,0.37418693892467936,0.390890149270063,0.3294273156821683,0.18205791723257667,0.20059466316041955,0.239850248070014,0.29537044430649395,0.3014533594316009,0.3561601231425318,0.44432152948956893,0.4464460529404244,0.5355148765765368,0.5915295170719895,0.71688304710683,0.7873876399205922,0.39560870417565186,0.37194899817850635,0.2707987456188895,0.2770196180612101,0.24074648630200737,0.24949140103500564
interestCoverage,4.699290140062828,4.361290210155787,7.3852309930883955,4.256155433287483,5.615637033316592,4.613715349950946,8.05221388080282,13.093597692384204,13.972451436237664,15.52798713235294,17.09949973743125,16.948543774233986,15.735958005249344,11.948453005283373,,,,,,,,,,,,,,
cashFlowToDebtRatio,0.16649714227135176,0.16022407026936106,0.22127530411636975,0.12867495096244422,0.1974700001333116,0.14490682996492474,0.25568544753474287,0.4943727801531186,0.4063652579319952,0.5568956939200554,0.43192020838611606,0.6741853021824445,0.7609946923391822,0.7081650236854407,0.7479981217830157,0.2890452717028388,0.1916074306607972,0.38114025338964214,0.1944702184816403,0.22740912937082747,-0.04605258732926894,0.015424997741776079,0.40584737363726464,0.26493633692458374,0.6130790190735694,0.6304410304645451,0.5390327985050584,0.6034520050179522
companyEquityMultiplier,2.632443597833864,3.067687752168869,2.7478553160068078,2.8108353147843137,2.9677943801081477,2.877480988743103,3.0626585305407756,2.5720220215556115,2.6928943278340913,2.545185504960007,2.0365616022112834,2.1207148570010204,2.3656050593698725,2.9417978354500436,2.7227251528836165,2.8113603361206208,3.0962163123892505,3.02684478152202,3.4123177881639677,3.450707300612685,4.992409110041142,6.920521070082746,2.7187804086928318,2.523781902552204,2.2261573488489756,2.1298034327932367,2.019558465970619,1.9708510990156674
