interestCoverage,6.803698435277383,6.381787802840434,7.241679873217116,7.505042668735454,7.372844827586207,7.648006134969325,7.773015873015873,7.735159817351598,5.780578898225957,5.740704500978474,5.296296296296297,7.0688524590163935,9.18046357615894,9.525951557093425,,,,,,,,,,,,,,,,,,,,0.25,,0.5
cashFlowToDebtRatio,0.2496084221337784,0.27803296406376654,0.3182259140241315,0.30598936561549006,0.33293053140381385,0.3162526172825533,0.2992831541218638,0.28764735707947775,0.2785284063161322,0.1958105079681275,0.22171962757736816,0.23889303714765728,0.4330938482263134,0.5976794642014904,0.5884433962264151,0.483224478840476,0.5979804704837994,1.2410917361637603,0.7234833659491193,1.1581750284137036,0.7092663849113733,4.584081759058532,5.065385807251317,3.3342635658914728,3.168542744143596,3.4861003861003863,4.642212189616253,3.1316322397731877,1.878841398799011,1.4879725085910653,2.21986353297953,0.2807807807807808,-0.18322981366459629,,,
companyEquityMultiplier,17.78776290630975,9.129104477611941,6.690190243383994,6.172542127571591,5.31328,3.1676241036409016,2.598359832635983,2.548730548730549,2.6770501978431223,2.9926230992034757,2.8487932843651627,2.568237952598665,1.8161543601737387,1.7483125248158116,1.787648386147356,1.938496838099502,1.78169162623919,1.4325460857659773,1.4829231159604161,1.3500626640741447,1.3374330088592365,1.2349727823353522,1.251500753273844,1.3486356871175789,1.4332214503161347,1.4538400411349506,1.4507685044326706,1.4551979901902141,1.5648591383504669,1.5063993174061434,1.4718860447681268,1.6379585326953747,1.2791846819024089,1.1768292682926829,1.1547619047619047,1.1604938271604939
receivablesTurnover,4.731799388818983,5.307252298263534,5.618563535911602,5.758442198668967,6.633240223463687,7.058696323756565,7.264139020537125,7.232721202003339,7.880204241948154,6.924731182795699,6.8566322478157264,5.380524861878453,6.446680942184154,6.9426268373636795,7.2373371924746746,7.030461684911947,6.7175141242937855,7.026568682871679,7.221081451060917,8.2905050104177,7.340510366826156,8.0766291230893,8.86022610483042,7.7734109655507035,8.259768677711785,8.72007434944238,9.751996450754215,9.552433517310588,8.320493066255779,8.246500304321364,6.925,3.090909090909091,4.68,3.6666666666666665,5,7
payablesTurnover,,4.7247437774524155,4.334271639690359,3.177242888402626,3.3976801988400993,3.0096153846153846,4.538713195201745,4.380310880829016,3.6485148514851486,4.2515883100381195,3.2243093922651935,3.7803738317757007,3.100558659217877,3.642857142857143,4.555555555555555,6.7407407407407405,3.774774774774775,3.4932885906040267,3.4142011834319526,4.097493887530562,2.889630793401414,3.24067300658376,1.3729050279329609,2.7014388489208634,1.65625,1.768046198267565,2.4386666666666668,3.46875,5.363934426229508,7.329004329004329,3.9789473684210526,1.225,5.176470588235294,0,0,0
inventoryTurnover,1.2993914807302231,1.5795398923152226,1.582070382738248,1.2154017857142858,1.3948979591836734,1.4357798165137614,1.5162112932604737,1.735934291581109,1.6705704571212694,1.1083140112620073,1.063411078717201,0.9770531400966184,1.0979228486646884,0.9418918918918919,1.1065060240963855,1.2185557149689143,1.1008933263268523,1.6550079491255962,1.9493243243243243,1.881420151557676,1.3501559919251238,1.2457817772778403,0.6441677588466579,1.2224633749321758,1.8176895306859207,1.6822344322344323,1.87782340862423,2.125,1.6693877551020408,2.2663989290495317,2.6619718309859155,0.47115384615384615,2.933333333333333,0,,
fixedAssetTurnover,4.850377740925005,5.011381172839506,5.200245448967069,4.740665584415584,4.789632916498588,4.579875726598517,4.634347913727071,4.414509883839413,3.8412789584529965,3.49149373714713,3.241644761547127,2.8749077490774906,2.7260050706265844,2.5517601951899618,2.551964619833305,2.486281770745666,2.4097280864718797,2.467248908296943,2.2389643463497455,2.199526191102922,1.9633842872378244,2.0634602538410154,1.9356721863598092,2.062435633367662,1.8220245483381603,1.97749114820435,2.414168039538715,2.5595590212422694,2.434991733052758,2.3085704549326973,2.5359154929577463,1.6067510548523207,0.78,0.8,1.5217391304347827,1.5
assetTurnover,0.40421676571305726,0.42473636883838795,0.40388892419139605,0.3912774046594202,0.3575493856901951,0.28577682167246166,0.2961765387885502,0.3026433441376998,0.29073019461229693,0.28243478260869564,0.31796751261556594,0.31883939350535084,0.34615738398565055,0.36947689823109336,0.41168399967071867,0.42642685989780305,0.42228009944358946,0.4242755230911015,0.361041716573697,0.31921761885660804,0.22583138087118657,0.6232558861417641,0.6386398992517964,0.7858053757112027,0.7195414193126736,0.7541958716481255,0.7948004049754122,0.7825550805656034,0.8123965698811494,0.7674313225715095,0.786072909845012,0.6179811749432003,0.33896668276195074,0.22797927461139897,0.36082474226804123,0.22340425531914893
operatingCashFlowPerShare,18.068773234200744,15.803754266211604,17.91296928327645,15.12396694214876,17.089258698941,15.290013679890562,13.842245989304812,11.974934036939313,11.27140974967062,8.354581673306773,7.589677419354839,5.656353591160221,6.028125,6.2362204724409445,5.59626168224299,4.835273052820054,4.582482993197279,3.9733009708737863,2.908733280881196,2.768239677118907,1.9495448634590378,1.4157819225251076,1.5876068376068375,1.0524615836351179,1.0208782591648697,0.8546951912154487,0.7326327039543997,0.6886355539722123,0.4756241505114815,0.39538220720002376,0.2538255033769988,0.02937172773331323,-0.0071951219512195125,0.007211538461538462,0.002789400278940028,0.007155635062611807
freeCashFlowPerShare,16.328996282527882,14.302047781569966,16.87542662116041,14.102479338842976,15.972768532526475,14.381668946648427,12.723262032085561,11.11873350923483,9.949934123847168,7.434262948207171,6.700645161290322,5.029834254143647,5.423958333333333,5.714566929133858,4.968224299065421,3.700984780662489,3.546768707482993,3.2718446601941746,1.857592446892211,1.7151505743557902,1.3786736020806243,0.9932089909134385,1.1624902874902876,0.7547225212880493,0.6211527151538914,0.48759939416887543,0.4949234057712861,0.5437299608122551,0.3586629944917376,0.20371771461045105,0.0632829977681725,-0.039895287937227596,-0.0598780487804878,-0.036057692307692304,-0.01394700139470014,-0.0017889087656529517
cashPerShare,0,13.715017064846416,18.168941979522184,14.72892561983471,44.33282904689864,57.015047879616965,50.91577540106952,41.401055408970976,35.60737812911726,25.764940239043824,31.046451612903226,22.807734806629835,18.147916666666667,13.23031496062992,8.927102803738318,6.401969561324978,5.337585034013605,4.251618122977346,4.569630212431156,3.976171996274449,4.043259644560035,2.546341463414634,1.9697940947940948,1.3046882646569442,0.1971182121152715,0.22633472169632715,0.15078375489846813,0.059405058781617386,0.18894413048143643,0.11733629012748974,0.07975391499550508,0.06157068059603629,0.025243902439024392,0.12620192307692307,0.08089260808926081,0.11806797853309481
payoutRatio,0,0.6809774308501612,0.51693281938326,0.44746238204539657,0.41779842744817725,1.7003537139969682,0.38824138824138826,0.34529471105346593,0.35886002326483135,0.2784884865184019,0.257307249712313,0.13575889220743959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
operatingCashFlowSalesRatio,0.36929681267332753,0.35648023403518225,0.4128775959723096,0.3916616728019861,0.47568113867014783,0.4891680161057377,0.4503501370101344,0.419028713876835,0.4264068185216568,0.33684943242664384,0.3406892557196641,0.3285200872801951,0.384441639540291,0.4327277694304057,0.39912017596480703,0.36564890664139194,0.3776983459489767,0.39509251810136764,0.3504265402843602,0.4268310196266156,0.4071700162954916,0.3686032323131708,0.47401693539032597,0.33559078709194184,0.3941641751504371,0.3849170823208424,0.37423229152449844,0.4061350982246034,0.3283333333333333,0.31958078086943686,0.2710358233823938,0.09821428571428571,-0.08404558404558404,0.13636363636363635,0.05714285714285714,0.19047619047619047
freeCashFlowOperatingCashFlowRatio,0.9037136097109351,0.9049778641615376,0.9420786891492807,0.9324590163934426,0.9346671388101983,0.9405922877337389,0.9191616766467066,0.9285006059270684,0.8827586206896552,0.8898426323319027,0.8828629717783067,0.8892361789411994,0.8997753585622948,0.91635101010101,0.8877755511022044,0.7654138122569895,0.7739840415661533,0.8234575442883323,0.6386259129023533,0.6195816744238211,0.7071771611526148,0.7015268206999055,0.7322280680288755,0.7171022040360829,0.6084493518963034,0.5704950714364825,0.6755409676635059,0.7895757889291257,0.7540891144952059,0.515242494226328,0.24931693989071038,-1.358288770053476,8.322033898305085,-5,-5,-0.25
cashFlowCoverageRatios,0.2496084221337784,0.27803296406376654,0.3182259140241315,0.30598936561549006,0.33293053140381385,0.3162526172825533,0.2992831541218638,0.28764735707947775,0.2785284063161322,0.1958105079681275,0.22171962757736816,0.23889303714765728,0.4330938482263134,,0.5884433962264151,0.483224478840476,0.5979804704837994,,0.7234833659491193,,0.7092663849113733,4.584081759058532,5.065385807251317,3.3342635658914728,3.168542744143596,3.4861003861003863,4.642212189616253,3.1316322397731877,1.878841398799011,1.4879725085910653,2.21986353297953,0.2807807807807808,-0.18322981366459629,,,
shortTermCoverageRatios,6.109993714644878,106.44827586206897,115.35164835164835,3.0985438537080934,2.556234442181489,9.702256944444445,2.351578469225528,4.034222222222223,17.11,2.511377245508982,2.3575150300601204,60.94047619047619,2.3259646302250805,,5.988,2.7005,2.869542066027689,,3.1517476555839727,,18.29780309194467,14.816816816816816,16.39518555667001,10.807035175879397,9.853358561967834,30.096666666666668,6.959390862944162,11.09325681492109,5.335005015045136,3.9435336976320583,146.4,9.842105263157896,-2.8095238095238093,,,
capitalExpenditureCoverageRatio,-10.385683760683762,-10.523863636363636,-17.26480263157895,-14.805825242718447,-15.306233062330623,-16.832831325301203,-12.37037037037037,-13.98613251155624,-8.529411764705882,-9.077922077922079,-8.537010159651668,-9.028218694885362,-9.977586206896552,-11.954716981132075,-8.910714285714286,-4.262825572217837,-4.424466338259442,-5.664359861591696,-2.7672155688622753,-2.628685141509434,-3.41503416856492,-3.35038478949751,-3.73452136166324,-3.5348454963839577,-2.5539480137322217,-2.3282619907168645,-3.082053203446984,-4.752304855562385,-4.06651376146789,-2.062887089090043,-1.3321201091901729,-0.42403628117913833,0.13657407407407407,-0.16666666666666666,-0.16666666666666666,-0.8
dividendPaidAndCapexCoverageRatio,,2.955952760932014,3.3355576739752144,3.1649948114839157,4.079451065366558,4.1380970011107,4.791300323924109,5.1957641671436745,10.088443396226415,8.713296398891966,13.71095571095571,-76.40298507462687,,,,,,,,,,,,,,,,,,,,,,,,
dividendPayoutRatio,,0.6809774308501613,0.5169328193832599,0.44746238204539657,0.4177984274481773,1.7003537139969682,0.3882413882413882,0.34529471105346593,0.35886002326483135,0.2784884865184019,0.257307249712313,0.13575889220743959,,,,,,,,,,,,,,,,,,,,,,,,
priceBookValueRatio,36.97225348265501,20.04119994752239,15.036451878222978,14.144603154088701,9.775396831728001,5.539335729301533,3.8665651728736408,4.122399200249261,4.483099380304911,4.119757854281318,3.471642072796432,3.2497057979399866,2.2167725051787506,2.6212414299201483,2.878911919699794,2.9554960355699817,4.3613205081628355,4.370814122986651,3.9539354977518397,4.296638253816835,3.2158716735890844,11.029732603877559,16.943237918646428,20.169577889862744,12.722885850050737,6.172579815827608,8.282733567644128,10.294544054312716,6.650528721651102,5.810938261065487,9.574809895308986,4.512964790596018,4.2207106856084,2.4812878048780487,5.655764285714286,2.365743209876543
priceToBookRatio,36.97225348265501,20.04119994752239,15.036451878222978,14.144603154088701,9.775396831728001,5.539335729301533,3.8665651728736408,4.122399200249261,4.483099380304911,4.119757854281318,3.471642072796432,3.2497057979399866,2.2167725051787506,2.6212414299201483,2.878911919699794,2.9554960355699817,4.3613205081628355,4.370814122986651,3.9539354977518397,4.296638253816835,3.2158716735890844,11.029732603877559,16.943237918646428,20.169577889862744,12.722885850050737,6.172579815827608,8.282733567644128,10.294544054312716,6.650528721651102,5.810938261065487,9.574809895308986,4.512964790596018,4.2207106856084,2.4812878048780487,5.655764285714286,2.365743209876543
priceToSalesRatio,5.142097025415037,5.168637732337657,5.564741021168975,5.856551079081414,5.145595670888955,6.11923380206136,5.024297966143274,5.344351248296555,5.760122405697055,4.874179136228315,3.8325802437011296,3.968595278462329,3.526101166810603,4.05789369566999,3.911850856162101,3.575367859968858,5.796753722792263,7.191272697441674,7.385052036322275,9.969835898405936,10.647370889598045,14.329835630388228,21.198700846769515,19.032119951938082,12.337197943079891,5.629449631240141,7.183192302443019,9.040035061456035,5.231338734567901,5.026510917387815,8.275479032907526,4.458448934407096,9.734089173789172,9.248436363636364,13.573834285714284,9.125009523809522
priceEarningsRatio,20.658641636141635,22.78568465100967,19.47659357409141,17.447174994835503,14.557119418227305,70.65102230586155,14.959030631908833,16.683864640524572,22.405067046432727,17.91579798232631,15.228883292865362,16.790293681509638,11.471450370434408,12.902427685559175,13.987011056959009,16.680909241819332,28.03663800569492,24.329754934458354,32.97177273939907,36.87008133086081,-42.24831483817084,51.39262386438332,64.20869565217392,55.62086715614739,37.7648032031974,20.495110973149153,23.226500441306264,32.007473963176494,26.508504066312167,17.767857140539395,24.999999997902687,44.44443335660267,-83.3333,203.46559999999997,475.0842,191.6252
