,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,1.0410461864086478,1.0314293522820444,1.0372194154889045,1.0838685063902842,1.1064676616915423,1.019091847265222,0.9494505494505494,1.0026631158455392,1,1.1801801801801801,1.2778280542986424,0.9797687861271677,1.590347923681257,1.0999138673557278,1.0478749389350268,1.119872136387853,1.0983180546746307,0.9904692917009579,1.1254177497215,1.0150888614668343,1.0222110672539308,2.0206388848251793,1.948205898566945,1.8786418555381224,1.1610448991829698,0.14519717661500692,0.2622529469112825,1.2224615961034095,0.2024376731301939
quickRatio,0.16958953813591351,0.20196775075157147,0.21666560081857134,0.23367457239142875,0.7283582089552239,0.6821465428276574,0.6604395604395604,0.7170439414114514,0.7348586810228802,0.8641141141141141,0.9239819004524887,0.7247109826589595,1.2738496071829406,0.7898363479758829,0.4069369809477284,0.30287693127330845,0.897274025671797,0.8662789264275811,1.0178485302465736,0.9695882766551269,0.9717273491794711,1.964209805847562,1.9082944708494123,1.8389942647664852,0.6450416010793794,0.11017339266533681,0.2140388194629088,0.20073061071562384,0.16432132963988919
cashRatio,0.03409176808526722,0.045640885487838206,0.0579395024621091,0.056781331468175746,0.2064676616915423,0.16769865841073273,0.16483516483516483,0.18308921438082557,0.19784656796769853,0.3003003003003003,0.3239819004524887,0.2434971098265896,0.6318742985409652,0.31266149870801035,0.11333659013190034,0.07911561001598295,0.21141587307381668,0.21657296016661717,0.5507328493198629,0.07677636792740383,0.0956946080373886,0.07110284436456352,0.04332031246576435,0.03573331275054773,0.026834570122179748,0.03429492097590916,0.07161215988655499,0.055919820157362306,0.03135734072022161
daysOfSalesOutstanding,73.77374978857755,64.33501787255022,60.997172098033936,99.67900265043683,65.75390692083118,63.887816011235955,59.805631244323344,55.71564522268748,57.49506514015002,56.94121312837557,53.99263721552878,56.05026516024902,50.51536414226953,49.59774343880304,46.28930154040937,78.17440081591025,48.29229706495229,49.758055099695085,42.84041326138563,283.69805384237577,295.57192862122776,335.6143323316408,542.7591669357755,630.5074224980374,488.0177514792899,74.0938013136289,73.47551045972692,80.22320159226614,77.71469127040454
daysOfInventoryOutstanding,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
operatingCycle,73.77374978857755,64.33501787255022,60.997172098033936,99.67900265043683,65.75390692083118,63.887816011235955,59.805631244323344,55.71564522268748,57.49506514015002,56.94121312837557,53.99263721552878,56.05026516024902,50.51536414226953,49.59774343880304,46.28930154040937,78.17440081591025,48.29229706495229,49.758055099695085,42.84041326138563,283.69805384237577,295.57192862122776,335.6143323316408,542.7591669357755,630.5074224980374,488.0177514792899,74.0938013136289,73.47551045972692,80.22320159226614,
daysOfPayablesOutstanding,177.3392142142142,0,20.417946748591913,26.950461480504803,15.104268491365264,9.656084656084657,13.568773234200743,9.284977655551737,7.728219368274905,8.809438040345821,13.63303812090874,120.03933910306846,14.07376362112322,15.949579831932772,12.22314323607427,25.191505498672736,26.037598006052608,31.53700291820276,62.4137826268955,51.81563433631039,73.98709161867056,60.336941638719665,74.01076047568394,67.74998811943186,63.100713719270416,67.5739848589126,67.24904701397713,40.63783920872432,
cashConversionCycle,-103.56546442563665,64.33501787255022,40.57922534944203,72.72854116993203,50.649638429465924,54.2317313551513,46.2368580101226,46.43066756713574,49.76684577187511,48.131775088029755,40.35959909462004,-63.98907394281944,36.44160052114631,33.64816360687027,34.0661583043351,52.98289531723751,22.25469905889968,18.221052181492325,-19.57336936550987,231.8824195060654,221.5848370025572,275.27739069292113,468.7484064600916,562.7574343786055,424.9170377600195,6.519816454716306,6.226463445749786,39.58536238354181,
grossProfitMargin,0.5494164740373231,0.4990755577468261,0.47401023431187717,0.4788455875134976,0.47295208655332305,0.4691011235955056,0.46248864668483197,0.4463266082984393,0.43130675088827475,0.4233485666805152,0.42057117358322177,0.4138805626008762,0.4226953786595693,0.4162374294824626,0.3635788140958008,0.3276389597144314,0.29348386530289156,0.3107599055839199,0.6823075887741418,0.5839333216862744,0.7652002598790838,0.7334362355968128,0.7595201033377963,0.7458503990991407,0.6933614330874605,0.7017651888341544,0.7042465238632093,0.43943702018765995,0
