,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,0.6801801801801802,0.934399117971334,0.775609756097561,0.5810930576070901,0.6388425153032833,0.7933194154488518,0.7467710371819961,0.7455452601568069,0.702576112412178,0.6767215112736137,0.8555555555555555,0.9869281045751634,0.8169491525423729,0.9527027027027027,0.7045359966708281,0.7773399014778325,0.713031735313977,0.7552447552447552,0.6331765711842667,0.4635285662953647,0.44772218073188946,0.39134615384615384,0.38522427440633245,0.4113159567705022,0.5137352836246878,0.531029855753103,0.7258860475549573,0.7305914972273567,0.9615615615615616,0.9112131856255066,1.1553435408171115,1.1881846635367763,1.2830290424466528,1.2998133268403538,1.5793742757821552
quickRatio,0.22522522522522523,0.36604189636163176,0.46634146341463417,0.17872968980797638,0.28130217028380633,0.38580375782881005,0.36086105675146773,0.3207412687099073,0.3017731682837069,0.29494210847044483,0.4289855072463768,0.5248868778280543,0.37094430992736077,0.35565110565110564,0.27091136079900124,0.3211822660098522,0.3885887913571911,0.2742257742257742,0.2231722958529286,0.15989938914840102,0.16355489171023152,0.14935897435897436,0.1550131926121372,0.17387158296249206,0.23974313235818764,0.2210667561221067,0.29250785105428445,0.31608133086876156,0.4036036036036036,0.38308565252634424,0.5302762175886743,0.552660406885759,0.5432555273091442,0.556042529015502,0.7045191193511008
cashRatio,0.037768537768537766,0.038037486218302094,0.27934959349593497,0.009158050221565732,0.06288258208124652,0.13319415448851774,0.11585127201565558,0.09016393442622951,0.07761793241886919,0.10146252285191956,0.16183574879227053,0.2433383609854198,0.12300242130750605,0.03132678132678133,0.033707865168539325,0.034975369458128076,0.22180958811613774,0.01998001998001998,0.013681060282171868,0.011498383039885016,0.00784167289021658,0.007692307692307693,0.008905013192612138,0.0019071837253655435,0.005708169818052087,0.00872190540087219,0.01525347689546882,0.024491682070240297,0.05645645645645646,0.033828694947311534,0.08625067323228437,0.13998435054773084,0.06216778368384562,0.11938965993020047,0.0996523754345307
daysOfSalesOutstanding,23.062952581172624,25.622345445965077,24.14854447129214,25.84309855680276,32.99078871617732,27.987959442332066,28.701168194950384,29.21987131898045,29.57789066279632,28.7847739692002,26.189827429609444,26.48011400440472,24.346013548723292,25.40469285525969,26.012753188297072,26.956273039278,24.555358845158658,24.61380498145204,25.15825010550007,22.57337526205451,24.817381379422798,24.20918367346939,25.801021222275413,30.738636363636363,35.758661887694146,29.0111752887996,29.37874446470435,31.6453696070349,31.53512705530643,35.81723907564301,33.631610039596374,31.028029851227416,36.73055850978117,34.62033462033462,36.50824621577769
daysOfInventoryOutstanding,76.62847514743049,60.113857016769636,55.85295151089248,58.181566309567785,74.5672175839155,68.14945145932519,66.22273692337387,68.68391131324616,69.05772811918064,65.68579766536965,55.27253446447508,60.648830155979205,58.38709677419355,65.98508117595436,62.68593329189973,61.8847079413695,62.25866916588566,63.556000890670234,69.30379746835442,68.01182654402103,67.63578274760383,69.26414494596314,76.84918879056048,78.68033648790747,68.05289256198347,68.99776730339866,65.96600635852286,68.82492507492508,77.05882352941177,77.53935967878276,69.93341162027275,66.36278268028506,73.75027727799275,78.18759352111937,71.54120490450366
operatingCycle,99.69142772860312,85.73620246273471,80.00149598218462,84.02466486637054,107.55800630009281,96.13741090165726,94.92390511832426,97.90378263222661,98.63561878197696,94.47057163456985,81.46236189408452,87.12894416038392,82.73311032291684,91.38977403121405,88.6986864801968,88.8409809806475,86.81402801104431,88.16980587212228,94.46204757385449,90.58520180607555,92.45316412702662,93.47332861943252,102.65021001283588,109.41897285154383,103.81155444967762,98.00894259219825,95.34475082322722,100.47029468195998,108.5939505847182,113.35659875442576,103.56502165986913,97.39081253151248,110.48083578777391,112.80792814145398,108.04945112028135
daysOfPayablesOutstanding,82.04043807919123,68.94086496028244,67.26721714687281,54.878093830809014,55.53671835065599,50.31877458083213,42.97432928006177,37.62743983323858,35.820297951582866,37.13910505836576,44.20254506892895,46.257582322357024,43.95161290322581,45.56494076349276,49.52869276983634,55.41675782104572,59.09442361761949,50.71476285905144,52.91497492237879,59.47437582128778,72.19430729015393,67.52383979656707,68.50479351032449,65.37504381352962,61.054545454545455,55.053336641032004,50.701883101002686,50.684315684315685,46.372549019607845,49.17318258664413,48.492620566334836,45.29985335357226,47.24767702659404,48.69477331793243,48.08859938693704
cashConversionCycle,17.650989649411883,16.79533750245227,12.734278835311812,29.14657103556153,52.021287949436825,45.818636320825135,51.94957583826249,60.276342798988026,62.81532083039409,57.33146657620409,37.259816825155575,40.8713618380269,38.781497419691036,45.82483326772129,39.16999371036046,33.42422315960178,27.719604393424824,37.45504301307084,41.5470726514757,31.110825984787766,20.258856836872695,25.949488822865447,34.145416502511395,44.04392903801421,42.75700899513216,42.95560595116625,44.64286772222453,49.7859789976443,62.221401565110355,64.18341616778163,55.072401093534296,52.09095917794022,63.23315876117987,64.11315482352155,59.960851733344306
grossProfitMargin,0.3068208362532119,0.33164228409627183,0.3450696122425498,0.3321820648822006,0.3242371905584341,0.38770595690747783,0.3492023615123728,0.3470675575352635,0.3505079825834543,0.36164927968206656,0.38821850265991953,0.40199507708252363,0.41036998436685773,0.3991563406274717,0.39647411852963244,0.4189652980805898,0.4187661718643606,0.4050079491255962,0.41102827401884934,0.4302186283318359,0.43861079406489484,0.5279111644657863,0.5672570607946386,0.5558841843088418,0.5482377538829152,0.49384731290808637,0.4674394373534775,0.4498488595768068,0.44349775784753365,0.42522243478788985,0.40175948396985567,0.3734949468899599,0.34620838570369655,0.3284145201953421,0.30316909363511263
