,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,0.9189162690371919,0.9968314169807244,0.8648876514646484,0.8631872890192821,0.8512695849672622,0.8088245385301586,0.9114546052504304,1.0301906233900051,1.0208433285356362,1.049786051160321,1.0867375944124096,1.0957322663999334,1.2077922077922079,1.0400276895512663,1.1159969673995451,1.1172413793103448,1.1372468567744205,1.078125,1.047460296626854,1.2175327943100613,1.2227997362398666,1.3294495909336899,1.3591088639595512,1.5172731210742907,1.6013231361141087,1.1601436265709155,3.236306729264476,1.4059405940594059,1.1452282157676348,1.2329749103942653,1.4807692307692308,0.9090909090909091
quickRatio,0.2583175370939277,0.3396144890659881,0.18797302066585625,0.1811208709637511,0.20941497950565147,0.188310574349825,0.1900330811940183,0.2300875837197321,0.2159230236153313,0.23990380110566262,0.2736944692601316,0.23218304576144036,0.3126006225179779,0.20294812281130384,0.2573919636087945,0.28572842765220263,0.30465109463380324,0.2580909943714822,0.246515290720567,0.31402019659811453,0.3608471354873744,0.3791423932766689,0.4804234476220572,0.42942747816042165,0.2639938065969127,0.1705116696588869,3.0140845070422535,1.0,0.9253112033195021,1.0681003584229392,1.3173076923076923,0.6818181818181818
cashRatio,0.019739852277926663,0.13672915816510237,0.008234971177600879,0.008589455824393348,0.012278865092180208,0.011116448226171687,0.014335184074597124,0.01942297784647089,0.018444479982941523,0.021769684854920823,0.03516608462600503,0.0396349087271818,0.09321670065471718,0.045199120449548005,0.011303328968226618,0.01722488038277512,0.07145159872219455,0.03142589118198874,0.04483528022050138,0.059113631026269,0.04968775454792289,0.026167510266450197,0.11670090061621109,0.13968305537506318,0.03472059306526533,0.028545780969479354,2.5007824726134587,0.26732673267326734,0.2074688796680498,0.2007168458781362,0.7692307692307693,0.4090909090909091
daysOfSalesOutstanding,10.309936542330908,15.129867582148112,15.682424293554933,16.640187177762833,18.83085824672852,17.446827710676107,15.889799635701277,15.620918111027379,15.437531396995022,16.269018686817116,15.500025303094931,13.532621779953455,13.870122143932775,10.005802475251029,14.732866065624735,15.640989857072137,15.08463440223545,14.5288215519416,14.469225172977799,14.237595297379162,14.647986672869987,19.637062339880444,20.888980598454637,36.35235324043628,34.613656652693685,48.80553794123864,45.99308490203611,55.34836065573771,61.48490749756573,80.30000000000001,80.63953488372093,68.4375
daysOfInventoryOutstanding,32.28522262749265,56.376310658836395,67.73914117455523,73.96033970747412,67.58753493694844,70.22576219678834,74.90582653901878,65.64072183175041,69.92471726624068,66.3664052069426,57.28147255015917,65.94619441621909,58.220579907124254,58.26384398080393,57.17483548975895,54.057964651722884,60.4820039901913,58.72425664148184,64.89980692276302,57.50764006791171,46.45830655433119,57.50425269242367,57.18613616105021,54.20502527862573,52.293659621802,18.028596187175044,0.0,0.0,10.555555555555555,0.0,0.0,0.0
operatingCycle,42.59515916982356,71.50617824098451,83.42156546811016,90.60052688523695,86.41839318367697,87.67258990746444,90.79562617472006,81.26163994277779,85.3622486632357,82.63542389375972,72.78149785325411,79.47881619617255,72.09070205105704,68.26964645605496,71.90770155538368,69.69895450879503,75.56663839242675,73.25307819342343,79.36903209574082,71.74523536529087,61.10629322720118,77.1413150323041,78.07511675950485,90.55737851906201,86.90731627449568,66.83413412841368,45.99308490203611,55.34836065573771,72.04046305312129,80.30000000000001,80.63953488372093,68.4375
daysOfPayablesOutstanding,6.916889246292733,7.272403052854323,5.948536718184217,6.203713468957287,6.2213627060454675,6.058794914679872,6.219340359648873,5.993480189328849,6.504739898493668,6.528932516082049,49.540305162079406,54.53365268302124,6.296239664741194,4.354259555495048,47.530561523799264,4.862332384189862,4.833690556341378,4.018736290519132,3.9215996784076306,3.6141462527285957,3.192475782044241,2.973641840804228,3.4457879443872055,8.989816439519585,12.457240070666753,93.72761409589832,36.84387617765814,43.35249042145594,41.666666666666664,65.81137309292649,92.21052631578948,164.25
cashConversionCycle,35.67826992353083,64.23377518813018,77.47302874992594,84.39681341627966,80.1970304776315,81.61379499278456,84.57628581507119,75.26815975344894,78.85750876474204,76.10649137767767,23.241192691174703,24.945163513151307,65.79446238631584,63.91538690055991,24.377140031584418,64.83662212460517,70.73294783608537,69.2343419029043,75.44743241733319,68.13108911256226,57.91381744515694,74.16767319149987,74.62932881511765,81.56756207954243,74.45007620382893,-26.893479967484637,9.14920872437797,11.995870234281767,30.37379638645462,14.488626907073524,-11.570991432068553,-95.8125
grossProfitMargin,0.19163442191611205,0.17490926924963218,0.1651223067440956,0.15865743854143316,0.15598153668979226,0.15332500347077607,0.15633688045249736,0.1564043791342209,0.15755012102114446,0.15868477483917084,0.16656665919622912,0.1707326859802584,0.17929316402982023,0.16837792511976452,0.1607777746375378,0.16032777561273606,0.15912514153344345,0.15509634640432027,0.15287058010123264,0.15332289447339373,0.14377191797611721,0.14714016768884403,0.14097196670611284,0.2256641560472013,0.258509936345288,0.7072923272035511,0.42912024587014985,0.4651639344262295,0.3602726387536514,0.34454545454545454,0.4476744186046512,0.375
