grossProfitMargin,0.8292019502181165,0.830952380952381,0.36354781102873535,0.3644951673674439,0.35559726784503887,0.36394679170276745,0.35741118385746484,0.3588323803791754,0.3555215276526752,0.36297839675403004,0.36028913485430314,0.40499728408473656,0.39804748169514087,0.38312362922775023,0.3744916403072752,0.37133662797379613,0.35905970459746206,0.39016029841717914,0.0,0.644901684227993,0.6390397757140354,0.6445772058823529,0.651743304699343,0.09860775514900472,0.19769742759489117,0.1877637130801688,0.17256488035052242,0.15917911638045618,0.1772978402812657,0.19469259064634786,0.1735705209656925,0.15859630032644179,1.0,1.0,1.0
operatingProfitMargin,0.14734411085450347,0.11275510204081633,0.08187672493100276,0.08993611095942773,0.05803222274362584,0.062127312573263344,0.05667060212514758,0.05567258501354198,0.059718969555035126,0.08213619914464305,0.08267449740230404,0.0712656165127648,0.27790104282227646,0.2671130093501097,0.030388612742882966,-0.08998965636133778,-0.03619721239858539,-0.1287428168162113,-0.118225855283076,0.12834978843441466,0.1228316103031365,0.11966911764705883,0.13633148054573016,0.04763548498446669,0.13995322899802123,0.1289933694996986,0.10583080552746882,0.10627890903290978,0.12807634354595682,0.14950078822911192,0.1303684879288437,0.11588683351468988,0.11961274203622736,0.13051023950017354,0.10702228224172856
pretaxProfitMargin,0.09689504747241467,0.03803854875283447,0.01601818280209968,0.03489324523562497,-0.005266176547265238,0.01263951888282962,0.007727809380701943,0.008847427023773698,-0.014231669969374888,0.0366268231165698,0.018183871696408404,0.017164584464964692,0.022742400710006657,0.004271037746739005,-0.012087663804789877,-0.1302149178255373,-0.07364260453505304,-0.16261719931444701,-0.13934302149561006,0.09474819547000747,0.05414403364289469,0.04356617647058823,0.06538655886811522,-0.002416292716603383,0.13419679798524914,0.09915611814345991,0.1213009774182676,0.06885001860811314,0.057759919638372674,0.12401471361008934,0.10292249047013977,0.08596300326441784,0.0886945658963148,0.09684137452273515,0.07056043214044565
netProfitMargin,0.04690787785476007,0.02261904761904762,-0.01255479192597002,0.006061267951728281,-0.03670681474529433,-0.009785433973803577,-0.007513148009015778,0.0007222389407162202,-0.012069897315798956,0.016668494352450925,0.009261350801897448,0.12417164584464965,0.020745506989128023,0.0028858363153641924,-0.010054225033890645,-0.0922882427307206,-0.07364260453505304,-0.2661558624861377,-0.11179231002119286,0.05334771426200946,0.0264587348869809,0.022886029411764704,0.026376958059626074,-0.029225635715107584,0.06292498650836481,0.05515370705244123,-0.14327603640040446,0.042532830028178,0.026117528879959818,0.07277982133473462,0.061499364675984755,0.03890097932535364,0.0462211118051218,0.021867407150295035,0.03173531397704254
effectiveTaxRate,0.2176906779661017,-0.14456035767511177,0.5168918918918919,0.27543035993740217,-2.1683168316831685,0.2701612903225806,0.4722222222222222,0.3333333333333333,0.41139240506329117,0.37425149700598803,0.37888198757763975,-6.1835443037974684,-0.11219512195121951,-0.6756756756756757,0.5420560747663551,0.23124448367166814,0.1228813559322034,-0.11407315561066336,0.23737099402498643,0.4063047285464098,0.44983818770226536,0.47468354430379744,0.41576506955177744,-2.4761904761904763,0.46648793565683644,0.41033434650455924,0.4001111419838844,0.38223938223938225,0.4217391304347826,0.413135593220339,0.4024691358024691,0.3924050632911392,0.4014084507042254,0.4982078853046595,0.4354066985645933
returnOnAssets,0.03314115812756083,0.014719988194495683,-0.00993533467517451,0.004953366950778705,-0.030104768013683985,-0.007772964657301324,-0.005911662866311967,0.000661485033901108,-0.008307501549907005,0.01680672268907563,0.009690380524698653,0.13447058823529412,0.02351313969571231,0.0030584781012967946,-0.01060407482425831,-0.09403911465042745,-0.07215654300856095,-0.2619567374479063,-0.12010082940315499,0.04948056944978838,0.022946584606032976,0.018081475564592258,0.02033819060235331,-0.021700128150363093,0.04198271723475756,0.023111896943672643,-0.1149851230727617,0.03834172058471124,0.024551463644948063,0.06822660098522168,0.06356711321250329,0.036884188805777665,0.04220131166238951,0.018345952242283053,0.028519417475728157
returnOnEquity,0.8891050583657587,14.25,0.6253369272237197,-0.9327731092436975,4.789115646258503,-0.460431654676259,-0.20260492040520983,0.018433179723502304,-0.17748344370860927,0.13298337707786526,0.05762473647224174,0.6472253680634201,0.2894736842105263,0.24271844660194175,-1.6481481481481481,-3.0416666666666665,-0.693437806072478,-1.5242494226327945,-0.33868378812199035,0.12659972435518804,0.07427447122479094,0.06434108527131784,0.0733558178752108,-0.07878411910669975,0.132701062215478,0.09214501510574018,-0.3220454545454545,0.091324200913242,0.06212664277180406,0.15720771850170262,0.19252187748607796,0.1298819255222525,0.15384615384615385,0.0681081081081081,0.09306930693069307
returnOnCapitalEmployed,0.12777036048064086,0.08935711397636911,0.07902433928757965,0.08877749029754205,0.0584159974807117,0.05898291963032854,0.05450603902136884,0.06351277121669871,0.0502196636873201,0.10287048482351326,0.11012486836166692,0.09682656826568266,0.4059967585089141,0.3717269076305221,0.04239558707643814,-0.11838524342304203,-0.04627659574468085,-0.16066935078007047,-0.1577140549273021,0.14285714285714285,0.12463330073784336,0.11081794195250659,0.1219049340321706,0.04209028060187068,0.108085579327591,0.06522401706796709,0.15264948954788526,0.12263803680981596,0.15169541939321832,0.1642135642135642,0.1643703941044537,0.1281203007518797,0.09617338300033863,0.09772329246935202,0.07732149463559009
netIncomePerEBT,0.4841101694915254,0.5946348733233979,-0.7837837837837838,0.17370892018779344,6.97029702970297,-0.7741935483870968,-0.9722222222222222,0.08163265306122448,0.8481012658227848,0.4550898203592814,0.5093167701863354,7.234177215189874,0.9121951219512195,0.6756756756756757,0.8317757009345794,0.7087378640776699,1.0,1.6367017978921266,0.8022813688212928,0.5630472854640981,0.4886731391585761,0.5253164556962026,0.4034003091190108,12.095238095238095,0.4689008042895442,0.5562310030395137,-1.181161433731592,0.6177606177606177,0.45217391304347826,0.586864406779661,0.5975308641975309,0.4525316455696203,0.5211267605633803,0.22580645161290322,0.44976076555023925
ebtPerEbit,0.6576105886450714,0.33735545500251385,0.19563780568407138,0.3879781420765027,-0.09074573225516622,0.20344544708777687,0.13636363636363635,0.1589189189189189,-0.2383107088989442,0.4459279038718291,0.21994535519125682,0.24085365853658536,0.08183632734530938,0.01598962834917891,-0.39776951672862454,1.446998722860792,2.0344827586206895,1.2631166797180893,1.178617157490397,0.7382029734970912,0.44079885877318115,0.3640552995391705,0.47961452928094883,-0.050724637681159424,0.9588688946015425,0.7686915887850467,1.1461783439490445,0.647823911955978,0.45098039215686275,0.8295254833040422,0.7894736842105263,0.7417840375586855,1.0,1.0,1.0
ebitPerRevenue,0.14734411085450347,0.11275510204081633,0.08187672493100276,0.08993611095942773,0.05803222274362584,0.062127312573263344,0.05667060212514758,0.05567258501354198,0.059718969555035126,0.08213619914464305,0.08267449740230404,0.0712656165127648,0.27790104282227646,0.2671130093501097,0.030388612742882966,-0.08998965636133778,-0.03619721239858539,-0.1287428168162113,-0.118225855283076,0.12834978843441466,0.1228316103031365,0.11966911764705883,0.13633148054573016,0.04763548498446669,0.13995322899802123,0.1289933694996986,0.10583080552746882,0.10627890903290978,0.12807634354595682,0.14950078822911192,0.1303684879288437,0.11588683351468988,0.0886945658963148,0.09684137452273515,0.07056043214044565
debtRatio,0.9255230428949563,0.9654320076735778,0.9793156609995289,0.9693426748181534,0.9769510369895232,0.9561961054208332,0.9595473355290939,0.9567278540323025,0.9455672659640422,0.8653250773993808,0.8217915386433468,0.786,0.9123601156796177,0.9873990702226572,0.9935660669605624,0.9690830307998595,0.8959437423562984,0.8281405040682676,0.6453894942267036,0.6091573682185456,0.6910569105691057,0.7189746568876625,0.7227460453518273,0.7245621529260999,0.6836293807009122,0.7491790856276838,0.6429537462807682,0.5801581595974119,0.6048158640226629,0.5660098522167488,0.6698187549251379,0.716017539334537,0.7256914741944682,0.7306348281887012,0.6935679611650486
debtEquityRatio,24.829766536964982,934.6071428571429,-61.6388140161725,-182.53781512605042,-155.41496598639455,56.64028776978417,32.885672937771346,26.6605222734255,20.20132450331126,6.846894138232721,4.886858749121574,3.7831257078142695,11.23219814241486,78.35922330097087,154.42592592592592,31.34469696969697,8.610186092066602,4.818706697459584,1.8199954138958954,1.558574522543808,2.236842105263158,2.5583979328165376,2.6068015739179313,2.6305831265508686,2.1608497723823974,2.986908358509567,1.8007575757575758,1.3818493150684932,1.5304659498207884,1.3041997729852441,2.028639618138425,2.5213442325158946,2.6455301455301456,2.7124324324324323,2.263366336633663
longTermDebtToCapitalization,0.937843884152609,0.9982053582873991,1.0261102118375678,1.0081927710843372,1.010038240917782,0.9730637555713455,0.9541594798991642,0.9472703709703548,0.9340323285277413,0.8186002221869545,0.7510932307154102,0.6935623807044942,0.8686457909719398,0.9788977668510551,0.9888082901554404,0.947452229299363,0.8241171403962102,0.7173167945160763,0.48083333333333333,0.4527529361060231,0.5822888843229915,0.6228437774096092,0.6209651645893257,0.6090225563909775,0.5476231336880041,0.6223616657159156,0.14452365521710953,0.3373676248108926,0.38905109489051093,0.3928325292901447,0.5198624904507257,0.6028138528138528,0.6119402985074627,0.6165008291873963,0.5765199161425576
totalDebtToCapitalization,0.9383471272640038,0.9982218835333715,1.0257997218358832,1.008091385054736,1.0099391480730222,0.9733920367534457,0.9545424643115584,0.9477444212554182,0.9348801104019321,0.8212666145426114,0.7539339443195573,0.6970840480274443,0.8686991869918699,0.9789064099938563,0.9888106092001657,0.9476813317479191,0.8246909340659341,0.7191958495460441,0.48194345450225706,0.45422308188265637,0.5826747408395772,0.6244905880069862,0.6213685218686815,0.6103456611070824,0.5522337353490743,0.6419040750090155,0.3874709976798144,,,,,,0.6206624605678234,0.6289610910549539,0.5917542441390461
interestCoverage,3.1105092091007585,1.9830508474576272,1.5360406091370558,1.6404382470119523,1.0826848249027237,1.2451481103166497,1.1578947368421053,1.226790450928382,1.3987341772151898,1.8179611650485437,1.952,1.5471698113207548,5.629213483146067,5.535885167464115,,,,,,,,,,,,,,,,,,,-2.272,-2.325,-1.5954198473282444
cashFlowToDebtRatio,0.10021730793813115,0.21674406768878426,0.0835875533862111,0.07075408066909483,0.08033741715203856,0.03657817109144543,0.07070985527222605,0.05818582197001779,0.054340806347449026,0.11290936785986291,0.1139908256880734,0.11614173228346457,0.09943846513804398,0.04351464435146443,0.0683151718357083,-0.09661229611041405,0.158859046429315,-0.01848512173128945,0.2065565688932709,0.4300922640170334,0.1530738065879866,0.09042883778744562,0.06901866758006509,0.08,0.059981544140264534,-0.001966292134831461,0.17604790419161676,0.4461883408071749,0.524390243902439,0.5263157894736842,0.32916972814107276,0.21843207660083783,0.2445997458703939,0.15306122448979592,0.17691256830601093
companyEquityMultiplier,26.82782101167315,968.0714285714286,-62.94070080862534,-188.3109243697479,-159.08163265306123,59.23501199040767,34.27206946454414,27.86635944700461,21.364238410596027,7.912510936132984,5.9465917076598735,4.813137032842582,12.311145510835914,79.35922330097087,155.42592592592592,32.34469696969697,9.610186092066602,5.818706697459584,2.8199954138958954,2.558574522543808,3.236842105263158,3.5583979328165376,3.6068015739179313,3.6305831265508686,3.1608497723823974,3.986908358509567,2.800757575757576,2.381849315068493,2.5304659498207887,2.304199772985244,3.028639618138425,3.5213442325158946,3.6455301455301456,3.7124324324324323,3.263366336633663
receivablesTurnover,7.034296028880866,6.555183946488294,6.712313839447875,7.000382262996942,7.317436093094239,6.763529817304378,6.873478421246772,6.905652535328346,5.447497546614327,6.7448224852071,6.106206896551724,7.901287553648069,6.813303099017385,5.592640413169787,5.688946015424165,5.038216560509555,6.304262295081967,4.4720468890892695,5.470807453416149,5.051550712489522,4.554668794892258,4.693701466781708,5.680252583237658,6.456909361069837,6.633651551312649,5.872566371681416,6.667415730337079,6.269666666666667,7.035335689045937,6.528301886792453,6.296,5.0633608815427,4.7791044776119405,4.306427503736921,4.549923195084485
payablesTurnover,2.56,2.4705882352941178,9.768272425249169,9.64208782104391,10.518297872340426,9.390519187358917,8.6768115942029,9.035623409669212,6.655813953488372,8.045706371191136,7.4526315789473685,7.606944444444444,7.34235453315291,7.790087463556851,7.098717948717948,7.058064516129032,7.190198366394399,6.4557097118463185,0.0,5.52258064516129,6.140089418777944,5.423562412342216,5.245053272450533,14.507407407407408,11.736842105263158,7.506963788300836,13.948863636363637,22.59285714285714,19.384615384615383,18.919753086419753,25.80952380952381,21.843220338983052,0.0,0.0,0.0
inventoryTurnover,8.666666666666666,8.103260869565217,37.938709677419354,38.157377049180326,42.76470588235294,38.282208588957054,38.750809061488674,38.59782608695652,27.30916030534351,37.967320261437905,35.18012422360248,35.10897435897436,35.4640522875817,33.192546583850934,30.256830601092897,29.72826086956522,32.43157894736842,32.17553191489362,0.0,20.0,18.475336322869953,17.497737556561084,16.102803738317757,40.590673575129536,34.84375,23.232758620689655,44.63636363636363,51.016129032258064,57.473684210526315,60.09803921568628,73.9090909090909,50.704918032786885,0.0,0.0,0.0
fixedAssetTurnover,2.5811365743807126,2.2374429223744294,2.321774092222641,2.561975377728036,2.6549003322259135,2.376286786968633,2.2863803680981594,2.0975886882969323,1.4435053959173059,2.1241556021430235,2.035402298850575,2.138708178438662,2.0899605842800835,2.0188767187135865,1.9057050592034446,2.023959060246569,2.080952380952381,2.0578838174273857,2.3775418391218284,2.01690093708166,1.9365456396335257,1.8633327624593252,1.6453275690056535,1.5830601092896175,1.5238486842105263,0.9996987044290448,1.6819727891156462,1.5095505617977527,1.5054820415879018,1.5133200795228627,1.7078993055555556,1.5858498705780846,1.531324725011956,1.4896587383660806,1.6176952484980884
assetTurnover,0.7065158272598716,0.6507784254408618,0.7913579718213353,0.8172162970235174,0.8201411161000641,0.7943403101089025,0.7868423275061228,0.9158811531889091,0.6882827030378177,1.0082927908005308,1.0463247459229497,1.0829411764705883,1.1334087765623035,1.0598238316613653,1.0546884308352198,1.0189717765546318,0.9798206278026906,0.9842230601309784,1.0743210278094,0.9275105809926895,0.8672593267988755,0.7900660808946337,0.771058988545157,0.7425032037590773,0.6671867498799808,0.4190452134377368,0.8025426021098188,0.9014617780972921,0.9400377714825306,0.9374384236453202,1.0336222747570265,0.9481557905597111,0.9130310806957513,0.8389633080955154,0.8986650485436893
operatingCashFlowPerShare,14.931911246547948,32.444529092467384,11.924795450588986,10.273234746841641,11.929378081756004,5.618147219621228,10.346183710306857,7.024468052473901,5.794506532346923,5.690978886756238,4.241283820398271,3.8982410426142993,3.5398967183075127,1.738381884054943,2.75451252099154,-3.9248418276000483,6.508878263502937,-0.7035214681291906,7.194260045028513,15.161987446324751,7.4278265700792785,5.005644250927269,3.509058355509842,3.5454924416946403,2.482195024153667,-0.10557054280225694,2.346968100392758,6.371183960957385,8.604300032034471,9.997776161322516,7.5074433451961,6.537532898790984,5.5,3.3333333333333335,4.046875
freeCashFlowPerShare,8.665841348443005,27.302161698885822,5.4449795934157335,4.230731563999608,4.900986161921425,-3.1916714491396583,1.8554559480472335,-2.5153117043793007,-1.003462930898788,0.8157389635316699,0.18774294577215686,-0.03303594103910423,-0.25820423121772446,-2.833228166801085,-3.4051182391398487,-9.387338137441674,1.5781683863014984,-5.490899263447341,-0.2918912190107034,9.907833380766668,1.8120819710665215,-5.6421007364403595,-7.052946074349807,-0.017551942780666536,-2.2276109191122653,-25.63856039483383,-0.6066992368362232,1.264631992250335,2.1241384694467924,3.699177179689331,-0.0335153720767683,-0.4119541278690209,0.7428571428571429,-1.1805555555555556,-1.3125
cashPerShare,22.5121417007904,23.29301971240834,2.533898141163272,4.025071001860739,6.074041673294099,7.208948762094622,3.5899038994826906,1.9733949550618093,1.111679521485912,3.4932821497120923,0.9643160396478967,3.3531480154690794,5.855405630518074,4.371027525772765,5.002059547322061,6.991655463452035,11.755221817964674,6.614817706434218,6.370096603115939,1.3844278966391137,2.0941513344872535,0.24942213621458906,0.20026883914820437,0.30715899866166435,1.1328992674342377,2.337633447764261,4.997285819203627,2.2571279861683196,1.7547230834560459,1.9329033911890199,1.6925262898767992,0.8776414028513925,1.3571428571428572,1.0277777777777777,1.453125
payoutRatio,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09210526315789473,0.2926829268292683,0.02799650043744532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09409550693954363,0.4875,0.7307692307692307,0.22382671480144403,0.23140495867768596,0.34265734265734266,0.3108108108108108,0.6984126984126984,0.44680851063829785
operatingCashFlowSalesRatio,0.0804721580703105,0.193140589569161,0.0667243898479355,0.057281712444711405,0.06256843422493352,0.02843891748636665,0.05506064183750134,0.041348179356003614,0.053053503873176006,0.06502906020396973,0.05613282132369551,0.05127648017381858,0.04714887952074551,0.024010158143830083,0.0368278355173972,-0.05309734513274336,0.07936342833368006,-0.008266962395402762,0.06342718740538904,0.15083381730689455,0.07613457157876292,0.05349264705882353,0.040727640222334514,0.046484869405131746,0.03507825148407987,-0.002109704641350211,0.04954499494438827,0.10580041469509277,0.14038171772978403,0.1576458223857068,0.11385006353240153,0.09929270946681175,0.12023735165521549,0.08330440819160013,0.087440918298447
freeCashFlowOperatingCashFlowRatio,0.5803571428571429,0.8415027883768712,0.45660989456609896,0.41182078169685415,0.41083333333333333,-0.568100358422939,0.1793372319688109,-0.35807860262008734,-0.1731748726655348,0.1433389544688027,0.04426559356136821,-0.00847457627118644,-0.07294117647058823,-1.6298076923076923,-1.2361963190184049,2.3917748917748916,0.24246395806028834,7.804878048780488,-0.0405727923627685,0.6534653465346535,0.24395857307249713,-1.127147766323024,-2.009925558312655,-0.0049504950495049506,-0.8974358974358975,242.85714285714286,-0.2585034013605442,0.1984924623115578,0.24686940966010734,0.37,-0.004464285714285714,-0.06301369863013699,0.13506493506493505,-0.3541666666666667,-0.32432432432432434
cashFlowCoverageRatios,0.10021730793813115,0.21674406768878426,0.0835875533862111,0.07075408066909483,0.08033741715203856,0.03657817109144543,0.07070985527222605,0.05818582197001779,0.054340806347449026,0.11290936785986291,0.1139908256880734,0.11614173228346457,0.09943846513804398,0.04351464435146443,0.0683151718357083,-0.09661229611041405,0.158859046429315,-0.01848512173128945,0.2065565688932709,0.4300922640170334,0.1530738065879866,0.09042883778744562,0.06901866758006509,0.08,0.059981544140264534,-0.001966292134831461,0.17604790419161676,,,,,,0.2445997458703939,0.15306122448979592,0.17691256830601093
shortTermCoverageRatios,11.614814814814816,23.49655172413793,7.2105263157894735,5.763736263736264,8.219178082191782,2.9214659685863875,8.078740157480315,6.133928571428571,3.953020134228188,6.308510638297872,7.53030303030303,7.044776119402985,212.5,104.0,326.0,-21.0,40.1578947368421,-2.0,46.55555555555556,72.72,96.55555555555556,12.933333333333334,40.3,14.428571428571429,3.25,-0.024390243902439025,0.24019607843137256,,,,,,6.754385964912281,2.962962962962963,2.9101123595505616
capitalExpenditureCoverageRatio,-2.382978723404255,-6.309259259259259,-1.8402985074626865,-1.700162074554295,-1.6973125884016973,-0.6377142857142857,-1.2185273159144894,-0.7363344051446945,-0.8523878437047757,-1.1673228346456692,-1.0463157894736843,-0.9915966386554622,-0.9320175438596491,-0.3802559414990859,-0.44718792866941015,0.71850699844479,-1.320069204152249,0.14695340501792115,-0.9610091743119266,-2.8857142857142857,-1.3226788432267884,-0.4701130856219709,-0.3322341302555647,-0.9950738916256158,-0.527027027027027,0.004134672179562906,-0.7945945945945946,-1.2476489028213167,-1.327790973871734,-1.5873015873015872,-0.9955555555555555,-0.9407216494845361,-1.1561561561561562,-0.7384615384615385,-0.7551020408163265
dividendPaidAndCapexCoverageRatio,,,,,,,,,,-1.2004048582995952,-1.1019955654101996,-1.063063063063063,,,,,,,,,,,,,,,-1.013793103448276,-1.6514522821576763,-1.6202898550724638,-1.8987341772151898,-1.1370558375634519,-1.0766961651917404,-1.3414634146341464,-0.8540925266903915,-0.8604651162790697
dividendPayoutRatio,,,,,,,,,,0.09210526315789475,0.29268292682926833,0.027996500437445324,,,,,,,,,,,,,,,-0.09409550693954365,0.48749999999999993,0.7307692307692308,0.22382671480144406,0.23140495867768593,0.3426573426573427,0.3108108108108108,0.6984126984126985,0.44680851063829785
priceBookValueRatio,7.423226177998054,177.27938401803573,-9.116303199304044,-18.90322160905042,-13.419110070443537,4.139565708736691,3.892053718283068,6.351806701442089,6.102919235717086,3.5180035177952758,1.7556637700952566,1.8292305245323188,4.118466835894737,4.9719266400999995,38.22307146621528,12.573755470338638,3.3984772251614106,2.6649175664926386,1.324809590753812,3.2484634635600043,2.0716822429906543,1.4871584302325582,2.6898451503008536,2.7803566090368332,1.6987448786039452,1.2798309633545506,1.9770833918550001,0.9983592739726028,1.4877069095221407,1.9811443622870564,2.397408556085919,2.104455539055404,1.7805176715176716,2.2389353513513512,1.5196451485148514
priceToBookRatio,7.423226177998054,177.27938401803573,-9.116303199304044,-18.90322160905042,-13.419110070443537,4.139565708736691,3.892053718283068,6.351806701442089,6.102919235717086,3.5180035177952758,1.7556637700952566,1.8292305245323188,4.118466835894737,4.9719266400999995,38.22307146621528,12.573755470338638,3.3984772251614106,2.6649175664926386,1.324809590753812,3.2484634635600043,2.0716822429906543,1.4871584302325582,2.6898451503008536,2.7803566090368332,1.6987448786039452,1.2798309633545506,1.9770833918550001,0.9983592739726028,1.4877069095221407,1.9811443622870564,2.397408556085919,2.104455539055404,1.7805176715176716,2.2389353513513512,1.5196451485148514
priceToSalesRatio,0.39163851737141386,0.2813958476476758,0.1830265970529682,0.12283532853584885,0.10285255646046196,0.08797711128603028,0.14432806264535797,0.24887307629484204,0.41503368969252386,0.440956028165369,0.2821673305676022,0.3509419996006599,0.2951552669167961,0.05911444579594829,0.2331728263867629,0.38150459075616594,0.36091587756290827,0.4653329191617351,0.43729144908245343,1.3688663346404433,0.7379936919572455,0.5289800666360294,0.9672025310531012,1.0313968136618055,0.8055210469508904,0.7660471046480222,0.8795922066897877,0.4649703461109044,0.6254197304219145,0.917177185063004,0.7658303824650571,0.6303061883841132,0.5349337913803873,0.7188528982992017,0.5181774476704929
priceEarningsRatio,8.349099027332604,12.440658527581455,-14.578226236818104,20.26561595925225,-2.8020016766409093,-8.9906192736625,-19.210065138097143,344.58551355323334,-34.385850917659695,26.45446066342105,30.467189571287197,2.826265184885455,14.227430887636364,20.484337757212,-23.191526507591295,-4.133837414905853,-4.900911365663559,-1.7483474337747158,-3.911641587865521,25.659324932225914,27.89225165562914,23.1136671686747,36.66846377306681,-35.29082562021555,12.801290737564322,13.889313077716597,-6.139143912605505,10.932034049999999,23.94635929365446,12.602080744945102,12.452655185950412,16.202836003496504,11.573364864864864,32.87325714285714,16.328102127659573
