,2022,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,1.5462304409672831,1.6024850894632208,1.6572567611248787,1.869069510849577,1.8095677115345217,1.875035380696292,1.869937250427838,1.4408385406168112,1.5451476793248946,1.8318741450068399,2.0887372013651877,2.3309751434034416,2.2679872920949355,2.492941625333842,2.2941470735367684,2.740306712962963,2.3892953929539296,2.1517298874531057,2.906854130052724,2.488294314381271,3.1113785557986873,2.948594208980277,2.911239860950174,2.832835077229696,2.5358389261744967,2.606898907103825,2.521604938271605,2.338772005152426
quickRatio,0.758029497641686,0.9070576540755467,0.9045361491218619,1.0294225818315557,1.1485351362425733,1.087602604019247,1.1029663434112948,0.8628300745817375,0.8922242314647378,1.101641586867305,1.262627986348123,1.3831739961759082,1.3642309848626426,1.364364746280046,1.0575287643821911,1.4260706018518519,1.236449864498645,1.3359733222175907,1.7967726473877617,1.3277591973244147,1.6404814004376367,1.4089383130507764,1.3441483198146003,1.4613851519681116,1.1981208053691275,1.1577868852459017,1.150352733686067,1.103477887505367
cashRatio,0.2707943400464176,0.3468190854870775,0.2667815968106885,0.32867475787667033,0.5389264494980537,0.39895273138975373,0.36109526525955504,0.3354162467244507,0.32875226039783,0.49124487004103967,0.40324232081911265,0.46749521988527726,0.48682489254344985,0.31419305608546355,0.2568784392196098,0.1908275462962963,0.08794037940379404,0.5119841600666944,0.7092187250359482,0.3762541806020067,0.40962800875273525,0.07826269408308854,0.047740440324449594,0.20802192326856003,0.020671140939597314,0.012636612021857924,0.029541446208112873,0.011592958351223702
daysOfSalesOutstanding,46.82845089303316,48.06177281435447,45.45891635981062,48.86614357653121,55.07670267254932,47.363663031014156,48.471612376187075,50.49956375750205,45.542178323545116,43.77096323371318,50.55390539053906,52.03730165818225,56.09227193872541,49.29528225509679,54.261796396061676,56.60569622552403,58.3801634178099,56.75066365155835,56.619000957112256,48.61767873027763,49.90823569449171,54.13160910132591,54.030431331039956,54.48359245193449,55.028530180118246,49.624726299570185,45.05560141795756,49.95398525375384
daysOfInventoryOutstanding,89.85895942294822,69.58900670466963,62.77735757313812,68.4375,67.7692707825352,66.52892272073525,61.516032064128254,58.753300578227886,60.358643457382954,60.03935683530678,54.18419901033426,58.76558050079521,61.565721118166074,53.376761499601166,62.34905068704031,66.91801641890393,63.83027470648581,61.7743482744562,63.412000553020874,66.19532767166169,70.30383112307003,80.41419342144098,83.81358502008945,74.16541290538281,75.90514137583409,78.41643556511404,67.30082600586198,67.96203177379391
operatingCycle,136.68741031598137,117.6507795190241,108.23627393294873,117.30364357653121,122.84597345508452,113.89258575174941,109.98764444031534,109.25286433572994,105.90082178092807,103.81032006901997,104.73810440087331,110.80288215897747,117.65799305689148,102.67204375469795,116.61084708310199,123.52371264442796,122.2104381242957,118.52501192601454,120.03100151013314,114.81300640193932,120.21206681756173,134.5458025227669,137.8440163511294,128.6490053573173,130.93367155595234,128.04116186468423,112.35642742381954,117.91601702754775
daysOfPayablesOutstanding,55.53305406142329,59.53067312520306,45.69032118641778,50.245799810695694,51.0613153873663,44.95439716560845,37.450901803607216,45.11414151542498,41.298019207683076,35.041375134553284,31.527586090820346,30.564041868550504,30.007833759379896,18.902921799757745,23.68265009407606,20.975149767029066,21.151943462897528,19.643139794229803,19.70081570579289,19.243934958407003,18.987763469793066,21.474108811858457,20.213213554696384,20.562520896021397,22.550765685756804,22.785386835700947,21.979749533706368,23.913059320798716
cashConversionCycle,81.15435625455808,58.12010639382104,62.54595274653095,67.05784376583551,71.78465806771823,68.93818858614097,72.53674263670811,64.13872282030496,64.60280257324499,68.76894493446667,73.21051831005296,80.23884029042696,87.65015929751159,83.7691219549402,92.92819698902593,102.5485628773989,101.05849466139819,98.88187213178475,100.33018580434025,95.56907144353232,101.22430334776867,113.07169371090845,117.63080279643302,108.0864844612959,108.38290587019554,105.25577502898328,90.37667789011317,94.00295770674904
