returnOnEquity,0.09864134432406524,-0.06192936997077008,-0.02918432872558715,0.0014136892239855938,0.028971570875557857,0.052300940815774445,0.043180223457656396,0.08680512883536111,0.2854510273657053,0.21201556724976434,0.19183001977419226,0.15373556429036808,0.09581526753119692,0.07427663864923577,0.13177831956624578,0.2342941226507679,0.110292014457706,0.20159743292516877,0.18830600443051804,0.18559674919895966,0.032783063849625975,0.12814088302780874,0.10887819605623172,0.13539288112827402,0.09564953766863726,0.16596365996106424,0.2504661280298322,0.19236842105263158,0.23851351351351352,0.19705159705159705,0.21330724070450097,0.2059748427672956,0.17545541706615533,0.2809364548494983,0.3426470588235294,0.4357894736842105
returnOnCapitalEmployed,0.033117254645418356,-0.0007562546709847326,-0.004134135842055615,0.027855207424940825,0.03217382963076125,0.04884606233642636,0.023634434319785753,0.08051031936292745,0.1278341161904942,0.09246782908943947,0.11391498433930687,0.11128394540025348,0.0741821483527826,0.05761512495008855,0.12032481062844677,0.17902715794667085,0.15986479494393613,0.29079906107590736,0.27982523258611974,0.27413231332935156,0.01666516284668016,0.17787484243613677,0.1778798522921733,0.1253058596265293,0.08298755186721991,0.15573515697855145,0.2815434871376072,0.14374675661650232,0.2230437461491066,0.12595785440613028,0.11731135066582118,0.15514592933947774,0.2,0.37923946557040084,0.5677506775067751,0.7182539682539683
netIncomePerEBT,0.7388738802786862,1.9101444912703192,0.9288685524126455,0.10880829015544041,1.1813002680965148,0.770764119601329,3.944124897288414,0.9259340179156653,0.9537198563365828,0.8345746246688255,0.7969988023564849,0.8200129537636183,0.9695766749825815,1.0246546976539266,0.510641298012747,0.6720270934615175,0.65202227723565,0.6527580529371372,0.63855732416128,0.6373655170049202,0.6399944839949666,0.6354292399780839,0.6001040041601664,0.6792452830188679,0.7236238532110092,0.7219477769936485,0.70536756126021,0.8392652123995408,0.7255909558067831,0.8003992015968064,0.8406169665809768,0.8136645962732919,0.7787234042553192,0.6737967914438503,0.5587529976019184,0.5418848167539267
ebtPerEbit,1.7420273701157967,19.541176470588237,3.4212523719165087,0.21579315164220825,0.3295053003533569,0.628348757915246,0.173460661345496,0.626600041070573,0.7204642909951205,0.6581420129807226,0.7248205929784044,0.6510882202876526,0.4932814474822058,0.4336947217169324,0.9952239950976952,0.9555200634682033,1.0333453574300644,1.0359882053593263,1.0302545001304386,1.0332608767166271,2.963172949228726,1.088733803075902,0.9736708860759493,1.525179856115108,1.5034482758620689,1.4141716566866267,1.242929659173314,1.5722021660649819,1.3439226519337018,1.9049429657794676,2.1027027027027025,1.5940594059405941,1.1084905660377358,1.013550135501355,0.9952267303102625,1.0552486187845305
ebitPerRevenue,0.09930085410171742,-0.0019008962166574418,-0.01764607399966516,0.06221468631798618,0.07920307156788148,0.12068661454353066,0.06333902084518232,0.15493196737827836,0.17521633245245868,0.164351787189815,0.16323293766581176,0.16402572667245802,0.13238805384144858,0.10276341922936075,0.26526179428335317,0.2286002462685855,0.2410860605054836,0.3599555367058606,0.3261823270238073,0.357935781893936,0.023122820941636667,0.28217479070297224,0.2738871169047289,0.18407113129020053,0.13175829168559747,0.25502672435734286,0.3481444079777834,0.2200158856235107,0.34150943396226413,0.19939347990902198,0.2030735455543359,0.21174004192872117,0.24118316268486917,0.384375,0.4405888538380652,0.44801980198019803
debtRatio,0.5787410389786934,0.626337459064818,0.627083976410573,0.61978531778407,0.6283141234584495,0.6283447326308499,0.6798497964073236,0.5614365201614895,0.7937884758223912,0.8057337388287648,0.7187515111804937,0.6978152450784578,0.6866202286179084,0.7088247127729678,0.6022285134913715,0.5789147009985427,0.13566543192707872,0.11491662622847666,0.17126235443837262,0.13265891842074337,0.22745098306721884,0.10252380277804701,0.12165409795309522,0.12184477471101675,0.15162037037037038,0.1092485549132948,0.1162577810325888,0.05777336969997521,0.15693534605525492,0.1023378914865461,0.09610849056603774,0.07490909090909091,0.07453416149068323,0.17555147058823528,0.15317559153175592,0.15178571428571427
debtEquityRatio,1.3738367430228309,1.6762115289834916,1.6815688700493594,1.6300930678739123,1.690443901998011,1.6906654843848627,2.1238012990050557,1.280355167752243,3.873153352375687,4.173078746910498,2.5671334725050126,2.317835771205189,2.19924184016176,2.4452823343274317,1.5536795119051952,1.3748157496149944,0.15695939620875263,0.12983706352859523,0.20665448873426018,0.1529489623380893,0.2944162481369246,0.11423567900229455,0.13850363241815267,0.13875083948959033,0.17871759890859482,0.12264763140817651,0.13155168841930806,0.06131578947368421,0.18614864864864866,0.114004914004914,0.10632746249184605,0.0809748427672956,0.08053691275167785,0.2129319955406912,0.18088235294117647,0.17894736842105263
longTermDebtToCapitalization,0.4608941477454429,0.49035558495690107,0.4967618738599691,0.48550746598205047,0.5196242937741578,0.4915504204730848,0.5776375331983237,0.3920049813200498,0.6377785441721272,0.7205794187006496,0.6150321379077968,0.561932189206804,0.5937083592068135,0.6142071599861658,0.5009189440497465,0.4652158178864085,0.010360480383174258,0.011394243197106708,0.013601132120509455,0.015345907886633809,0.020196715751881034,0.02481463958417048,0.024661820189564736,0.03399506941741274,0.04708941210457894,0.02837326607818411,0.014495712535728868,0.011960478419136765,0.01693789438724676,0.017382906808305166,0.013513513513513514,0.00857365549493375,0.004770992366412214,0.065625,0.06336088154269973,0.038461538461538464
totalDebtToCapitalization,0.4777180728983359,0.5130906472974033,0.5321495468062426,0.4994671956802837,0.5317716871781847,0.5241949900960363,0.5819217113972801,0.4302585437295414,0.7239312180976445,0.7318724913320249,0.6318747356045747,0.6027796070836741,0.6013426636893644,0.6232077782846633,0.5338032641066174,0.46678558735424036,0.011201239308845342,0.012327254204690974,0.014666920096657654,0.01535697056896628,0.02462265077175087,0.03255357145727545,0.03959768031895614,0.04453285420944558,0.07058326289095519,0.030512739855300407,0.014495712535728868,0.011960478419136765,0.01693789438724676,0.017382906808305166,0.013513513513513514,0.009345794392523364,0.005719733079122974,0.09302325581395349,0.0773405698778833,0.04618473895582329
interestCoverage,2.7260297096556383,-0.0534423137378183,-0.42346323824829246,1.3831432437657065,1.6699243960907246,2.688178077066966,1.542656112576957,4.304360636417207,4.059423769507803,3.6240010723312994,3.5936268015121526,2.9929065558545473,2.1769735293940182,1.643198030744499,0,9.186127537158383,0,0,0,0,0,0,0,0,0,0,0,0,724,0,0,0,70.66666666666667,92.25,419,181
cashFlowToDebtRatio,,0.13966454576607115,0.04717949503615639,0.15210186785849814,0.16946368221850736,0.14083623218061525,0.13231131160890866,0.2723796091620445,0.1188582672554141,0.1378054648804741,0.16550048297670603,0.13596117422455267,0.17142995973235398,0.11683553584465774,0.20667244711656363,0.6041283552131615,9.741810530342882,10.889071249275922,14.545171628965582,15.842295381801554,2.344071353620147,2.943314240568833,3.739130434782609,1.5187319884726225,0.9281437125748503,3.8969072164948453,19.225352112676056,7.739130434782608,13.392156862745098,12.61111111111111,18.714285714285715,15.833333333333334,0,0,0,0
companyEquityMultiplier,2.373836743022831,2.6762115289834916,2.681568870049359,2.6300930678739123,2.690443901998011,2.690665484384863,3.1239272413234738,2.2804985457375775,4.879326760649897,5.179228007724478,3.5716564522955845,3.3215608107624344,3.2029959918142725,3.4497701480544185,2.5798836772072824,2.3748157496149944,1.1569593962087525,1.1298370635285953,1.2066544887342603,1.1529489623380893,1.2944162481369246,1.1142356790022945,1.1385036324181526,1.1387508394895904,1.1787175989085947,1.1226476314081766,1.131551688419308,1.0613157894736842,1.1861486486486486,1.114004914004914,1.106327462491846,1.0809748427672956,1.080536912751678,1.2129319955406912,1.1808823529411765,1.1789473684210525
receivablesTurnover,4.263389697208022,4.192363585224077,2.4662455097237705,3.7598077677520596,3.96872613675807,3.296340383124792,3.3455857923827357,3.506489159941988,3.402953493497906,3.7956630681221992,4.372338906109467,4.297295080473178,4.710579466778903,4.124935000980048,4.601332023957019,5.190752829355101,4.215373956560636,7.193407432991093,6.7658846295318975,7.588441896749627,3.640153225078354,3.9954743122977345,4.842847548690396,3.8612125639152666,3.8178664353859495,5.456944444444445,6.7941680960548885,3.681286549707602,6.54320987654321,5.888392857142857,5.658385093167702,5.482758620689655,6.2785714285714285,5.783132530120482,6.841726618705036,5.7304964539007095
payablesTurnover,0,0,6.055807386490303,7.15971372068933,6.617076210826211,7.299795081967213,6.79073975518893,4.698269646719538,4.628533568904594,3.6061362479703365,4.997770944636127,5.071506679843864,5.7253243280574315,5.824025763528168,4.792377375441398,8.190947058900063,8.06301047187444,15.063092103644282,9.054576851417059,13.141484644440794,8.627554774362329,18.136477392803513,25.611570247933884,16.6625,13.466666666666667,13.157142857142857,6.5375,17.074626865671643,12.96923076923077,18.514285714285716,22.608695652173914,16.323529411764707,0,0,0,0
inventoryTurnover,2.7747407302173603,3.0949543706161853,1.4892998775562418,2.8465685723913285,2.880513138516394,2.8019821449640148,2.597256147207295,2.6720656073808304,2.5382100036332806,2.3240321188351247,2.5489764902880987,2.553414302713028,2.6067891614010166,2.708904622879344,1.7900985991969445,2.256379745383645,2.200162785092239,1.9082129820416027,2.5139353259566737,2.461173708438849,2.6087942648785614,2.235649795364334,2.2703296703296703,1.826027397260274,2.4023785926660057,1.831013916500994,2.006393861892583,1.9724137931034482,1.8366013071895424,1.8461538461538463,1.7869415807560138,2.3922413793103448,2.1746724890829694,2.155,2.3734939759036147,2.267123287671233
fixedAssetTurnover,0,0,3.157393947403198,4.783503868230596,5.268592756427979,5.090718652473173,4.770002583756782,4.752910933010736,4.323010584084673,4.154436117170833,4.8640367702631515,4.722391709308076,4.507014558330067,4.5364041088569165,2.3470619842472904,3.0898039938556066,3.7223144521099196,5.034286635097472,7.117097515841418,6.62969657301043,5.028005415805601,4.703244047619048,4.664294954721863,3.4914134742404226,3.2415316642120766,3.2257799671592773,4.291440953412784,3.0521212121212122,3.0948905109489053,3.125592417061611,2.719402985074627,3.087378640776699,3.161870503597122,3.5687732342007434,4.927461139896373,7.026086956521739
assetTurnover,0.32510965131481623,0.3261376151472937,0.19407664939158123,0.3679512405816576,0.3492877632129623,0.3325587955192243,0.31897817785994437,0.42345190567503604,0.48591895056210893,0.45346471308301645,0.5695749804075579,0.5285177980647419,0.47244644183952506,0.47147846817927563,0.3789067688293969,0.6720911658004219,0.58687542521725,0.7330156935727274,0.7272377226291425,0.6828992212579869,0.5775658896855536,0.5891196886440059,0.5975801773431673,0.6234961075725407,0.5661008230452675,0.5677745664739884,0.7251922372757231,0.6243491197619638,0.603816576473939,0.5818262020291134,0.5371462264150944,0.6938181818181818,0.7799467613132209,0.8823529411764706,1.1843088418430885,1.4428571428571428
operatingCashFlowPerShare,,5.016633399866933,2.0489021956087825,3.497576110141555,4.551409135082604,3.8630495790458372,3.990643274853801,4.253494282083863,2.7155472303987156,2.8867337808189872,2.2856337756797767,1.6721420298533791,2.870690053721186,1.982799300043911,1.8140365232268383,1.8159589169489383,0.7573321932449765,0.8387950812661984,1.1232278232423505,1.2267445617296244,0.23678994286683414,0.4100362860926241,0.5782760719695361,0.19183761873820354,0.16950171962228455,0.28110097883376556,0.509960337974813,0.13433082878785732,0.2625409437502799,0.17629125676522553,0.1550583300043467,0.07743080166154763,0,0,0,0
freeCashFlowPerShare,,4.256487025948104,0.91583499667332,2.7102966841186737,2.2275996112730807,2.1863423760523855,2.5274853801169592,2.407454468445574,0.6968156275086969,2.013901968815137,1.5502829893307002,1.0226000895926322,2.276483805050346,1.476831977769185,1.0615771562465133,1.3639363700962122,0.41996765618900683,0.39834381309703976,1.00631123593692,1.153732102945407,0.14969101451118813,0.311021685669573,0.5191744171232004,0.08663634394628547,0.0714458861203608,0.16434739767794232,0.4445808074652216,0.05810940346441019,0.2152605102491314,0.13746058346892034,0.13414715572895136,0.055831683303326454,0,0,0,0
cashPerShare,1.0394356901245771,1.166333998669328,1.7430139720558881,1.1337987201861548,0.9317784256559767,0.9197380729653882,2.289083820662768,2.6175349428208388,0.6034252073856035,0.7599073375994908,0.8428722814961104,0.9417485417986765,2.1301606087784672,1.3372405476435467,6.632257224681073,2.258726442854714,3.0041861070319906,2.555146115546367,2.463537771464748,2.1848007258403594,1.006624903276412,1.0423223099279437,0.6717062329242225,0.3778509454464047,0.46002402185660884,0.6581332440949273,0.4755893847926278,0.2848870104911019,0.377474680472584,0.23414895997672022,0.14795642175987284,0.08924918717831017,0.12357196170208169,0.15470414308617866,0.11005799148803093,0.06125289864029591
payoutRatio,,-0.314396028681743,0,0,0,0,0,0,0,0,0,0,0.4028657114295235,0.5978174406955296,0.23356989009775225,0.2697055412859945,0.15845907501277065,0.07777435753371846,0.0778107823302846,0.07759816484855005,0.5425554837319543,0.13396133449165618,0.17157712305025996,0.19345238095238096,0.3090332805071315,0.1710654936461388,0.18362282878411912,0.15047879616963064,0.12039660056657224,0.18453865336658354,0.1651376146788991,0.14122137404580154,0,0,0,0
operatingCashFlowSalesRatio,,0.168620676159966,0.10311401305876444,0.15683665927568366,0.2048032604798013,0.17340040478010027,0.18481705170219104,0.21300626769749612,0.13145758847608685,0.16015922669425137,0.13964135365672423,0.11752766188268017,0.17088344932833957,0.11881023840590169,0.24208177220891428,0.33134976820844375,0.16253009875743393,0.16410243726070609,0.24672626363859843,0.31381821475476657,0.07915119476175629,0.15087863619968486,0.22659825266953265,0.09969731365872116,0.1056338028169014,0.19241537286841434,0.34460994698308506,0.14138204924543288,0.32216981132075473,0.34420015163002277,0.4313940724478595,0.19916142557651992,0,0,0,0
freeCashFlowOperatingCashFlowRatio,0,0.8484748010610079,0.44698814742653026,0.7749071353329268,0.4894307554340864,0.5659628051142968,0.6333528722157092,0.5659945232760767,0.25660228616476155,0.6976403512497706,0.678272698726473,0.6115509755366284,0.7930092634345569,0.7448217163161591,0.5852016443186944,0.7510832747184686,0.5545355920887924,0.47490003457784,0.8959101752234602,0.9404827532463035,0.6321679573839474,0.7585223459938263,0.897796817625459,0.45161290322580644,0.421505376344086,0.5846560846560847,0.8717948717948718,0.43258426966292135,0.8199121522693997,0.7797356828193832,0.8651399491094147,0.7210526315789474,0,0,0,0
cashFlowCoverageRatios,,0.13966454576607115,0.04717949503615639,0.15210186785849814,0.16946368221850736,0.14083623218061525,0.13231131160890866,0.2723796091620445,0.1188582672554141,0.1378054648804741,0.16550048297670603,0.13596117422455267,0.17142995973235398,0.11683553584465774,0.20667244711656363,0.6041283552131615,9.741810530342882,10.889071249275922,14.545171628965582,15.842295381801554,2.344071353620147,2.943314240568833,3.739130434782609,1.5187319884726225,0.9281437125748503,3.8969072164948453,19.225352112676056,7.739130434782608,13.392156862745098,12.61111111111111,18.714285714285715,15.833333333333334,0,0,0,0
shortTermCoverageRatios,,1.6063914780292943,0.357033129474508,2.7999068612232225,3.5636889362349717,1.1498579940970095,7.590656284760845,1.8626541778725771,0.3617696338811451,2.49544576068989,2.390262823176798,0.8789217097654172,5.486269658950345,3.1209703209300885,1.6743491488622173,96.07034132841328,128.44325346784362,142.23076923076923,197.44199243379572,21654.4375,12.777311725452812,12.073728985213693,9.668639053254438,6.2,2.657142857142857,54,0,0,0,0,0,190,0,0,0,0
capitalExpenditureCoverageRatio,0,-6.599562363238512,-1.8082795067527893,-4.442610837438424,-1.9585981933757108,-2.3039500111582236,-2.727418065547562,-2.3041183893541355,-1.3451749734888654,-3.307319624603981,-3.1082223859821503,-2.574340356193362,-4.831134071953193,-3.9188287716480357,-2.4108099424779583,-4.017407825323805,-2.2448482577744473,-1.90439928746908,-9.607086976530143,-16.801852480481063,-2.7186321041742727,-4.141169931916076,-9.784431137724551,-1.8235294117647058,-1.728624535315985,-2.4076433121019107,-7.8,-1.7623762376237624,-5.5528455284552845,-4.54,-7.415094339622642,-3.5849056603773586,0,0,0,0
dividendPaidAndCapexCoverageRatio,0,-52,-1.8082795067527893,-4.442610837438424,-1.9585981933757108,-2.3039500111582236,-2.727418065547562,-2.3041183893541355,-1.3451749734888654,-3.307319624603981,-3.1082223859821503,-2.574340356193362,-17.326190077571294,-39.37495932843105,-3.512079207920792,-7.7259676910807356,-3.4831324271180644,-2.4406071818840815,-27.46145751118127,-813.3122065727699,-14.869536276902595,-14.672738461538462,52.70967741935484,-5.6063829787234045,-6.283783783783784,-5.438848920863309,29.04255319148936,-3.869565217391304,-17.973684210526315,-17.46153846153846,393,-11.875,0,0,0,0
dividendPayoutRatio,,-0.31439602868174293,0,0,0,0,0,0,0,0,0,0,0.40286571142952343,0.5978174406955296,0.23356989009775225,0.2697055412859945,0.15845907501277062,0.07777435753371846,0.07781078233028459,0.07759816484855005,0.5425554837319543,0.13396133449165618,0.17157712305025996,0.19345238095238096,0.3090332805071315,0.1710654936461388,0.18362282878411912,0.15047879616963064,0.12039660056657224,0.18453865336658354,0.1651376146788991,0.14122137404580154,0,0,0,0
priceBookValueRatio,0.6402088523796643,0.39693334699673544,0.49082682396608884,0.8722437267540686,1.1586409251177354,1.6993819722940275,1.7605792470448536,2.6147898488386385,6.469937229736786,5.65514189586028,3.4116962027953273,2.647880951424705,1.903365317254411,1.796190806816418,2.7577412423759444,6.814823570337624,2.5821122352102135,3.682880964315925,3.6944813650793873,2.5888474831011328,2.871096222501537,2.9521350738708776,3.250977332216247,3.77187634513499,2.7492030006343793,4.09648163511113,5.216616202506992,3.6162209936562633,7.551899328034146,7.100836706236216,6.552021454531904,5.64437776169368,2.921339306931601,3.9658044641321295,8.687238604176411,17.375951049618948
priceToBookRatio,0.6402088523796643,0.39693334699673544,0.49082682396608884,0.8722437267540686,1.1586409251177354,1.6993819722940275,1.7605792470448536,2.6147898488386385,6.469937229736786,5.65514189586028,3.4116962027953273,2.647880951424705,1.903365317254411,1.796190806816418,2.7577412423759444,6.814823570337624,2.5821122352102135,3.682880964315925,3.6944813650793873,2.5888474831011328,2.871096222501537,2.9521350738708776,3.250977332216247,3.77187634513499,2.7492030006343793,4.09648163511113,5.216616202506992,3.6162209936562633,7.551899328034146,7.100836706236216,6.552021454531904,5.64437776169368,2.921339306931601,3.9658044641321295,8.687238604176411,17.375951049618948
priceToSalesRatio,0.8295469387002159,0.4547746599352577,0.9431180311401306,0.9013147254467198,1.2329388922414923,1.8991657108005744,1.766825648511768,2.7077146765931723,2.7288290359992744,2.4078807699672735,1.6770645141426495,1.5083309081680145,1.2578045856061129,1.1043340058533788,2.821116530394542,4.2696916233681526,3.8028664476963785,4.446912580013197,4.210116847346974,3.2880602380836463,3.840362811973837,4.49733901421891,4.778409200410485,5.312451643876277,4.120057291046115,6.426753066639095,6.357133655516599,5.4573628974955515,10.544161325934468,10.955422818188552,11.02552018638574,7.525837015591573,3.466390099123618,3.7055485461734587,6.211695321598276,10.214822708625
