,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,1.216455455883051,1.3989126104380023,1.3528935185185185,0.8793426978340124,1.5671416912549438,1.3521214710618858,1.2517756708982806,1.4899826524711726,2.6675604456566964,2.4070872207480956,2.1459519899367554,2.056646122056361,2.113600615191024,1.6566823371390196,1.594875782146692,2.1455919395465997,2.1950067791855625,1.4727221597300337,1.5002645702623025,1.2571754660354229,1.3355429803287524,1.3526392961876832,1.434521325431934,1.2183995645073489,1.3808398220244715,1.2855796418473138,1.146808510638298,1.1860734114743985,1.1994446631716364
quickRatio,0.7993734871137691,1.0970917016240538,0.9033564814814815,0.5870147973407678,0.948961014501852,1.0274755973313177,0.9357544592640206,1.1608558114221572,2.070685590125283,1.787426174783874,1.8967119745623537,1.7762656311233034,1.506204341291202,1.123143049026192,1.240808619349106,1.645752232653996,1.758801252980504,1.142470472440945,1.130584322322171,0.8926744726719364,1.0097008892481811,1.0228739002932552,1.0309656956848343,0.9043004899292324,0.6209677419354839,0.6416588124410934,0.6031914893617021,0.4679403146206046,0.6472367848484221
cashRatio,0.009872324267881722,0.04555787302852054,0.06882716049382716,0.034982843662877974,0.03575240128068303,0.04410556413711506,0.08340028924955808,0.12384774992346678,0.15454671536221165,0.09342634597278096,0.3630105873720256,0.12608215469022765,0.06064525149428501,0.05313633310946944,0.07856640379132881,0.15598809251202198,0.08541773808967226,0.07898622047244094,0.06833471917756444,0.0642515957221964,0.10121261115602263,0.07595307917888564,0.09172857023620733,0.08045726728361459,0.21579532814238042,0.165315739868049,0.20390070921985815,0.07774907464528069,0.3022234194657991
daysOfSalesOutstanding,39.843317053722714,70.6983195551619,97.49475040565048,85.11729468599034,77.55578131116371,78.291687283523,77.84510828411328,80.97828089496633,63.78762221550247,66.20861119727047,133.4979486657851,125.05005561735261,81.16673302953885,115.61118998580255,73.92806857710784,78.85290594407039,74.74912654276322,73.10957542204375,69.64163302612538,74.03713375232363,69.72353504463597,60.38640379428997,67.74480963008047,87.037768452234,78.52997637330184,73.76479526551503,72.70298956306387,73.71824296006545,73.38521729680123
daysOfInventoryOutstanding,95.44796762170976,107.28188572726388,337.87275655775426,295.85037674919266,243.63620199146513,246.08274021352312,200.81069024251764,284.2293739635158,215.82906964602694,234.77884414771543,227.45676724898533,187.9804441498177,188.45291479820628,509.34912241224123,197.12339743589743,172.18880683334817,291.95222513089004,258.56129032258065,322.35777748309243,216.6909072416599,241.64894932014835,198.74155740961461,242.97363882729735,303.9828801611279,415.7133956386293,365.2059819413093,332.17926689576177,282.21691525613096,283.8365301856633
operatingCycle,135.29128467543248,177.9802052824258,435.3675069634047,380.967671435183,321.19198330262884,324.3744274970461,278.6557985266309,365.2076548584821,279.61669186152943,300.9874553449859,360.9547159147704,313.03049976717034,269.6196478277451,624.9603123980438,271.05146601300527,251.04171277741855,366.7013516736533,331.6708657446244,391.9994105092178,290.72804099398354,311.3724843647843,259.1279612039046,310.7184484573778,391.0206486133619,494.24337201193117,438.9707772068243,404.8822564588256,355.93515821619644,357.22174748246454
daysOfPayablesOutstanding,72.36445958537153,66.05788261250446,180.94627243442247,150.72903415206966,151.6722972972973,151.19572953736656,134.28826344391274,136.95066334991708,131.10577425080925,123.1389526392656,137.3178048350097,92.81670533642692,90.26905829596413,179.4610711071107,78.78636587771203,73.72097161669187,96.45746073298429,95.30674486803518,129.3303275427662,96.55868592351504,146.1804697156984,114.48847834723878,154.57871396895786,174.7809667673716,220.81931464174457,157.57618510158014,190.86197021764033,145.84911457460478,117.78464281323005
cashConversionCycle,62.926825090060944,111.92232266992134,254.42123452898224,230.23863728311332,169.51968600533155,173.17869795967954,144.36753508271818,228.25699150856502,148.51091761072018,177.8485027057203,223.63691107976072,220.2137944307434,179.35058953178097,445.4992412909331,192.26510013529324,177.3207411607267,270.24389094066896,236.3641208765892,262.6690829664516,194.1693550704685,165.19201464908593,144.6394828566658,156.13973448841995,216.2396818459903,273.4240573701866,281.3945921052442,214.0202862411853,210.08604364159166,239.4371046692345
grossProfitMargin,0.657689624240008,0.6208419446904833,0.7925932996086666,0.8025314009661836,0.7903331034354204,0.7860921858942641,0.7666023019839467,0.8025014841047267,0.8069347847999193,0.8141671836228288,0.8078527108127352,0.7762699295513533,0.7599286230441387,0.8222719910416125,0.8320357793606096,0.7678755834606964,0.8420541233383639,0.8338141837888416,0.8564056668443902,0.7824201115340356,0.8750501961511136,0.8439505254347623,0.8627510651247717,0.8774376697111824,0.881497341996456,0.8582853486884197,0.8455687245710243,0.8213722633564172,0.8035815632811274
