,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995
operatingCashFlowPerShare,1.3393043478260869,1.9201812478215405,1.4701674808094907,1.1745644599303136,1.015267175572519,0.8894255061429313,0.9382987994633784,0.8421734291207124,0.701119445736199,0.669210946708591,0.4549828167047388,0.4077975459706575,0.5141234017106651,0.4365656348475788,0.37842316761316463,0.16200822331395578,0.2014807959278112,0.09462188805566904,0.1492926051372616,0.029355074660305496,0.1511093465826722,0.06301727773531195,0.09225411274106263,0.07133219788728593,0.024216704594528942,0.02059243587970148,0.024546183568604166
freeCashFlowPerShare,1.0669565217391304,1.6272220285813872,1.0403000697836706,0.8674216027874564,0.8072519083969466,0.5615988925419623,0.6721015052169647,0.5226449458666397,0.3531207666956469,0.43548730280422443,0.2515573420458628,0.2829984874280172,0.42587229810993676,0.27647465917718755,0.28583408056856296,0.03359177403763391,0.09255305083625305,0.00782516441082278,0.06651719229806134,-0.040961029033831066,0.07641378265109781,0.0025106091357178627,0.02767623382231879,0.010049108709294322,-0.023063528185265657,-0.022569309724152824,-0.002965310766677013
cashPerShare,0.4107826086956522,0.4281979783896828,0.305129099790649,0.2912891986062718,0.20281054823039557,0.19507700294168542,0.22133757415432334,0.1930857701777463,0.09933648746099463,0.13503541164987554,0.24544829082134118,0.2878634751171735,0.31789748103553694,0.14570721153523122,0.0952791338713427,0.049957294384045975,0.09399252991339987,0.06424707091740581,0.11678769587622073,0.08460732501284975,0.11288186299059015,0.05388090091989773,0.04579757739645609,0.003459529227789849,0.0006589579481504474,0.0006589579481504474,0.010872806144482381
payoutRatio,0.6958918918918919,0.9351647072517751,0.6304210393222911,0.5877111317994415,0.6379191151054269,0.6939004320510613,0.6334734807624898,0.6001841546089244,0.5292843195820219,0.8734234405615691,0.535695626786318,0.6889386333830778,0.5800864626783903,0.41999249208988043,0.2846506349356467,0.30420321747605983,0.28136127663145777,0.23169884494117826,0.18943176414645743,0.05022371660797967,0.04870778183477864,0.0375944506379289,0.022900763358778626,0.01509433962264151,0.0196078431372549,0.024615384615384615,0.029197080291970802
operatingCashFlowSalesRatio,0.12811725365585852,0.1951020841818214,0.15799538781708758,0.1357877988358744,0.13328778043503017,0.12973102717895546,0.1413578614835623,0.13375949208077018,0.12510725755583255,0.1264663354371059,0.09703747100954548,0.10596654462647903,0.1585583812094305,0.11104735251076193,0.11053055578593465,0.054094400324538765,0.08002977681176736,0.04637656117278109,0.09108498303394819,0.019679978087953014,0.11209691512594054,0.051295357631346045,0.09192383453709783,0.08606638839196978,0.03693467336683417,0.04344803614876608,0.06693620844564241
freeCashFlowOperatingCashFlowRatio,0.7966497857421114,0.8474314757669269,0.7076065029073217,0.7385048946900029,0.7951127819548872,0.6314175708513051,0.7162979485866823,0.6205906382160707,0.5036527924637124,0.6507474286637126,0.5528941595372623,0.693968098200326,0.8283464566929134,0.6332946001893051,0.7553292320113737,0.20734610472541506,0.4593641315046919,0.08269930532583526,0.4455491431535041,-1.3953644985689433,0.5056853489158045,0.03984001254803545,0.3,0.14087759815242495,-0.9523809523809523,-1.096,-0.12080536912751678
cashFlowCoverageRatios,1.2093278894472361,1.6948161821258267,1.9048372513562386,1.3484,1.410120481927711,1.3179461538461539,1.4984657534246575,,,,,,,,,,,,,,,,,,,,
shortTermCoverageRatios,5.106763925729443,8.247005988023952,8.393426294820717,224.73333333333332,195.06666666666666,49.03634802518604,8.81450443190975,5.5488,,,,,,,,,,,,,,,,10.560975609756097,0.901840490797546,1.4534883720930232,
capitalExpenditureCoverageRatio,-4.917624521072797,-6.5544318857822725,-3.4200487012987013,-3.824163357912649,-4.8807339449541285,-2.713097318040021,-3.5248247061249742,-2.6356756072073213,-2.0147186985571803,-2.8632573732352644,-2.2366068825337586,-3.2676331915703085,-5.825688073394495,-2.7269846599374645,-4.0871249484388175,-1.2615846663487194,-1.8496737976027917,-1.0901550667147493,-1.803586355132747,-0.41747299861771664,-2.0230029553173656,-1.0414930980968717,-1.4285714285714286,-1.163978494623656,-0.5121951219512195,-0.4770992366412214,-0.8922155688622755
dividendPaidAndCapexCoverageRatio,1.580989529870663,1.7342987564929955,3.3413957176843776,2.5384036144578315,2.348314606741573,3.271024647282308,3.1811228792611077,4.662552400870158,13.459697244145426,1.73128877238969,3.7447209127172307,2.2019282712398254,5.62576969028582,11.724016600505232,21.79343980109018,-5.746198555744731,-6.424874835309618,-2.571383802659265,-2.64122293142141,-0.45820154799557716,-2.187778758318029,-1.1353059891968897,-1.4854111405835544,-1.1895604395604396,-0.5268817204301075,-0.4921259842519685,-0.9371069182389937
dividendPayoutRatio,0.6958918918918919,0.9351647072517751,0.6304210393222911,0.5877111317994413,0.6379191151054269,0.6939004320510612,0.6334734807624898,0.6001841546089245,0.5292843195820219,0.8734234405615691,0.5356956267863179,0.6889386333830779,0.5800864626783903,0.41999249208988043,0.2846506349356467,0.3042032174760599,0.2813612766314578,0.23169884494117826,0.18943176414645746,0.05022371660797967,0.04870778183477864,0.0375944506379289,0.022900763358778626,0.01509433962264151,0.019607843137254905,0.024615384615384615,0.029197080291970802
priceBookValueRatio,10.55231445499967,9.571031067891116,7.771401431602642,7.501858513136753,7.673330401430683,7.503665228467938,6.562708198425793,6.873454274050408,7.409236640663125,9.375885969123921,9.430153967614272,6.639793096758861,5.184150908614821,4.453494032029863,5.946720117771326,5.947387867862353,7.320739478271301,6.653396995768073,6.301814372859868,4.960600554943175,6.070947047922276,6.012815203157619,6.3105030933830815,6.723393861421177,10.047807448792959,10.877265138964319,13.794055881104033
priceToBookRatio,10.55231445499967,9.571031067891116,7.771401431602642,7.501858513136753,7.673330401430683,7.503665228467938,6.562708198425793,6.873454274050408,7.409236640663125,9.375885969123921,9.430153967614272,6.639793096758861,5.184150908614821,4.453494032029863,5.946720117771326,5.947387867862353,7.320739478271301,6.653396995768073,6.301814372859868,4.960600554943175,6.070947047922276,6.012815203157619,6.3105030933830815,6.723393861421177,10.047807448792959,10.877265138964319,13.794055881104033
priceToSalesRatio,5.340672949974214,4.632221081713385,3.883879418804957,3.4791906705202313,3.664777706129142,3.661069770986432,3.055250130850279,3.5259493217460154,3.9488613908256687,4.668708453879448,4.9725585275773,3.752246371119261,3.1981629153914617,2.1735555036082763,2.9135170162308137,3.0309692010061147,3.765531303700504,3.6765507153835473,3.653036623155847,2.7386307621283845,3.1522988370742153,2.896655622946335,2.921145555374309,2.9079914614296323,4.188269486820984,4.763765754290942,5.8373767475292
priceEarningsRatio,34.705136254054054,30.449938441112792,26.19224637258819,22.97450405399654,27.8088602121673,29.040899161044127,22.89354557767569,26.640000960000002,29.276142719696146,34.788359214864364,38.43881975211285,32.09128236825397,33.48671230529679,18.187174485734612,25.823631216686298,27.55275234498337,34.38655087378758,34.76153454562444,43.206234205934386,32.82492335389585,36.790742658854406,26.757735219323674,27.168883547084413,27.603971778212227,40.85615822928313,42.17032023106166,47.423359999999995
priceToFreeCashFlowsRatio,52.326407555012224,28.017074129549105,34.73997594512829,34.69477726089576,34.58028480283688,44.69382104083217,30.174014702516256,42.47625654006544,62.66977557588319,56.72955271236981,92.68264766348706,51.025006286201176,24.35002216867141,30.90699207453825,34.89786935189241,270.2298571617621,102.42773646405486,958.6060312835368,90.01432551708152,-99.72893983268983,55.61005819332975,1417.4225487244096,105.92630192464458,239.83778758118822,-119.06651826819656,-100.03908084010979,-721.8889244444445
priceToOperatingCashFlowsRatio,41.68582136735489,23.742550476275188,24.58223288961671,25.622262827350937,27.495226450375938,28.220463913665203,21.613584832036786,26.360367155228758,31.56380747186773,36.9166105568172,51.24369458359188,35.40972657309471,20.170254583812856,19.57323118889872,26.35938085639815,56.03110826299669,47.05162820280202,79.2760528683044,40.10580560567627,139.15822212245354,28.12119168072214,56.470132127048856,31.777890577393375,33.78777146062929,113.3966840649491,109.64283260076031,87.20805798657717
priceCashFlowRatio,41.68582136735489,23.742550476275188,24.58223288961671,25.622262827350937,27.495226450375938,28.220463913665203,21.613584832036786,26.360367155228758,31.56380747186773,36.9166105568172,51.24369458359188,35.40972657309471,20.170254583812856,19.57323118889872,26.35938085639815,56.03110826299669,47.05162820280202,79.2760528683044,40.10580560567627,139.15822212245354,28.12119168072214,56.470132127048856,31.777890577393375,33.78777146062929,113.3966840649491,109.64283260076031,87.20805798657717
priceEarningsToGrowthRatio,4.732518580098276,3.501742920727968,4.901691821155802,0.7570287401398856,1.7181902916803378,-12.850597878762015,3.823222111471837,2.5141500906000016,4.619124740218721,2.004472126189804,1.1159657347387604,0.7105926810113378,-0.9836721739680933,0.8542460743299594,1.482051878522866,1.3776376172491689,1.2657177236521804,0.6223436023490829,3.927839473266759,4.048407213647157,-2.7987243522628544,1.1572720482357493,1.1526193019975202,0.9316340475146632,1.5971043671447034,2.168759326168885,1.0103237565217391
priceSalesRatio,5.340672949974214,4.632221081713385,3.883879418804957,3.4791906705202313,3.664777706129142,3.661069770986432,3.055250130850279,3.5259493217460154,3.9488613908256687,4.668708453879448,4.9725585275773,3.752246371119261,3.1981629153914617,2.1735555036082763,2.9135170162308137,3.0309692010061147,3.765531303700504,3.6765507153835473,3.653036623155847,2.7386307621283845,3.1522988370742153,2.896655622946335,2.921145555374309,2.9079914614296323,4.188269486820984,4.763765754290942,5.8373767475292
dividendYield,0.020051553372322572,0.030711546726450444,0.024068994707611858,0.025581014955454753,0.022939419675543412,0.023893903153724284,0.02767039638369568,0.022529434421196225,0.018079031949312593,0.02510677307794306,0.013936318290752737,0.02146809296921723,0.01732288489206612,0.023092784006625545,0.011022874070154613,0.011040756061941928,0.008182305857431484,0.006665380224715742,0.004384361831757116,0.0015300482522533853,0.0013239140695371684,0.0014049937459123694,0.0008429041009024526,0.0005468176733376988,0.00047992381043798755,0.0005837134857053683,0.0006156687398777903
enterpriseValueMultiple,23.413665923498055,20.358631295800123,17.39446875244964,15.474889785726843,16.232474761053883,16.419861745069618,13.166946322408885,15.260557494397931,16.811900615082056,19.9807835282855,22.00867768290397,17.75988570967108,17.802903085738496,10.198772431179032,14.326880314588562,15.409752023937331,19.052001306347254,19.478360534535394,22.855129020020787,17.744732140929212,19.690426585311158,14.835014777911818,14.782800610413746,15.041175608267434,21.911865309306666,22.273593013077612,25.05426480620155
priceFairValue,10.55231445499967,9.571031067891116,7.771401431602642,7.501858513136753,7.673330401430683,7.503665228467938,6.562708198425793,6.873454274050408,7.409236640663125,9.375885969123921,9.430153967614272,6.639793096758861,5.184150908614821,4.453494032029863,5.946720117771326,5.947387867862353,7.320739478271301,6.653396995768073,6.301814372859868,4.960600554943175,6.070947047922276,6.012815203157619,6.3105030933830815,6.723393861421177,10.047807448792959,10.877265138964319,13.794055881104033
