,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,0.80450786177135,0.9008921062056789,1.5741577221031375,1.0539174519226222,0.9258300166296888,0.9640590153924095,0.9514701407688001,0.8334857289198129,1.160876440797315,1.7665448409186788,1.4366600730060974,1.7435692530510531,1.5438462634109535,1.5214050084117774,1.0588350606040566,0.881270347238953,0.9754213512133841,0.9280191381634977,0.9199140800166798,1.9316314163295267,2.3107383065799145,1.9252247528213653,1.6890680804953964,1.7957351290684624,1.3917525773195876,1.3004901344727913,1.2066560626452956,1.0669828782970847,1.191534790253705
quickRatio,0.3607726254269832,0.40136557263368056,0.9299456322073006,0.5285616785801225,0.4887784745175447,0.46637175343828663,0.46000221006859066,0.4263478442787631,0.5522313727657987,1.1338033070506,0.8086784808749855,0.9313411854912569,0.9814127166828991,0.7291616335100611,0.38753845814714394,0.38083421363133735,0.4264174724018223,0.4126350345107405,0.36080091365835215,0.8917652481179905,1.2228653039429749,0.8176731899400439,0.5367694135227363,0.6606341189674523,0.6017427589592538,0.5215533492522307,0.4355805701700722,0.4145071726052753,0.4501381562421502
cashRatio,0.14242157417180765,0.13205963310663363,0.6047257954956932,0.24555143312426916,0.2431184429120396,0.1830826522735142,0.15552545951882302,0.15624109522830482,0.19365824450429237,0.794382474137478,0.4950493165025049,0.5909871994206726,0.6810989763982616,0.27849462129431557,0.029210084615796418,0.07981245019366556,0.06683072613168696,0.04425107510556749,0.042662025763547336,0.19595602669807616,0.5444732154939417,0.22120261722434387,0.04168595424963587,0.16568462401795736,0.04786450662739323,0.06811612416739977,0.07512541294506302,0.03736695974086071,0.033534287867370005
daysOfSalesOutstanding,24.91426914337958,27.31859922328188,27.5543297873215,25.982874695163638,27.834809959968265,28.569987915522024,28.521357880944027,29.602371231466165,29.357304081722845,24.410292693377727,25.34593736059379,23.97997348369981,25.105279325072487,28.269812337742238,32.366716165624474,35.95496992348055,38.58551179860161,42.21289961443134,33.69859849798431,35.656455726964154,32.86306369145869,28.97147418800103,32.8320274742145,32.42892039588003,37.13691496077194,30.610385384222027,26.954352893991427,32.24049638280001,33.57194354324377
daysOfInventoryOutstanding,72.32290922959496,73.29385429534248,79.11419820386877,68.19019843832426,67.95498849076225,67.49973408874239,63.557692262784634,68.45839272258826,71.56304994955455,62.281520819842335,61.07770381860124,66.74409309261246,59.823075796094415,58.44802591625223,64.08007288780907,66.08078766944573,76.97140264398621,75.11402982256183,75.89787167978277,70.69269343732881,71.7288110510837,70.12728628741513,89.38674528590118,100.30254631742265,72.97336738416637,78.98099396429947,79.9478926496357,72.83878739208994,82.63766128212943
operatingCycle,97.23717837297454,100.61245351862436,106.66852799119027,94.17307313348789,95.78979845073052,96.0697220042644,92.07905014372867,98.06076395405442,100.9203540312774,86.69181351322007,86.42364117919503,90.72406657631227,84.9283551211669,86.71783825399447,96.44678905343355,102.03575759292627,115.55691444258781,117.32692943699317,109.59647017776707,106.34914916429297,104.59187474254239,99.09876047541616,122.21877276011568,132.73146671330267,110.1102823449383,109.5913793485215,106.90224554362713,105.07928377488994,116.20960482537319
daysOfPayablesOutstanding,59.83500236212799,51.33389562192917,47.59436882509638,46.07301386368771,43.49045150749192,46.913030683334206,44.538235383404675,43.23406804928432,43.062492381783635,43.58151168714108,42.62839125138398,43.19828053569336,46.0375419136489,32.38184290952698,26.977588480170667,24.55454765655942,18.44943377976142,20.65437660594698,20.25368991812373,18.965118444972074,17.744682653846933,18.21860160281156,22.042230523347218,22.752121931185542,23.214763468320566,22.95214245965498,22.58738356543392,23.284230074282274,21.396423854515902
cashConversionCycle,37.40217601084655,49.27855789669519,59.07415916609389,48.10005926980018,52.2993469432386,49.1566913209302,47.54081476032399,54.826695904770105,57.85786164949376,43.11030182607899,43.79524992781105,47.52578604061891,38.890813207518,54.33599534446749,69.46920057326288,77.48120993636685,97.10748066282639,96.67255283104619,89.34278025964335,87.38403071932089,86.84719208869545,80.8801588726046,100.17654223676847,109.97934478211712,86.89551887661773,86.63923688886652,84.3148619781932,81.79505370060767,94.81318097085729
grossProfitMargin,0.4317744561195797,0.4512814533664269,0.4541590943196937,0.4535892431142919,0.45890044100495064,0.4583265140259514,0.4244373893592105,0.457945887608226,0.44951095210736847,0.45911163310677083,0.43042949003138353,0.41637564078866096,0.42588682190417965,0.3874817218214087,0.34245031141091903,0.32982871868932845,0.3777154379954007,0.38677503228925547,0.39503703563223375,0.3901270469791741,0.3784332613243107,0.4150921577331548,0.4145545959038857,0.4481351834596691,0.4438407430787267,0.45699874482822744,0.456395858922618,0.4601566098572087,0.4541219532484818
operatingProfitMargin,0.21698082422858977,0.22780573285787836,0.21874349287380337,0.19983742060731366,0.2084006700492577,0.16960329327971563,0.16206366484901374,0.14049161281483588,0.19337656472150572,0.19008186167547267,0.17399791579247748,0.17350185535164192,0.15963614235138757,0.14373234933760712,0.11492785179458725,0.09275385932808757,0.20075077413469844,0.17802225570278088,0.2036862690912769,0.19085590565579666,0.16947409628919327,0.13642267327973218,0.14751327655025756,0.14062303256188774,0.14487329786274686,0.14648319464460044,0.14115258315995288,0.13834773891131763,0.13160302803427334
pretaxProfitMargin,0.18399240869870837,0.2003295606886688,0.18344153951811099,0.17289512026417397,0.18098427828068267,0.14778510226832117,0.14777610921024636,0.12209187252745705,0.17597464647237693,0.17510567683340753,0.15285076484155027,0.15834214249863668,0.14263140827320148,0.1266603229339902,0.09585899849749686,0.06878138951174881,0.17727775609144397,0.15982840271680535,0.18866498331093676,0.17563044765660143,0.15473688068175337,0.07538354894990193,0.12950535610721312,0.18330856984562693,0.12557489403913788,0.12877132629817303,0.12027172686937558,0.12623621535210122,0.09236613703796134
netProfitMargin,0.15786261525972872,0.1646925090429665,0.156902096869843,0.14395889335823614,0.15114254539396327,0.10418318269649651,0.09677775312186626,0.06944320722343326,0.11411189355420434,0.114814011991751,0.09947410182515654,0.10343429173982056,0.08989564290940114,0.0822836984691247,0.06066999326679094,0.04329215584642417,0.11307342093713278,0.10199475844990068,0.133403909647868,0.10966528629608122,0.09794828893019639,0.04545645051468641,0.07925726182759626,0.11591830567377673,0.07685544233023717,0.07816930872576822,0.06848319254004462,0.07638117430297775,0.051077281424174364
effectiveTaxRate,0.14201560609909597,0.17493923962733637,0.14687922450680502,0.16949211462473493,0.16950330517615905,0.31884505540809677,0.34510555434791507,0.43122170390321196,0.3515435556103436,0.34431587788565504,0.34920769334537244,0.3467671328199243,0.36973459073466,0.3503593188215117,0.36709130892521064,0.3705832907166076,0.36216802699822703,0.3618483528824234,0.2929058307126001,0.3655364772313247,0.3670010116615561,0.3969977382612265,0.3880001243965396,0.3676329166094244,0.3879712746858169,0.39296028880866424,0.4305960817007086,0.394934535308006,0.4470129090363254
returnOnAssets,0.15022778710399842,0.14190157709716583,0.14002734387191199,0.14123294999812663,0.15287017299708425,0.14098300852436724,0.13034044109940512,0.095979676560628,0.15044135232940095,0.15314453340819428,0.13900176220477706,0.14255068731034118,0.11931452756690566,0.11863682238326698,0.08567512371657891,0.0504234288091699,0.13446837271335504,0.11483513362245985,0.1555955698584159,0.1277261384380914,0.11595233053617085,0.06379075145576656,0.09703187341128917,0.13753847073236322,0.10014394406744807,0.1021815751093826,0.0857824667169053,0.09959019289196637,0.06371497751643031
returnOnEquity,0.49849827733771696,0.5358684389290842,0.572294786139337,0.6610380963442275,0.8418848362182308,0.8554009557125346,0.9162543773922958,0.5139805029474036,0.5820453011624247,0.5112491385401855,0.637503387994587,0.7408076586943566,0.5649894272073198,0.6051614318094437,0.978648581548025,0.36118410178741894,0.8180307071901297,0.48306296495069906,0.5424381851864772,0.3575249283909409,0.29421675100222133,0.18057468418868833,0.2847087238178235,0.4189878026579283,0.3270651443922095,0.39434803001876173,0.23531438415159345,0.2602954755309326,0.1278190271320519
returnOnCapitalEmployed,0.29392682937610654,0.25808096510154543,0.24622560461872073,0.26028303859252444,0.3072529347402778,0.36657288385454545,0.333560080666355,0.33192790949761375,0.38853462318235976,0.3439300401623916,0.35206498465616376,0.3257843938903615,0.3044157360383902,0.27549890518857056,0.2494803356471349,0.17456892041868205,0.3670666010361583,0.3100133128652981,0.35912559326695986,0.26574165840766434,0.2380222278654466,0.23540866933789123,0.23225729923535818,0.21200501157978663,0.24817518248175183,0.25253456221198156,0.23784582893347414,0.25968873970094597,0.2265610082108077
netIncomePerEBT,0.8579843939009041,0.822107873030852,0.8553247932938995,0.8326371105111299,0.835114225554781,0.704964039659016,0.654894445652085,0.568778296096788,0.6484564443896564,0.6556841221143449,0.6507923066546275,0.6532328671800757,0.63026540926534,0.6496406811784883,0.6329086910747893,0.6294167092833924,0.637831973001773,0.6381516471175765,0.7070941692873999,0.6244093080631582,0.6329989883384439,0.6030022617387736,0.6119998756034604,0.6323670833905757,0.6120287253141832,0.6070397111913357,0.5694039182992914,0.605065464691994,0.5529870909636746
