returnOnAssets,0.03958974998997107,0.05851610229054407,0.037665889526542325,0.03053507279258839,0.07780932672409645,0.06332022622148709,-0.050557854016997,-0.014399562198583985,0.037230197252917485,0.037931879441313404,0.04090194022024122,0.0716101323516522,0.061850400408928266,0.08835667777446651,0.06804063436380911,0.0646333220682663,0.04461152882205514,0.05018761726078799,0.05702432850513289,0.05142326322075509,0.05052916881775942,0.03877191917966143,0.03106701366297983,0.029474724189033425,0.052397716785726495,0.054535780792764034,0.016879521300348307,0.045921673919081564,0.04075732139526208,0.027060578453652628,0.03816082060110466,0.03303504134687855,0.04822863327921402,0.060008054772452676
returnOnEquity,0.1010730907973645,0.1518744591781847,0.10666446591587207,0.09185331636107576,0.21990098471247485,0.16019344492332366,-0.18230288668677294,-0.05581087052585064,0.13711134353903204,0.14702530202872122,0.1054172767203514,0.17377432734233755,0.14744409918966672,0.20724861784829163,0.17442949750815004,0.16692487289707392,0.11483870967741935,0.13211507593530064,0.1675792953817543,0.16768721466127182,0.17465982600936872,0.1417480035492458,0.10948695901404414,0.10425160163075131,0.18559883773721966,0.20520520520520522,0.06796116504854369,0.14696296296296296,0.1628773760715617,0.11213906405575838,0.14387822122628752,0.14317920404876927,0.2110200364298725,0.20244565217391305
returnOnCapitalEmployed,0.07115556424882244,0.0940315732633117,0.07609667343268513,0.05877077603730719,0.1283324848198875,0.11043721196781203,0.08117367519478366,-0.01149522203485104,0.05712748146376465,0.08376852505292873,0.0899641965932516,0.15107185177205645,0.12834467120181406,0.12062830311835428,0.09464712918660287,0.13442927362097215,0.09690172126596336,0.12182062866480822,0.12326825354372827,0.13440717074902378,0.14930698381471877,0.16002095337873232,0.18269428529454973,0.2129733727810651,0.1990772849259717,0.205964689040878,0.20344827586206896,0.1610005851375073,0.16233875020941532,0.15122198701912143,0.1563567830344876,0.14806203003994076,0.27402406489900366,0.21990369181380418
netIncomePerEBT,0.8594929359396168,0.9209388073459548,0.8661717702855964,0.8238795092918741,0.9240969364426155,0.8763536668951336,-6.2224264705882355,0.5097880928355196,0.7253521126760564,0.6736292428198434,0.7488,0.6669387755102041,0.6691244239631337,0.9947132980886539,1.3376436781609196,0.7285714285714285,0.5894039735099338,0.5666372462488968,0.7033824804856895,0.6073667711598746,0.6175078864353313,0.5788043478260869,0.6181229773462783,0.5249266862170088,0.6005288414455,0.6041257367387033,0.4621026894865526,0.6004842615012107,0.6069444444444444,0.42809629394995247,0.6336566275310532,0.6040372670807453,0.6492014569907537,0.5437956204379562
ebtPerEbit,0.7677563150074295,0.7939984236009459,0.6702370257756893,0.6979484571041031,0.8464441219158201,0.7886486486486487,0.1234399818470615,3.0287286063569683,1.040401925894913,0.8066554338668913,0.7537385431741438,0.873502567027952,0.8713459685191134,0.8584395182405307,0.7330173775671406,0.8531729909807426,1.0382764153105661,0.8940266708750888,0.8338757503435308,0.8425222845823704,0.7594178594957178,0.7227969097813277,0.4969443550981023,0.4737098006529138,0.7733262647682521,0.7861610935207352,0.33488905264881685,0.7504997274214065,0.7430340557275542,0.7304488662656178,0.6620479891855356,0.6524822695035462,0.7091198092588913,1.0
ebitPerRevenue,0.1166792361237528,0.15880622636279917,0.1309071500940802,0.12366853979703095,0.1301916027361022,0.11818216663046673,0.10173012776860839,-0.010333240696293676,0.0539499689423457,0.09195016461171003,0.06251979190228456,0.1139884580996505,0.1030880039738389,0.08999937162247078,0.08181113217301396,0.10231958762886598,0.07536056654287936,0.08699800919887417,0.09521415782950007,0.07633953324260295,0.060430691277596815,0.05616680150033095,0.04870178186802428,0.058538667967797026,0.055384744447473835,0.053949670860761606,0.049202320522117475,0.045651001700609734,0.0412129976182375,0.04016896617423591,0.04183514774494557,0.0404825503596569,0.032468454055169925,0.029965004374453194
debtRatio,0.6049850457541976,0.6111211231054804,0.6435303084648494,0.6675670078959925,0.6461619904711488,0.6047264839594703,0.722671127507356,0.7372051396062067,0.7284932355674895,0.7420240137221269,0.6119559517566859,0.58786922604961,0.5805077525983984,0.5736681928603036,0.6098808740773223,0.6127914836093274,0.6115288220551378,0.6200750469043153,0.6629166080720011,0.6817729414106563,0.7106995353639649,0.7264729081973181,0.716249186727391,0.7172731763543554,0.7176829476706429,0.7342378292098962,0.7516299008663034,0.6875289325062495,0.7497668345457937,0.7586873166678346,0.7347700001024726,0.7692748638578389,0.7714499812663919,0.7035843737414418
debtEquityRatio,1.5445338370677197,1.5861222198835332,1.8223867142367416,2.0081250169271185,1.8261520047875524,1.5298937556379673,2.6058272296423954,2.857313300927972,2.6828943615099363,2.8761112377478915,1.5772046401621804,1.4265659895777942,1.383862385507423,1.3455908830943253,1.5634953348072096,1.5826223570228457,1.5741935483870968,1.6323002839856773,1.9481351379274718,2.22320791050912,2.4566138746375197,2.6559449866903284,2.5242189739180283,2.5369831100757136,2.542116892157753,2.7627627627627627,3.026249550521395,2.200296296296296,2.9962728289228475,3.1440009956853636,2.770312560367809,3.33416149068323,3.375409836065574,2.373641304347826
longTermDebtToCapitalization,0.4852836952128812,0.49740527642768567,0.5362362362362363,0.5906609091866544,0.467811283060932,0.40964497041420117,0.567934845840605,0.6035006876976583,0.6251024845827541,0.6279944033805842,0.3917243269164897,0.37905302780162453,0.3958330777064749,0.42302803646940923,0.3882215395901151,0.4273450874058154,0.4042280589365791,0.47228617349376656,0.5218121634306605,0.5386005371030379,0.5616505329030996,0.4769087955442098,0.4238771466314399,0.4254642797389995,0.4295063284582045,0.44012703157108163,0.4486518636003172,0.42748091603053434,0.4513292433537832,0.4725140056022409,0.450781929679377,0.49056603773584906,0.36656282450674976,0.3682403433476395
totalDebtToCapitalization,0.5108296918923433,0.518094422342188,0.558257055682685,0.5911504326787326,0.5093166043780032,0.4288413098236776,0.5965758484334941,0.63590436657335,0.6310471847044378,0.6455975710736959,0.39816446601415284,0.40749842470069314,0.41456715850048154,0.42502374978686086,0.4284888265464552,0.4301576643787924,0.4354123917873751,0.47939834158256733,0.5405610670717236,0.5620196544829089,0.5629752388379801,0.6008853474988933,0.5228391684901532,0.4961115187087307,0.5069983287573117,0.4904794287657259,0.49065934065934064,,0.49463175739310605,0.5434589086501127,0.4927885557515187,0.5705479046057181,0.48114544939041676,
interestCoverage,3.5235602094240837,4.206014681506038,2.952060383516932,-3.086342229199372,-6.431238332296204,-4.714576962283385,2.959704499664204,-0.4911438006604623,-2.957894736842105,5.168359941944848,-4.064705882352941,-7.878651685393258,-7.7825,6.15359828141783,-3.7529644268774702,-5.469777777777778,-3.5471544715447156,-4.295932203389831,-5.046350364963503,-5.48731884057971,-4.153482587064676,-3.6108747044917258,-4.09078947368421,-4.5416403785488955,,-4.674729241877256,-4.0042622950819675,-4.0021818181818185,193.8,,,,,
cashFlowToDebtRatio,0.1282909075058844,0.15968022623450076,0.1851208117747526,0.10541054386408549,0.2500655170606426,0.3923040982512348,0.21986306358802535,0.1873039166076308,0.17247053591283076,0.14725909550673105,0.3581764325354942,0.41821555589918047,0.42236434553171964,0.03553314038456028,0.025514156483494515,0.2726983668160139,0.29762137140626305,0.28267185125592204,0.09996487530734106,0.12357940174687215,0.40683982683982683,0.018358626786503608,0.1807481035835731,0.34886128364389235,0.16955587603378755,0.3251993067590988,0.43370660694288915,0.25202380952380954,0.2631378522467631,0.2865158749520789,0.3096592038811787,0.23957611857598005,0.31094087605578474,
companyEquityMultiplier,2.553011595753155,2.595430201828855,2.831858407079646,3.0081250169271185,2.8261520047875526,2.5298937556379673,3.6058272296423954,3.8758727353071145,3.682799277360464,3.8760352556796596,2.577317265457822,2.4266723386153357,2.3838826946119944,2.3455908830943253,2.563607749091318,2.582644177267669,2.574193548387097,2.6324237560192616,2.938733340221097,3.260921306012939,3.4566138746375197,3.6559449866903284,3.5242189739180283,3.5369831100757136,3.542116892157753,3.7627627627627627,4.0262495505213955,3.200296296296296,3.9962728289228475,4.144000995685364,3.770312560367809,4.33416149068323,4.3754098360655735,3.373641304347826
receivablesTurnover,13.299400507263085,14.088298274341856,12.842007434944238,11.46855837441385,13.941517386722866,13.89226127085552,13.327334256268266,16.273409394593482,12.712849964106246,12.045878693623639,14.338378378378378,14.491166077738516,14.210588235294118,16.292807780906067,13.025813692480359,9.99833748960931,9.804403048264183,11.274767801857585,10.492774566473988,20.326844262295083,19.820659971305595,16.943302180685357,15.889856876166771,15.014652014652015,15.525201875488408,17.545321637426902,17.38235294117647,15.655194805194805,14.787421383647798,15.139369635570564,16.443738375697457,15.871673854666776,11.924,15.139072847682119
payablesTurnover,4.664324788158318,4.834531070716831,5.233875196643943,5.4792479885286385,6.161603888213852,7.073082395550381,8.812084335644546,9.220275344180225,9.444369973190348,7.94340878828229,8.769747899159665,8.662361623616237,9.80848748639826,12.00606943432872,11.310432569974555,8.02346570397112,10.060989643268124,13.992665036674817,12.010626992561106,12.541895066562255,10.871593533487298,10.17991266375546,10.847432762836187,10.091310751104565,10.048980632008155,10.787335092348284,11.481960150780829,13.192380952380953,6.2013341419041845,12.581118114551932,6.777259629966636,7.058221206736058,9.868273381294964,7.972837022132797
inventoryTurnover,4.483734598133732,4.616782006920415,5.7949052906597,4.376216835273907,5.641852938201679,5.853350460286877,5.749169128508124,5.689578411775395,6.145224596598343,4.983709273182957,5.580748663101605,5.207986688851913,5.609209707529558,4.884005728112192,4.601449275362318,3.7845891868880375,4.098921706516643,4.377055449330784,4.378922898101511,4.890381679389313,5.467363530778165,4.59712088345494,5.857670979667283,5.647252747252748,5.596236269194743,6.114866886030511,5.967534284914637,6.56078307546574,7.091539528432732,7.528451951459495,7.53009815072244,8.258936528369146,8.319323144104803,9.172453703703704
fixedAssetTurnover,4.250672463981724,4.287789917577151,4.626046200200871,3.9821316745292865,4.994212016357345,4.701123190582017,5.091737188528444,4.388015853219146,4.645592864637985,4.01425239699404,4.836980306345733,4.607865168539326,4.601523809523809,4.821693682775337,4.661044176706827,5.182249030590262,5.087434094903339,5.114817415730337,5.042361111111111,7.035106382978723,7.09553158705701,6.9997425997426,7.124720982142857,6.805201992252352,7.020584251133753,7.401171754548257,8.799007444168735,8.622675250357654,9.092034029389017,9.010593752617034,9.319659170765988,10.04620139067731,14.981347250410748,15.18936877076412
assetTurnover,0.5141898186324109,0.503915190398097,0.4956241032998565,0.42939073909011516,0.7640694932383657,0.7752245872250231,0.6470285125386465,0.9025321795441849,0.9144376742745017,0.7591766723842196,1.1591504981646565,1.0783591901130687,1.029050945646618,1.1497204988576124,0.8482058028210188,1.0162216965190942,0.9673350041771095,1.1387585991244529,1.0210940795949937,1.3163691858536262,1.7830407847186371,1.6500212365754505,2.0766916070266754,2.024864152807509,2.037162046689681,2.128402944045402,2.2168437974457444,2.232108138135358,2.1928744637194555,2.154344409182376,2.1743674874727166,2.070496693311253,3.2265933974439034,3.6826419653644784
operatingCashFlowPerShare,2.423425277892137,3.0220255249073693,3.7812435871126615,2.53490990990991,2.3624659569200297,2.7216948367677705,2.779465930018416,3.4747711804740673,3.68193686209352,3.437682570593963,2.5478324049406638,3.1470793576914127,3.319882777276826,0.2737911238684036,0.2095540511025077,1.8710829036096788,2.0600270218104613,2.450406819062379,1.0796661608497724,1.3864926220204312,4.46842906047927,0.24354964816262706,1.452596174059281,2.5011718769540403,1.277716894810474,2.0747187008062844,2.5777038269550747,1.4005597978631652,1.5221738076473326,1.8024116934963244,1.6787151468247232,1.683846419284038,0.8657031243236695,0.940983606557377
freeCashFlowPerShare,1.4674763277068752,1.9796212433100042,3.0229837882208086,1.7396396396396396,1.7395394899727656,2.161148413984719,1.7661141804788214,2.36728467495893,2.2497032993116544,2.309396299902629,1.5810123516589973,2.0621363742145684,2.2312894499549145,-0.7019209538529476,-0.7957307111894439,0.843316144387148,1.5516309592742714,1.5720650910499807,0.4117981790591806,0.6479379493000378,3.4593001141118296,-0.8504691164972635,0.31889846541938194,0.20208705372930907,-0.05921722112730369,0.5930926833897309,1.0946200776483639,0.45715012769175584,0.6520455094987126,1.0547868455675486,0.8819344632926599,0.8762427160194475,0.3289453122430115,0.5754098360655737
cashPerShare,0.17146974063400577,0.16303005351996708,1.1354401805869074,0.5328828828828829,0.31691012626887843,0.582079184996527,1.8372467771639043,0.4297113353672847,0.6479943033467838,0.44790652385589097,0.24945507386776458,2.2620432860134976,2.148331830477908,0.5369838816515787,0.2893939393286345,1.457754859182864,0.6408029337965644,0.40294459511817127,1.1551593323216995,1.1899356791524782,0.300494484594903,0.38702111024237684,0.33214210636956065,0.1335937501043701,0.21114155248386934,0.23440650424799206,0.2529118136439268,0.13231552176317102,0.36567417086752124,0.563459196239576,0.764874963520498,1.7420191995975514,0.3294921872425842,0.5327868852459017
payoutRatio,0.6550326503039856,0.3654142285186326,0.4923223425782645,0.5251363703376087,0.42342899554675906,0.6491475050836852,-0.6388478581979321,-1.6832937450514647,0.5837725381414702,0.5177002583979328,0.8303418803418804,0.4583843329253366,0.4775482093663912,0.35588716271463616,0.3891514500537057,0.47934640522875815,1.0586142322097378,0.8571651090342679,0.6617755856966708,0.6570322580645162,0.6167305236270754,0.707981220657277,0.981675392670157,0.8726256983240224,0.4292237442922374,0.37382113821138213,1.1402116402116402,0.40241935483870966,0.40274599542334094,0.5867554568997411,0.3638560687432868,0.3190874035989717,0.30125161847216225,0.2778523489932886
operatingCashFlowSalesRatio,0.1020553229483612,0.1312596672239756,0.16668475900998697,0.1179967290111549,0.12020205837521887,0.15018717499904177,0.13935665562493507,0.09351709153381672,0.08759387881867976,0.09116261054806016,0.07931840458418156,0.10991628058197188,0.12192234456494742,0.009739851702903105,0.008797173875581595,0.07843365480545395,0.09217549011140859,0.08683325324363286,0.03919570307120231,0.036942386208982304,0.08503438291711907,0.004581893064646613,0.02706089680830233,0.04795885175245995,0.024164761645099727,0.039088409299225066,0.046809282088469906,0.026342859513044922,0.029389248043552228,0.038203270582877535,0.036698242141476975,0.035468374289273866,0.02042422522127319,0.03766404199475066
freeCashFlowOperatingCashFlowRatio,0.605538095642572,0.6550643689121994,0.7994681428416368,0.6862727676588183,0.736323621882205,0.7940450871969374,0.6354149411959582,0.6812778603268945,0.6110108303249098,0.6717886984846339,0.620532319391635,0.6552540116837979,0.6720988660283832,-2.5637096774193546,-3.7972575905974533,0.45071019715921135,0.7532090321371686,0.6415526919124042,0.3814125087842586,0.4673215991267567,0.7741647158969993,-3.4919743178170144,0.2195369030390738,0.0807969478592624,-0.04634612046519702,0.28586655297377955,0.42464928134951374,0.3264052905054322,0.4283646888567294,0.5852086120909865,0.5253627841273918,0.5203816131830009,0.3799747315224258,0.6114982578397212
cashFlowCoverageRatios,0.1282909075058844,0.15968022623450076,0.1851208117747526,0.10541054386408549,0.2500655170606426,0.3923040982512348,0.21986306358802535,0.1873039166076308,0.17247053591283076,0.14725909550673105,0.3581764325354942,0.41821555589918047,0.42236434553171964,0.03553314038456028,0.025514156483494515,0.2726983668160139,0.29762137140626305,0.28267185125592204,0.09996487530734106,0.12357940174687215,0.40683982683982683,0.018358626786503608,0.1807481035835731,0.34886128364389235,0.16955587603378755,0.3251993067590988,0.43370660694288915,,0.2631378522467631,0.2865158749520789,0.3096592038811787,0.23957611857598005,0.31094087605578474,
shortTermCoverageRatios,1.3204351727231942,2.009719370294319,2.176470588235294,52.10648148148148,1.6330652062296764,5.173855633802817,1.978695509668961,1.4574269120976473,6.863716814159292,2.009105135865699,13.469910371318822,3.720220082530949,5.6468558282208585,4.366197183098592,0.1660972832275907,23.883544303797468,2.4757596845279517,10.054848966613672,1.3782082324455205,1.3683719193427932,75.79032258064517,0.046544639521852824,0.5501592356687898,1.4075178997613365,0.6328682851807097,1.7735349716446125,2.793028846153846,,1.6491646778042959,1.1577242641881424,1.9951319497822189,0.8706267304304053,0.8270637408568443,
capitalExpenditureCoverageRatio,-2.535099052540913,-2.899091627172196,-4.986738836265223,-3.1874822996318324,-3.792527821939587,-4.855431639818257,-2.7428441617446615,-3.1375291375291376,-2.5707656612529,-3.0468176914778855,-2.635270541082164,-2.900686400686401,-3.049699730793125,-0.28060647205250056,-0.20845242956308696,-1.8205326128907757,-4.052012148823083,-2.7898103220114687,-1.6165861971030957,-1.8773053278688525,-4.4280060309084055,-0.2226192603180275,-1.2812905618394215,-1.087898911639919,-0.955706702057067,-1.4002985074626866,-1.738070306656694,-1.4845722300140252,-1.749367088607595,-2.4108504398826978,-2.106872294372294,-2.08499095840868,-1.6128374936321956,-2.5739910313901344
dividendPaidAndCapexCoverageRatio,10.028109028960818,-46.166666666666664,41.78231292517007,363.06451612903226,10.520396912899669,6.798727588201272,-156.80519480519482,-31.704496788008566,-8.49972602739726,-22.487261146496817,-99.24528301886792,-14.74700109051254,-10.812775330396477,-1.3233724653148347,-0.8007843137254902,-6.227062706270627,3.535276581649553,13.053663570691434,3.0834236186348862,6.16919191919192,-49.255765199161424,-1.1612301957129543,-4.205721241631163,-1.528245659497279,-1.6964075382803299,-2.1317882299477393,-2.5649006622516555,-2.783085013146363,-3.1552511415525113,-4.507127192982456,-3.3263562580093975,-2.975483870967742,-2.5027667984189725,-3.727272727272727
dividendPayoutRatio,0.6550326503039856,0.3654142285186326,0.4923223425782645,0.5251363703376087,0.423428995546759,0.6491475050836852,-0.638847858197932,-1.6832937450514647,0.5837725381414702,0.5177002583979328,0.8303418803418804,0.45838433292533665,0.4775482093663912,0.35588716271463616,0.3891514500537057,0.4793464052287582,1.0586142322097378,0.8571651090342679,0.6617755856966708,0.6570322580645162,0.6167305236270754,0.707981220657277,0.9816753926701571,0.8726256983240225,0.4292237442922374,0.37382113821138213,1.1402116402116402,0.4024193548387097,0.40274599542334094,0.5867554568997411,0.3638560687432868,0.3190874035989717,0.3012516184721623,0.2778523489932886
priceBookValueRatio,1.8762647017854501,2.042770827519352,2.17599321020048,1.7370148327059014,4.2002874702274084,4.004284855166884,4.287582066049117,3.20312587008175,1.7968856966264144,2.0203714503533168,1.8261016218470547,1.8293497502499203,1.6552941252340623,1.4229751240123705,1.628213797317799,2.188367095345742,1.8928284341290325,1.937714702197802,2.2931848964893065,2.18956267216825,2.2718184067410214,1.7398416309671694,2.1088038142505017,2.811985724682945,3.365279832161982,3.7574767948209717,2.830127833926645,1.8036516245231966,2.016211473156854,1.859130100705973,1.8218043892600508,2.0471542214970806,3.0564103484716094,0.5805277173913044
priceToBookRatio,1.8762647017854501,2.042770827519352,2.17599321020048,1.7370148327059014,4.2002874702274084,4.004284855166884,4.287582066049117,3.20312587008175,1.7968856966264144,2.0203714503533168,1.8261016218470547,1.8293497502499203,1.6552941252340623,1.4229751240123705,1.628213797317799,2.188367095345742,1.8928284341290325,1.937714702197802,2.2931848964893065,2.18956267216825,2.2718184067410214,1.7398416309671694,2.1088038142505017,2.811985724682945,3.365279832161982,3.7574767948209717,2.830127833926645,1.8036516245231966,2.016211473156854,1.859130100705973,1.8218043892600508,2.0471542214970806,3.0564103484716094,0.5805277173913044
priceToSalesRatio,1.4292817482710496,1.5618986260498715,1.5503636672148648,1.3447915513712991,1.9451389841716737,2.041715110707943,1.837740187726365,0.9156759359282232,0.5335661774075329,0.6865950205435414,0.611247692844002,0.6990724092335203,0.6747663501316333,0.5276582932441561,0.7487875514220249,0.8338100732673762,0.7601392364366526,0.6464015119008718,0.7642107358876188,0.5100812441131105,0.368605208737604,0.28841678577627416,0.2881384964918739,0.39263068140852375,0.4663722672544608,0.4691758167685381,0.3170810372310853,0.25249177621493174,0.2300738083735896,0.2082451029430449,0.22222424717101605,0.22812397526872522,0.2164954043959066,0.04672664041994751
