,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,2.1491154170176916,1.808808467053602,2.193209574987787,3.1601879538658695,3.4157452454666077,2.1084121708003067,1.6893587760013753,1.5114750678072189,1.437125748502994,1.1943539630836049,1.1991562311658743,2.5116166034801206,2.0357643758765778,1.019884009942005,1.8883883883883883,2.0866897839423846,1.7535153019023986,2.85414235705951,1.3868968570163789,1.46728515625,1.9109589041095891,2.426614481409002,2.9457259158751694,2.913677130044843,2.895424836601307,2.851184834123223,2.8280193236714974,2.7018072289156625,3.90625,4.132669983416252,3.1166666666666667,2.8229056203605514,2.2509505703422055,1.9493670886075949,3.8095238095238093,2.8208955223880596,2.7058823529411766
quickRatio,0.6183656276326874,0.44554455445544555,1.2340009770395701,2.4929517300299016,2.653471915081822,1.28023523395551,0.8552518480316315,0.7659086167327352,0.5578074619990787,0.3794426348172277,0.5530034152548048,1.9523670652279577,1.0627629733520336,0.2929340750384661,0.6056056056056056,1.0658842357962124,0.7218086572925283,1.778296382730455,0.3683045595396193,0.41455078125,1.1369863013698631,0.9266144814090019,2.037991858887381,2.1199551569506725,2.0620915032679736,2.109004739336493,1.948792270531401,2.073293172690763,1.6375,2.8341625207296848,2.253030303030303,2.324496288441145,1.6869455006337135,1.3037974683544304,1.8452380952380953,1.8059701492537314,1.411764705882353
cashRatio,0.013479359730412805,0.03823830658927962,0.8612603810454323,1.7582229816317814,2.22843874391862,0.8268984914344157,0.4902870895650679,0.30346338410181517,0.3090741593735606,0.14129569308722403,0.3492935110158709,1.5229901817828326,0.8813113604488079,0.21185939164398154,0.39314314314314314,0.9381168311549747,0.5315687896333058,0.8436406067677946,0.300132802124834,0.3017578125,0.9683877766069547,0.2925636007827789,0.9172320217096337,1.460762331838565,1.2625272331154684,1.443601895734597,1.3516908212560386,1.4116465863453815,1.0609375,2.132669983416252,1.4530303030303031,1.0402969247083775,1.2192648922686946,0.6582278481012658,1.2976190476190477,1.208955223880597,0.7058823529411765
daysOfSalesOutstanding,38.45675992956369,81.33078072469182,27.990853811749332,53.83296175613102,30.105999485022743,30.68492176386913,38.48879948343516,34.99459307481022,17.31559897389043,20.44800517649463,16.342080861898946,27.99357139806074,16.13044406490179,6.927627386329002,13.620121308016879,9.097934120830514,12.400977292325383,17.422723129195326,6.553573510551475,14.085365853658537,35.351089588377725,54.99186235759126,83.42280022136137,43.462940461725395,61.0412394622921,50.92011128775835,48.962448448013895,61.850089997428654,37.84349536386625,49.69262954618603,60.71833648393194,142.63149403033236,38.426533523537806,44.974631553515344,38.59770114942529,64.34552666372852,50.959860383944154
daysOfInventoryOutstanding,119.02074167190446,273.85731085848687,81.91981332201951,43.4078670869451,55.35384194695106,57.26405768447985,90.38721296713192,45.65671212520672,48.81024195856542,56.342594562396286,61.57269162384002,48.22062873967139,67.35920515468987,54.6292969706867,64.19506949040371,67.39802347947204,66.56756756756756,63.41218773656321,88.64910179640718,115.50712201819118,103.37730214036836,116.5200225606317,64.75210792580101,57.59597564204395,66.77890345649583,43.76498800959233,59.86601884570083,50.754816112084065,41.945256999582114,79.431718061674,53.99498537400752,52.72709083633453,49.824366385060024,49.61659114674103,50.46766978446523,124.43181818181819,202.42077464788733
operatingCycle,157.47750160146813,355.1880915831787,109.91066713376884,97.24082884307612,85.4598414319738,87.94897944834898,128.8760124505671,80.65130520001694,66.12584093245584,76.79059973889092,77.91477248573896,76.21420013773213,83.48964921959167,61.5569243570157,77.81519079842059,76.49595760030256,78.96854485989294,80.83491086575853,95.20267530695865,129.59248787184973,138.7283917287461,171.51188491822296,148.1749081471624,101.05891610376935,127.82014291878792,94.68509929735069,108.82846729371472,112.60490610951271,79.78875236344837,129.12434760786005,114.71332185793946,195.3585848666669,88.25089990859783,94.59122270025637,89.06537093389052,188.7773448455467,253.38063503183147
daysOfPayablesOutstanding,47.55782526712759,112.67640141121129,49.86423419601188,44.77410034147623,25.49111293409899,22.837704250741407,21.836728950923007,23.803777293099728,27.764139935272233,43.13438709951921,33.80897289134617,30.795105581410077,32.11770203138065,29.952233199967342,30.175104787116698,33.650593619420306,33.21621621621622,25.316521574564725,28.28203592814371,34.32641153252102,27.343205574912893,36.129441624365484,35.822934232715006,14.302356367487425,14.573897497020262,11.573407940314416,17.196702002355714,19.30472854640981,25.014625992478063,26.048458149779734,18.150856665273714,42.64905962384954,32.29657625611382,27.988846287905194,20.780805205368036,66.36363636363636,48.19542253521127
cashConversionCycle,109.91967633434055,242.5116901719674,60.04643293775696,52.46672850159989,59.96872849787481,65.11127519760757,107.03928349964409,56.84752790691721,38.36170099718361,33.65621263937171,44.10579959439279,45.41909455632206,51.37194718821102,31.60469115704836,47.64008601130389,42.845363980882254,45.75232864367673,55.518389291193806,66.92063937881494,95.2660763393287,111.38518615383319,135.38244329385748,112.3519739144474,86.75655973628193,113.24624542176767,83.11169135703628,91.63176529135902,93.3001775631029,54.77412637097031,103.07588945808031,96.56246519266574,152.70952524281734,55.95432365248401,66.60237641235118,68.28456572852248,122.41370848191035,205.1852124966202
grossProfitMargin,0.2217765603600078,0.047067612999626446,0.28931102065430425,0.34711027268050076,0.21530340743283838,0.18458985301090564,0.11746883226543486,0.09762744122672319,0.2019362547000738,0.19958451819435694,0.3957140544279764,0.32538123104523514,0.13189581554227156,0.32132664653237647,0.2030590717299578,0.21543425092366134,0.22362747916067835,0.12422308776000662,0.026466130348606738,0.02656197794854661,-0.21610169491525424,0.1755405719600093,0.17957941339236302,0.23511543134872417,0.23536113009797222,0.25417329093799684,0.26286086390275665,0.26587811776806375,0.32762011801067714,0.26939169616993885,0.24606175173282924,0.1936108422071636,0.3583452211126961,0.2597245711524523,0.27793103448275863,-0.15910092551784927,0.08115183246073299
