,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,1.798473377964087,1.8318787586350387,1.7604837313915578,1.8780336705497649,1.9162349127326406,1.9527874105074945,1.9427062443940466,2.9257118561108,3.2249990452913773,2.072715691964858,3.314673394113933,2.389582324284853,2.4080324336349084,1.8943644868862373,1.6511004317928413,1.8010123094810808,1.6488003909280098,1.5268609767069965,1.6316556134372024,1.4489520261676552,1.3103449571410055,1.1657939559653276,1.3314993122420908,1.5622532645004554,2.097920572694733,1.8438150770512287,1.9945735519641383,1.685227644939404
quickRatio,1.1287618094225114,1.3251990771584923,1.2267040591053224,1.2490451921111791,1.3596667822389785,1.3182675300367368,1.2384222628970352,1.8961677727790742,2.195181585580081,1.4933135665717956,2.5177875656445874,1.7975719146074671,1.7592400228490848,1.1835450572789596,1.2049853893426574,1.3581913656699443,1.2017461906730864,1.109252065950621,1.1559009528896689,1.0661718280421628,0.8222865519376874,0.7134924158367206,0.8500687757909215,0.9076829638627392,1.5223282768024544,1.2837359433569346,1.3511855609295742,1.1155147941915056
cashRatio,0.4576112119126572,0.5623379143398267,0.49340163379165436,0.47459460581442875,0.6646255734223917,0.5775415738725389,0.5425554153813993,0.892282375023991,0.9921484762850378,0.778380920413144,1.3178131689587729,0.9487818100219065,1.0529026067186114,0.4902434494680049,0.5738228216621063,0.7617925839799813,0.681891900204007,0.6697860258190995,0.7853409241108475,0.7684826047321824,0.386106033822569,0.15467779370037546,0.15130674002751032,0.16132705739447312,0.5922106698483041,0.521241149521033,0.5498407455467736,0.261054700294792
daysOfSalesOutstanding,71.74001868919142,82.33542409341007,75.87204974680164,78.49521442955788,84.38074245317087,74.59782192370777,73.29291589662493,66.23882623299272,70.92459288450756,69.74028096767405,72.62018321947349,71.43353149954878,50.361817477424324,53.876769558374605,60.59984690348052,60.97030683754572,53.607614844209785,54.29329095909568,40.023209209491746,36.67049580991292,52.923709144469825,65.62007729432186,84.05258386219401,75.03952403856208,82.39792330285856,70.59944532488115,68.13908431350995,89.12605304212168
daysOfInventoryOutstanding,100.20062873088199,80.27792592174751,71.6615949333384,72.95479371914494,71.62633831647351,77.19375493365685,74.04222521842863,67.86666620351946,69.07088268864132,56.36242215318739,56.96890370555069,58.3550207464303,47.794504277931736,54.849964250326884,49.01016039263466,46.027872574804256,49.023574308981566,56.759874683374555,56.05754248865,48.95853907912245,70.13277152805203,77.29086099427181,73.38560135933807,94.97573355892962,69.72513030694525,78.71058265347452,74.58612454127105,83.67462141698215
operatingCycle,171.9406474200734,162.61335001515758,147.53364468014004,151.4500081487028,156.00708076964438,151.79157685736462,147.33514111505355,134.10549243651218,139.9954755731489,126.10270312086143,129.58908692502416,129.78855224597908,98.15632175535606,108.72673380870148,109.61000729611519,106.99817941234997,102.63118915319134,111.05316564247023,96.08075169814174,85.62903488903538,123.05648067252186,142.91093828859368,157.43818522153208,170.0152575974917,152.1230536098038,149.31002797835566,142.725208854781,172.80067445910385
daysOfPayablesOutstanding,202.50273745187383,77.2659809595114,66.43388401262861,72.29309417416785,68.22354352423719,83.61514427209977,82.12797733624974,51.95338456403126,45.57362270039777,46.7053897420845,39.187937931120686,51.11244503178316,47.1242096806913,47.60447501790577,50.43173055540766,45.15488439004819,34.590705835900316,47.34032215466143,41.781589232981524,42.84347513996656,48.08498063596642,53.49546085037497,48.618129432624116,47.68288881962688,50.4238873791598,54.846091535034425,53.23935457563931,72.84207679826933
cashConversionCycle,-30.562090031800437,85.34736905564618,81.09976066751143,79.15691397453496,87.78353724540719,68.17643258526485,65.2071637788038,82.15210787248091,94.42185287275112,79.39731337877694,90.40114899390348,78.67610721419592,51.03211207466476,61.12225879079571,59.178276740707524,61.84329502230178,68.04048331729103,63.712843487808804,54.299162465160215,42.785559749068824,74.97150003655544,89.41547743821872,108.82005578890796,122.33236877786483,101.69916623064401,94.46393644332124,89.48585427914168,99.95859766083451
grossProfitMargin,0.48126500174066,0.48947653185445694,0.43972644675819295,0.3978682962775103,0.3729715845161084,0.46812439866951333,0.49211791156089324,0.49819259177608094,0.5364596665603684,0.5309547085516769,0.5020439553740267,0.5045892426737839,0.49986631917016244,0.4536000494761577,0.4652023671334938,0.4622514847377665,0.45816966002808257,0.472433098311393,0.4898052458619786,0.48327997641924614,0.4718681815513622,0.5047544487704558,0.5091205802357207,0.5303331311821661,0.5357009887064079,0.5435023771790808,0.5282235901945697,0.5384711388455539
operatingProfitMargin,0.13367572420616744,0.08309625932115383,0.008711151405982945,-0.05243067163365147,-0.07022254012791197,0.09515600230910908,0.09485511291052014,0.10852152098195514,0.18012682400878843,0.1590147831738355,0.166149832820968,0.15400819132559623,0.1346324311166253,0.0915498169821504,0.12228927872109131,0.1289907747679887,0.12831182603027294,0.14321921397448376,0.1584060805225701,0.1501514735924214,0.12540595854091807,0.09591339678308639,0.06750679963735268,0.13084757104916456,0.1704174078517354,0.17094558901215004,0.1653017478289546,0.14012480499219968
pretaxProfitMargin,0.08626344430804185,0.04010026921717579,-0.035139417271922234,-0.09294496915438591,-0.10343958798439394,0.07509039428953662,0.08135130334111748,0.09743154633298245,0.16949056360537693,0.14718307347543116,0.15491019283799315,0.1446032790916286,0.12153668139365395,0.08245417963697883,0.11782033436681859,0.12101541975124226,0.12590210186645495,0.13644585526416353,0.14936271446140198,0.12721673414746978,0.08950966910918302,0.04827126332618264,-0.020090661831368994,0.09726259436625609,0.08792868075952509,0.1441362916006339,0.1464493789161262,0.12280811232449299
netProfitMargin,0.16545431225607857,0.027625958295336043,-0.04739896429648906,-0.11771456922106954,-0.21586369875486255,0.05828154637002556,0.06478012798694213,0.08281689738685707,0.13939229828345637,0.12092795365620387,0.12264657869080568,0.1169467546760311,0.09735205159564458,0.06414935310937711,0.10049982496076273,0.10493993440181121,0.08052089431660377,0.11223731506671061,0.1083913630773573,0.047100304175349106,0.06222213618392102,-0.09228572860219678,-0.014941069809610154,0.06949120642422468,0.058991436726926735,0.09973586899101955,0.09832911948994173,0.07981279251170047
effectiveTaxRate,-0.892948173322005,0.3734861756417092,-0.34888304862023656,-0.2664974800899678,-1.0868576814848698,0.2238481776337305,0.20369895347208,0.14999914808062564,0.17758077312196577,0.17838409811173012,0.20827302294387504,0.19125793404776667,0.19899037492784605,0.22199998360534792,0.14700781065627141,0.13283832244250873,0.360448371211366,0.17742232001539668,0.27430775834374926,0.26782912870054076,0.27694704774307577,0.24508038185818723,0.2563176895306859,0.28552999354977426,0.31827805222300637,0.30804471321238774,0.3285794708200413,0.35010162601626016
returnOnAssets,0.14122835827898467,0.02293533033066484,-0.040094448573638,-0.10126757783259734,-0.16892449999623307,0.048973219661726256,0.05637624492784565,0.07421460668373885,0.14037212720117598,0.11896576951745767,0.1355001853080186,0.1264113606189157,0.1105946903654492,0.0812048840662078,0.12485664728938259,0.11964101661782237,0.09537720652661417,0.12040869615674746,0.11918376395216085,0.05159609736977648,0.06583305454986729,-0.09991405845555139,-0.016071776867563878,0.07796443151424147,0.07497765392502234,0.13049939519612924,0.13273975143758115,0.10402602684017893
returnOnEquity,0.5755991840897501,0.2123408843568215,-0.4342198920510703,-0.7931602100184476,-0.8380705472561643,0.1320808943666827,0.14028878338360068,0.16916310254992165,0.2780032593595872,0.2531636324747868,0.2943794977635435,0.26054446043953705,0.20889225516191498,0.17931591514003595,0.2601040775257918,0.24370461829842818,0.19841673514190433,0.24005370079453034,0.24258952514212256,0.11628827237111818,0.1719449074984843,-0.3071553091801143,-0.04198298262597442,0.18256235578507857,0.15652269359530213,0.2608095040751485,0.28058343789209533,0.23560836326793774
returnOnCapitalEmployed,0.15213153724247228,0.09143339310705738,0.009692912045715764,-0.05926220859329212,-0.07428933625154398,0.10409181950839788,0.11023213834110741,0.11604877388051368,0.21662884032561192,0.212235123128861,0.22472829078444367,0.22173641428009827,0.19656739381683536,0.15864763921038105,0.2256791753760248,0.2160508027002126,0.22842893128112615,0.24124779117168502,0.2581851233108263,0.26096247971294667,0.20466846493045882,0.15934243807341897,0.11249433449161504,0.21246179966044143,0.31322232360097324,0.33479902746883244,0.3255222426669553,0.29103752187155724
netIncomePerEBT,1.9180118946474087,0.6889220156034079,1.3488830486202366,1.2664974800899678,2.08685768148487,0.7761518223662696,0.79630104652792,0.8500008519193744,0.8224192268780343,0.8216159018882698,0.7917269770561249,0.8087420659522333,0.801009625072154,0.7780000163946521,0.8529921893437286,0.8671616775574913,0.639551628788634,0.8225776799846033,0.7256922416562508,0.3702367026711312,0.6951442989697914,-1.9118150684931507,0.7436823104693141,0.7144700064502257,0.6709009644789461,0.6919552867876122,0.6714205291799588,0.6498983739837398
