,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1987
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,1.176014834877099,1.3811942314592773,1.337679556892682,1.6788752975173291,1.3669752155343506,1.6854808654726665,1.51848062744941,1.6988965794768611,1.7092142002393298,1.7102404965089217,1.7529182879377432,1.8227272727272728,2.0721507352941178,1.8957960447823101,1.7591136526090065,1.8572327044025156,1.3462435837610827,1.798444976076555,2.276280323450135,2.0701978302488833,1.8640226628895185,2.1776038531005417,1.3066620879120878,1.0303523035230353,1.9076740640352363,2.364334470989761,2.3253968253968256,2.3795493934142113,3.1077348066298343,3.893761140819964,3.494653328734046,3.9839730071699706,3.9333024548402036,1.746031746031746
quickRatio,0.47159069213061455,0.623656042038521,0.5440032995200008,0.7912231620438493,0.6687039648505441,0.6710048555061013,0.5757555736854311,0.44136941649899397,0.43677702433187077,0.41039565554693563,0.4571984435797665,0.43677685950413225,0.48713235294117646,0.29480934683271176,0.2937812723373838,0.3018867924528302,0.20111992533831077,0.38636363636363635,0.6772237196765498,0.6005105296745373,0.5246458923512748,0.654425045153522,0.3739697802197802,0.22574525745257454,0.14478513750070585,0.3225255972696246,0.3968253968253968,0.42807625649913345,0.5607734806629834,0.7183600713012478,0.7347361159020351,0.9190215099114297,0.8781843446039833,0.33650793650793653
cashRatio,0.013542382635638617,0.06181534307665238,0.07886604664512051,0.05908515084103007,0.12913556760626604,0.08166048193027664,0.04153332031986439,0.04663943661971831,0.05823693657758277,0.05003878975950349,0.06303501945525292,0.03760330578512397,0.04779411764705882,0.0660324952756374,0.05575411007862759,0.06666666666666667,0.03546430237984134,0.09748803827751196,0.22574123989218328,0.23292916400765795,0.19490084985835693,0.055388320288982544,0.06353021978021978,0.022493224932249322,0.051386300751030546,0.005972696245733789,0.004761904761904762,0.012131715771230503,0.04696132596685083,0.019251336898395723,0.09451535012073128,0.10923660902572754,0.06716072255673923,0.05714285714285714
daysOfSalesOutstanding,19.95974235858428,22.201290882593195,21.41864773218904,30.17066754185402,31.68853704459963,28.195828684629927,28.134870102830313,13.496112483624612,13.569889524406488,13.354009136735979,14.155085946173577,13.983343248066626,13.593829132416532,7.31328198259457,9.99260081391047,7.797007082476583,7.502460772393029,10.483765461465271,14.731927710843374,13.30548699449402,14.002372948388372,12.672039677619342,22.475308221510794,21.500942507068803,5.307294001810973,19.428263988522236,16.554351817847962,19.320688134097928,16.72579453067258,17.52135810628871,18.072777718493224,20.327773749093545,20.143564044377207,17.034718269778033
daysOfInventoryOutstanding,36.74780621074353,35.19766979724512,40.77434848489693,40.27885443817958,39.216496964599926,36.56656617682089,62.3923730997427,55.52487396212835,60.03460967972312,63.71445169857254,59.25962334437086,62.23248029370479,62.73467763332449,66.53115497888813,81.23720956526654,66.6541588492808,67.96571746738785,66.86890316440639,64.55525499244173,66.16359732430423,70.31425651507409,80.03093892924402,84.55796022080085,112.38239676458066,139.37630196963838,166.83062781146097,106.40154344037839,117.35276442307692,103.72390572390573,108.9382673352931,107.03539654779105,107.7833932002339,106.7887989817256,126.03269537480064
operatingCycle,56.70754856932781,57.39896067983831,62.19299621708598,70.4495219800336,70.90503400919955,64.76239486145082,90.527243202573,69.02098644575297,73.60449920412961,77.06846083530851,73.41470929054444,76.21582354177141,76.32850676574103,73.8444369614827,91.22981037917701,74.45116593175739,75.46817823978088,77.35266862587166,79.28718270328511,79.46908431879825,84.31662946346246,92.70297860686335,107.03326844231165,133.88333927164948,144.68359597144934,186.25889179998322,122.95589525822635,136.67345255717484,120.44970025457832,126.4596254415818,125.10817426628428,128.11116694932744,126.93236302610282,143.06741364457866
daysOfPayablesOutstanding,29.468571444720315,27.12968041955605,31.490585923954324,34.8273527909378,35.98736791864618,32.97779165264547,35.68967531143172,21.83107587758213,25.90671867274625,27.969735531702998,26.929325331125828,25.775834143181083,22.44812947731494,23.829208497769976,29.42450110238001,25.765712945590995,25.026248806872413,21.94226346260608,22.012093245286025,22.757866050045422,26.20464997445069,29.328311362209668,56.63848243231403,56.560238399318855,53.902915164593914,42.90338353217289,24.71496141399054,29.94140625,21.383838383838384,22.090610409821892,21.384875674853625,23.081196224208504,21.935175925084096,32.890749601275914
cashConversionCycle,27.238977124607498,30.26928026028226,30.702410293131653,35.62216918909579,34.917666090553375,31.784603208805343,54.83756789114128,47.18991056817084,47.69778053138336,49.09872530360552,46.48538395941861,50.43998939859033,53.88037728842609,50.015228463712724,61.805309276797004,48.685452986166396,50.441929432908466,55.41040516326558,57.27508945799909,56.71121826875283,58.11197948901177,63.374667244653686,50.394786009997624,77.32310087233063,90.78068080685543,143.35550826781034,98.24093384423581,106.73204630717484,99.06586187073994,104.36901503175991,103.72329859143065,105.02997072511894,104.99718710101872,110.17666404330275
grossProfitMargin,0.2078493161195209,0.19566090094346686,0.2155542360080832,0.2161020209424805,0.2220313114869231,0.22090058506058652,0.24034290027600552,0.2856085768081477,0.2868839614510695,0.2882010081915564,0.2600589563952376,0.26543723973825106,0.26584596205539757,0.2676244922452767,0.2728655403461175,0.26936257710760797,0.2720745758786405,0.25017840152235965,0.24283132530120483,0.23365609771533447,0.22602333399248567,0.23186608803471792,0.22260064028335944,0.26201696512723843,0.295241360515512,0.26642754662840745,0.2623944179214102,0.2659902955447728,0.2682926829268293,0.29218378987050503,0.2983139472841746,0.30552574329224075,0.30666918809884014,0.28628343767785996
operatingProfitMargin,0.0029558061815949076,0.0019605094820831135,0.006358058248956046,0.003880717151464792,0.00598463428437443,0.02319071300279053,0.03913816679126001,0.033213113640536696,0.02987432421844394,0.028257364524259608,0.010027334328701044,0.00930680150703946,0.00859862090459309,0.0019127577078220663,0.01115784930324331,0.019741889421978524,0.022678883677841467,0.02678127973358706,0.02321397590361446,0.017680020251882794,-0.05094173093401885,-0.06190955431562995,-0.03408780055854506,0.05118598806157713,0.06064122513208675,0.060760401721664276,0.059585016525890565,0.0603881782090869,0.018329637841832964,0.06061051137059068,0.06477430370291325,0.06587382160986222,0.059411245587493694,0.0887877063175868
pretaxProfitMargin,-0.022071490221833013,-0.005000449190708074,-0.0037217501528725794,-0.027240714770639714,-0.002022623657576155,0.0021161450378017004,0.007298905640797455,0.016089186307929805,0.009793935595079527,0.000315059861373661,-0.015007082424103212,-0.02165377751338489,-0.018699598737777084,-0.09824518506943594,-0.011222098902454063,0.0007996344528215673,0.002489722656476174,0.007968601332064701,0.002108433734939759,-0.00974621859375989,-0.05530288049568255,-0.08837914169594269,-0.07601662012124515,0.015708451146716932,0.04659299698464189,0.030703012912482067,0.047006977598237236,0.05094838994265549,0.011332840601133284,0.05253237374850065,0.053889659588090916,0.05067440174039159,0.042170953101361576,0.07569721115537849
netProfitMargin,-0.02191763314081525,-0.0037810627852153038,-0.020620480488469903,-0.0195111665178728,0.04382328033559249,0.0001767743072305184,0.007966447373710757,0.07950629622008161,0.009754759852699208,0.0046471329552615,-0.014126564832893075,-0.022010707911957167,-0.019751451166777047,-0.11089772450111582,-0.044354009947794634,0.0015421521590130226,0.0737073707370737,0.01795908658420552,0.005,-0.007088158977279919,-0.05457781293256872,-0.10945787697182613,-0.07785573189837204,0.011310084825636193,0.027815140086680557,0.01649928263988522,0.02919573999265516,0.03109836788707543,0.0022172949002217295,0.032410467308021836,0.033080781133283534,0.031124002900652648,0.032179778113968736,0.0443938531587934
effectiveTaxRate,0.0069708515134862,0.16765784723897295,-4.749387344998285,-0.13143345711537516,-7.026914685957056,0.9149593965126345,0.7449802110817942,-3.9415983318494914,0.003216,-13.825,0.0604234693877551,-0.018025641025641026,-0.055745833333333335,-0.12748093731052496,-2.940296703296703,-0.9285714285714286,-28.6046511627907,-1.2537313432835822,-1.4,0.2727272727272727,0.014302741358760428,-0.11613406079501169,0.0,0.28,0.4030188679245283,0.45794392523364486,0.37890625,0.38961038961038963,0.41304347826086957,0.3830382106244175,0.38613861386138615,0.38580423583285633,0.38789237668161436,0.45112781954887216
