,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989
operatingProfitMargin,0.20066067450257355,0.1592505854800937,0.08143354414864931,0.12960208255857195,0.1043534898868302,0.07883618206260803,0.10558993313675817,0.12206322522448645,0.0947960183609263,0.0745269796776454,0.06950656852040996,0.0671167791947987,0.0580541789320714,0.030061281337047354,0.03693013874882637,0.07235624988320595,0.09610373748066119,0.11570604876152633,0.08411145140808247,0.06187178229958323,0.03984208048100257,0.0420068333033627,0.0933153685674548,0.11125785831264198,0.11284637492543788,0.1305325207313418,0.15005236124270682,0.1896039603960396,0.11716212840369723,0.07973421926910298,0.06799852406304359,0.08938161322911682,0.1392302634906185,0.23045454545454547
pretaxProfitMargin,0.1112391488054083,0.13186813186813187,-0.14203069078786096,-0.022034213462253625,0.06388917966432883,0.019092887779271494,0.09163586527679721,0.20357538234449957,0.0905152406003404,0.11920112123335669,0.0293206071919135,0.06003167458531299,0.05220404665201028,0.01045125348189415,0.02296832075668533,0.07902752602171435,0.10121325624949108,0.13818645129246118,0.0945195587759269,0.053658985045354254,-0.022528885508348726,-0.02204639453335731,0.10152990264255911,0.11078239737968197,0.10818285342443468,0.14232191028074734,0.15429112850944995,0.16465346534653466,0.08578566075443417,0.06921373200442968,0.028991618786568973,0.0772052959004626,0.11945582359783544,0.22289772727272728
netProfitMargin,0.4454175309211032,0.3883384375187654,-0.14467813894200127,0.02314986984008925,0.04470963164567268,0.023365981691312977,0.08966319199302297,0.15755053507728894,0.06484776591538158,0.08386475122634898,0.02081498961011517,0.04571142785696424,0.04303759734694638,0.014440111420612814,0.010067114093959731,0.053949507596285015,0.07580815894471134,0.09750145766298832,0.06964468016234655,0.05301544496200049,-0.012242384729617153,-0.01384643049811185,0.06575973574408901,0.07031538908553014,0.07103736239900223,0.09031871315815766,0.09509799032563707,0.10252475247524752,0.04686485136147889,0.03565891472868217,-0.025776184702967688,0.05008773329079598,0.06999443685834218,0.14130681818181817
effectiveTaxRate,0.26726519337016574,0.1785063752276867,0.007939247497411116,-0.29535864978902954,0.271072273803022,-0.3989941324392288,0.0020394289598912306,0.2162134944612286,0.2708452041785375,0.29218106995884774,0.33933933933933935,0.2268814218272702,0.1716630977872948,-0.2068230277185501,0.5049205147615443,0.29415937573894535,0.2323008849557522,0.27848101265822783,0.23103266596417282,-0.04683038263849229,0.45016077170418006,0.3719412724306688,0.3523116438356164,0.3652837386742966,0.3433583959899749,0.3653913653913654,0.3836457659987072,0.4335538184004811,0.45369831100757135,0.4848,0.49818181818181817,0.3512396694214876,0.4140558848433531,0.3660463930665307
returnOnAssets,0.14004830917874397,0.14148817467783928,-0.041619654744443194,0.007176206121390282,0.020443546242620857,0.007597676984242626,0.054306951239451146,0.1129715108928939,0.0548287691144834,0.06887670680997396,0.016981538682565907,0.03961053969721484,0.033195378513536815,0.009827562673461031,0.012732550468399524,0.05915862379869265,0.08170070862859524,0.09829320329167937,0.060956739675275144,0.04129765343391182,-0.008543551893230878,-0.010840489933830775,0.05472960752396455,0.052198125416683006,0.05497272345782627,0.07520798668885191,0.07729096583309691,0.08782121957425154,0.03533622151064231,0.02524995099000196,-0.019282334384858043,0.038096008411857486,0.057779818811839856,0.11219886312370297
returnOnEquity,0.21880070946073438,0.24465630083607612,-0.07664138790774984,0.012150193963939786,0.04064670987934991,0.01455197847104555,0.16616000307846232,0.3028690785843777,0.1682201311153726,0.17796862220239423,0.05661733007616037,0.12306449441227953,0.1057740739044828,0.031525176356117734,0.04285397083857598,0.1488988601784517,0.21822443598007618,0.29463586530931873,0.22795436022819887,0.1885558583106267,-0.04432205612378704,-0.03719806763285024,0.14986133122028525,0.14341127033724815,0.16366816591704147,0.2165010178421746,0.18920527830141878,0.21852907038092223,0.08733705772811919,0.06139765468586138,-0.048367952522255196,0.09018669219722356,0.14639306113814257,0.29080916744621144
returnOnCapitalEmployed,0.06955688112484022,0.06398841838581253,0.025088739521184202,0.045667485667485665,0.05493677861800814,0.02966826471367655,0.07600101633610833,0.10480364718100368,0.09639354579305282,0.0739440292021554,0.06792056718061674,0.07242309767943875,0.05595058536235007,0.025534250724006738,0.06562442068837669,0.10650236549675432,0.13496283590623212,0.15190950072297355,0.09548036971084542,0.062397626479587104,0.03582361753403244,0.04264330047462578,0.10858790208375481,0.10966465319725058,0.12249823404756298,0.15646706586826348,0.16117628153623653,0.2130026138701963,0.11767953028554223,0.07252946509519492,0.06541913890156702,0.09041523235800344,0.1512720479147206,0.2586404795306721
netIncomePerEBT,4.004143646408839,2.9448998178506374,1.0186399723852262,-1.0506329113924051,0.6997997451301656,1.2238055322715842,0.9784726943122593,0.7739174219536757,0.716429249762583,0.7035567313345091,0.7099099099099099,0.761455151346848,0.8244111349036403,1.3816631130063965,0.43830431491294475,0.6826672972333885,0.7489943684633951,0.7055789967182372,0.7368282402528978,0.9880068532267275,0.5434083601286174,0.6280587275693311,0.6476883561643836,0.6347162613257034,0.656641604010025,0.6346086346086346,0.6163542340012929,0.6226698737221888,0.5463016889924287,0.5152,-0.889090909090909,0.6487603305785123,0.5859441151566469,0.6339536069334692
ebtPerEbit,0.554364471669219,0.8280542986425339,-1.7441300421432873,-0.17001434720229555,0.612238074008025,0.24218432805521722,0.8678466076696165,1.6677863621095061,0.954842219804135,1.5994358251057827,0.42183937167468966,0.8944361649279682,0.8992297817715019,0.3476649369903632,0.621939736346516,1.0922004132231404,1.0531667019699216,1.1942889137737962,1.1237418590882178,0.8672610203070827,-0.5654545454545454,-0.5248287671232876,1.088029809035864,0.9957264957264957,0.9586737145603076,1.0903176425564485,1.0282485875706215,0.8684073107049608,0.7321961620469083,0.8680555555555556,0.4263565891472868,0.8637715645449138,0.8579731202324736,0.9672090729783037
ebitPerRevenue,0.20066067450257355,0.1592505854800937,0.08143354414864931,0.12960208255857195,0.1043534898868302,0.07883618206260803,0.10558993313675817,0.12206322522448645,0.0947960183609263,0.0745269796776454,0.06950656852040996,0.0671167791947987,0.0580541789320714,0.030061281337047354,0.03693013874882637,0.07235624988320595,0.09610373748066119,0.11570604876152633,0.08411145140808247,0.06187178229958323,0.03984208048100257,0.0420068333033627,0.0933153685674548,0.11125785831264198,0.11284637492543788,0.1305325207313418,0.15005236124270682,0.1896039603960396,0.11716212840369723,0.07973421926910298,0.06799852406304359,0.08938161322911682,0.1392302634906185,0.23045454545454547
debtRatio,0.3491062801932367,0.4081869297919356,0.44897325961863926,0.4011758602801314,0.4884911982130511,0.4695832726213026,0.657544239161877,0.6151030488342693,0.6605325891040177,0.5982216083221824,0.6858415343725307,0.6614180053160753,0.674627809392424,0.6796335896385944,0.7028851651493161,0.5942091350587078,0.617603826155635,0.6590760656594243,0.7228070175438597,0.772003532978444,0.7979879682523634,0.7085738420385752,0.6347983360463013,0.6360249421545943,0.6641208560637851,0.6526206322795342,0.5914967778543347,0.5981256890848953,0.59540403089094,0.5887473044501078,0.6013406940063092,0.5775872528005823,0.6053103995324176,0.614183885229631
debtEquityRatio,0.5454168081814408,0.7058222676200204,0.8267712445460212,0.6792397589479591,0.971238540355923,0.8994019734874913,2.011852079886097,1.6490502088752266,2.0265798510458013,1.5457283069373187,2.286631220960866,2.054934697724519,2.1496405513072943,2.180150814886889,2.365702020575827,1.49559028315024,1.6496337532962204,1.9755938397285304,2.7030154849225756,3.5247956403269756,4.139784946236559,2.431400966183575,1.7382131537242471,1.7474410085120138,1.9772613693153422,1.878697162016525,1.4479611072527037,1.4883401920438957,1.4716014897579144,1.4315950042902088,1.5084075173095945,1.3673528003829583,1.5336365559551512,1.5919083255378859
longTermDebtToCapitalization,0.2268257812272051,0.2868474301902064,0.36156524622782293,0.24937733499377335,0.2848154394137621,0.23051554614759254,0.4404538897142734,0.3898867488999495,0.4565570393349652,0.3847385516263324,0.4882586528090989,0.4510852159345668,0.4854631985675243,0.48233308988339585,0.3731267108987148,0.2810901001112347,0.3201466077048723,0.3747858017135863,0.4865893970459015,0.5618015092176903,0.6045631319678506,0.4723694942903752,0.3251787982086759,0.3511151506676921,0.33604313562836996,0.33442257113254165,0.29394045534150615,0.33175856719785646,0.33054914916162814,0.36007565127203955,0.37979265075762225,0.3678891309610264,0.3552479028848121,0.310711695010881
totalDebtToCapitalization,0.23353483932548522,0.28972188633615475,0.3616181712675122,0.29857617140705756,0.29965564483282114,0.25350257810581767,0.4511721224920803,0.40414240090174713,0.46872482585414393,0.40037451513665345,0.50131377794764,0.49224037738428933,0.5217667411203083,0.5211749906820723,0.4673788780699334,0.33380291368884,0.358723836007666,0.41129466000768344,0.506515444015444,0.5882696104828576,0.6309166586003291,0.4831202556931682,0.3925391095066185,0.39490155170165603,0.42338448238599524,0.4283660757067561,0.3517077249630154,0.3631048387096774,0.379836008776995,0.3983250157746802,0.4248819614312532,0.4228325136762999,0.41264910536779326,0.4179541278159668
interestCoverage,5.308943089430894,5.051428571428572,2.165580182529335,4.173652694610778,5.965425531914893,4.55268022181146,5.926573426573427,6.293868921775899,5.609359104781282,3.863760217983651,3.1103230890464935,3.0022371364653244,2.11541072640869,0.8586887332908976,3.2777777777777777,,,,,,,,,,,,,,,,,,,
cashFlowToDebtRatio,0.0728263562051028,0.21155629753292524,0.1877493008115171,0.08075886971972258,0.11691874258600238,0.2552023715183,0.2564246594579413,0.4367228355607205,0.3286660263862913,0.4355790645879733,0.19416781817315482,0.17958333333333334,0.1721576362949595,0.09274572028784696,0.3973515519568151,0.4615542974781266,0.43515608631887703,0.41789650663179523,0.2120057170080991,0.28835151422686706,0.1617060447990181,0.18492867479842878,0.18608215818516247,0.4939739144791151,0.5012761613067892,0.5837328219878556,0.6216166788588149,0.6183601702757727,0.4005776831863788,0.2730414746543779,0.2534475833444906,0.3579456351280711,0.46522131887985546,0.5360690441296205
companyEquityMultiplier,1.562323106532322,1.72916430219801,1.8414710159983378,1.693122209481055,1.9882416385572745,1.915319445828765,3.059645207218994,2.680933238748325,3.068099719038487,2.583872406870399,3.3340518273698327,3.106862349086666,3.1864096341407575,3.2078326441255167,3.365702020575827,2.5169425963174996,2.6710225607969527,2.997520229705038,3.73960880195599,4.565776566757493,5.187778651980068,3.431400966183575,2.738213153724247,2.747441008512014,2.9772613693153422,2.878697162016525,2.4479611072527034,2.488340192043896,2.4716014897579144,2.431595004290209,2.5084075173095943,2.3673528003829585,2.5336365559551512,2.591908325537886
receivablesTurnover,5.169579030976966,6.142751752120988,5.744015770205576,5.658074697527617,4.958590460810889,3.698810158053632,5.33665780141844,6.216925822074943,6.206466069142126,5.916865346739919,5.86692840169439,6.231560357365469,5.934763379035825,4.88036976617727,8.388856476079347,5.525919041718298,6.103876739562624,5.842417360585415,5.4588826967513935,5.606872852233677,5.033546034639927,5.454099646920361,4.2726090993500465,4.102514087559602,4.06458011902138,4.0375151270673655,4.56164695177434,4.9160379654417135,4.489681471511889,4.71294363256785,5.086058981233244,4.461921708185053,4.357205817540767,4.171604645650628
payablesTurnover,3.995244888254874,4.135911179173047,4.562078272604588,4.790729379686435,6.9084276197525645,5.519378147580468,8.329497676477096,10.577578976796199,10.592278509261325,10.369063180827887,9.539321357285429,10.679991628296358,6.93111279333838,6.347981190205934,9.40159045725646,7.099143206854345,7.318646457525555,6.645138888888889,5.808990670059372,5.769246519246519,8.390966831333804,6.499587798845837,4.493814161621479,4.582432903450679,4.7247465264739015,4.999256781865477,5.538362068965517,5.31300089047195,4.6303669008587045,4.902852049910874,5.385021603456553,4.692372170997485,4.797001620745543,4.141160949868074
inventoryTurnover,3.6075568913696867,3.7746331236897275,3.629092860976919,3.254457050243112,3.9307502557006195,2.9669256120527305,5.112182534293087,5.506622034638335,5.8590297494136525,5.732145007828496,5.63850873053327,6.734723505345124,6.459714971073797,5.7175405286987,8.618124585818423,6.739288307915759,6.854737537140971,7.196089490505734,6.908210611256808,6.957283950617284,5.651140684410646,5.327027027027027,4.929829627490615,4.718951902368988,4.477580071174377,4.605614515576857,4.564476021314388,4.342430858806405,4.3742625368731565,4.355502771179731,4.166790490341754,3.7722371967654986,3.720615964802011,3.32521186440678
fixedAssetTurnover,2.271331355784331,2.3906115417743323,2.042764146219329,2.1208715370206055,2.3983764784646286,1.7238392142798025,2.0504981691220303,2.732048840595945,3.2223699518032243,3.2703105305374125,3.2412100456621005,3.4675414763859185,3.0379216662893365,2.4736784080260183,4.02364628515461,3.7192799555184877,3.579944614487684,3.4207726970525227,2.904324558866069,2.295280298234508,2.001087192868015,2.047647102143015,2.5035908596300325,2.2295641931684336,2.183141943885403,2.4860904123199203,2.363625648279114,2.489831135215087,2.2937199174879668,2.104895104895105,2.155550505624361,2.143247863247863,2.3970178203418597,2.303062025647736
assetTurnover,0.3144202898550725,0.36434244207670596,0.2876706532776712,0.309989048360136,0.45725150241982665,0.32515975937220293,0.6056772018965929,0.7170493634786699,0.8454997383568812,0.8212831470050791,0.8158321959629337,0.8665347278400555,0.7713111455998161,0.6805738811289564,1.2647666798610195,1.0965553984549496,1.0777297558193106,1.0081203465842294,0.8752533507682249,0.778974003962665,0.6978666397047673,0.782908630156272,0.8322662325917888,0.7423428369739989,0.7738564834242552,0.8326955074875207,0.8127507802050825,0.8565855313374607,0.754002637031456,0.7080964516761419,0.7480678233438486,0.7605855946940592,0.8254915876925646,0.7940088423711992
operatingCashFlowPerShare,1.1795386158475427,4.37392138063279,5.5676410605030595,1.887980704810398,6.168193912652844,16.511600268920134,14.830806287667334,19.952236586124748,16.6589969604607,19.785047634999653,10.451408248395015,10.127947464762086,10.929933678803792,5.967222235187151,15.19025595671571,14.11395809958664,12.95023640962084,13.934814625307427,8.520378701921453,12.342197817612094,6.945641223970123,5.951436431744398,5.3875793520763935,13.593834639879397,13.18122126440073,15.841299476757065,13.800257444837957,12.457134045373072,9.543653182151147,6.900555587532901,6.937583288793352,10.107805222836918,11.433434893563046,12.212027763399648
freeCashFlowPerShare,-0.31093279839518556,-1.8331735378715244,3.8490822569680487,-1.6990486399571219,0.9908745241209387,9.502478176616025,3.7198846000830446,9.79560311373075,7.507053382674539,13.963089350994899,3.747118392860152,2.7389061331620077,5.1345641635921275,-0.13803694809107625,7.648330955068916,7.48820390698408,6.76816640473925,8.960764791463895,4.266571657104488,8.750552950053018,1.5980246649077368,0.6719900275083109,-0.5991130251485282,5.174925686772271,6.263988380910055,3.308763071657717,8.343491923842896,7.173758127296556,5.2589694195383165,1.754255165185052,1.0444855981543082,3.0186873575321647,3.5780360977590506,5.924243116084216
cashPerShare,9.957873620862587,3.856184084372004,3.458871515975527,2.0635133324400377,17.752299368987764,27.333867081177274,17.88739268759001,22.76880431069611,14.486307107727592,15.022776805815921,11.074645599158204,14.219335368160433,18.75568092762065,8.184440713900063,9.028383926725533,5.46742756890767,9.07202406162654,11.95391563073981,10.186160605443176,7.947330552398899,5.1828717482471545,0.8782443923870995,1.349113775149278,5.506593443694462,0.5503361220370977,1.019081679999428,7.726357728016073,10.58539465872917,2.060849586582164,1.4812901498554276,1.374323155466195,0.8709171349359301,0.7548287114196963,0.4340240730005343
payoutRatio,0.010175922731976544,0.0974176588835627,-0.298881735005083,3.2349397590361444,0.908168574401665,2.324657534246575,0.5701713756368689,0.29316851008458034,0.5355249204665959,0.3089617714643827,1.7343485617597292,0.4587892049598833,0.43896103896103894,1.5895061728395061,2.77720207253886,0.5237270523034292,0.3770139634801289,0.2850498338870432,0.4476224526278155,0.7104046242774567,-3.600591715976331,-2.761038961038961,0.5175148711169861,0.5792637114951165,0.6,0.4192477876106195,0.39276350288411116,0.3698696281989377,0.7707889125799574,1.1164596273291925,-1.4519427402862985,0.7558386411889597,0.513728323699422,0.23240852432649778
operatingCashFlowSalesRatio,0.045171698548052544,0.13697231730018616,0.20076481835564053,0.06549832651543325,0.05502634425485886,0.13915562383970295,0.1137505710370032,0.1540858583787773,0.11178159437481734,0.1370532585844429,0.07176064522945796,0.06466616654163541,0.07642433953124418,0.046239554317548746,0.08191049135862573,0.08379272326350606,0.08456151779171077,0.09661606236638089,0.06648240830656607,0.11583721500367737,0.07635191423086675,0.06434094587304441,0.05276425591098748,0.15806434571292727,0.15975272490645845,0.18248576281346787,0.16950082281952825,0.1653960396039604,0.13165126155383464,0.10498338870431893,0.09978388065995467,0.14563726272132715,0.15627370656956455,0.18704545454545454
freeCashFlowOperatingCashFlowRatio,-0.26360544217687076,-0.41911442349846556,0.6913308913308913,-0.8999290276792051,0.1606425702811245,0.5755031627372053,0.2508214676889376,0.49095263437998937,0.45063057520762845,0.7057394861306404,0.3585276073619632,0.27043052333075535,0.46977084349098003,-0.02313253012048193,0.5035024410953088,0.5305530776092774,0.5226287915262398,0.6430487259722844,0.5007490636704119,0.708994708994709,0.23007590132827324,0.11291224147568474,-0.11120263591433278,0.3806818181818182,0.47522063815342835,0.20886942239255407,0.6045895851721095,0.5758754863813229,0.5510436432637571,0.2542194092827004,0.15055467511885895,0.298649142022636,0.31294498381877023,0.4851154313487242
cashFlowCoverageRatios,0.0728263562051028,0.21155629753292524,0.1877493008115171,0.08075886971972258,0.11691874258600238,0.2552023715183,0.2564246594579413,0.4367228355607205,0.3286660263862913,0.4355790645879733,0.19416781817315482,0.17958333333333334,0.1721576362949595,0.09274572028784696,0.3973515519568151,0.4615542974781266,0.43515608631887703,0.41789650663179523,0.2120057170080991,0.28835151422686706,0.1617060447990181,0.18492867479842878,0.18608215818516247,0.4939739144791151,0.5012761613067892,0.5837328219878556,0.6216166788588149,0.6183601702757727,0.4005776831863788,0.2730414746543779,0.2534475833444906,0.3579456351280711,0.46522131887985546,0.5360690441296205
shortTermCoverageRatios,1.96,15.206666666666667,819,0.3678851174934726,1.6884368308351179,2.165628891656289,6.039691289966924,7.553768844221105,6.8804232804232806,6.862280701754386,3.8155430711610485,1.1790273556231003,1.2731222842954686,0.6442098727103384,1.235186156266387,2.1012183692596063,2.750993377483444,2.943421052631579,2.766839378238342,2.8083209509658245,1.5308641975308641,4.384803921568627,0.7317661241711875,2.8908212560386475,1.6133625410733845,1.7715809893307468,2.672169811320755,4.786532951289399,2.066666666666667,1.8195777351247602,1.4812206572769953,1.7412587412587412,2.156315422191207,1.4400699912510937
capitalExpenditureCoverageRatio,-0.7913862718707941,-0.704664813098548,-3.2397151898734178,-0.5263354501307433,-1.1913875598086126,-2.355730154429694,-1.3347953216374269,-1.9644537375849451,-1.8202687569988802,-3.398349261511729,-1.5589135424636573,-1.370671378091873,-1.885977011494253,-0.9773904851625059,-2.01410859341599,-2.130166270783848,-2.0948058497226425,-2.801502817783344,-2.003000750187547,-3.4363636363636365,-1.2988293284041899,-1.127284183994959,-0.8999258710155671,-1.614678899082569,-1.905562742561449,-1.2640138408304498,-2.529017857142857,-2.3577981651376145,-2.227387996618766,-1.3408769448373408,-1.1772388059701493,-1.4258198854763144,-1.4554875176636834,-1.9421828908554573
dividendPaidAndCapexCoverageRatio,-0.8596491228070176,-0.874952052167242,-10.719895287958115,-1.3217636022514072,-9.85625,-29.276094276094277,-3.336175395858709,-4.7781309599491415,-4.189432989690721,-9.50546780072904,-7.225177304964539,-2.467557251908397,-3.533161068044789,-1.8984446477584629,-6.444596443228455,-7.561551433389544,-7.174438687392056,-14.432258064516128,-32.96296296296296,29.302325581395348,-5.192118226600985,-3.41412213740458,-2.1448763250883394,-2.765249537892791,-3.876315789473684,-1.7134146341463414,-5.712605042016807,-5.1321044546851,-5.728260869565218,-2.7280575539568344,-2.1080178173719375,-2.2655086848635237,-2.188385269121813,-2.9471799462846913
dividendPayoutRatio,0.010175922731976544,0.0974176588835627,-0.298881735005083,3.234939759036145,0.9081685744016649,2.3246575342465756,0.570171375636869,0.29316851008458034,0.5355249204665959,0.30896177146438275,1.7343485617597292,0.45878920495988335,0.438961038961039,1.5895061728395063,2.77720207253886,0.5237270523034291,0.3770139634801289,0.28504983388704325,0.4476224526278156,0.7104046242774567,-3.6005917159763317,-2.7610389610389614,0.5175148711169861,0.5792637114951165,0.6,0.4192477876106195,0.39276350288411116,0.3698696281989377,0.7707889125799574,1.1164596273291927,-1.4519427402862985,0.7558386411889597,0.5137283236994219,0.23240852432649778
priceBookValueRatio,1.3666940261896676,1.5007946447073732,1.5176468086419594,0.9599369774699296,0.6842776499869268,0.5612420851766484,1.2168133189174484,0.8874476672931803,1.1187822488421753,0.9479763556053773,0.9199696911116353,0.8120039357893369,0.8575205023769907,0.6522658333295325,0.3786440520945368,0.8810702343958321,1.103286687466025,1.2667600735181994,1.7876543324651286,1.9930234240860283,1.5860129553209166,1.17561465996763,1.057808647921937,1.291051264031368,1.1666134388527272,1.1790408902862441,0.9115346120242446,1.0002526089185282,0.7576943308518188,0.7782764620750124,0.6802305924806678,0.6692555182089416,0.7035423353639663,0.9813854832008543
priceToBookRatio,1.3666940261896676,1.5007946447073732,1.5176468086419594,0.9599369774699296,0.6842776499869268,0.5612420851766484,1.2168133189174484,0.8874476672931803,1.1187822488421753,0.9479763556053773,0.9199696911116353,0.8120039357893369,0.8575205023769907,0.6522658333295325,0.3786440520945368,0.8810702343958321,1.103286687466025,1.2667600735181994,1.7876543324651286,1.9930234240860283,1.5860129553209166,1.17561465996763,1.057808647921937,1.291051264031368,1.1666134388527272,1.1790408902862441,0.9115346120242446,1.0002526089185282,0.7576943308518188,0.7782764620750124,0.6802305924806678,0.6692555182089416,0.7035423353639663,0.9813854832008543
priceToSalesRatio,2.782209802565876,2.3821836812316097,2.864905266458303,1.8289762409613237,0.752675967257681,0.9011813969299842,0.656616298822786,0.46164453462415755,0.43128327687156115,0.44671808011691383,0.33822081571756435,0.3016130648215756,0.3489099051945281,0.298770455801416,0.08894981722448946,0.3192321636742621,0.38326657685871907,0.4191986387931174,0.5461646537523251,0.560369879749611,0.4380794232778191,0.43760516923808557,0.4641705541298625,0.6330100259641358,0.5063485691978324,0.49186584447899007,0.4581537602649161,0.4692769294416283,0.4065769229751953,0.4520122818773425,0.36250757946231355,0.37169000306760225,0.33638240219141946,0.476864127973506
