,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986
operatingProfitMargin,0.27107438016528923,0.2859266600594648,0.2849689440993789,0.27803847958704836,0.2881506090808416,0.2922679302175318,0.2885334441213128,0.2811018288552721,0.2984148862853205,0.2877546242097869,0.22936637830254852,0.10448896779102207,0.0666491043203372,0.10594900849858357,0.08638583638583638,-0.061296534017971756,-0.39068825910931176,-0.07670319199618866,0.4463378666229723,0.4195918678139039,0.42742106378470013,0.403960396039604,0.36337955829481255,0.3637056805184903,0.292669304165697,0.21086366105377513,0.1728525980911983,0.18810265539237503,0.1790895061728395,0.2582993593476995,0.23635594415456213,0.2146783058519237,0.17277486910994763
pretaxProfitMargin,0.241086186540732,0.26585728444003964,0.26931677018633543,0.26161426560300327,0.2301218161683278,0.2838681886711178,0.28126298296634816,0.2729735832016256,0.2690098782448886,0.25801919925076094,0.1889174655132102,0.039056555921886886,0.031875658587987354,0.0031161473087818695,-0.016483516483516484,-0.11649550706033376,-0.4672739541160594,-0.1586469747498809,0.2605276093724398,0.19226376303967105,0.39711803348166985,0.2306930693069307,-0.028733664326884664,0.26557377049180325,0.29183151035606236,0.20836501901140683,0.17702810180275716,0.19373980121643672,0.1818672839506173,0.2604348670161134,0.23988153998025666,0.21694148076301326,0.17382198952879582
netProfitMargin,0.11239669421487604,0.19202180376610506,0.19453416149068323,0.1984983575786016,0.20243632336655593,0.20568597889295714,0.19754881595346904,0.1867238654323775,0.17711922811853895,0.16249121985483495,0.11690437222352117,0.029926451940147095,0.04188619599578504,0.0031161473087818695,0.007631257631257631,-0.08568677792041078,-0.3717948717948718,-0.14078132444020963,0.11404227429133214,0.11916546105231098,0.24772197499470228,0.09059405940594059,-0.016093134737202534,0.1646587876477316,0.18678147544798696,0.13335143943508962,0.10796659597030753,0.11815754339118825,0.12175925925925926,0.15870704717530576,0.14356226202228176,0.11800840607824119,0.0968586387434555
effectiveTaxRate,0.5337904015670911,0.2777260018639329,0.29059040590405905,0.273542600896861,0.1347449470644851,0.27541729893778455,0.3072378138847858,0.31927212572373864,0.3415883859948762,0.3702359346642468,0.3811881188118812,0.21428571428571427,-0.2892561983471074,-0.18181818181818182,0.3333333333333333,0.2644628099173554,0.2043321299638989,0.11261261261261261,0.5622641509433962,0.3801980198019802,0.37620064034151546,0.6072961373390557,0.4399205561072492,0.37998851564743036,0.3599681020733652,0.3600104275286757,0.39011606140022465,0.39012251148545174,0.33050487908358084,0.39060752888557587,0.40152851263962375,0.45603576751117736,0.4427710843373494
returnOnAssets,0.03644716692189893,0.061459159397303724,0.06988575508746876,0.07705619819655707,0.07606524633821571,0.08085682838032343,0.0792698174543636,0.06661833413887547,0.06512924480486569,0.06167792392463562,0.042531473290234774,0.011147850732168162,0.015232803219007473,0.000992600613607652,0.0023410431688360334,-0.02415415234304324,-0.09013577621462457,-0.041787456692356645,0.039787343508832104,0.07757125154894672,0.174321503131524,0.0601577909270217,-0.011244019138755982,0.13210374992353338,0.1610611655161342,0.10452145776566757,0.07510719719673567,0.09961853542617723,0.10858794384805945,0.14007882111034956,0.12132046240019068,0.08314350797266515,0.07544861337683524
returnOnEquity,0.08074639525021204,0.136227808050624,0.14559315730754926,0.1504,0.16409335727109514,0.17522935779816515,0.17620900500277933,0.14715302491103202,0.1547260686333534,0.15976058931860038,0.13480722566729578,0.03197831978319783,0.03397435897435897,0.0022727272727272726,0.0052988554472234,-0.061196424478569794,-0.23868312757201646,-0.10224913494809688,0.09890578371465113,0.22938805423231953,0.47118097541313986,0.2435129740518962,-0.03806438550313829,0.2736835435016792,0.3228219773147776,0.2328117591275486,0.16482849337245775,0.1460931768158474,0.1593617451019996,0.21867058980874682,0.20376301040832667,0.16568315932818883,0.10517339397384878
returnOnCapitalEmployed,0.11787657870417907,0.12015826738858809,0.13802647412755717,0.14736973013306803,0.16073634791203362,0.16408706166868198,0.16844530681542566,0.14664310954063603,0.15745454545454546,0.1713130749930304,0.13118480877239905,0.05996215980206666,0.035830618892508145,0.050417902399568615,0.03441147859922179,-0.02363861386138614,-0.11691065118626956,-0.027156953698237327,0.18800469321554283,0.355115192524569,0.4175983436853002,0.3745696580215745,0.36235595390524966,0.39397067933099317,0.323623262995368,0.21322640887619465,0.1654927343105527,0.20481343886286546,0.20645792563600782,0.30163228292904104,0.25267601387004374,0.1881552847832247,0.17045454545454544
netIncomePerEBT,0.46620959843290893,0.7222739981360671,0.7223247232472325,0.758744394618834,0.8796920115495669,0.7245827010622155,0.7023633677991138,0.6840363937138131,0.6584116140051238,0.6297640653357531,0.6188118811881188,0.7662337662337663,1.3140495867768596,1.0,-0.46296296296296297,0.7355371900826446,0.7956678700361011,0.8873873873873874,0.4377358490566038,0.6198019801980198,0.6237993596584845,0.3927038626609442,0.5600794438927508,0.6200114843525696,0.6400318979266347,0.6399895724713243,0.6098839385997754,0.6098774885145483,0.6694951209164192,0.6093924711144242,0.5984714873603763,0.5439642324888226,0.5572289156626506
ebtPerEbit,0.8893728222996515,0.9298093587521664,0.9450741063644289,0.9409282700421941,0.7986164488854727,0.9712601326455417,0.9748020158387329,0.9710843373493976,0.9014626635873749,0.8966639544344996,0.8236493374108053,0.3737864077669903,0.4782608695652174,0.029411764705882353,-0.19081272084805653,1.9005235602094241,1.1960276338514682,2.0683229813664594,0.5837004405286343,0.4582161328373106,0.9291026276648487,0.571078431372549,-0.0790734197094621,0.730188679245283,0.9971374045801527,0.9881504379185987,1.0241564417177915,1.0299684542586751,1.015510555794916,1.0082675685832394,1.0149164677804297,1.0105421686746987,1.006060606060606
ebitPerRevenue,0.27107438016528923,0.2859266600594648,0.2849689440993789,0.27803847958704836,0.2881506090808416,0.2922679302175318,0.2885334441213128,0.2811018288552721,0.2984148862853205,0.2877546242097869,0.22936637830254852,0.10448896779102207,0.0666491043203372,0.10594900849858357,0.08638583638583638,-0.061296534017971756,-0.39068825910931176,-0.07670319199618866,0.4463378666229723,0.4195918678139039,0.42742106378470013,0.403960396039604,0.36337955829481255,0.3637056805184903,0.292669304165697,0.21086366105377513,0.1728525980911983,0.18810265539237503,0.1790895061728395,0.2582993593476995,0.23635594415456213,0.2146783058519237,0.17277486910994763
debtRatio,0.5486217457886677,0.5488501189532118,0.5199928596929668,0.48765825667182805,0.5364513981358189,0.5385657437981543,0.5501375343835959,0.5472853230223941,0.579067410035479,0.6139353003910416,0.6845015311330385,0.651393481341521,0.551638244874497,0.5632557300126331,0.5581983331772638,0.6053012484168627,0.622362178962866,0.591317259421622,0.5977248042073973,0.6618339529120199,0.6300328064419922,0.7529585798816568,0.7046052631578947,0.5173120450235518,0.5010836410338738,0.5510473433242506,0.5443312278113329,0.31811644049778,0.3186072116707955,0.35940712816997944,0.40460016684542965,0.49817767653758543,0.28262642740619903
debtEquityRatio,1.2154368108566582,1.2165582703462823,1.0833023428783934,0.9518222222222222,1.1572710951526033,1.1671559633027524,1.2229016120066705,1.208896797153025,1.3756773028296208,1.5902394106813997,2.1695874898894583,1.8685636856368564,1.2303418803418804,1.2896694214876032,1.2634590928359475,1.5335778134311253,1.6480398527182152,1.446885813148789,1.4858604518971152,1.9571271528032246,1.7029423619508264,3.0479041916167664,2.3853006681514475,1.0717318294151195,1.0043439787627706,1.2274063537221431,1.1945765455833248,0.46652604548789434,0.4675823066047263,0.5610538986224421,0.6795436349079264,0.9927371765773945,0.39397384877771463
longTermDebtToCapitalization,0.2989653942204781,0.3277003072559679,0.26580204778156996,0.1821750508868857,0.18352389328642627,0.18947055324211778,0.19254937163375224,0.18574326282237033,0.2349147858129894,0.22855620671283963,0.3745362563237774,0.41073139572021716,0.27889060092449924,0.2721804511278195,0.3275370581527936,0.34499324425761896,0.4193183247390265,0.3863467459390593,0.39147353856796957,0.42680109220751944,0.2927594070695553,0.5252684775742261,0.38929189679333936,0.031008227925825863,0.054317230886268546,0.13650507697346873,0.0396462928772714,0.022062780269058297,0.025681393289383056,0.055815128172749084,0.18948734587929916,0.32236235004613967,0.033516483516483515
totalDebtToCapitalization,0.3206960129061996,0.329127358490566,0.2664029463920338,0.1833623693379791,0.24073064340239914,0.1913946587537092,0.19423708569722306,0.21628782596569515,0.23667279411764705,0.30839038369686356,0.4104275949769512,0.4117647058823529,0.2790016946541365,0.35259497057249867,0.32772869763465373,0.4174122045666978,0.45419080269535406,0.4352711284807035,0.43627333173115435,0.48048734056729486,0.3917626869330718,0.5953150242326333,0.49353978671041837,0.15695282867674556,0.10741724707402886,0.18464393412201346,0.19722199658841685,0.024686940966010734,0.030166503428011752,0.08246410602527918,0.19354317998385795,0.3277387854745194,0.04816017316017316
interestCoverage,11.714285714285714,18.612903225806452,22.49019607843137,25.21276595744681,24.09259259259259,30.84090909090909,39.68571428571428,27.666666666666668,17.092105263157894,,21.32608695652174,6.866666666666666,6.170731707317073,3.5283018867924527,2.4188034188034186,-1.1104651162790697,-5.101321585903084,-0.936046511627907,8.035398230088495,17.920325203252034,14.104895104895105,16.0,17.98728813559322,117.77777777777777,349.3333333333333,86.26666666666667,26.612244897959183,40.903225806451616,29.0125,26.08823529411765,18.417582417582416,22.896551724137932,19.41176470588235
cashFlowToDebtRatio,0.4304707150556953,0.3722680042995342,0.5232974910394266,0.777513855898654,0.5736126840317101,1.0914728682170542,1.1360491929285166,0.8903932946486138,0.8802588996763754,0.6257098606091894,0.42718822618125485,0.413472706155633,0.7620099392600773,0.5800455235204856,0.5565217391304348,0.41874600127959055,0.32561166059344093,0.31043771043771046,0.2875504957767169,0.5019809825673535,0.6508135168961201,0.3573043871551334,0.4289770759747905,1.6657590197413206,3.2098930481283423,1.7407872696817421,1.4855848434925865,10.427536231884059,5.951298701298701,0.0,0.0,0.0,0.0
companyEquityMultiplier,2.2154368108566582,2.2165582703462823,2.0833023428783934,1.9518222222222221,2.1572710951526033,2.1671559633027524,2.2229016120066705,2.208896797153025,2.3756773028296205,2.5902394106813995,3.1695874898894583,2.868563685636856,2.2303418803418804,2.2896694214876034,2.2634590928359475,2.5335778134311253,2.6480398527182154,2.4468858131487887,2.4858604518971155,2.9571271528032246,2.7029423619508264,4.047904191616767,3.3853006681514475,2.0717318294151195,2.0043439787627704,2.2274063537221434,2.194576545583325,1.4665260454878943,1.4675823066047262,1.5610538986224423,1.6795436349079262,1.9927371765773945,1.3939738487777147
receivablesTurnover,5.34047919293821,5.282722513089006,6.44,6.53680981595092,5.64375,5.424065420560748,5.337028824833703,5.216725559481743,4.67561761546724,5.090584028605483,4.409278350515464,10.11025641025641,7.516831683168316,5.447530864197531,3.159112825458052,1.680690399137001,1.624109589041096,2.5881627620221948,2.805977011494253,2.599307273626917,2.5384615384615383,2.668428005284016,2.9652254843895425,3.3299479497270537,3.61153134980669,3.085819644653034,2.63591893780573,2.208715596330275,2.1962379257752924,2.2385919165580184,2.416013628620102,2.112704918032787,2.2029988465974624
payablesTurnover,7.0588235294117645,6.2967032967032965,7.571428571428571,6.0476190476190474,5.0852713178294575,6.860215053763441,6.768421052631579,5.81,8.62962962962963,5.041666666666667,4.059210526315789,1.4361233480176212,0.6618004866180048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
inventoryTurnover,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.841059602649006,3.9563106796116503,3.427350427350427,3.097560975609756
fixedAssetTurnover,17.869198312236286,17.029535864978904,16.632231404958677,16.91269841269841,15.305084745762711,14.929260450160772,12.471502590673575,10.135011441647597,9.630530973451327,9.66289592760181,8.622983870967742,8.40724946695096,5.987381703470032,5.67524115755627,5.110764430577223,4.685714285714286,4.128133704735376,5.287153652392947,7.361881785283474,8.784615384615385,10.281045751633988,9.223744292237443,8.338329764453961,7.625,7.053512803676953,5.927237604636188,11.769110764430577,12.21195652173913,10.973751058425064,10.587872559095581,14.590534979423868,11.62781954887218,14.360902255639099
assetTurnover,0.32427258805513015,0.3200634417129262,0.35924669760799716,0.38819564623371894,0.3757490013315579,0.3931081195495724,0.4012669834125198,0.356774609312067,0.3677141409021794,0.379576964095272,0.3638142225246683,0.37250826641473783,0.36367120137957465,0.31853456054863744,0.3067702968442738,0.28188890899222,0.2424341567151971,0.29682528459308494,0.3488824101068999,0.6509541511771995,0.7036981807336713,0.6640368178829718,0.6986842105263158,0.8022878815684835,0.8622973189918125,0.7838044959128065,0.6956521739130435,0.8430992433243699,0.8918249380677127,0.88262508567512,0.8450721010606602,0.7045558086560364,0.7789559543230016
operatingCashFlowPerShare,2.893719806763285,2.5096618357487923,2.39906103286385,2.2369020501138954,2.2713004484304933,3.087719298245614,3.0411522633744856,2.7292490118577075,2.6407766990291264,2.3625730994152048,2.1459143968871595,1.963235294117647,2.3752151462994835,2.6003401360544216,2.206896551724138,2.276521739130435,2.168110918544194,2.3762886597938144,2.9053803339517623,2.324770642201835,1.9047619047619047,1.3896218117854002,1.1398559445861443,0.862859544174752,0.8615599303985169,0.7281099790698945,0.5978453041977045,0.45166352793471437,0.29039923954372626,0.0,0.0,0.0,0.0
freeCashFlowPerShare,2.7777777777777777,2.396135265700483,2.2863849765258215,2.1161731207289294,2.0358744394618835,2.616228070175439,2.522633744855967,2.2114624505928853,2.122330097087379,1.8011695906432748,1.6478599221789882,1.1415441176470589,0.24440619621342513,2.4829931972789114,2.1551724137931036,2.2243478260869565,2.1247833622183707,2.223367697594502,2.538033395176252,0.6935779816513762,1.750915750915751,1.2963940193491645,1.1006584443929173,0.8004459196063289,0.8102466983922745,0.33944602825053055,0.572817679874485,0.42153170119271816,0.25427756653992395,0.0,0.0,0.0,0.0
cashPerShare,8.22463768115942,6.693236714975845,6.60093896713615,6.387243735763098,7.291479820627803,6.087719298245614,5.512345679012346,6.173913043478261,5.015533980582524,0.0,5.439688715953308,4.1911764705882355,3.2099827882960414,5.3146258503401365,3.279310344827586,2.6295652173913044,2.045060658578856,1.4604810996563573,2.5732838589981446,0.7321100917431193,0.4597069597069597,0.2515391380826737,0.1775849187157942,0.2057533894670894,0.23880388741366637,0.13924643573744674,0.12314917133875646,0.08537350910232266,0.1208808618504436,0.09651376146788991,0.2822003927609821,0.27786301354637644,0.13102702716867787
payoutRatio,0.8991596638655462,0.552258064516129,0.5478927203065134,0.524822695035461,0.49562363238512036,0.4848167539267016,0.20189274447949526,0.09915356711003627,0.10765239948119326,0.11959654178674352,0.164,0.7457627118644068,0.5849056603773585,4.2727272727272725,1.88,-0.17228464419475656,-0.041742286751361164,-0.07952622673434856,0.0617816091954023,0.07028753993610223,0.03421727972626176,0.09562841530054644,-0.5851063829787234,0.07455429497568881,0.05781211064041864,0.07006109979633401,0.1092694904849601,0.11613308223477715,0.0,0.0,0.0,0.0,0.0
operatingCashFlowSalesRatio,0.28288075560802833,0.25743310208126857,0.2539130434782609,0.23040825903331769,0.22436323366555924,0.30325220762438077,0.3070211882010802,0.31180853465793634,0.3124282104295888,0.28377429173495666,0.2578910451250877,0.2708597514582805,0.3635405690200211,0.4331444759206799,0.3907203907203907,0.4200898587933248,0.42206477732793524,0.32944259171033824,0.2565951171554973,0.2411863245260032,0.22038567493112948,0.19554455445544555,0.17673914284083775,0.1865802516202821,0.22350477077030487,0.22580119500271592,0.2390641569459173,0.21346981160065273,0.1414351851851852,0.0,0.0,0.0,0.0
freeCashFlowOperatingCashFlowRatio,0.9599332220367279,0.9547641963426372,0.9530332681017613,0.9460285132382892,0.8963474827245804,0.8473011363636364,0.8294993234100135,0.8102824040550326,0.8036764705882353,0.7623762376237624,0.7679057116953762,0.5814606741573034,0.10289855072463767,0.9548724656638325,0.9765625,0.9770817417876242,0.9800159872102319,0.935647143890094,0.8735632183908046,0.2983425414364641,0.9192307692307692,0.9329113924050633,0.9656118824669034,0.9276665304454434,0.9404414827155352,0.46620158768342557,0.9581369559190464,0.9332870048644892,0.8756137479541735,,,,
cashFlowCoverageRatios,0.4304707150556953,0.3722680042995342,0.5232974910394266,0.777513855898654,0.5736126840317101,1.0914728682170542,1.1360491929285166,0.8903932946486138,0.8802588996763754,0.6257098606091894,0.42718822618125485,0.413472706155633,0.7620099392600773,0.5800455235204856,0.5565217391304348,0.41874600127959055,0.32561166059344093,0.31043771043771046,0.2875504957767169,0.5019809825673535,0.6508135168961201,0.3573043871551334,0.4289770759747905,1.6657590197413206,3.2098930481283423,1.7407872696817421,1.4855848434925865,10.427536231884059,5.951298701298701,0.0,0.0,0.0,0.0
shortTermCoverageRatios,4.4535315985130115,57.72222222222222,170.33333333333334,98.2,1.9708171206225682,88.0,105.57142857142857,5.133828996282528,90.66666666666667,1.8646153846153846,3.0554016620498614,97.0909090909091,1380.0,1.8510895883777239,640.0,1.5809178743961352,2.4625984251968505,1.6948529411764706,1.7040261153427638,2.5752032520325203,1.8213660245183887,1.4416058394160585,1.2402883460152183,2.011508425811755,6.140664961636829,5.7656033287101245,1.7856435643564357,95.93333333333334,39.0,0.0,0.0,0.0,0.0
capitalExpenditureCoverageRatio,-24.958333333333332,-22.106382978723403,-21.291666666666668,-18.528301886792452,-9.647619047619047,-6.5488372093023255,-5.865079365079365,-5.270992366412214,-5.093632958801498,-4.208333333333333,-4.30859375,-2.389261744966443,-1.1147011308562198,-22.159420289855074,-42.666666666666664,-43.63333333333333,-50.04,-15.539325842696629,-7.909090909090909,-1.4251968503937007,-12.380952380952381,-14.90566037735849,-29.079812206572768,-13.824858757062147,-16.79020979020979,-1.8733663812528165,-23.887417218543046,-14.989583333333334,-8.039473684210526,,,,
dividendPaidAndCapexCoverageRatio,3.1526315789473682,2.727034120734908,2.6824146981627295,2.5115089514066495,2.910919540229885,5.67741935483871,-24.633333333333333,-7.6722222222222225,-7.391304347826087,-5.912195121951219,-6.339080459770115,-2.9749303621169916,-1.205240174672489,-69.5,75.29411764705883,81.8125,59.57142857142857,-32.92857142857143,-10.103225806451613,-1.4994082840236687,-23.636363636363637,-43.888888888888886,52.94017094017094,-152.9375,-88.92592592592592,-2.0307767464582316,133.59259259259258,-411.14285714285717,,,,,
dividendPayoutRatio,0.8991596638655461,0.5522580645161289,0.5478927203065134,0.524822695035461,0.49562363238512036,0.48481675392670154,0.20189274447949526,0.09915356711003628,0.10765239948119325,0.1195965417867435,0.16399999999999998,0.7457627118644068,0.5849056603773585,4.272727272727273,1.8799999999999997,-0.17228464419475656,-0.04174228675136116,-0.07952622673434857,0.0617816091954023,0.07028753993610225,0.03421727972626176,0.09562841530054646,-0.5851063829787234,0.07455429497568881,0.05781211064041864,0.07006109979633401,0.10926949048496011,0.11613308223477715,,,,,
priceBookValueRatio,2.443969395419847,2.3891054364563193,2.3494161398289326,2.479472,2.413364372351885,2.2565723933944954,2.379121734296832,2.2139750889679712,2.3584788280152518,2.037120165745856,3.06820153302777,4.018818428184282,3.1483249104700857,3.2680165289256196,3.2958455743959303,2.1402704561081825,2.3681118525016247,3.241276715916955,4.274966249822367,8.525086112128985,12.901753325272068,13.143962075848302,11.959831694675035,6.855373059922786,4.30097155055081,3.6696103527247925,2.7358361514784706,1.4717531819515772,2.6442244168854776,4.0764607797244885,4.071287904300048,5.2020249481729195,2.7267166447687035
priceToBookRatio,2.443969395419847,2.3891054364563193,2.3494161398289326,2.479472,2.413364372351885,2.2565723933944954,2.379121734296832,2.2139750889679712,2.3584788280152518,2.037120165745856,3.06820153302777,4.018818428184282,3.1483249104700857,3.2680165289256196,3.2958455743959303,2.1402704561081825,2.3681118525016247,3.241276715916955,4.274966249822367,8.525086112128985,12.901753325272068,13.143962075848302,11.959831694675035,6.855373059922786,4.30097155055081,3.6696103527247925,2.7358361514784706,1.4717531819515772,2.6442244168854776,4.0764607797244885,4.071287904300048,5.2020249481729195,2.7267166447687035
priceToSalesRatio,3.40193614781582,3.367596835480674,3.1391701863354036,3.2724143594556545,2.977284508084164,2.6487873237131168,2.6672455338595764,2.8093339354256037,2.6998162186997474,2.0719386560524464,2.660734039279869,3.760953588638093,3.8814964649631194,4.480793201133144,4.74658101953602,2.9967907573812576,3.688789616396761,4.462739261076703,4.9292048992298865,4.428721541155867,6.78305785123967,4.889944306930693,5.056463682588597,4.124462152445348,2.488497898296352,2.1019033769409528,1.7920379563269968,1.1903275994659546,2.0203017111111112,2.9586194185595027,2.8684465336176896,3.7051603494422696,2.5111489937948432
priceEarningsRatio,30.267226021008405,17.537575261935483,16.136858237547894,16.485851063829788,14.70726428227571,12.877821512041885,13.501703470031547,15.045392986698912,15.242931258106355,12.75108069164265,22.759918972,125.67322033898306,92.6676766100629,1437.9272727272726,621.9919768,-34.973782771535575,-9.92157207168784,-31.69979596954315,43.22261135057471,37.16447284345048,27.38173652694611,53.97643442622951,-314.2000464893617,25.0485395366153,13.323044441788468,15.762134895919733,16.59807776860757,10.074072,16.592592,18.642016666666667,19.980505274934224,31.397427289931343,25.925916638638647
priceToFreeCashFlowsRatio,12.52799964,13.701230673387096,12.972443531827516,15.012949407965554,14.804448848017621,10.30873390108969,10.473181076672104,11.119338695263629,10.752333028362306,9.57711038961039,13.435607421487603,23.879935587761675,103.76169423239436,10.833698630136986,12.439839536,7.3010164190774045,8.918085173735726,14.478036644513137,21.99045138888889,61.54751322751323,33.48247907949791,26.80512211668928,29.628628359806054,23.829216356528963,11.839100386381116,19.96699750747314,7.823573114890546,5.974682314221891,16.31346428411215,,,,
priceToOperatingCashFlowsRatio,12.026043060100166,13.08144449278152,12.36317025440313,14.202678207739305,13.26993045804541,8.734601948863638,8.687496617050067,9.009804489500363,8.641397058823529,7.3013613861386135,10.317279679057117,13.885243445692886,10.676927957246377,10.34480052321779,12.148280796875001,7.133689839572192,8.73986604556355,13.546333635574838,19.210049489144318,18.36224151539069,30.778125000000003,25.006803797468354,28.609755605424603,22.105566460695034,11.133981121386322,9.308645939254978,7.496054528711319,5.576093362056984,14.284293603927985,,,,
priceCashFlowRatio,12.026043060100166,13.08144449278152,12.36317025440313,14.202678207739305,13.26993045804541,8.734601948863638,8.687496617050067,9.009804489500363,8.641397058823529,7.3013613861386135,10.317279679057117,13.885243445692886,10.676927957246377,10.34480052321779,12.148280796875001,7.133689839572192,8.73986604556355,13.546333635574838,19.210049489144318,18.36224151539069,30.778125000000003,25.006803797468354,28.609755605424603,22.105566460695034,11.133981121386322,9.308645939254978,7.496054528711319,5.576093362056984,14.284293603927985,,,,
priceEarningsToGrowthRatio,-0.7886530723783879,10.639462325574184,-3.424599914857392,-2.7888564716312083,-7.611009266077673,1.92176721025856,0.658719472325782,1.712860124639567,1.5829197844956613,0.3254881123919307,0.06676242898453333,-6.786353898305083,0.07413414128805032,-28.75854545454545,5.72232618656,-0.460689138576779,0.11370790464181571,0.17702483463511107,3.550428789511491,-0.8033532513634749,0.11857278594038072,0.07367686105575103,2.7701347060362838,4.347761256084237,0.1975485899989325,0.26598602636864555,2.0747597210759445,8.282837004387096,-0.9955555200000002,0.32199846969696977,0.2747319475303456,0.3767691274791761,10.314611984866595
