,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,5.5528953346884515,2.921100012042212,3.3883024879025108,2.407694134147621,4.4886877627302875,3.932096137625921,3.913511357415949,4.027624271838061,3.8418013210642825,3.585551580398464,4.106937351038475,3.9165677444648943,2.9631953101209523,3.72090044098178,2.616870876531574,2.4844362674083946,3.5357130562414523,3.1581303270549395,2.889334918747523,2.8630113602417144,2.098095122269818,2.1638122407160005,1.9527331121769815,1.8701234567901235,2.421810699588477,2.255952380952381,2.509481668773704,2.244988864142539,1.9833147942157954,1.9405034324942791,1.842479674796748,1.8110749185667752,1.739952718676123,1.6689098250336474,1.904494382022472,1.881057268722467,1.929663608562691,2.2552301255230125
quickRatio,1.6542056732101535,1.899519486355586,2.2335100453497505,1.6646331564503394,2.7445712574451804,2.426565956363289,2.5710406049367522,2.6685155352542536,2.406823782738422,2.1161830833360686,2.8085886959482464,2.6394018927719634,2.1199006340877284,2.59671597154096,1.3949272068779095,1.4047850147766123,2.4443484710499384,2.0681769059932402,1.9750328973444313,1.6333100040115054,1.0811048200748619,1.213067411328639,1.036385150125721,1.0419753086419754,1.1944444444444444,1.0694444444444444,1.3552465233881164,1.1904231625835189,0.9510567296996663,0.902745995423341,0.801829268292683,0.8794788273615635,0.8569739952718676,0.8358008075370121,0.949438202247191,0.9096916299559471,0.9388379204892966,1.217573221757322
cashRatio,0.7635113274298937,0.6913742514002743,1.0485625522535533,0.7296252326075793,0.9572555152563804,0.7635310406289288,0.9680515655963439,1.0367009477717282,0.9249934528752509,0.6801436800472642,0.9860997616615594,1.2507345654138942,1.3599074144911623,1.5475746002114428,0.48925207040575647,0.3905758049873481,0.6997931356072769,0.9294361975047221,0.6206389219183511,0.6343384856994102,0.12491835916561941,0.2367030626902253,0.07371056690683965,0.08444444444444445,0.10390946502057613,0.10714285714285714,0.11883691529709228,0.16481069042316257,0.042269187986651836,0.03546910755148741,0.027439024390243903,0.05211726384364821,0.02364066193853428,0.039030955585464336,0.0749063670411985,0.04185022026431718,0.06422018348623854,0.2510460251046025
daysOfSalesOutstanding,64.42875882906908,52.89602213139575,60.138354966519046,62.001047732386134,62.56694177333511,78.54497112010122,65.71359635465522,70.75820734549808,63.37278694132165,72.3361626187348,70.33504411050461,70.17794783675559,73.48721770021348,70.72626277571901,70.26513504858688,89.45454371233878,83.94028714293565,76.39815916374891,87.47949105147467,85.15303742742047,86.79421319114616,86.79537472981949,91.63768591124753,128.79617834394907,87.55374519121973,82.93511360974468,85.23638968481376,84.76172465960666,83.93048128342247,84.19659160073037,84.20526793823797,89.51721918249115,89.75409836065573,91.44308082945408,85.69884364002012,90.1630094043887,82.45655608214851,82.41935483870968
daysOfInventoryOutstanding,212.60531257515674,162.93770341154115,205.02033301919835,191.7319134168924,199.849638551053,223.18434054241874,206.01425138562607,199.3066828846109,172.5130427976362,191.75031125028295,178.83901925151105,176.66824840337634,173.88856312004117,163.4243072102152,170.9809027453005,174.96225865699054,164.5215748654243,145.0046305044537,156.29461244033095,158.55195324094157,158.45572559917545,142.565416888839,161.20189631900817,202.45718050065878,185.8181818181818,196.35668040023543,155.03046922608166,177.32603092783506,192.47841726618705,195.80729166666666,241.96299275945293,215.3559738134206,203.60105913503972,203.75655823714587,197.95092024539878,214.9763779527559,180.07590132827323,170.49342105263156
operatingCycle,277.0340714042258,215.83372554293692,265.1586879857174,253.73296114927854,262.4165803243881,301.72931166252,271.7278477402813,270.064890230109,235.88582973895785,264.08647386901777,249.17406336201566,246.84619624013192,247.37578082025465,234.15056998593423,241.2460377938874,264.41680236932933,248.46186200835996,221.40278966820262,243.77410349180562,243.70499066836203,245.2499387903216,229.36079161865848,252.8395822302557,331.2533588446079,273.37192700940153,279.2917940099801,240.26685891089542,262.08775558744173,276.4088985496095,280.00388326739704,326.1682606976909,304.8731929959117,293.35515749569544,295.19963906659996,283.6497638854189,305.13938735714464,262.5324574104217,252.91277589134125
daysOfPayablesOutstanding,39913.52064386409,40.415876163521816,45.9464083899318,37.03563128696086,41.91668292280335,50.72344086994245,116.34704892563583,49.75958791273053,47.10551746214603,56.807001768991505,52.19824237212011,52.62187932651511,49.55015975970226,43.2694756890927,53.70556330852798,52.57887978019681,54.23110150803179,49.816276550564176,54.14398496475594,44.996860658919154,71.6532806241601,66.48217944040637,76.59337454799953,103.71321914800177,53.69421487603306,69.60565038257799,47.37659963436929,46.80090206185567,55.40647482014389,39.921875,55.498793242156076,52.270867430441896,59.92056487202118,63.5781741867786,0,0,0,0
cashConversionCycle,-39636.486572459864,175.4178493794151,219.2122795957856,216.69732986231767,220.49989740158478,251.00587079257753,155.38079881464546,220.30530231737845,188.78031227681183,207.27947210002625,196.97582098989554,194.2243169136168,197.82562106055238,190.88109429684152,187.54047448535943,211.83792258913252,194.23076050032816,171.58651311763845,189.6301185270497,198.70813000944287,173.5966581661615,162.87861217825213,176.24620768225617,227.5401396966061,219.67771213336846,209.6861436274021,192.89025927652614,215.28685352558605,221.0024237294656,240.08200826739704,270.66946745553486,252.6023255654698,233.43459262367426,231.62146487982136,283.6497638854189,305.13938735714464,262.5324574104217,252.91277589134125
grossProfitMargin,0.559311467324995,0.5613809197121002,0.5648205981554243,0.5437635914293587,0.5342635564106988,0.5496828233926023,0.5502864365246217,0.5554358854752379,0.5418359352730335,0.5525771629685271,0.5577607183331038,0.5680600560686636,0.5663835841915233,0.5603734690995178,0.5455345124166485,0.5416384906218259,0.5593211557934894,0.5474125412261799,0.5596938382329736,0.5634862893693529,0.5707108611882785,0.5641271227595048,0.5866350546368291,0.5856232939035487,0.5892735913102511,0.6020145233075662,0.6081661891117478,0.6086737266767523,0.6087813115676893,0.5909920876445527,0.62367544656373,0.606694560669456,0.6048133937914196,0.596699111299196,0.5902463549522373,0.6018808777429467,0.5837282780410743,0.5542521994134897
