,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,0.9446574429071511,2.309305373525557,1.6693615834959576,1.5234400258648562,1.3708634461772538,1.345364032358432,1.4059747223286096,1.1334250343878955,0.9997479203428283,1.2377740303541316,1.063266975729479,0.8559105431309905,1.2289316842194,1.1975738533430889,0.9099143597648559,0.8781174017449169,0.9148798062897485,1.1645580373476399,1.2433978001302408,1.1316213697514312,0.9431169312523975,0.9661872539494658,1.0117392049012093,1.0184857423795477,1.1063104916763453,1.2140606864533245,1.1074095347501436,1.1847109412326804,1.1151785714285714
quickRatio,0.632438739789965,2.1384010484927916,1.5918594926122107,1.4455221467830586,1.287181437809053,1.2787803360298693,1.3489084641899656,0.8521320495185695,0.8651373834131586,1.0704047217537942,0.46768475593127895,0.6447284345047923,0.9468274152384633,0.8989528351673808,0.6055744194399738,0.5966821736937588,0.6445740222105529,0.8374039138341605,0.8798163422669814,0.8286110383832548,0.5914478246101625,0.5818839656724364,0.6167443009683932,0.6942641756801049,0.7475029036004646,0.81802354501741,0.7265118568966932,0.8364070711896799,0.7828373015873016
cashRatio,0.2143690615102517,1.7030144167758847,1.1452467242821298,0.9266084707403816,0.7291745910992773,0.8646546359676416,0.916124090386825,0.5092847317744154,0.6294429039576506,0.6500843170320405,0.20725388601036268,0.3015974440894569,0.569066655128141,0.4934542002011457,0.18637943686003455,0.14908425735642827,0.14323164841719016,0.3365598028789667,0.34572872336642857,0.348888567883178,0.032775471739562696,0.02853080351504189,0.0017806753763087628,0.0042608980662078005,0.008130081300813009,0.003979439562261648,0.0027898580454582753,0.009842331581462017,0.008035714285714285
daysOfSalesOutstanding,81.41579465164118,72.58647703989394,78.13020693362,85.92401851022541,84.51342281879195,79.40540986310407,72.34234234234235,68.08112177677394,67.34903979410018,73.29948717948717,78.24943820224719,61.06708293307717,58.61539288342341,59.46565751232152,60.92994789187505,64.09359342886097,72.2001920661063,67.74491467012857,73.09248499868013,72.30956405709614,75.61284324644065,81.57992997577243,93.37095488683867,96.24223446893788,93.46450886272828,101.41011855918056,104.70289784369209,107.56140769256976,103.25075156651816
daysOfInventoryOutstanding,,0,,0,0,0,0,0,0,0,0,39.99791666666667,42.800951224793565,46.08057939477965,53.69390422049175,50.63847918974521,49.25874029792477,52.83196205728535,53.58405341424624,54.789520375386566,63.95418997181041,70.7106541712535,80.53779072241154,62.01283010183534,62.53941983630236,64.67762596071734,69.00899653979239,64.8138476460494,60.525927077664626
operatingCycle,,72.58647703989394,,85.92401851022541,84.51342281879195,79.40540986310407,72.34234234234235,68.08112177677394,67.34903979410018,73.29948717948717,78.24943820224719,101.06499959974383,101.41634410821698,105.54623690710116,114.6238521123668,114.73207261860618,121.45893236403106,120.57687672741392,126.67653841292638,127.0990844324827,139.56703321825105,152.29058414702592,173.90874560925022,158.25506457077321,156.00392869903064,166.0877445198979,173.7118943834845,172.37525533861916,163.7766786441828
daysOfPayablesOutstanding,,34.08883826879271,,38.50638534147696,45.27630805408583,41.54991243432575,37.75862068965517,44.97009569377991,42.84880147510756,50.464015151515156,62.25,52.77291666666667,61.68519727812285,46.172211565179815,49.01412096533189,56.03059028327267,56.949245302224696,52.990641677754596,56.766007294865496,55.69362286409182,53.77791517478129,59.62832512836699,64.87095235150656,71.4418042690294,69.98615792007703,63.65347078199341,61.05224913494809,58.60478997239424,50.026821114825474
cashConversionCycle,,38.49763877110122,,47.41763316874845,39.23711476470612,37.85549742877832,34.58372165268718,23.11102608299403,24.500238318992622,22.835472027972017,15.999438202247191,48.29208293307716,39.731146830094126,59.374025341921346,65.60973114703492,58.70148233533351,64.50968706180636,67.58623504965932,69.91053111806087,71.40546156839088,85.78911804346976,92.66225901865894,109.03779325774366,86.81326030174381,86.0177707789536,102.4342737379045,112.6596452485364,113.77046536622493,113.74985752935731
grossProfitMargin,0,0.7354465469446788,1,0.7311539035676967,0.7281879194630873,0.7174666006927264,0.6875110404522169,0.6853002070393375,0.677885567214413,0.6750769230769231,0.6719101123595506,0.6157540826128722,0.619665676177235,0.5991104848934319,0.6045666009184815,0.6267727225140245,0.6183542233600602,0.6141785269674641,0.6102028020747589,0.5843984194229448,0.5699543076086312,0.552599216236666,0.5882424255448767,0.5646042084168337,0.5544233192995629,0.5361195212359582,0.5300354506130679,0.5433856845978264,0.5341011988844218
