,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987
operatingProfitMargin,0.3866943353343709,0.36352001638169346,0.35493342783374676,0.3594938615651126,0.3518871925360475,0.3537128512430156,0.37380317061685764,0.39145656433703463,0.3881656804733728,0.3786805312356887,0.35730728201673123,0.3668158090976883,0.36792533975571995,0.3570664288898796,0.3407979551011336,0.3447844228094576,0.3709636409865243,0.38046474990153606,0.36306068601583114,0.3691719218443089,0.34780893934918106,0.30405933666386054,0.21217033341746672,0.197547658368732,0.22866083215348285,0.22632112329221224,0.21901648184974215,0.20983459097496376,0.1603673143465531,0.09647857445905812,0.017414145344877906,0.19550885867325918,0.19264448336252188,0.22695035460992907,0.21374045801526717
pretaxProfitMargin,0.3211294745423553,0.3087693252790007,0.31053510859110006,0.32364238909392185,0.30526399491094147,0.30885091910276136,0.33574007220216606,0.35804049640757674,0.37380311995696613,0.34918240349128526,0.32033574757172534,0.30734526472781504,0.3369172544297265,0.3492643780650914,0.3326294732162703,0.3344923504867872,0.343334180862785,0.38844033083891294,0.36147757255936674,0.3523208932078983,0.3656859986194795,0.9993391988729067,0.22454077441088122,0.1858684079460617,0.2258006915847339,0.21772310752255344,0.2221173615558327,0.21158362900404779,0.14506254990684056,0.08154433602036487,-0.01284171612024516,0.17789451998351874,0.18739054290718038,0.23049645390070922,0.21374045801526717
netProfitMargin,0.3395834877343808,0.25941947373809765,0.28053966486103377,0.09603072983354674,0.24742896522476676,0.24026236942262533,0.25998011824412703,0.2862181580666231,0.2938407746100054,0.26887745480994585,0.23993599461007242,0.22874720357941836,0.2405384483055221,0.2461435577351761,0.23749722160480108,0.2351182197496523,0.24459699974574117,0.26398188263095707,0.24348284960422165,0.22991832937041248,0.23583548379730068,0.6215916521489165,0.1461109301059945,0.1139012125927334,0.14451239335605778,0.1428454052518173,0.1488085206781489,0.14177202538603767,0.06534468991216397,0.05218498090793382,-0.012063430294775756,0.12093119077049856,0.1190893169877408,0.1524822695035461,0.12213740458015267
effectiveTaxRate,-0.05746595891991692,0.15982757191411756,0.0965927616563417,0.7032813590877356,0.18945906051923245,0.2220765600419507,0.22565061555243884,0.20059836544074722,0.21391567131961434,0.22997994136707298,0.2509858908071159,0.25573213635812203,0.28606076078631604,0.2952514679601736,0.28600066822586034,0.2970893970893971,0.28758331276228094,0.32040557667934094,0.3264233576642336,0.3474178403755869,0.355087466603546,0.3779973277842282,0.3492899875786927,0.3871943389874674,0.36000021814889754,0.34391251862404976,0.3300455235204856,0.3299480396787907,0.35,0.3600416233090531,0.06060606060606061,0.32020845396641573,0.3177570093457944,0.3384615384615385,0.42857142857142855
returnOnAssets,0.10484566041477572,0.08779604636254959,0.10195108040732598,0.027866010024478378,0.06915275833203695,0.07934569441968266,0.08960983922887568,0.12125874435491012,0.13353786730552974,0.12742732391129497,0.1162303664921466,0.09962973789340349,0.11795596423148304,0.11680206482186681,0.12362605576767326,0.11646973715939234,0.13950790351428433,0.21006033064326568,0.20851409978308025,0.20592592592592593,0.232190285544362,0.48152553469015574,0.17766108412329293,0.13983389960940099,0.17763921025885,0.17969476740289578,0.18209940193854404,0.17786833855799372,0.08293918918918919,0.0643574717455002,-0.014458955223880597,0.14913617886178862,0.14782608695652175,0.172,0.1111111111111111
returnOnEquity,2.6242840778923253,0.8394069902269339,0.5087445490016066,0.08365043957485895,0.17331971778685482,0.18822559157520777,0.2042208659556542,0.23369171039720124,0.24469181150331482,0.2284609045962278,0.2148783185840708,0.19920124683421,0.22291749701076127,0.2397828447339848,0.252615402801584,0.22521982414068745,0.2663098643536034,0.33533458411507194,0.36503164556962026,0.3635769167892758,0.4079626351454999,0.9745166071522812,0.3490297182855799,0.27512393670724294,0.34664845348295487,0.32253164881801105,0.36445435033845136,0.383067782878747,0.18598484848484848,0.1413793103448276,-0.03597331012474616,0.3028895768833849,0.2943722943722944,0.31851851851851853,0.1927710843373494
returnOnCapitalEmployed,0.14636769119998505,0.14456727539241435,0.15566336215988189,0.12127654168325301,0.11980543799012751,0.1379775091605947,0.14944776806258628,0.19726153643604766,0.20934145633884538,0.2233432371025914,0.21448191025057714,0.20982361848700065,0.22356077037656466,0.2150702220790032,0.24351796704387532,0.22435404316937418,0.34672053231939165,0.45507007419620776,0.49811757891688385,0.5220760233918129,0.5309719870877246,0.4269377636082462,0.4445236921498014,0.4231841590286328,0.48101686020929174,0.5024615211543627,0.4745143858624215,0.45996275605214154,0.3809072230124862,0.20687772925764192,0.047329455314648335,0.37688641779189835,0.37943262411347517,0.4391891891891892,0.2916666666666667
netIncomePerEBT,1.057465958919917,0.8401724280858824,0.9034072383436583,0.29671864091226435,0.8105409394807676,0.7779234399580492,0.7743493844475612,0.7994016345592527,0.7860843286803857,0.770020058632927,0.749014109192884,0.7442678636418779,0.713939239213684,0.7047485320398263,0.7139993317741397,0.7029106029106029,0.7124166872377191,0.6795944233206591,0.6735766423357664,0.6525821596244131,0.644912533396454,0.6220026722157719,0.6507100124213073,0.6128056610125325,0.6399997818511025,0.6560874813759502,0.6699544764795144,0.6700519603212093,0.4504587155963303,0.6399583766909469,0.9393939393939394,0.6797915460335843,0.6355140186915887,0.6615384615384615,0.5714285714285714
ebtPerEbit,0.8304478374752443,0.8493874102239122,0.8749108543717016,0.9002723653886444,0.8675052726724917,0.8731684981684982,0.898173420113374,0.9146365881332177,0.9629988913525499,0.9221028668990539,0.8965273412947832,0.8378735515348648,0.9157218001168907,0.9781495817205643,0.9760313060492418,0.9701492537313433,0.925519762394334,1.0209627329192548,0.9956395348837209,0.9543545225427051,1.051399079344395,3.286658485273492,1.05830429162344,0.9408788212469195,0.9874917774862766,0.9620096628870229,1.0141582025238536,1.0083353179328411,0.9045643153526971,0.8452066842568162,-0.7374301675977654,0.9099051633298209,1.0,1.0,1.0
ebitPerRevenue,0.3866943353343709,0.36352001638169346,0.35493342783374676,0.3594938615651126,0.3518871925360475,0.3537128512430156,0.37380317061685764,0.39145656433703463,0.3881656804733728,0.3786805312356887,0.35730728201673123,0.3668158090976883,0.36792533975571995,0.3570664288898796,0.3407979551011336,0.3447844228094576,0.3709636409865243,0.38046474990153606,0.36306068601583114,0.3691719218443089,0.34780893934918106,0.30405933666386054,0.21217033341746672,0.197547658368732,0.22866083215348285,0.22632112329221224,0.21901648184974215,0.20983459097496376,0.1603673143465531,0.09647857445905812,0.017414145344877906,0.19550885867325918,0.18739054290718038,0.23049645390070922,0.21374045801526717
debtRatio,0.9546019663328427,0.8898369687624526,0.7942856617207407,0.6632474647394802,0.5981509878436341,0.5739882331966483,0.5572888019260074,0.47481847161958735,0.4481860851708796,0.4371417263523434,0.4527095940708506,0.4933417779076943,0.47085372026320227,0.5128839807057629,0.5106155270160824,0.4828619656205863,0.4761444385362788,0.37357987933871345,0.4287780187997108,0.4336111111111111,0.4308540401952465,0.5058826795191691,0.490985796292771,0.49174215343466443,0.48755227818264385,0.44286159804339453,0.5003505877500516,0.5356739811912226,0.5540540540540541,0.5447886144830473,0.5980643656716418,0.5076219512195121,0.5,0.46,0.4236111111111111
debtEquityRatio,23.893661702940054,8.507619678648336,3.963552903373881,1.9909898088614792,1.4991645005569996,1.3616274397851509,1.2700614429854304,0.9150774350441572,0.8212461924386311,0.7837392418970884,0.8369368463395012,0.9863952204688616,0.8898365882821841,1.0528990228013029,1.0433831786748626,0.9337196909139355,0.9089231337085909,0.5963727329580988,0.7506329113924051,0.7655713585090731,0.757018534126205,1.023810861410179,0.9645817203465947,0.9675052864559207,0.9514185690075418,0.7948861476575945,1.0014033349843157,1.153659195247097,1.2424242424242424,1.1967816091954022,1.4879605454017986,1.0309597523219813,0.9956709956709957,0.8518518518518519,0.7349397590361446
longTermDebtToCapitalization,0.9355188162446296,0.8514883148831488,0.7034359770208827,0.5510632866652267,0.47181579257050954,0.4588987802366295,0.4508925548960755,0.3259328492343087,0.2928953786702987,0.23638397538977837,0.2708073623230916,0.2720525668904226,0.26908847263087365,0.3077269993986771,0.269283925023754,0.27642550730226056,0.014459803564932703,0.019980387349840648,0.026943802925327175,0.04645362431800468,0.04573103347846007,0.044477911364485666,0.07604627386009975,0.09330067338157727,0.11264953859657269,0.00047933412634542196,0.06318150181733818,0.1005586592178771,0.140625,0.18063665473723864,0.04962779156327544,0.1869100062932662,0.12830188679245283,0.03571428571428571,0.09782608695652174
totalDebtToCapitalization,0.9414637417163036,0.8556967169031086,0.7205331486042693,0.5700220978889463,0.5181132514382342,0.48116167822347056,0.46300526368060385,0.34023897653864016,,0.27382733286792327,0.2858630471471148,0.3224209623127186,0.28979846014492755,0.3279530661685298,0.30976664490861616,0.2819286329283459,0.20834246475272117,0.021060364883065997,0.049338146811071,,0.046144119540521895,0.04485800579577834,0.07688597055491507,0.0941127211033751,0.11376490374204956,0.003473685500399847,0.07008520764565901,0.10803324099722991,0.15533514637657975,0.20533430763609792,0.36495946941783347,0.25346687211093993,0.16,,
interestCoverage,6.2712339743589745,7.118796992481203,6.734870317002882,7.071111111111111,7.383759733036707,8.932515337423313,12.501312335958005,16.39277899343545,18.107904642409032,18.351174934725847,15.752475247524753,13.047745358090186,13.579365079365079,,,,,,,,,,,,,,,,,,,,-35.666666666666664,65.0,-28.0
cashFlowToDebtRatio,0.1885809246839575,0.18351327569590906,0.25906671177025653,0.25381481053795013,0.24393444887668583,0.30922357769923614,0.341675008341675,0.6172078593588418,0.7691143073429221,0.834223625106228,0.7043085039567893,0.5923575571477312,0.8063098261379176,0.6587753648985404,0.7269853812722245,0.7704445198506956,1.2454417952314165,18.47093023255814,9.216463414634147,10.88255033557047,7.175326642431906,9.63406829872702,5.871436554919455,5.2547475924377,3.3876205222273725,136.37377300613497,6.228915662650603,4.944258639910814,3.269824922760041,2.1556939501779357,0.4512872286723877,0.21732522796352582,0.8409090909090909,,
companyEquityMultiplier,25.029973272241314,9.560874606592678,4.990084920817076,3.0018807680531863,2.5063312291125137,2.3722218697794415,2.2790004726383493,1.9272153248858739,1.8323777100877978,1.7928721845815785,1.8487278761061947,1.9994155464640562,1.8898365882821841,2.052899022801303,2.0433831786748624,1.9337196909139356,1.908923133708591,1.5963727329580988,1.750632911392405,1.765571358509073,1.757018534126205,2.0238108614101793,1.9645817203465947,1.9675052864559208,1.9514185690075418,1.7948861476575946,2.0014033349843157,2.153659195247097,2.242424242424242,2.196781609195402,2.4879605454017986,2.0309597523219813,1.9913419913419914,1.8518518518518519,1.7349397590361446
receivablesTurnover,7.483638380476982,7.03801116915871,7.694974678613167,7.5451790111763595,7.118490566037736,6.87966573816156,6.804200783196867,6.287990800065714,6.146470490990247,5.821075740944018,5.374471937235969,4.802148612354521,5.248758465011287,3.8679082600448353,3.9215515362824145,4.204678362573099,4.068620689655172,4.351328191945159,4.266096352994147,4.153284671532846,4.00148125603142,3.630652932243841,3.5608173631583107,3.459459066819562,3.326236922441351,3.5077941752991753,3.5057308283114734,3.476546212647672,3.1386800334168754,2.938902743142145,2.6629533678756476,1.9533199195171027,2.053956834532374,2.028776978417266,1.8985507246376812
payablesTurnover,10.543624161073826,12.461538461538462,13.78448275862069,15.275992438563327,12.469115191986644,14.839285714285714,9.344913151364764,15.363057324840764,16.97613365155131,17.940639269406393,11.98002853067047,7.43741935483871,17.690036900369005,13.005221932114882,13.304761904761905,12.07089552238806,11.52608695652174,12.13089005235602,10.271929824561404,10.552631578947368,10.35140978557043,10.235583227534391,10.79320596274692,9.485298166859966,8.360831302172084,6.451119809293976,5.0576923076923075,4.118997912317328,3.3401920438957475,3.4363057324840764,3.937625754527163,1.7919876733436055,1.9423076923076923,2.125,1.7272727272727273
inventoryTurnover,,,,,24.89666666666667,35.278301886792455,23.987261146496817,38.285714285714285,29.6375,49.734177215189874,27.716171617161717,22.254826254826256,,,,,,,,,,,,,,,,,,,,,,,
fixedAssetTurnover,5.742516669031068,6.256886611146701,6.318937939859245,6.754451415974224,7.098400752587018,9.26175,10.37059142702116,12.50408363279974,12.178185391418276,12.287653095001655,12.468323416170808,9.70684039087948,12.097814776274713,13.287914691943127,11.226450405489707,10.337886412652768,8.182385575589459,9.50936329588015,8.921845574387948,9.800405268490374,11.140970360635691,10.840680396594806,8.939152308599043,7.645813667255311,6.541629648724665,6.158622479781379,5.545607476635514,5.286922060766182,7.94291754756871,5.693236714975845,5.292996910401648,5.647469458987784,6.074468085106383,5.875,4.851851851851852
assetTurnover,0.3087478166688277,0.33843275178017634,0.3634105731816133,0.2901780510549015,0.2794852990199347,0.33024603316099127,0.3446795848624474,0.4236584609935358,0.4544565589400088,0.4739234235959503,0.4844223838988237,0.4355451622332651,0.49038299308250377,0.4745282220529745,0.5205368506305681,0.49536670226325397,0.5703581959684826,0.7957376792290214,0.8563810556760665,0.8956481481481482,0.9845434699043351,0.7746653820485916,1.2159328805477507,1.2276770055942496,1.229231667495621,1.2579667304392324,1.2237162301505464,1.2546081504702193,1.2692567567567568,1.233256592716618,1.1985774253731343,1.233231707317073,1.241304347826087,1.128,0.9097222222222222
operatingCashFlowPerShare,5.394567062818336,4.091871691061974,4.004127682993946,3.733559815578743,3.432806804374241,3.2127457948353473,3.2552225249772935,3.295273851590106,2.982595932061229,2.7403788634097705,2.221473851030111,1.7313522138013562,1.6282051282051282,1.4420416910188973,1.067698259187621,0.873941493456505,0.6915887850467289,0.6092042186001918,0.5701622029422859,0.5877129394708228,0.3893561962441937,0.5148172918473815,0.31251971516088956,0.27526265882023204,0.1701690306116467,0.1473108830763552,0.09496397856155205,0.07405720873454265,0.06466395112016293,0.042850766149769355,0.016227966995146857,0.0073083475304351235,0.006764168190127971,0.007615156017830609,0.001184834123222749
freeCashFlowPerShare,4.669609507640068,3.6047960137028965,3.5473307649972483,3.312302839116719,2.9416767922235723,2.931058990760483,2.939373297002725,3.1671819787985864,2.846299014468442,2.6111665004985043,2.1323296354992074,1.6854806541683287,1.5238658777120315,1.394700954607442,1.0059961315280463,0.8285219399538106,0.6549844236760125,0.5729626078619368,0.5152772538664655,0.5373323667995651,0.33338431556620385,0.46842699157820666,0.25258009197641373,0.21928230968594145,0.10564524691917639,0.09621810884898778,0.05121408866683315,0.032194430313460705,0.05625254582484725,0.034609554005405954,0.00520964935973954,-0.015511073255154266,-0.007678244972577696,0.001114413075780089,-0.002962085308056872
cashPerShare,15.807809847198643,13.409218312052321,10.409190974133187,16.32152390196554,16.057837181044956,13.296612177209193,12.345140781108084,8.573100706713781,6.755294611029566,6.116849451645065,5.7147385103011095,3.68348623853211,2.489940828402367,2.1513734658094683,1.3578336557059962,1.4636258660508084,0.9349688473520249,1.6465963566634707,1.2295360241418332,1.0585357013410657,1.0519840099229532,1.3668285659848018,0.4432044261573837,0.32719601799920006,0.20033630752306025,0.13931724101139809,0.08018586689864127,0.06759494497349011,0.05796334012219959,0.027111112054311357,0.018424369686883737,0.011448040886835438,0.009140767824497258,0.008915304606240713,0.007503949447077409
payoutRatio,0.22282845918812746,0.302910705476073,0.2645493097536768,0.8209150326797385,0.28184252811997856,0.28547354229861815,0.22690682229824916,0.19881332724783204,0.1311670480549199,0.12072938583308286,0.12413712413712413,0.16365118174409127,0.054174861433935274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
operatingCashFlowSalesRatio,0.39247511055115,0.33631104740452544,0.36832379891662026,0.3862820416258693,0.37441687871077184,0.3660485329446379,0.37503270025637003,0.38983670803396475,0.3825712748789672,0.37022170738934834,0.31480545730166754,0.32367636092468305,0.3550232238087046,0.330004458314757,0.30673482996221385,0.3157858136300417,0.3010424612255276,0.312820007877117,0.31905013192612136,0.33526310348392435,0.20066149327530333,0.2886008942828758,0.20471818409625103,0.2260091384692826,0.18128836859749317,0.21053607368645372,0.1916815531362702,0.22162810454250162,0.2112722917221187,0.20560033941450997,0.08697344099620585,0.02946023897816234,0.0647985989492119,0.1453900709219858,0.04580152671755725
freeCashFlowOperatingCashFlowRatio,0.8656133945993579,0.8809650658345384,0.8859184935743248,0.8871701546860783,0.856930482797678,0.9123221001401076,0.9029715401785714,0.9611286106829301,0.9543025871766029,0.9528487229862476,0.9598715890850722,0.9735053565257459,0.9359176256814052,0.9671710348554444,0.9422101449275362,0.9480290684871173,0.9470720720720721,0.9405099150141643,0.9037380086007277,0.9142769041011409,0.8562450496026374,0.9098897783664048,0.8082053058520867,0.7966293380503524,0.6208253437153083,0.653163614524769,0.5393001582556708,0.43472378804960543,0.8699212598425197,0.8076764341725134,0.32102908277404923,-2.1223776223776225,-1.135135135135135,0.14634146341463414,-2.5
cashFlowCoverageRatios,0.1885809246839575,0.18351327569590906,0.25906671177025653,0.25381481053795013,0.24393444887668583,0.30922357769923614,0.341675008341675,0.6172078593588418,,0.834223625106228,0.7043085039567893,0.5923575571477312,0.8063098261379176,0.6587753648985404,0.7269853812722245,0.7704445198506956,1.2454417952314165,18.47093023255814,9.216463414634147,,7.175326642431906,9.63406829872702,5.871436554919455,5.2547475924377,3.3876205222273725,136.37377300613497,6.228915662650603,4.944258639910814,3.269824922760041,2.1556939501779357,0.4512872286723877,0.21732522796352582,0.8409090909090909,,
shortTermCoverageRatios,1.9256969696969697,5.541543652467313,3.2378727191811305,3.425963037185482,1.4418699601918954,3.6162666666666667,7.171585792896448,9.894562334217506,,4.65864406779661,9.751304347826087,2.760254372019078,8.246753246753247,7.394605394605395,4.06480117820324,28.559748427672957,1.318975120683253,353.0,19.758169934640524,,764.8711828711829,1086.4228911185432,496.7286970863112,552.1816005471957,306.60636715263314,158.128579050329,59.239583333333336,64.27536231884058,29.672897196261683,14.684848484848485,0.4963908939478068,0.6729411764705883,3.7,,
capitalExpenditureCoverageRatio,-7.441217798594848,-8.40089514066496,-8.76566265060241,-8.862903225806452,-6.989609104403761,-11.4053826745164,-10.306254493170382,-25.72586206896552,-21.883076923076924,-21.208333333333332,-24.92,-37.743478260869566,-15.60491493383743,-30.46090534979424,-17.304075235109718,-19.241525423728813,-18.893617021276597,-16.80952380952381,-10.38831615120275,-11.66546762589928,-6.956282181836755,-11.097520146673094,-5.21390857261564,-4.917130083628235,-2.63730706529389,-2.8832038444577033,-2.1706106870229007,-1.7690466693258875,-7.687651331719128,-5.1995708154506435,-1.472817133443163,-0.3202687569988802,-0.46835443037974683,-1.1714285714285715,-0.2857142857142857
dividendPaidAndCapexCoverageRatio,17.119612068965516,8.724435590969456,11.439465408805031,10.95868945868946,23.15737704918033,10.030325443786982,16.59259259259259,9.33729662077597,18.16602809706258,24.673249551166965,18.353518821603927,11.21576227390181,-36.52654867256637,,,,,,,,,,,,,,,,,,,,,,
dividendPayoutRatio,0.22282845918812746,0.302910705476073,0.26454930975367685,0.8209150326797385,0.28184252811997856,0.28547354229861815,0.22690682229824916,0.19881332724783204,0.13116704805491988,0.12072938583308286,0.12413712413712413,0.1636511817440913,0.054174861433935274,,,,,,,,,,,,,,,,,,,,,,
priceBookValueRatio,43.76456437953417,14.698688918336924,9.503281323571265,3.9708538713423436,3.830785293074638,3.6533978303622408,3.6471486672831515,3.91483927368915,3.280236185965777,3.4093001514145764,4.176631134352373,3.4937474831482564,4.3283937823834195,4.6815635179153094,6.022855655180566,5.015323741007195,6.255901079634585,7.781732332707942,10.075477848101267,8.542661435344124,16.93876680114646,36.94034302873823,14.523295474995447,8.11895335188693,14.303625199717942,14.1404936420977,14.143974500248888,14.97438007993789,11.308334450757576,4.894633116882759,3.3542618857441258,5.764877123691961,7.5040822510822505,8.391063703703704,7.229927710843373
priceToBookRatio,43.76456437953417,14.698688918336924,9.503281323571265,3.9708538713423436,3.830785293074638,3.6533978303622408,3.6471486672831515,3.91483927368915,3.280236185965777,3.4093001514145764,4.176631134352373,3.4937474831482564,4.3283937823834195,4.6815635179153094,6.022855655180566,5.015323741007195,6.255901079634585,7.781732332707942,10.075477848101267,8.542661435344124,16.93876680114646,36.94034302873823,14.523295474995447,8.11895335188693,14.303625199717942,14.1404936420977,14.143974500248888,14.97438007993789,11.308334450757576,4.894633116882759,3.3542618857441258,5.764877123691961,7.5040822510822505,8.391063703703704,7.229927710843373
priceToSalesRatio,5.663153443019837,4.542642827889834,5.240444075178454,4.5585414406115845,5.468779046994276,4.663414851404973,4.642944477476063,4.794770358510777,3.939106649569661,4.012432451038496,4.663681994273201,4.011947613199105,4.670540168587649,4.805751226036558,5.662408025672372,5.235746870653686,5.745842868039664,6.125930484442694,6.72052981530343,5.402197870360799,9.791980733856418,23.562255056155262,6.079746505480981,3.3612438191729797,5.962960718591231,6.262655315125139,5.775055010145776,5.541964862926391,3.9731172411498537,1.806674082175647,1.1248312793228914,2.3016752916594605,3.035802101576182,4.0169985815602836,4.580793893129771
priceEarningsRatio,16.67676329259421,17.51080118401579,18.67986859460435,47.46961153490196,22.102420555436527,19.409676440849342,17.85884439484806,16.75215294130534,13.405582172173911,14.922904019136359,19.437191997191995,17.538783208801956,19.417021276595744,19.524180402101067,23.841996918577447,22.26857142857143,23.49106029106029,23.205874673629243,27.601655830082358,23.496160071942448,41.52038775586702,37.90632479489989,41.61048390473251,29.51016712343077,41.26262516391485,43.84218942208829,38.808631278825594,39.090679898491366,60.80244999999999,34.620575704780485,-93.24307032387098,19.03293333171213,25.491808823529414,26.34403720930233,37.50525
priceToFreeCashFlowsRatio,16.66948721785922,15.33235161987041,16.059963046621675,13.301924111428571,17.04470019702602,13.964236178467507,13.710405221784473,12.796864616972314,10.789449331884486,11.374227187094311,15.433823857302116,12.732272510472134,14.056355164380017,15.056991199888252,19.592519675062487,17.488975609756096,20.153151010701546,20.821603078982598,23.307840409956075,17.624101180438448,56.99128337135871,89.72849719524037,36.74577013324825,18.66885662533888,52.98129507219705,45.54178056936627,55.86570169416857,57.52088115768672,21.617670492396815,10.879741470843127,40.286204599860625,-36.81163711932462,-41.27245238095238,188.79893333333334,-40.0056
