,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984
capitalExpenditureCoverageRatio,-5.8310181114823285,-5.620195930670686,-7.977864583333333,-5.221354166666667,-4.562389593704834,-3.380040911747516,-3.6059234882764293,-3.5693430656934306,-3.8296910324039186,-4.766248574686431,-3.5537801449918627,-2.3532675709001234,-3.3562086474842285,-3.249555634553857,-3.313984674329502,-3.8369565217391304,-4.919444444444444,-4.132850241545894,-2.3264331210191083,-2.2939521800281293,-1.8043478260869565,-2.3964227642276423,-2.5689204333208817,-2.442862228551086,-3.9849818746763335,-3.614153846153846,-5.122670807453416,-4.26517571884984,-1.4847184986595174,-1.3784866944533505,-1.1097368042571552,-0.9816083663901911,-1.1625925925925926,-0.8044755877034359,-0.8295592890187484,-1.2585840170161045,-1.4344630461412822,-0.3066285169289461,-0.8360481586402266
dividendPaidAndCapexCoverageRatio,3.7863667503996346,4.168809390721073,5.0016326530612245,4.358018941158205,5.4951644100580275,5.13268249389838,7.680490654205608,8.32885686210285,7.945590994371482,11.533307055577454,19.33977455716586,18.942928039702235,-351.80645161290323,108.1775147928994,224.66233766233765,38.369565217391305,14.168,36.40425531914894,-6.7953488372093025,-5.3475409836065575,-6.168918918918919,150.3877551020408,11.182113821138211,13.588118811881188,5.373603351955308,3.7123893805309733,3.774599542334096,4.744136460554371,-3.1937716262975777,-2.463896848137536,-1.7142857142857142,-1.5825581395348838,-1.7477728285077951,-1.2357638888888889,-1.2553426676492263,-1.897388914338067,-2.439583333333333,-0.5882891125343093,-1.2666309012875536
dividendPayoutRatio,0.5335574188305692,0.5326951021454825,0.5482303319273794,0.6742169224624864,0.5348193336461755,0.6848265460030166,0.6313774007305291,0.8332923933513469,0.5389717167287875,0.4676584734799483,0.5104957570343903,0.40560529388867267,0.4205815093106827,0.4442655627108249,0.40912952807600217,0.4423076923076923,0.44495412844036697,0.3717741935483871,0.39146919431279614,0.4427480916030534,0.7816593886462883,0.46970380393925726,0.5358072916666666,0.6200187090739009,0.7972972972972973,0.7200269420745398,0.6372795969773299,0.8089275993467611,0.6371568418812513,0.5429756965026674,0.4947538337368846,0.4455257034059657,0.4740429994756162,0.31881065455296304,0.49205227834687393,0.4990990990990991,0.5498637602179836,-1.3753424657534246,0.4120171673819743
priceBookValueRatio,4.048693966814956,3.8925940048023318,4.652151878407892,4.570342402767028,4.326164499441468,7.531549318041083,7.981579906827309,6.689700946600755,5.1655476071004465,4.698126430184947,3.85022906273261,3.755781073246406,4.50484757989228,3.5930659038707558,3.342964788571061,3.86795080785862,3.1625815268191264,3.3080180096194503,3.2955410870807924,4.209693501556886,3.9662610375838923,230.94172640153846,-39.974870242214536,73.79638503467989,56.7314668769716,20.66025504419192,27.77711038961039,58.1822452535461,6.312407117289314,7.333303526513593,6.685462061886352,6.667068640185561,7.141006168655565,6.227443846864592,4.976026411417484,5.545038493502177,4.323643472806901,2.170742865591398,1.6603793265306124
priceToBookRatio,4.048693966814956,3.8925940048023318,4.652151878407892,4.570342402767028,4.326164499441468,7.531549318041083,7.981579906827309,6.689700946600755,5.1655476071004465,4.698126430184947,3.85022906273261,3.755781073246406,4.50484757989228,3.5930659038707558,3.342964788571061,3.86795080785862,3.1625815268191264,3.3080180096194503,3.2955410870807924,4.209693501556886,3.9662610375838923,230.94172640153846,-39.974870242214536,73.79638503467989,56.7314668769716,20.66025504419192,27.77711038961039,58.1822452535461,6.312407117289314,7.333303526513593,6.685462061886352,6.667068640185561,7.141006168655565,6.227443846864592,4.976026411417484,5.545038493502177,4.323643472806901,2.170742865591398,1.6603793265306124
priceToSalesRatio,2.247322736813424,2.0336747538522646,2.126863145027969,1.9117164623200438,1.6878483906076083,2.0868252022144973,2.375810401231653,1.8959648287255464,1.8847891914325279,1.763624553000152,1.4842816904982021,1.6066601538789802,1.6449323143581254,1.2655815436863995,1.5220515915353683,1.6535629598939077,1.5682491901030928,1.6698959643009605,1.5623305894308943,1.6728983789263276,1.7842935552144923,1.69673337000438,1.72423770932211,1.9376262220725735,1.7885504724017902,1.8231911730296118,1.57964364844904,1.6320243063540691,0.853078067371931,1.0989227495906462,1.1783666256062124,1.038292577471162,0.8970139411334781,0.8110324335310966,0.6235886964180789,0.7804706059880889,0.6438426049638323,0.5182426957992999,0.4939205135988344
priceEarningsRatio,15.765874219979315,15.755373221249679,17.187495833554923,18.395321778011066,12.46710877875176,19.665636376199096,23.18297705705196,27.369547793236716,18.50242298995834,16.896743837580853,15.775547739520196,13.294458333843073,15.902803652009148,14.254092404753143,16.049432712443036,17.983942611013983,16.747174837431192,15.142185663387096,16.393364573459714,19.166270849509267,30.968011944104802,18.05588599139979,18.80328369140625,22.64285714815248,25.581614509246087,22.960992920689268,17.958333333333332,22.32905982784431,15.461971891891892,17.663104127287237,18.49293773333333,15.712110144207141,15.165744616179882,9.412531273807312,11.407421903956013,18.243676196639594,16.092907312954292,-30.420136321917813,8.72946212446352
priceToFreeCashFlowsRatio,15.535761547554051,15.031977761816997,11.659316387432357,14.207050533321583,11.976472437235719,20.01092288878998,20.705490795390688,18.261816389794582,17.97913209207989,13.557735031996886,14.324208314784777,27.229412781036448,15.894495519754457,14.691085755973454,17.202749012997764,15.765233982375479,12.937222234443656,14.476723379028526,20.762304471788717,19.10377214021739,34.8485244972973,27.966860206986496,27.506517857142857,29.86086145000617,18.720202984038863,24.07444973369821,16.11177024482109,16.054200745107632,26.790488908554572,37.86233375188509,120.11926527706422,-728.1484769771289,65.87944187484062,-52.699293594276085,-46.13487344299925,47.59219877384242,27.75421514969091,-15.272833229023384,-43.930122570194385
priceToOperatingCashFlowsRatio,12.871430679337173,12.357341868825422,10.197858090460258,11.486099209234059,9.351428654530094,14.090603161522502,14.963413665160848,13.145520182428818,13.28446300782369,10.713205457101845,10.293512061677768,15.65851743630469,11.158647070144875,10.170133537227874,12.011792897161687,11.656447788668554,10.30740856736307,10.973880901578024,11.837782084188913,10.775886185775597,15.534884414457832,16.296607101207766,16.7990948087829,17.637142444895805,14.02251461988304,17.413291753575685,12.966580782055168,12.290182143445692,8.746335129408932,10.39574020097694,11.878045542560912,13.642752507653775,9.213467659463216,12.808341938479577,9.478841036131339,9.778117130985008,8.406058901016548,34.536080116640754,8.614844027954256
priceCashFlowRatio,12.871430679337173,12.357341868825422,10.197858090460258,11.486099209234059,9.351428654530094,14.090603161522502,14.963413665160848,13.145520182428818,13.28446300782369,10.713205457101845,10.293512061677768,15.65851743630469,11.158647070144875,10.170133537227874,12.011792897161687,11.656447788668554,10.30740856736307,10.973880901578024,11.837782084188913,10.775886185775597,15.534884414457832,16.296607101207766,16.7990948087829,17.637142444895805,14.02251461988304,17.413291753575685,12.966580782055168,12.290182143445692,8.746335129408932,10.39574020097694,11.878045542560912,13.642752507653775,9.213467659463216,12.808341938479577,9.478841036131339,9.778117130985008,8.406058901016548,34.536080116640754,8.614844027954256
priceEarningsToGrowthRatio,0.9241227812018645,2.5709904483766497,0.7490669825967221,-0.8815420436475434,0.40410628455264314,-55.65375094464216,0.5781433784598142,-0.9019510068225736,13.229232437820201,0.929320911066947,-1.1624087808067516,0.6425654861357485,0.8802537796112112,7.860113811763844,0.9457701419832502,2.1940409985437057,-1.928812550242075,0.8211723763606078,1.2369538723610527,0.23828336731822325,-0.7548452911375546,1.2763643545644676,1.0968582153320319,0.7283907058502063,-4.809343527738267,-3.826832153448208,0.6367045454545454,-1.066032533716438,-3.4237223474903447,5.298931238186167,4.4383050559999955,0.680858106248976,-0.7061549836908756,0.12163886569227911,0.3422226571186805,0.86242832929569,0.045376576543845165,0.22895616811130184,2.7981436846515257
priceSalesRatio,2.247322736813424,2.0336747538522646,2.126863145027969,1.9117164623200438,1.6878483906076083,2.0868252022144973,2.375810401231653,1.8959648287255464,1.8847891914325279,1.763624553000152,1.4842816904982021,1.6066601538789802,1.6449323143581254,1.2655815436863995,1.5220515915353683,1.6535629598939077,1.5682491901030928,1.6698959643009605,1.5623305894308943,1.6728983789263276,1.7842935552144923,1.69673337000438,1.72423770932211,1.9376262220725735,1.7885504724017902,1.8231911730296118,1.57964364844904,1.6320243063540691,0.853078067371931,1.0989227495906462,1.1783666256062124,1.038292577471162,0.8970139411334781,0.8110324335310966,0.6235886964180789,0.7804706059880889,0.6438426049638323,0.5182426957992999,0.4939205135988344
dividendYield,0.03384255204538028,0.03381037660390189,0.03189704522616241,0.03665154274541774,0.04289842521930117,0.034823513101861665,0.027234526401710445,0.03044596862346632,0.029129791110131843,0.027677431697804802,0.032359938650847554,0.030509350866604508,0.026447003843724552,0.03116757981466999,0.025491837338201137,0.024594589844654412,0.026568906860986553,0.024552214707505203,0.023879734544949432,0.023100377484981095,0.02524086434922369,0.026013888444077583,0.02849541071975365,0.027382529731875764,0.031166809155423955,0.031358702324486634,0.03548656688504854,0.03622757095836293,0.04120799380157781,0.030740672341043353,0.026753663526649735,0.028355561367435136,0.03125748266721265,0.03387087333671148,0.0431343981567153,0.027357375439004503,0.03416808097660267,0.04521158127626423,0.04719845982575877
enterpriseValueMultiple,12.734902473512584,12.097756888136272,13.336390332846149,14.162019730820074,13.151764700867657,12.836003074058539,13.941168610757279,15.528854576102754,11.539018856706168,10.977699754540538,9.962711770376078,9.018418992064442,9.501118018881032,8.68733026522103,9.598846247141694,10.218073777906977,11.511640181411192,10.39425233174265,12.497477106458122,14.77007483869116,22.557250221953677,12.134698144640984,12.399911569321025,13.871024639960783,14.956469834614488,13.477525377185561,10.501167108753316,13.790957198735256,8.621564921971059,9.342959219120077,9.508272428727238,8.351752609739762,8.213885067596511,6.2118370242070595,6.571925297268855,7.523979670125668,7.387333391177268,52.345086868421056,5.528832280513918
priceFairValue,4.048693966814956,3.8925940048023318,4.652151878407892,4.570342402767028,4.326164499441468,7.531549318041083,7.981579906827309,6.689700946600755,5.1655476071004465,4.698126430184947,3.85022906273261,3.755781073246406,4.50484757989228,3.5930659038707558,3.342964788571061,3.86795080785862,3.1625815268191264,3.3080180096194503,3.2955410870807924,4.209693501556886,3.9662610375838923,230.94172640153846,-39.974870242214536,73.79638503467989,56.7314668769716,20.66025504419192,27.77711038961039,58.1822452535461,6.312407117289314,7.333303526513593,6.685462061886352,6.667068640185561,7.141006168655565,6.227443846864592,4.976026411417484,5.545038493502177,4.323643472806901,2.170742865591398,1.6603793265306124
