,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,0.8808364689771565,0.49559629805159344,0.5609528164350465,0.8484253480396576,0.6359267904460048,0.6174204422467461,0.6243397815338299,0.6447427599892256,0.9281836790821214,0.7123456008579695,0.7109974853822585,0.8574328815687433,0.586005439835105,0.6840935560197463,1.0110396555506802,0.8324521263181245,0.6993866766386042,0.8419364816233903,0.7702364197267596,0.6667757480092655,0.6664268722015818,1.006659939455096,0.7135270228053733,0.8575520336070269,0.817835088993825,0.8533201189296333,0.8186431121969555,0.8961038961038961,0.6738461538461539,0.7663551401869159,0.6211878009630819,0.6935483870967742,0.48873483535528595
quickRatio,1.454402385122972,0.20132652349322663,0.2466724561603528,0.3581076794128156,0.28464839212155807,0.2827970550163383,0.2603231390578029,0.33271058985175245,0.366718595125985,0.33195899322636024,0.40602302828334613,0.5337309354112042,0.328457270201497,0.36646793750320406,0.3998745337867486,0.2868327734188118,0.3237187372378061,0.5165286096818869,0.49816086398165127,0.43265052079466215,0.502603882487841,0.6825428859737639,0.5031240237425805,0.5147985487874738,0.4565928078459862,0.5240832507433102,0.4251080623942868,0.3302411873840445,0.3769230769230769,0.4672897196261682,0.3258426966292135,0.41774193548387095,0.21837088388214904
cashRatio,0.044080083326411515,0.0049476391297967395,0.003496740984036037,0.011597426059312837,0.0068688096795999215,0.027378169986209688,0.004877038219072914,0.005885173021368504,0.02418180375103134,0.025011450765432465,0.08406574626774575,0.13421655157132834,0.06988713935858819,0.04066595088547236,0.059791849495392714,0.06778083274613096,0.10047752131747664,0.1987699113967822,0.07364789620088806,0.02623360457004993,0.008698914965021346,0.04177598385469223,0.03202124336144955,0.05251097956845522,0.048492553577915,0.15758176412289396,0.06521330576959218,0.09647495361781076,0.13538461538461538,0.27102803738317754,0.09470304975922954,0.20967741935483872,0.019064124783362217
daysOfSalesOutstanding,44.03863610132417,42.916936145302685,39.65072508016939,42.49291503426363,37.468741085928926,38.46842159920788,41.63414271607088,55.89316997372799,41.02934183858279,46.409599124323314,47.195808674043896,47.90552973657768,42.210695570875146,46.740887212582514,53.223023868905045,60.797846687784784,45.68811007940408,47.373737158658436,61.99084359296078,35.55647493624451,58.198220951580886,47.82021127341751,51.668074720735945,44.291764823818355,45.11799977995379,40.41711582225416,41.469890240284776,28.13532362657531,35.646305051007715,31.18811881188119,33.064921992954204,31.223474801061005,28.66948978894884
daysOfInventoryOutstanding,62.4988949096182,63.64423170466763,50.805216625805784,55.40279806731649,51.91400719437858,51.873946209400025,44.75163972193457,46.91767024543217,48.43793145094141,81.85656447381976,70.77753471243724,62.27134483111255,62.61615227888854,45.156052395588226,43.10595259596927,54.81541984526565,46.8348375071084,52.69205654033201,63.06464844820079,14.828692697069084,17.237289659874,42.134782062554955,56.4306976744186,67.0476408612002,98.678955453149,135.2853965900667,152.45759893581643,1242.1465968586388,1778.205128205128,1975.2941176470588,533.2389580973952,658.3860759493672,1520.8333333333333
operatingCycle,106.53753101094237,106.56116784997032,90.45594170597516,97.89571310158013,89.38274828030751,90.3423678086079,86.38578243800546,102.81084021916016,89.4672732895242,128.26616359814307,117.97334338648113,110.17687456769022,104.82684784976368,91.89693960817074,96.32897646487432,115.61326653305044,92.52294758651249,100.06579369899045,125.05549204116157,50.3851676333136,75.43551061145489,89.95499333597246,108.09877239515455,111.33940568501855,143.79695523310278,175.70251241232086,193.9274891761012,1270.281920485214,1813.8514332561356,2006.48223645894,566.3038800903494,689.6095507504282,1549.502823122282
daysOfPayablesOutstanding,59.56143918366217,63.74137599912896,47.91024488134567,49.11537436297844,48.615313648029094,55.12594717402617,51.60897984246024,51.39897527068415,42.977570802512716,118.23131384576368,82.41113281716444,68.5655241486931,64.42706751969317,82.23568956471026,100.94187499900103,154.96408033036414,143.57609680069083,124.2208480585863,187.50677641576627,36.87020356442303,70.89623229064965,85.50747393543526,105.79906976744185,98.14704535043519,206.44086021505376,155.57820607857673,153.91420019953443,926.8324607329843,1417.216117216117,1502.9411764705883,363.7599093997735,589.0822784810127,1202.1825396825398
cashConversionCycle,46.9760918272802,42.819791850841355,42.545696824629495,48.780338738601685,40.767434632278416,35.21642063458173,34.77680259554522,51.41186494847601,46.489702487011485,10.034849752379387,35.56221056931669,41.61135041899712,40.39978033007051,9.661250043460484,-4.612898534126714,-39.350813797313705,-51.05314921417835,-24.15505435959585,-62.4512843746047,13.51496406889057,4.539278320805238,4.447519400537203,2.299702627712705,13.192360334583356,-62.64390498195098,20.12430633374413,40.01328897656677,343.4494597522297,396.63531604001855,503.54105998835166,202.54397069057586,100.52727226941545,347.3202834397423
grossProfitMargin,0.45571820544401953,0.42848356293153195,0.42760265026967853,0.46547383443057744,0.4321207243184719,0.4365020399417184,0.40204065033199377,0.41515092218322786,0.4307478578377154,0.6885695872034712,0.6792497345759113,0.6114765668385651,0.5608020133789674,0.5927032426879175,0.632163816955283,0.7027291240999278,0.6725275672693101,0.6940289979743436,0.7370084848815768,0.41463422136572853,0.4756934291734132,0.6714945943715441,0.7477236459213367,0.7811638514360183,0.8209373968533392,0.8384237633249491,0.8215959655888461,0.9766303682858192,0.983018163722319,0.9827071748270717,0.9444514343231002,0.9580901856763926,0.9827880609248002
