,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,1.7846069708251824,2.0799936835218875,2.5157654542940118,2.5288389513108616,2.900800164136233,2.4772730794861064,2.3528817157201343,2.501343816438686,2.504021917808219,2.7117620333003716,2.602912383749388,2.603669979842914,2.1293456228247982,1.8228896944588295,1.4468982132101988,1.6909994106255788,2.183851706621513,2.887776263553949,4.71414256129334,4.2201946472019465,3.8116760828625234,3.5606360043118936,3.10691952844695,2.320830465703143,2.7729493891797556,2.8734072022160664,3.232577319587629,4.172234595397179,4.72289156626506,5.0621669626998225,3.9599462967106733,3.505453306066803,3.8538543897216275,2.952770780856423,2.9237288135593222,4.346938775510204
quickRatio,1.5671735975263457,1.8991957769832049,2.3307702945650672,2.3529674445404782,2.7398611681028586,2.367582562338246,2.2156948632848694,2.2951983633519193,2.3069150684931508,2.525803779030922,2.4112824278022518,2.35486897893932,1.9046926989712012,1.577236073093142,1.2464364585424614,1.4628694114675422,1.937305053025577,2.6622622503999525,4.441312044892778,3.88178044940604,3.435420590081607,3.1684333453108158,2.7727319323423885,2.2345721495755906,0.9247818499127399,1.298060941828255,1.336082474226804,1.8878990348923534,2.1380065717415113,2.399644760213144,3.6140076079659877,2.2511929107021134,2.287473233404711,1.9118387909319898,2.347457627118644,3.816326530612245
cashRatio,0.14651563913253823,0.1604385440517951,0.18774719955746094,0.16358398156150966,0.20424702503077555,0.11875648953151394,0.10967535421264551,0.11221870111115569,0.1900054794520548,0.10166501857444477,0.2122491434165443,0.3339820671439494,0.21054040616514322,0.22475401346452614,0.3459479354881885,0.2572619348320283,0.2991711968630247,0.28743260058067194,1.0676731912619413,0.46071275225418634,0.23666038920276208,0.3523176428314768,0.49677088672475656,0.5706584078917183,0.6699825479930192,1.0265927977839335,1.072577319587629,1.4565701559020046,1.6177437020810514,1.7992895204262878,1.7708659655403893,1.421949556918882,1.318522483940043,1.2115869017632241,1.5508474576271187,2.693877551020408
daysOfSalesOutstanding,81.48113683361075,82.6096746942078,81.69782889906652,85.63257392147358,87.58214026821311,80.31217342968316,78.18922878574777,69.84847189570421,82.15263782202618,81.98422587316472,78.12622926359481,78.21018543671276,76.02122143268677,69.9057104231908,82.0917742469381,80.95086264230665,76.78831127772007,65.86659294259576,58.36432740599973,58.922546369652345,65.99982372642341,52.96944180898166,51.674943369925074,41.49617663442548,36.79232256282795,31.49322063743617,26.89828162841656,35.719218460501935,37.292966229296624,32.87236877164935,108.9826729981513,48.17429749376152,55.82643231367247,50.51400124455507,58.05414551607445,58.02023121387283
daysOfInventoryOutstanding,21.80095770151636,18.420508500536073,15.010959677069318,17.548240503379166,25.333872187312597,23.235311286885963,25.064521049420378,32.06096010654398,36.04737506497364,34.933576966763795,23.67398745008557,32.14868074725557,21.791044776119403,21.53064582476347,30.998879117089153,38.46955952492284,70.51895424836601,28.90564516129032,22.880434782608695,41.08336264509321,47.32132537083414,0.0,0.0,0.0,0.0,0.0,0.0,52.82894736842105,70.77946768060838,96.17219917012449,88.54419655464558,59.94246861924687,98.32364341085271,76.64999999999999,133.17567567567568,83.85135135135135
operatingCycle,103.2820945351271,101.03018319474387,96.70878857613585,103.18081442485274,112.9160124555257,103.54748471656912,103.25374983516815,101.9094320022482,118.20001288699982,116.91780283992851,101.80021671368038,110.35886618396833,97.81226620880618,91.43635624795427,113.09065336402725,119.42042216722949,147.3072655260861,94.77223810388608,81.24476218860843,100.00590901474555,113.32114909725755,52.96944180898166,51.674943369925074,41.49617663442548,36.79232256282795,31.49322063743617,26.89828162841656,88.54816582892298,108.072433909905,129.04456794177383,197.52686955279688,108.1167661130084,154.15007572452518,127.16400124455507,191.22982119175012,141.87158256522417
daysOfPayablesOutstanding,110.69433359936153,105.95985219788636,99.25452493597813,79.80494057329294,82.00675305712721,78.72945915180526,76.80811470408786,72.81660512137539,100.7158238657459,87.02750753123611,86.92954934398175,98.34403286897349,118.52561516740622,99.81571369806663,126.95378513536816,110.83465818759936,138.7954248366013,122.80483870967741,93.31521739130434,100.97520225114316,84.93931805047197,125.50506512301013,175.3748890860692,176.8348115299335,1601.35838150289,498.4185606060606,416.55367231638417,337.98519736842104,224.82889733840307,180.98547717842325,193.27167466817284,109.3218270571827,90.18895348837209,85.16666666666666,106.04729729729729,103.58108108108108
cashConversionCycle,-7.412239064234427,-4.929669003142493,-2.54573635984228,23.375873851559803,30.90925939839849,24.818025564763857,26.445635131080294,29.092826880872806,17.48418902125391,29.8902953086924,14.870667369698637,12.014833314994846,-20.713348958600037,-8.379357450112366,-13.863131771340917,8.58576397963013,8.511840689484785,-28.03260060579133,-12.07045520269591,-0.9692932363976041,28.381831046785578,-72.53562331402847,-123.69994571614413,-135.338634895508,-1564.5660589400622,-466.9253399686244,-389.6553906879676,-249.43703153949807,-116.75646342849807,-51.94090923664942,4.255194884624046,-1.2050609441743063,63.96112223615309,41.99733457788841,85.18252389445283,38.29050148414309
grossProfitMargin,0.684016744842891,0.689258007710247,0.6778100199279796,0.6590195720063889,0.652473722363175,0.6191106170094497,0.6157993436474449,0.646954477452447,0.6898183870187602,0.7398938971598864,0.762218032364391,0.777290079064381,0.8016292170795724,0.7919982203056283,0.808043694141013,0.790833691952584,0.8272435752676031,0.8441741228511109,0.8176734084430569,0.8233448286575326,0.8169927727833598,0.8634171410499684,0.9018121623976303,0.9086443510406644,0.9880557856945595,0.9535129424194401,0.918348518048668,0.8975913761158835,0.8868573886857388,0.8715694111377564,0.871642440279842,0.8444179234024086,0.8255872908568531,0.775980087118855,0.7495769881556683,0.7861271676300579
