,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994
period,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY,FY
currentRatio,2.4687497030407273,2.082299770989239,2.379751523472953,2.1369305795489613,1.8000481160122714,1.9150444334405583,1.9273829372690363,1.6993323860711271,2.233988553376377,2.611466194903375,2.951397685361821,2.567806411320687,1.6873810970266425,2.298782971231875,1.840907898155864,1.8528393732033448,1.9515276557484094,1.7852091664208845,2.2167923577522903,1.8642367474377248,2.346120928236502,2.102094240837696,2.0755983654407473,2.076024909185262,2.6798655211057154,2.5763622409823483,2.71509009009009,3.027089072543618,2.6734616836542093
quickRatio,1.2713427174726084,1.0869209566744416,1.6459924266854615,1.160090638514672,0.9338448732740137,1.0251433550177091,0.9729765399792631,0.7899837318012397,1.015382971680919,1.2570187332033178,1.632043749205138,1.31683170861465,0.8698625969726111,1.105856832338485,0.7242243991229249,0.776756716914093,0.8792969057150769,0.806875158615297,1.2094317844114342,0.8811443697821217,1.4264991672986094,1.176582579723941,1.2092819614711032,1.3354955889984432,1.594322002241315,1.4827321565617806,1.6291291291291292,1.9715335169880623,1.8437146092865233
cashRatio,0.6666189269283347,0.433389797224463,1.1398596376910366,0.608933178528735,0.40313491624477354,0.4196909503955729,0.3941744936365121,0.28602294021951774,0.3500333091719633,0.5535829308081922,0.8678468777820171,0.5951404934038906,0.4248451480322154,0.5623878697106254,0.19812015109448783,0.2252620051536079,0.2948390978677433,0.22471243475338323,0.6220976557284555,0.22167017353333787,0.7548273516194396,0.4433603046168491,0.29363689433741974,0.48858329008822005,0.7616735151288756,0.5636991557943208,0.7075825825825826,0.8700642791551882,0.9384673461683655
daysOfSalesOutstanding,25.627740732137575,28.979352090501923,28.257573376467533,22.840850737108177,23.111772316330914,25.509017761512137,23.364049821783045,24.105998221260396,24.886548845373078,23.00108071000065,23.21534759624672,22.446807756062025,22.214458144680606,20.797891415101862,22.2088533321648,21.607617238212235,21.72130409969157,20.29283817482721,20.82677266664923,25.329108821977712,25.712231805425343,27.268051886078748,30.559582621794267,28.925635832985886,24.948942042318308,26.226739544310018,27.19801852389712,27.72667585844659,27.20112242234404
daysOfInventoryOutstanding,60.84653520650624,52.83805422189207,50.31265411182887,49.97749540929732,46.57945937541017,46.92299349725223,48.848866450175684,48.62884126985405,49.65784071855036,48.1427175528333,50.2897909047911,49.28007586066464,48.4332211574869,48.51428111430044,54.719910891248034,49.41782419396861,47.77081125491169,43.81866970164272,42.46231076807867,46.17654976585848,44.04057254701589,43.35794191153423,39.36813814398533,42.60172786177106,37.35630955942054,39.608352421465966,42.00691968076074,34.10504629834744,31.490320065832215
operatingCycle,86.47427593864381,81.817406312394,78.57022748829641,72.8183461464055,69.69123169174108,72.43201125876436,72.21291627195873,72.73483949111444,74.54438956392343,71.14379826283394,73.50513850103782,71.72688361672667,70.6476793021675,69.3121725294023,76.92876422341283,71.02544143218086,69.49211535460326,64.11150787646993,63.2890834347279,71.5056585878362,69.75280435244123,70.62599379761298,69.9277207657796,71.52736369475694,62.305251601738846,65.83509196577599,69.20493820465785,61.83172215679403,58.69144248817625
daysOfPayablesOutstanding,28.954438067557014,30.614240449350056,30.232231990294117,28.289952577735875,29.91588906723431,28.15893152154918,23.878522736237056,24.25001562650481,22.79307282816642,19.26172235986133,20.415828419328005,21.70598017733947,22.044510535563745,21.038339957312136,26.400856385706827,22.22147617298716,22.70496626657873,22.541464868110943,20.306951326502446,22.42628346419635,21.556027374068734,20.903631808658577,21.67066310768773,25.63671706263499,18.68595359172685,17.9752945026178,18.748938699269825,15.766913295822073,17.84767638269306
cashConversionCycle,57.5198378710868,51.20316586304394,48.33799549800229,44.52839356866963,39.77534262450677,44.273079737215184,48.334393535721674,48.48482386460964,51.751316735757015,51.88207590297261,53.08931008170981,50.0209034393872,48.60316876660376,48.27383257209017,50.527907837705996,48.803965259193696,46.78714908802453,41.57004300835899,42.98213210822546,49.07937512363985,48.1967769783725,49.722361988954404,48.25705765809187,45.89064663212196,43.619298010011995,47.85979746315819,50.45599950538802,46.06480886097196,40.84376610548319
grossProfitMargin,0.17374746825658896,0.16931969072355993,0.19003707357119173,0.19844004364601076,0.209039986590821,0.2185065555904493,0.22662230773947983,0.19522967902267122,0.16798411293120327,0.16143417004374258,0.16181562375845465,0.16898010902726998,0.17155383002717597,0.16818584835385803,0.2252803630192765,0.2284062152431959,0.24074398644778391,0.2369059310524184,0.23452600747927507,0.24120806756043814,0.24623418988858695,0.2751562033232851,0.29009679108124553,0.3105604860325213,0.28239803741183683,0.24927838850334705,0.23981024300513118,0.25904405488805726,0.24663925867919603
