,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989
assetTurnover,0.3487220931407213,0.34600413950758396,0.33367968572079254,0.23351099707714487,0.37156773082076694,0.3760188219477355,0.3595628851177538,0.34941201459825827,0.340170307293595,0.2734462673008069,0.3195164119880037,0.22046264882231223,0.3149606957431948,0.3245431974110254,0.3289514443407996,0.31937982458954073,0.3087580494585513,0.30151844284821955,0.2537828129488181,0.33511234301319703,0.2887286514454999,0.35633527436562246,0.3037787458210921,0.19142565931965855,0.36958343603648014,0.34621993127147765,0.328728777459989,0.32833105957253295,0.34291206150889,0.3675604970568999,0.3522083805209513,0.3082706766917293
operatingCashFlowPerShare,6.045610816120393,6.23459434537226,6.597452212567058,6.17704775982466,8.54046620418164,9.294974723875024,9.126813092086167,9.251246480232721,9.779024677324433,7.8850557453357855,6.80164593721621,7.915553811873469,8.343763445065905,9.418306510607168,7.2058952096065,7.373369203842832,6.965936668731553,7.437955746850254,5.616730102462345,4.727496216508103,4.015635151246886,2.9435065683337176,3.42042907345117,2.2030841503375433,1.965311224851673,1.645098725791337,1.6661077811794747,1.4020869593665533,1.3209932279909706,0.8810991921671614,0.8400000027096775,0.579366518458672
freeCashFlowPerShare,2.5900493916395617,2.848500290729961,3.6186537519725746,1.2296753147459096,3.0154814483948633,4.113459311031648,3.766481655774187,4.17878753586335,5.072516345401923,3.3597357258155336,3.9283445158157004,4.110249329772198,5.539200923064889,6.436914776883687,4.513958052986603,4.202558830947486,4.157818022810917,4.805756948942424,2.889106226123308,1.1271253277250024,0.8062383539541226,-0.01656487669970039,-0.5023161123259842,0.8603365955404938,0.31035137589270845,0.1456716998730391,-0.008338877783681054,-0.31437681223206887,0.05598194130925508,-0.01689008036103185,0.2070967748616025,-0.041809954940316536
cashPerShare,0.37622899928646225,1.5773150364789101,0.45784366890397105,0.8776568632448137,0.4114547520243759,0.22732275139911742,0.22517965994352918,0.2795843512644535,0.34021009182447737,0.2402492586058035,0.5752896523506498,0.8138652904991123,2.3793073102045605,0.314575713240673,0.22000325702188203,1.2140384130356692,1.2186349888860548,1.41507699379453,0.025852146342496805,0.09493900229496316,0.13592586510933896,0.407640009218714,0.04167688268206855,0.19266797143887027,0.06236726214111845,0.06482771983878703,0.060039920042503594,0.08237681176134426,0.08848758465011286,0.1088471845488719,0.3154838719854318,0.43800905175569704
payoutRatio,-0.9001623376623377,-0.20876826722338204,-1.3341027120600115,1.0460763138948883,1.8642172523961662,1.3644646924829158,1.5906735751295338,-5.443514644351464,2.3307593307593306,2.7155322862129143,0.9264539070702381,0.8663279826826182,0.6022606717487121,0.06944092549657002,0.07892126790747703,0.09525859620484395,0.09447462371458054,0.09288178075873132,0.03761863417262956,0.08352889389005658,0.11584454409566518,0.10592160133444536,0.10576923076923077,0.088671875,0.168861347792409,0.16898954703832753,0.17165668662674652,0.22753623188405797,0.3182844243792325,0.3582887700534759,0.4180064308681672,0.5495495495495496
operatingCashFlowSalesRatio,0.31498648126689843,0.2982009731708406,0.29996160900908586,0.21964204802899864,0.26376645678305666,0.28782122905027935,0.28772669291775277,0.30721193699917104,0.3300500653025686,0.27366295355351444,0.29037763646387277,0.31637301705848875,0.32822424643628784,0.3877607491187735,0.3434688466456676,0.3891250264192587,0.3970433318988507,0.4485839516621898,0.4033486883340534,0.3142251433196897,0.30470668921722754,0.2437526092920618,0.31201227239378376,0.329783693843594,0.35307456315859675,0.3345223325062035,0.3698630136986301,0.3850415512465374,0.4100336322869955,0.33416370106761567,0.34887459807073956,0.27298311444652906
freeCashFlowOperatingCashFlowRatio,0.4284181483752299,0.4568862275449102,0.5484926052332195,0.19907168643630738,0.3530815972222222,0.44254658385093165,0.4126831148804935,0.45169994603345925,0.5187139323990108,0.4260890264222804,0.5775579252547068,0.5192623823246267,0.6638731981718036,0.6834471536506321,0.6264257141803623,0.569964518900967,0.5968785276895183,0.6461126030465446,0.5143751210079934,0.23841908615159868,0.20077480238805545,-0.005627599706386102,-0.14685763146643865,0.3905146316851665,0.15791462032489612,0.08854891052387576,-0.005005005005005005,-0.22422062350119903,0.04237867395762133,-0.019169329073482427,0.2465437788018433,-0.07216494845360824
cashFlowCoverageRatios,0.20250807052396325,0.19025918541726003,0.19500291173289702,0.10279382918941844,0.23405119869971555,0.254734239802225,0.25097963330269457,0.26514356577315656,0.29434603251637953,0.1923887158820297,0.2790419274448737,0.20296263031490183,0.25744254231223407,0.34170499841586066,0.32449368241636767,0.36366737710937025,0.3173793247258301,0.33565249367094574,0.2179859019329003,0.3108441952814763,0.16180233089987095,0.19094561764156232,0.1791650708540789,0.11156978271475212,0.4098792195726231,0.3306253832004905,0.2898592775279269,0.3064486496417417,0.3370967741935484,0.33191940615058324,0.32363907531692765,0.20292887029288703
shortTermCoverageRatios,2.3250178189593727,2.459499263622975,10.785276073619633,8.753950338600452,3.065868263473054,3.4278110445775116,9.432727272727274,7.081528662420382,5.033195020746888,8.752083333333333,176.52628852628854,3.147020887284653,41.81408340275396,3.6798619497102516,4.7228220569399815,3.4861347999537466,3.8291903195695807,14.740093577905677,11.244497222104416,12.554,1.320460510561975,6.581320450885668,8.826415094339623,5.385869565217392,13.301507537688442,7.311864406779661,1.1704745166959578,2.0,3.4750593824228027,3.3416370106761564,2.3146666666666667,2.0
capitalExpenditureCoverageRatio,-1.7495307052829177,-1.8412348401323042,-2.214803149606299,-1.248551191242756,-1.545790003354579,-1.7938718662952646,-1.7026583524778471,-1.8238188976377954,-2.077766358341898,-1.742430526752385,-2.367188449689674,-2.0801367798832584,-2.9750677261110745,-3.1590301952184516,-2.6768437709944566,-2.32538951773077,-2.480641862782755,-2.8257575958024974,-2.0592025723139695,-1.3130581161059112,-1.251211802365545,-0.994403892944039,-0.8719478098788443,-1.640728476821192,-1.1875280394795873,-1.0971515768056967,-0.9950199203187251,-0.8168462291870715,-1.0442541042112776,-0.9811912225705329,-1.327217125382263,-0.9326923076923077
dividendPaidAndCapexCoverageRatio,-2.4900763358778626,-2.642405063291139,-8.148319814600232,-2.3460375075620084,-2.5402425578831314,-3.077658303464755,-2.852116547553601,-3.182026330852891,-5.473826714801444,-4.913450292397661,143.62910930036526,-8.03543071887749,-12.821745728839536,-3.4680480684729944,-2.951258126570903,-2.518835017362471,-2.7042508947390758,-3.0872971363486568,-2.2335788560308445,-1.3917552512790907,-1.3305813276810765,-1.0599066390041494,-0.9131368338863947,-1.8757097791798107,-1.316260566882148,-1.2172686230248306,-1.088235294117647,-0.8848806366047746,-1.1611111111111112,-1.140947752126367,-1.6564885496183206,-1.159362549800797
dividendPayoutRatio,-0.9001623376623376,-0.20876826722338204,-1.3341027120600115,1.0460763138948883,1.8642172523961664,1.3644646924829156,1.5906735751295336,-5.443514644351465,2.330759330759331,2.7155322862129143,0.9264539070702381,0.8663279826826181,0.6022606717487121,0.06944092549657002,0.07892126790747701,0.09525859620484395,0.09447462371458054,0.09288178075873134,0.03761863417262956,0.08352889389005658,0.11584454409566518,0.10592160133444536,0.10576923076923078,0.088671875,0.16886134779240897,0.16898954703832753,0.1716566866267465,0.22753623188405794,0.3182844243792325,0.3582887700534759,0.4180064308681673,0.5495495495495496
priceBookValueRatio,1.1968849227659022,1.1040535402482627,0.8052588333199011,0.47598059538103954,1.0393133383256585,1.0021157052224607,1.4064253429286429,1.0192548775418302,1.298993360480455,0.9457376117220915,1.3413863972811697,0.7146890802295522,0.8774400483805213,1.147104211711528,1.6314446356781724,1.2254793110514743,1.308662581910337,1.089715022891026,1.3413778771011955,1.797387932769682,2.4959159382769567,2.83162012987013,4.048370661870513,2.433101414492256,1.870457580349919,2.197166900410427,2.6230881691008148,2.8685298182761154,3.399589182230869,3.108333234821428,3.227889772505602,3.027172259381885
priceToBookRatio,1.1968849227659022,1.1040535402482627,0.8052588333199011,0.47598059538103954,1.0393133383256585,1.0021157052224607,1.4064253429286429,1.0192548775418302,1.298993360480455,0.9457376117220915,1.3413863972811697,0.7146890802295522,0.8774400483805213,1.147104211711528,1.6314446356781724,1.2254793110514743,1.308662581910337,1.089715022891026,1.3413778771011955,1.797387932769682,2.4959159382769567,2.83162012987013,4.048370661870513,2.433101414492256,1.870457580349919,2.197166900410427,2.6230881691008148,2.8685298182761154,3.399589182230869,3.108333234821428,3.227889772505602,3.027172259381885
priceToSalesRatio,0.6450188059054172,0.6638811297327842,0.6810848503633067,0.6332838789134572,0.7971241797495993,0.7871366935993185,1.1718001179533581,0.9683343796530313,1.3635330284233511,1.2831005953576966,1.8366210445493127,1.3593294958320055,1.0676244490864688,1.4722735678306298,2.1268113279086744,1.7879962278643318,1.8535697302317633,1.5921869593622167,2.100501344830314,1.9840567235209583,2.7476173822449543,3.120912506709608,4.135316260024472,3.5094417850962616,2.5650492708520103,3.027578770184033,3.157223116529711,3.402240583172364,3.6730426842769055,3.5397389150991354,3.645647210908658,3.6646958731072443
priceEarningsRatio,-10.843855120059253,-2.822471282433878,-9.213313414349106,8.049863330522678,22.24562207703754,16.047547625771983,27.36881855805311,-73.31385188209875,32.24746837877414,34.37500390809075,13.646260735470955,10.447334473638271,7.589036394516203,9.347499615383512,14.068864952184299,13.253128668541523,13.231464069360761,10.99655981040942,5.167235823777731,12.247227236888794,21.911309105722022,21.82165971643036,27.09825030006421,12.358444411188593,14.895564975660355,17.00507657678279,17.0212767220494,21.360153922177798,29.583332499999997,26.59536457601222,29.165177687269264,35.194286493083986
priceToFreeCashFlowsRatio,4.779831666516279,4.872739576390597,4.139660914458647,14.483497624476685,8.559163749370313,6.179713515538508,9.868625841577302,6.978100597300519,7.964489170472824,11.003842033148603,10.951178117601307,8.274436797216127,4.8996235697085355,5.555456230121559,9.884894448781539,8.061755340700753,7.821410249699833,5.493411314904243,10.124238332090874,26.483301959196897,44.912275535406316,-2275.1452173913044,-90.24861235305227,27.250316703396038,46.005201874587364,102.20852308977301,-1705.53192754935,-39.407770605087386,211.37768221774195,-552.592575079365,42.384907760470746,-186.02694289201534
priceToOperatingCashFlowsRatio,2.0477666321141936,2.2262876028658836,2.2705733997535553,2.883254297600825,3.022083207514214,2.734811105478998,4.072615251892252,3.152007663216694,4.131291497165293,4.688616338808855,6.324939712696557,4.296603763717001,3.252728769060354,3.7968607477072505,6.192152064675474,4.594914504259806,4.668431834296544,3.549362284278122,5.207656317183009,6.314124651388568,9.0172532454191,12.803606557377048,13.253697453302031,10.641647390730844,7.264893986995662,9.050453365853798,8.536195833580331,8.836034895864918,8.957905876623377,10.592828915259393,10.449735323434032,13.424624744784612
