Datetime,Open,High,Low,Close,Adj Close,Volume
2023-02-06 09:30:00-05:00,80.98999786376953,81.25,80.98999786376953,81.05000305175781,81.05000305175781,31104
2023-02-06 09:31:00-05:00,81.0250015258789,81.0250015258789,80.66000366210938,80.72000122070312,80.72000122070312,13469
2023-02-06 09:32:00-05:00,80.67500305175781,81.18000030517578,80.67500305175781,81.18000030517578,81.18000030517578,11664
2023-02-06 09:33:00-05:00,81.21499633789062,81.22000122070312,81.18000030517578,81.21499633789062,81.21499633789062,1010
2023-02-06 09:34:00-05:00,81.20999908447266,81.36499786376953,81.19000244140625,81.33979797363281,81.33979797363281,4988
2023-02-06 09:35:00-05:00,81.25,81.26000213623047,81.19000244140625,81.19000244140625,81.19000244140625,3291
2023-02-06 09:36:00-05:00,81.19499969482422,81.25499725341797,81.08000183105469,81.25,81.25,17658
2023-02-06 09:37:00-05:00,81.25499725341797,81.26000213623047,81.16000366210938,81.20999908447266,81.20999908447266,15133
2023-02-06 09:38:00-05:00,81.20999908447266,81.23999786376953,81.13500213623047,81.1500015258789,81.1500015258789,2608
2023-02-06 09:39:00-05:00,81.1449966430664,81.16999816894531,81.1449966430664,81.1500015258789,81.1500015258789,2733
2023-02-06 09:40:00-05:00,81.1500015258789,81.1500015258789,81.08999633789062,81.12000274658203,81.12000274658203,943
2023-02-06 09:41:00-05:00,81.12000274658203,81.1500015258789,81.06999969482422,81.12000274658203,81.12000274658203,3123
2023-02-06 09:42:00-05:00,81.13500213623047,81.19000244140625,81.11000061035156,81.11000061035156,81.11000061035156,1548
2023-02-06 09:43:00-05:00,81.13999938964844,81.13999938964844,81.02999877929688,81.02999877929688,81.02999877929688,1423
2023-02-06 09:44:00-05:00,81.04000091552734,81.04000091552734,81.04000091552734,81.04000091552734,81.04000091552734,963
2023-02-06 09:45:00-05:00,81.02999877929688,81.11000061035156,81.0,81.0999984741211,81.0999984741211,4781
2023-02-06 09:46:00-05:00,81.0999984741211,81.11000061035156,81.06999969482422,81.11000061035156,81.11000061035156,1618
2023-02-06 09:47:00-05:00,81.13999938964844,81.16500091552734,81.11499786376953,81.11499786376953,81.11499786376953,1803
2023-02-06 09:48:00-05:00,81.05999755859375,81.05999755859375,81.01000213623047,81.01000213623047,81.01000213623047,2319
2023-02-06 09:49:00-05:00,81.01000213623047,81.15499877929688,81.01000213623047,81.1500015258789,81.1500015258789,3270
2023-02-06 09:50:00-05:00,81.1500015258789,81.2249984741211,81.1500015258789,81.2249984741211,81.2249984741211,2900
2023-02-06 09:51:00-05:00,81.2699966430664,81.27999877929688,81.2699966430664,81.27999877929688,81.27999877929688,2054
2023-02-06 09:52:00-05:00,81.27999877929688,81.28500366210938,81.23999786376953,81.25,81.25,4829
2023-02-06 09:53:00-05:00,81.23999786376953,81.25,81.1500015258789,81.19000244140625,81.19000244140625,6348
2023-02-06 09:54:00-05:00,81.25,81.2699966430664,81.19750213623047,81.26000213623047,81.26000213623047,2057
2023-02-06 09:55:00-05:00,81.28500366210938,81.30500030517578,81.26000213623047,81.27999877929688,81.27999877929688,2287
2023-02-06 09:56:00-05:00,81.27999877929688,81.32499694824219,81.2699966430664,81.2750015258789,81.2750015258789,3108
2023-02-06 09:57:00-05:00,81.29109954833984,81.45999908447266,81.29109954833984,81.45999908447266,81.45999908447266,4197
2023-02-06 09:58:00-05:00,81.44999694824219,81.5199966430664,81.44999694824219,81.5199966430664,81.5199966430664,1965
2023-02-06 09:59:00-05:00,81.51000213623047,81.62999725341797,81.5,81.58999633789062,81.58999633789062,5307
2023-02-06 10:00:00-05:00,81.58999633789062,81.58999633789062,81.44000244140625,81.44000244140625,81.44000244140625,11845
2023-02-06 10:01:00-05:00,81.44000244140625,81.44000244140625,81.27999877929688,81.33000183105469,81.33000183105469,12664
2023-02-06 10:02:00-05:00,81.30000305175781,81.40499877929688,81.30000305175781,81.37999725341797,81.37999725341797,8076
2023-02-06 10:03:00-05:00,81.37999725341797,81.44000244140625,81.37999725341797,81.41000366210938,81.41000366210938,5926
2023-02-06 10:04:00-05:00,81.41000366210938,81.5199966430664,81.38999938964844,81.44000244140625,81.44000244140625,10081
2023-02-06 10:05:00-05:00,81.44000244140625,81.45999908447266,81.4000015258789,81.4000015258789,81.4000015258789,5092
2023-02-06 10:06:00-05:00,81.44999694824219,81.50499725341797,81.44999694824219,81.4800033569336,81.4800033569336,3193
2023-02-06 10:07:00-05:00,81.5,81.62000274658203,81.5,81.62000274658203,81.62000274658203,2351
2023-02-06 10:08:00-05:00,81.62999725341797,81.68000030517578,81.62000274658203,81.66999816894531,81.66999816894531,1982
2023-02-06 10:09:00-05:00,81.66999816894531,81.67500305175781,81.66000366210938,81.67500305175781,81.67500305175781,705
2023-02-06 10:10:00-05:00,81.66000366210938,81.66000366210938,81.55000305175781,81.5999984741211,81.5999984741211,9739
2023-02-06 10:11:00-05:00,81.58999633789062,81.58999633789062,81.5199966430664,81.55000305175781,81.55000305175781,2212
2023-02-06 10:12:00-05:00,81.53500366210938,81.62000274658203,81.53500366210938,81.5999984741211,81.5999984741211,17243
2023-02-06 10:13:00-05:00,81.5999984741211,81.62000274658203,81.5999984741211,81.62000274658203,81.62000274658203,1068
2023-02-06 10:14:00-05:00,81.58999633789062,81.58999633789062,81.55999755859375,81.56999969482422,81.56999969482422,1817
2023-02-06 10:15:00-05:00,81.55999755859375,81.55999755859375,81.43000030517578,81.45500183105469,81.45500183105469,4109
2023-02-06 10:16:00-05:00,81.45500183105469,81.5,81.45500183105469,81.47000122070312,81.47000122070312,2888
2023-02-06 10:17:00-05:00,81.45999908447266,81.45999908447266,81.45999908447266,81.45999908447266,81.45999908447266,1313
2023-02-06 10:18:00-05:00,81.45999908447266,81.45999908447266,81.41999816894531,81.44999694824219,81.44999694824219,1243
2023-02-06 10:19:00-05:00,81.43499755859375,81.45999908447266,81.41000366210938,81.45999908447266,81.45999908447266,1095
2023-02-06 10:20:00-05:00,81.45999908447266,81.5199966430664,81.45999908447266,81.50250244140625,81.50250244140625,3365
2023-02-06 10:21:00-05:00,81.47000122070312,81.47000122070312,81.41500091552734,81.44999694824219,81.44999694824219,2109
2023-02-06 10:22:00-05:00,81.42500305175781,81.45999908447266,81.4000015258789,81.45999908447266,81.45999908447266,3091
2023-02-06 10:23:00-05:00,81.4749984741211,81.4749984741211,81.44000244140625,81.47000122070312,81.47000122070312,1389
2023-02-06 10:24:00-05:00,81.47000122070312,81.47000122070312,81.44999694824219,81.47000122070312,81.47000122070312,1923
2023-02-06 10:25:00-05:00,81.43000030517578,81.45999908447266,81.43000030517578,81.43000030517578,81.43000030517578,1331
2023-02-06 10:26:00-05:00,81.44999694824219,81.4800033569336,81.44999694824219,81.4800033569336,81.4800033569336,1861
2023-02-06 10:27:00-05:00,81.4749984741211,81.5,81.41999816894531,81.41999816894531,81.41999816894531,9746
2023-02-06 10:28:00-05:00,81.43000030517578,81.44999694824219,81.36000061035156,81.44999694824219,81.44999694824219,2407
2023-02-06 10:29:00-05:00,81.43499755859375,81.44999694824219,81.41999816894531,81.43000030517578,81.43000030517578,2447
2023-02-06 10:30:00-05:00,81.41000366210938,81.44000244140625,81.38999938964844,81.4000015258789,81.4000015258789,2727
2023-02-06 10:31:00-05:00,81.4000015258789,81.41000366210938,81.33999633789062,81.41000366210938,81.41000366210938,2707
2023-02-06 10:32:00-05:00,81.38999938964844,81.38999938964844,81.33999633789062,81.33999633789062,81.33999633789062,2186
2023-02-06 10:33:00-05:00,81.33999633789062,81.38999938964844,81.33000183105469,81.38500213623047,81.38500213623047,2382
2023-02-06 10:34:00-05:00,81.38999938964844,81.44499969482422,81.38999938964844,81.44499969482422,81.44499969482422,12608
2023-02-06 10:35:00-05:00,81.44999694824219,81.51000213623047,81.43000030517578,81.5,81.5,14370
2023-02-06 10:36:00-05:00,81.5199966430664,81.55999755859375,81.5,81.55000305175781,81.55000305175781,6804
2023-02-06 10:37:00-05:00,81.58999633789062,81.62999725341797,81.58999633789062,81.62999725341797,81.62999725341797,1599
2023-02-06 10:38:00-05:00,81.63500213623047,81.66000366210938,81.63500213623047,81.63999938964844,81.63999938964844,2426
2023-02-06 10:39:00-05:00,81.62999725341797,81.62999725341797,81.52999877929688,81.55000305175781,81.55000305175781,6086
2023-02-06 10:40:00-05:00,81.55000305175781,81.56999969482422,81.54000091552734,81.55999755859375,81.55999755859375,2297
2023-02-06 10:41:00-05:00,81.58999633789062,81.5999984741211,81.56999969482422,81.58999633789062,81.58999633789062,1640
2023-02-06 10:42:00-05:00,81.58000183105469,81.58000183105469,81.54000091552734,81.58000183105469,81.58000183105469,2149
2023-02-06 10:43:00-05:00,81.55000305175781,81.56999969482422,81.52999877929688,81.54000091552734,81.54000091552734,1356
2023-02-06 10:44:00-05:00,81.52999877929688,81.52999877929688,81.48999786376953,81.48999786376953,81.48999786376953,2330
2023-02-06 10:45:00-05:00,81.47000122070312,81.47000122070312,81.44000244140625,81.44999694824219,81.44999694824219,2169
2023-02-06 10:46:00-05:00,81.47000122070312,81.58000183105469,81.47000122070312,81.56999969482422,81.56999969482422,2812
2023-02-06 10:47:00-05:00,81.58999633789062,81.58999633789062,81.56999969482422,81.57499694824219,81.57499694824219,2740
2023-02-06 10:48:00-05:00,81.55999755859375,81.55999755859375,81.5199966430664,81.54000091552734,81.54000091552734,2969
2023-02-06 10:49:00-05:00,81.55000305175781,81.58280181884766,81.54000091552734,81.58280181884766,81.58280181884766,3069
2023-02-06 10:50:00-05:00,81.58999633789062,81.58999633789062,81.56999969482422,81.58999633789062,81.58999633789062,2107
2023-02-06 10:51:00-05:00,81.5999984741211,81.75,81.58999633789062,81.73999786376953,81.73999786376953,5119
2023-02-06 10:52:00-05:00,81.74500274658203,81.75,81.72000122070312,81.7300033569336,81.7300033569336,2632
2023-02-06 10:53:00-05:00,81.75,81.75,81.74500274658203,81.74500274658203,81.74500274658203,451
2023-02-06 10:54:00-05:00,81.74500274658203,81.74500274658203,81.71499633789062,81.7300033569336,81.7300033569336,3349
2023-02-06 10:55:00-05:00,81.73999786376953,81.73999786376953,81.70999908447266,81.70999908447266,81.70999908447266,1227
2023-02-06 10:56:00-05:00,81.7300033569336,81.77999877929688,81.72000122070312,81.77999877929688,81.77999877929688,2835
2023-02-06 10:57:00-05:00,81.77999877929688,81.80000305175781,81.7750015258789,81.80000305175781,81.80000305175781,973
2023-02-06 10:58:00-05:00,81.80999755859375,81.80999755859375,81.7699966430664,81.77999877929688,81.77999877929688,1794
2023-02-06 10:59:00-05:00,81.77999877929688,81.80999755859375,81.77999877929688,81.80999755859375,81.80999755859375,1511
2023-02-06 11:00:00-05:00,81.80999755859375,81.81999969482422,81.80000305175781,81.80000305175781,81.80000305175781,1885
2023-02-06 11:01:00-05:00,81.81999969482422,81.83999633789062,81.81999969482422,81.82499694824219,81.82499694824219,1937
2023-02-06 11:02:00-05:00,81.83499908447266,81.83499908447266,81.7300033569336,81.75,81.75,3585
2023-02-06 11:03:00-05:00,81.7699966430664,81.79000091552734,81.76000213623047,81.77999877929688,81.77999877929688,4758
2023-02-06 11:04:00-05:00,81.79000091552734,81.80500030517578,81.77999877929688,81.77999877929688,81.77999877929688,2902
2023-02-06 11:05:00-05:00,81.80000305175781,81.8499984741211,81.78500366210938,81.8499984741211,81.8499984741211,3334
2023-02-06 11:06:00-05:00,81.84500122070312,81.94499969482422,81.84500122070312,81.875,81.875,8337
2023-02-06 11:07:00-05:00,81.87999725341797,81.88500213623047,81.8499984741211,81.8550033569336,81.8550033569336,2312
2023-02-06 11:08:00-05:00,81.88999938964844,81.88999938964844,81.80999755859375,81.80999755859375,81.80999755859375,2065
2023-02-06 11:09:00-05:00,81.80000305175781,81.83999633789062,81.79000091552734,81.80000305175781,81.80000305175781,2415
2023-02-06 11:10:00-05:00,81.83499908447266,81.8499984741211,81.81999969482422,81.8499984741211,81.8499984741211,2798
2023-02-06 11:11:00-05:00,81.83999633789062,81.83999633789062,81.80000305175781,81.80000305175781,81.80000305175781,1917
2023-02-06 11:12:00-05:00,81.79000091552734,81.79000091552734,81.7699966430664,81.7699966430664,81.7699966430664,2009
2023-02-06 11:13:00-05:00,81.75,81.7699966430664,81.7300033569336,81.7300033569336,81.7300033569336,3873
2023-02-06 11:14:00-05:00,81.73999786376953,81.7699966430664,81.72000122070312,81.7699966430664,81.7699966430664,3953
2023-02-06 11:15:00-05:00,81.77999877929688,81.80999755859375,81.7699966430664,81.80999755859375,81.80999755859375,4600
2023-02-06 11:16:00-05:00,81.81999969482422,81.83999633789062,81.79499816894531,81.83999633789062,81.83999633789062,4204
2023-02-06 11:17:00-05:00,81.8499984741211,81.91000366210938,81.8499984741211,81.8550033569336,81.8550033569336,3934
2023-02-06 11:18:00-05:00,81.8499984741211,81.88999938964844,81.8499984741211,81.87999725341797,81.87999725341797,2289
2023-02-06 11:19:00-05:00,81.91000366210938,81.91999816894531,81.91000366210938,81.91000366210938,81.91000366210938,2362
2023-02-06 11:20:00-05:00,81.91999816894531,81.93000030517578,81.91000366210938,81.91500091552734,81.91500091552734,2543
2023-02-06 11:21:00-05:00,81.9000015258789,81.9000015258789,81.87999725341797,81.88999938964844,81.88999938964844,1675
2023-02-06 11:22:00-05:00,81.88999938964844,81.90799713134766,81.88999938964844,81.88999938964844,81.88999938964844,3050
2023-02-06 11:23:00-05:00,81.91999816894531,81.91999816894531,81.86000061035156,81.87000274658203,81.87000274658203,3336
2023-02-06 11:24:00-05:00,81.9000015258789,81.91999816894531,81.88999938964844,81.9000015258789,81.9000015258789,3560
2023-02-06 11:25:00-05:00,81.91000366210938,81.94000244140625,81.91000366210938,81.94000244140625,81.94000244140625,2823
2023-02-06 11:26:00-05:00,81.94999694824219,81.94999694824219,81.87000274658203,81.87999725341797,81.87999725341797,4907
2023-02-06 11:27:00-05:00,81.88999938964844,81.90499877929688,81.88999938964844,81.90499877929688,81.90499877929688,1671
2023-02-06 11:28:00-05:00,81.88999938964844,81.90989685058594,81.88999938964844,81.90989685058594,81.90989685058594,1864
2023-02-06 11:29:00-05:00,81.91000366210938,81.91000366210938,81.88999938964844,81.91000366210938,81.91000366210938,2128
2023-02-06 11:30:00-05:00,81.91999816894531,81.94999694824219,81.9000015258789,81.9000015258789,81.9000015258789,4140
2023-02-06 11:31:00-05:00,81.91999816894531,81.94000244140625,81.91000366210938,81.94000244140625,81.94000244140625,2625
2023-02-06 11:32:00-05:00,81.94000244140625,81.99500274658203,81.94000244140625,81.98999786376953,81.98999786376953,3505
2023-02-06 11:33:00-05:00,81.99690246582031,82.0,81.93000030517578,81.94000244140625,81.94000244140625,5515
2023-02-06 11:34:00-05:00,81.93000030517578,81.93499755859375,81.8499984741211,81.87000274658203,81.87000274658203,7969
2023-02-06 11:35:00-05:00,81.83999633789062,81.83999633789062,81.7699966430664,81.80999755859375,81.80999755859375,19837
2023-02-06 11:36:00-05:00,81.81999969482422,81.81999969482422,81.80000305175781,81.80000305175781,81.80000305175781,5828
2023-02-06 11:37:00-05:00,81.80999755859375,81.82499694824219,81.80999755859375,81.82499694824219,81.82499694824219,1844
2023-02-06 11:38:00-05:00,81.82499694824219,81.82499694824219,81.77999877929688,81.77999877929688,81.77999877929688,9812
2023-02-06 11:39:00-05:00,81.79000091552734,81.79000091552734,81.79000091552734,81.79000091552734,81.79000091552734,1591
2023-02-06 11:40:00-05:00,81.77999877929688,81.77999877929688,81.73999786376953,81.73999786376953,81.73999786376953,1565
2023-02-06 11:41:00-05:00,81.7300033569336,81.7300033569336,81.70500183105469,81.7300033569336,81.7300033569336,2074
2023-02-06 11:42:00-05:00,81.70999908447266,81.79000091552734,81.70999908447266,81.79000091552734,81.79000091552734,1634
2023-02-06 11:43:00-05:00,81.7699966430664,81.7699966430664,81.76000213623047,81.76000213623047,81.76000213623047,1529
