,open,high,low,close,adjclose,volume,ticker
1995-09-01,6.699999809265137,6.925000190734863,6.275000095367432,6.900000095367432,3.2544162273406982,7538000.0,IVZ
1995-10-01,7.0,7.699999809265137,6.800000190734863,7.650000095367432,3.6081559658050537,3365500.0,IVZ
1995-11-01,7.625,8.225000381469727,7.474999904632568,8.149999618530273,3.8439831733703613,1386500.0,IVZ
1995-12-01,8.149999618530273,8.199999809265137,7.625,7.75,3.6553218364715576,277500.0,IVZ
1996-01-01,7.800000190734863,7.974999904632568,7.074999809265137,7.5,3.5374066829681396,1074000.0,IVZ
1996-02-01,7.550000190734863,8.800000190734863,7.550000190734863,8.25,3.8911476135253906,791000.0,IVZ
1996-03-01,8.274999618530273,8.274999618530273,7.775000095367432,8.024999618530273,3.7850265502929688,223500.0,IVZ
1996-04-01,8.024999618530273,8.050000190734863,7.349999904632568,7.400000095367432,3.4902429580688477,868500.0,IVZ
1996-05-01,7.449999809265137,7.800000190734863,7.25,7.650000095367432,3.6081559658050537,627500.0,IVZ
1996-06-01,7.699999809265137,7.800000190734863,7.0,7.0,3.3558053970336914,424000.0,IVZ
1996-07-01,7.074999809265137,7.550000190734863,6.650000095367432,6.775000095367432,3.247941017150879,1809000.0,IVZ
1996-08-01,6.800000190734863,7.599999904632568,6.699999809265137,7.550000190734863,3.619476079940796,963000.0,IVZ
1996-09-01,7.525000095367432,7.699999809265137,7.25,7.400000095367432,3.576749086380005,304500.0,IVZ
1996-10-01,7.449999809265137,7.5,7.300000190734863,7.474999904632568,3.6130008697509766,146000.0,IVZ
1996-11-01,7.599999904632568,9.175000190734863,7.599999904632568,8.899999618530273,4.301764011383057,1755500.0,IVZ
1996-12-01,8.899999618530273,9.0,8.300000190734863,8.875,4.289682388305664,549500.0,IVZ
1997-01-01,8.899999618530273,9.574999809265137,8.600000381469727,9.574999809265137,4.628022193908691,1158000.0,IVZ
1997-02-01,9.600000381469727,11.5,9.600000381469727,11.5,5.558461666107178,933500.0,IVZ
1997-03-01,11.5,11.800000190734863,10.850000381469727,10.850000381469727,5.244287490844727,1013500.0,IVZ
1997-04-01,10.600000381469727,11.050000190734863,10.25,10.975000381469727,5.304704189300537,656500.0,IVZ
1997-05-01,10.949999809265137,11.399999618530273,10.925000190734863,11.149999618530273,5.412436008453369,551500.0,IVZ
1997-06-01,11.100000381469727,11.75,10.649999618530273,11.649999618530273,5.655148029327393,497500.0,IVZ
1997-07-01,11.774999618530273,13.0,11.774999618530273,12.550000190734863,6.0920257568359375,982000.0,IVZ
1997-08-01,12.350000381469727,12.350000381469727,11.699999809265137,12.074999809265137,5.861448287963867,768500.0,IVZ
1997-09-01,12.175000190734863,13.5,12.175000190734863,13.5,6.5974321365356445,1614000.0,IVZ
1997-10-01,13.449999809265137,14.300000190734863,12.300000190734863,13.149999618530273,6.426383018493652,982500.0,IVZ
1997-11-01,13.199999809265137,14.5,12.800000190734863,14.300000190734863,6.988386154174805,472500.0,IVZ
1997-12-01,14.649999618530273,17.25,14.550000190734863,17.25,8.430048942565918,962500.0,IVZ
1998-01-01,17.174999237060547,18.5,15.5,18.0625,8.827117919921875,555000.0,IVZ
1998-02-01,17.987499237060547,19.399999618530273,17.987499237060547,19.25,9.407447814941406,349000.0,IVZ
1998-03-01,20.100000381469727,22.0,19.200000762939453,21.399999618530273,10.458147048950195,521000.0,IVZ
1998-04-01,21.700000762939453,24.899999618530273,21.200000762939453,22.600000381469727,11.04458236694336,421500.0,IVZ
1998-05-01,22.700000762939453,22.799999237060547,21.0,21.225000381469727,10.443781852722168,4438500.0,IVZ
1998-06-01,21.200000762939453,21.950000762939453,19.325000762939453,19.649999618530273,9.668798446655273,2938250.0,IVZ
1998-07-01,20.049999237060547,23.700000762939453,20.049999237060547,23.0,11.317169189453125,2298750.0,IVZ
1998-08-01,22.649999618530273,22.649999618530273,15.100000381469727,15.100000381469727,7.429966926574707,2256000.0,IVZ
1998-09-01,15.199999809265137,16.25,10.899999618530273,11.600000381469727,5.70778751373291,1879750.0,IVZ
1998-10-01,10.5,15.199999809265137,8.600000381469727,14.649999618530273,7.257256984710693,1832000.0,IVZ
1998-11-01,15.199999809265137,16.399999618530273,13.5,16.049999237060547,7.950787544250488,505500.0,IVZ
1998-12-01,15.324999809265137,15.800000190734863,13.949999809265137,15.399999618530273,7.62878942489624,763000.0,IVZ
1999-01-01,15.425000190734863,18.399999618530273,15.300000190734863,16.649999618530273,8.248008728027344,812750.0,IVZ
1999-02-01,17.200000762939453,19.600000381469727,17.0,19.524999618530273,9.672216415405273,562750.0,IVZ
1999-03-01,19.549999237060547,21.600000381469727,18.899999618530273,20.475000381469727,10.142826080322266,584000.0,IVZ
1999-04-01,20.100000381469727,22.600000381469727,19.100000381469727,21.825000762939453,10.8115816116333,535500.0,IVZ
1999-05-01,21.75,21.75,18.600000381469727,18.850000381469727,9.419727325439453,529750.0,IVZ
1999-06-01,18.950000762939453,18.950000762939453,17.024999618530273,18.600000381469727,9.294795036315918,460750.0,IVZ
1999-07-01,18.600000381469727,20.899999618530273,18.149999618530273,18.5,9.244828224182129,293250.0,IVZ
1999-08-01,17.850000381469727,18.100000381469727,15.675000190734863,16.899999618530273,8.445274353027344,373250.0,IVZ
1999-09-01,17.100000381469727,17.700000762939453,15.550000190734863,16.375,8.182920455932617,228500.0,IVZ
1999-10-01,16.399999618530273,17.950000762939453,14.399999618530273,17.950000762939453,9.036495208740234,363250.0,IVZ
1999-11-01,17.899999618530273,20.600000381469727,17.299999237060547,20.149999618530273,10.144036293029785,991750.0,IVZ
1999-12-01,20.399999618530273,23.399999618530273,20.399999618530273,22.600000381469727,11.377426147460938,808250.0,IVZ
2000-01-01,22.5,25.399999618530273,20.600000381469727,21.674999237060547,10.911760330200195,580000.0,IVZ
2000-02-01,21.600000381469727,24.299999237060547,20.899999618530273,22.825000762939453,11.49069881439209,518750.0,IVZ
2000-03-01,22.825000762939453,29.299999237060547,22.700000762939453,28.399999618530273,14.297298431396484,730500.0,IVZ
2000-04-01,27.700000762939453,28.799999237060547,23.100000381469727,28.5,14.347640991210938,698000.0,IVZ
2000-05-01,28.649999618530273,29.975000381469727,23.850000381469727,26.0,13.183716773986816,918250.0,IVZ
2000-06-01,26.100000381469727,31.700000762939453,25.75,31.350000381469727,15.896522521972656,802750.0,IVZ
2000-07-01,31.450000762939453,36.400001525878906,31.450000762939453,34.875,17.683917999267578,860000.0,IVZ
2000-08-01,34.79999923706055,43.599998474121094,34.5,42.79999923706055,21.70242691040039,1811500.0,IVZ
2000-09-01,46.400001525878906,46.79999923706055,38.95000076293945,44.349998474121094,22.48837661743164,1298750.0,IVZ
2000-10-01,44.54999923706055,45.79999923706055,37.349998474121094,45.349998474121094,23.063051223754883,1187500.0,IVZ
2000-11-01,47.04999923706055,51.099998474121094,31.625,31.875,16.210250854492188,1663900.0,IVZ
2000-12-01,34.25,46.0,33.625,43.5,22.12221908569336,1067000.0,IVZ
2001-01-01,41.5,48.0,39.75,46.099998474121094,23.44446563720703,681700.0,IVZ
2001-02-01,45.79999923706055,46.75,37.34000015258789,39.790000915527344,20.235475540161133,773200.0,IVZ
2001-03-01,37.66999816894531,39.79999923706055,24.399999618530273,29.0,14.748143196105957,1527700.0,IVZ
2001-04-01,29.600000381469727,37.5,28.0,36.5,18.67470359802246,602000.0,IVZ
2001-05-01,36.54999923706055,40.11000061035156,34.75,37.650001525878906,19.263090133666992,468900.0,IVZ
2001-06-01,36.939998626708984,38.0,32.29999923706055,34.630001068115234,17.717947006225586,436600.0,IVZ
2001-07-01,35.25,35.810001373291016,27.600000381469727,31.940000534057617,16.34164810180664,700600.0,IVZ
2001-08-01,32.22999954223633,34.310001373291016,28.75,29.100000381469727,14.888602256774902,367800.0,IVZ
2001-09-01,29.0,29.5,16.200000762939453,21.459999084472656,10.979704856872559,713100.0,IVZ
2001-10-01,21.0,28.010000228881836,20.600000381469727,23.799999237060547,12.23727798461914,986800.0,IVZ
2001-11-01,24.200000762939453,31.229999542236328,23.75,28.200000762939453,14.499635696411133,640400.0,IVZ
2001-12-01,27.5,31.190000534057617,27.049999237060547,29.020000457763672,14.921255111694336,426500.0,IVZ
2002-01-01,29.049999237060547,31.799999237060547,25.299999237060547,27.84000015258789,14.31453800201416,652300.0,IVZ
2002-02-01,27.299999237060547,27.549999237060547,22.559999465942383,23.899999618530273,12.288698196411133,538900.0,IVZ
2002-03-01,24.299999237060547,29.030000686645508,24.18000030517578,27.739999771118164,14.2631196975708,477600.0,IVZ
2002-04-01,27.799999237060547,28.489999771118164,21.049999237060547,21.75,11.183236122131348,456200.0,IVZ
2002-05-01,21.959999084472656,23.239999771118164,18.899999618530273,20.200000762939453,10.464269638061523,960300.0,IVZ
2002-06-01,20.25,20.25,15.010000228881836,16.450000762939453,8.52164363861084,1306500.0,IVZ
2002-07-01,17.0,17.0,12.520000457763672,15.140000343322754,7.843021392822266,1472000.0,IVZ
2002-08-01,14.6899995803833,15.350000381469727,11.59000015258789,14.0,7.25246524810791,817000.0,IVZ
2002-09-01,12.75,13.25,9.149999618530273,9.680000305175781,5.073393821716309,1745700.0,IVZ
2002-10-01,9.600000381469727,13.229999542236328,7.619999885559082,12.5,6.551385402679443,1745500.0,IVZ
2002-11-01,12.350000381469727,15.5,12.170000076293945,14.569999694824219,7.63629674911499,620800.0,IVZ
2002-12-01,15.670000076293945,15.699999809265137,12.050000190734863,12.600000381469727,6.60379695892334,1315700.0,IVZ
2003-01-01,12.739999771118164,13.949999809265137,10.600000381469727,11.550000190734863,6.0534820556640625,811000.0,IVZ
2003-02-01,11.899999618530273,12.0,8.600000381469727,9.359999656677246,4.9056782722473145,1144400.0,IVZ
2003-03-01,9.600000381469727,10.739999771118164,7.650000095367432,9.140000343322754,4.790373802185059,1622100.0,IVZ
2003-04-01,9.199999809265137,12.119999885559082,9.130000114440918,11.109999656677246,5.822869777679443,1375500.0,IVZ
2003-05-01,10.699999809265137,12.460000038146973,10.399999618530273,12.380000114440918,6.657435417175293,1701000.0,IVZ
2003-06-01,12.869999885559082,16.0,12.470000267028809,13.979999542236328,7.5178446769714355,1709000.0,IVZ
2003-07-01,13.880000114440918,15.649999618530273,13.5,15.399999618530273,8.281460762023926,1379200.0,IVZ
2003-08-01,15.470000267028809,16.5,14.779999732971191,16.040000915527344,8.625626564025879,989900.0,IVZ
2003-09-01,16.510000228881836,18.15999984741211,15.100000381469727,15.1899995803833,8.251038551330566,1942600.0,IVZ
2003-10-01,15.210000038146973,17.93000030517578,15.09000015258789,15.75,8.555228233337402,1938300.0,IVZ
2003-11-01,16.0,16.059999465942383,13.199999809265137,14.239999771118164,7.735011100769043,2935000.0,IVZ
2003-12-01,14.210000038146973,14.880000114440918,12.390000343322754,14.739999771118164,8.006609916687012,2874200.0,IVZ
2004-01-01,14.84000015258789,16.969999313354492,14.760000228881836,14.960000038146973,8.12610912322998,2517500.0,IVZ
2004-02-01,15.039999961853027,16.889999389648438,14.850000381469727,16.209999084472656,8.805093765258789,1744700.0,IVZ
2004-03-01,16.290000915527344,17.329999923706055,14.710000038146973,15.130000114440918,8.218450546264648,1768000.0,IVZ
2004-04-01,15.180000305175781,15.899999618530273,13.300000190734863,13.380000114440918,7.382713317871094,2734200.0,IVZ
2004-05-01,13.380000114440918,13.6899995803833,12.050000190734863,13.569999694824219,7.487547874450684,1294500.0,IVZ
2004-06-01,13.5,14.109999656677246,13.1899995803833,13.899999618530273,7.6696319580078125,1268900.0,IVZ
2004-07-01,13.90999984741211,13.90999984741211,10.020000457763672,10.529999732971191,5.810161590576172,1290500.0,IVZ
2004-08-01,10.300000190734863,10.829999923706055,9.619999885559082,10.59000015258789,5.843269348144531,3328600.0,IVZ
2004-09-01,10.789999961853027,11.850000381469727,10.520000457763672,10.970000267028809,6.05294132232666,3380900.0,IVZ
2004-10-01,11.079999923706055,11.65999984741211,10.09000015258789,10.9399995803833,6.082897186279297,1660600.0,IVZ
2004-11-01,11.119999885559082,12.8100004196167,11.020000457763672,12.420000076293945,6.9058146476745605,2570900.0,IVZ
2004-12-01,12.420000076293945,12.760000228881836,11.649999618530273,12.5600004196167,6.98365592956543,1711500.0,IVZ
2005-01-01,12.649999618530273,13.550000190734863,11.65999984741211,13.4399995803833,7.472955703735352,2365400.0,IVZ
2005-02-01,13.529999732971191,14.079999923706055,12.899999618530273,13.180000305175781,7.328391075134277,1570300.0,IVZ
