Date,Open,High,Low,Close,Adj Close,Volume
2001-10-30 00:00:00-05:00,20.25,20.450000762939453,20.174999237060547,20.450000762939453,17.09798812866211,45441800
2001-10-31 00:00:00-05:00,20.549999237060547,21.25,20.5049991607666,20.940000534057617,17.507665634155273,11104400
2001-11-01 00:00:00-05:00,21.125,21.299999237060547,20.899999618530273,21.084999084472656,17.628908157348633,3901800
2001-11-02 00:00:00-05:00,21.024999618530273,21.549999237060547,21.010000228881836,21.450000762939453,17.934078216552734,4075000
2001-11-05 00:00:00-05:00,21.75,21.75,21.375,21.44499969482422,17.92989158630371,2763800
2001-11-06 00:00:00-05:00,21.475000381469727,22.149999618530273,21.075000762939453,22.024999618530273,18.414825439453125,3248200
2001-11-07 00:00:00-05:00,21.875,21.875,21.2450008392334,21.625,18.080385208129883,2675200
2001-11-08 00:00:00-05:00,21.5,21.549999237060547,21.0,21.350000381469727,17.8504638671875,3404000
2001-11-09 00:00:00-05:00,21.25,21.25,20.5,21.0,17.557828903198242,3291600
2001-11-12 00:00:00-05:00,21.0,21.424999237060547,20.850000381469727,21.424999237060547,17.913166046142578,973600
2001-11-13 00:00:00-05:00,21.700000762939453,21.700000762939453,21.260000228881836,21.375,17.871370315551758,1721800
2001-11-14 00:00:00-05:00,22.0,23.0,21.774999618530273,22.975000381469727,19.209104537963867,4213000
2001-11-15 00:00:00-05:00,22.850000381469727,23.375,22.725000381469727,23.375,19.543540954589844,2310400
2001-11-16 00:00:00-05:00,23.450000762939453,23.600000381469727,23.149999618530273,23.399999618530273,19.56444549560547,2176200
2001-11-19 00:00:00-05:00,23.375,23.78499984741211,23.200000762939453,23.75,19.857074737548828,2007200
2001-11-20 00:00:00-05:00,23.649999618530273,24.625,23.625,24.399999618530273,20.400531768798828,2803000
2001-11-21 00:00:00-05:00,24.350000381469727,24.850000381469727,24.204999923706055,24.5049991607666,20.488325119018555,2684000
2001-11-23 00:00:00-05:00,24.475000381469727,24.674999237060547,24.475000381469727,24.59000015258789,20.55938720703125,287800
2001-11-26 00:00:00-05:00,24.850000381469727,25.125,24.149999618530273,24.274999618530273,20.2960205078125,1917400
2001-11-27 00:00:00-05:00,24.399999618530273,24.924999237060547,24.135000228881836,24.299999237060547,20.316923141479492,1148000
2001-11-28 00:00:00-05:00,24.274999618530273,24.600000381469727,23.7549991607666,24.475000381469727,20.46323013305664,625200
2001-11-29 00:00:00-05:00,24.75,25.049999237060547,24.540000915527344,25.0049991607666,20.906362533569336,1136800
2001-11-30 00:00:00-05:00,25.049999237060547,25.5,24.899999618530273,25.424999237060547,21.25752067565918,2960200
2001-12-03 00:00:00-05:00,25.399999618530273,25.649999618530273,25.049999237060547,25.649999618530273,21.445640563964844,1270800
2001-12-04 00:00:00-05:00,25.674999237060547,25.75,25.25,25.75,21.52924919128418,794000
2001-12-05 00:00:00-05:00,25.899999618530273,25.950000762939453,24.350000381469727,24.43000030517578,20.425617218017578,1356200
2001-12-06 00:00:00-05:00,24.450000762939453,24.5,23.674999237060547,24.2450008392334,20.27094268798828,902600
2001-12-07 00:00:00-05:00,24.25,24.350000381469727,23.799999237060547,24.299999237060547,20.316923141479492,649600
2001-12-10 00:00:00-05:00,24.299999237060547,24.434999465942383,24.075000762939453,24.125,20.170610427856445,308000
2001-12-11 00:00:00-05:00,24.125,24.344999313354492,23.854999542236328,24.100000381469727,20.149703979492188,892800
2001-12-12 00:00:00-05:00,24.125,24.125,23.924999237060547,23.93000030517578,20.0075740814209,478800
2001-12-13 00:00:00-05:00,23.80500030517578,24.049999237060547,23.450000762939453,24.049999237060547,20.107898712158203,960600
