Date,Open,High,Low,Close,Adj Close,Volume
1997-06-12 00:00:00-04:00,32.125,33.0,30.875,31.5,24.90518569946289,19963800
1997-06-13 00:00:00-04:00,31.75,32.875,31.75,32.375,25.59699821472168,3661100
1997-06-16 00:00:00-04:00,32.25,32.5,30.625,30.875,24.411041259765625,2481700
1997-06-17 00:00:00-04:00,30.125,30.25,29.125,29.75,23.52157211303711,2283800
1997-06-18 00:00:00-04:00,29.75,29.75,28.125,28.375,22.434432983398438,1749900
1997-06-19 00:00:00-04:00,28.5,29.625,28.25,29.375,23.225067138671875,1269900
1997-06-20 00:00:00-04:00,29.5,30.25,29.375,29.5,23.32390594482422,859100
1997-06-23 00:00:00-04:00,29.875,29.875,28.125,28.25,22.335603713989258,725000
1997-06-24 00:00:00-04:00,28.5,29.625,27.125,28.875,22.829757690429688,1212100
1997-06-25 00:00:00-04:00,29.125,29.125,28.125,28.6875,22.681509017944336,726600
1997-06-26 00:00:00-04:00,28.125,28.5,27.625,28.25,22.335603713989258,534500
1997-06-27 00:00:00-04:00,28.125,28.375,27.1875,27.25,21.544963836669922,441500
1997-06-30 00:00:00-04:00,27.125,27.625,26.25,27.375,21.643798828125,796900
1997-07-01 00:00:00-04:00,27.25,27.3125,26.5,26.9375,21.29788589477539,621300
1997-07-02 00:00:00-04:00,26.9375,27.9375,26.625,27.8125,21.989700317382812,818700
1997-07-03 00:00:00-04:00,27.5625,28.1875,26.75,28.0625,22.187360763549805,696800
1997-07-07 00:00:00-04:00,28.5,28.625,27.0,27.125,21.44613265991211,1180500
1997-07-08 00:00:00-04:00,27.25,27.6875,27.125,27.6875,21.8908748626709,595000
1997-07-09 00:00:00-04:00,27.6875,27.6875,26.375,26.625,21.050823211669922,958000
1997-07-10 00:00:00-04:00,26.25,26.3125,25.125,25.5,20.161344528198242,1069200
1997-07-11 00:00:00-04:00,25.625,26.125,25.375,25.9375,20.50724983215332,674600
1997-07-14 00:00:00-04:00,26.1875,26.25,25.4375,25.6875,20.30959129333496,471200
1997-07-15 00:00:00-04:00,25.3125,25.5625,25.0,25.4375,20.111921310424805,513000
1997-07-16 00:00:00-04:00,25.5625,25.5625,23.75,23.8125,18.8271427154541,899600
1997-07-17 00:00:00-04:00,24.0,26.25,23.9375,26.0625,20.606075286865234,1286200
1997-07-18 00:00:00-04:00,26.125,26.5,25.3125,25.875,20.45783805847168,346200
1997-07-21 00:00:00-04:00,25.8125,25.8125,25.0,25.3125,20.013099670410156,216600
1997-07-22 00:00:00-04:00,25.125,25.875,25.125,25.625,20.26017189025879,351200
1997-07-23 00:00:00-04:00,25.625,26.125,25.0,25.0,19.76601791381836,507100
1997-07-24 00:00:00-04:00,25.0,25.75,24.25,24.625,19.469533920288086,412800
1997-07-25 00:00:00-04:00,24.875,25.0,24.1875,24.625,19.469533920288086,253000
1997-07-28 00:00:00-04:00,24.875,25.4375,24.375,25.25,19.96368408203125,953700
1997-07-29 00:00:00-04:00,25.5,26.6875,25.5,26.6875,21.100229263305664,1028100
1997-07-30 00:00:00-04:00,26.8125,27.9375,26.6875,27.75,21.94028663635254,801700
1997-07-31 00:00:00-04:00,27.875,28.0,26.6875,26.8125,21.199054718017578,458400
1997-08-01 00:00:00-04:00,26.3125,27.0,26.25,26.625,21.050823211669922,250100
1997-08-04 00:00:00-04:00,26.375,27.875,26.25,27.625,21.841459274291992,629700
1997-08-05 00:00:00-04:00,28.125,28.4375,26.5,27.0625,21.396726608276367,1157400
1997-08-06 00:00:00-04:00,27.0625,27.125,26.25,26.5,20.951982498168945,350500
1997-08-07 00:00:00-04:00,26.5,26.6875,25.75,25.75,20.359006881713867,456200
1997-08-08 00:00:00-04:00,25.5,25.6875,24.75,25.25,19.96368408203125,576100
1997-08-11 00:00:00-04:00,25.375,25.375,24.5,24.75,19.568361282348633,370400
1997-08-12 00:00:00-04:00,25.0,25.4375,24.3125,24.3125,19.222455978393555,910300
1997-08-13 00:00:00-04:00,24.5,25.1875,23.8125,24.375,19.271875381469727,416500
1997-08-14 00:00:00-04:00,24.625,24.75,23.9375,24.0,18.97538185119629,309000
1997-08-15 00:00:00-04:00,24.0,24.0,22.875,23.0625,18.234159469604492,1385300
1997-08-18 00:00:00-04:00,23.5625,23.6875,22.9375,23.5,18.580059051513672,551500
1997-08-19 00:00:00-04:00,23.375,24.25,23.375,24.25,19.173044204711914,380800
1997-08-20 00:00:00-04:00,24.875,25.625,24.6875,25.625,20.26017189025879,621500
1997-08-21 00:00:00-04:00,25.375,25.5625,24.5,24.75,19.568361282348633,479600
1997-08-22 00:00:00-04:00,24.125,24.625,24.0,24.5,19.37070655822754,408100
1997-08-25 00:00:00-04:00,25.0,25.0625,24.1875,24.3125,19.222455978393555,230200
1997-08-26 00:00:00-04:00,24.25,24.9375,24.125,24.6875,19.518949508666992,296300
1997-08-27 00:00:00-04:00,24.9375,25.0,24.25,24.5,19.37070655822754,619500
1997-08-28 00:00:00-04:00,24.5,25.375,24.375,25.3125,20.013099670410156,492400
1997-08-29 00:00:00-04:00,25.3125,26.875,25.25,26.25,20.754329681396484,686100
1997-09-02 00:00:00-04:00,26.375,26.4375,25.5,26.25,20.754329681396484,414700
1997-09-03 00:00:00-04:00,26.25,26.375,26.0,26.0625,20.606075286865234,265000
1997-09-04 00:00:00-04:00,26.0,26.3125,25.5,25.75,20.359006881713867,237400
1997-09-05 00:00:00-04:00,26.25,26.4375,25.5625,25.875,20.45783805847168,151100
1997-09-08 00:00:00-04:00,25.75,26.0,25.3125,25.375,20.062511444091797,91200
1997-09-09 00:00:00-04:00,25.25,25.5,24.625,24.875,19.66719627380371,318400
1997-09-10 00:00:00-04:00,24.875,24.875,24.1875,24.25,19.173044204711914,365900
1997-09-11 00:00:00-04:00,24.0,24.75,24.0,24.25,19.173044204711914,721200
1997-09-12 00:00:00-04:00,24.375,24.625,24.0,24.4375,19.3212947845459,234000
1997-09-15 00:00:00-04:00,24.6875,25.875,24.5,25.1875,19.914270401000977,855800
